8 JAN 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,.30,3.70,370 / 372,-.15,.06,.0005,,
,,.00,.30,3.70,372 / 374,-.15,.17,-.0002,,
,,.00,-.70,2.70,374 / 375,-.06,.15,-.0006,,
,,.0003,-.75,2.70,375 / 376,-.12,.06,.0003,,
,,.0004,2.25,5.70,376 / 380,-.06,.15,-.0006,,
,,.0001,2.30,5.70,380 / 384,-.10,.09,.00,,
,,.00,-.70,2.70,384 / 385,-.10,.12,-.0001,,
,,.0004,1.25,4.70,385 / 388,-.16,.12,.0002,,
,,-.0003,.30,3.75,388 / 390,-.10,.18,-.0005,,
,,.0006,.25,3.65,390 / 392,-.13,.13,.00,,
,,.0001,1.30,4.70,392 / 395,-.11,.15,-.0003,,
,,.0003,-.75,2.70,395 / 396,-.12,.12,.00,,
,,-.0014,2.45,5.80,396 / 400,-.04,.11,-.0005,,
,,.0020,3.20,6.50,400 / 405,-.04,.10,-.0005,,
,,.0004,3.25,6.70,405 / 410,-.08,.09,-.0002,,
,,.0007,3.20,6.70,410 / 415,-.06,.13,-.0006,,
,,.0002,3.25,6.75,415 / 420,-.10,.16,-.0005,,
,,.0008,3.20,6.70,420 / 425,-.09,.15,-.0005,,
,,.0005,3.25,6.70,425 / 430,-.06,.14,-.0007,,
,,.0005,3.25,6.70,430 / 435,-.10,.13,-.0004,,
,,.0008,3.20,6.70,435 / 440,-.05,.18,-.0010,,
,,.0005,3.25,6.70,440 / 445,-.08,.11,-.0004,,
,,.0005,3.25,6.70,445 / 450,-.08,.13,-.0005,,
,,.0009,3.20,6.70,450 / 455,-.03,.16,-.0011,,
,,.0009,3.20,6.70,455 / 460,-.09,.07,-.0001,,
,,.0006,3.20,6.75,460 / 465,-.05,.16,-.0010,,
,,.0009,3.15,6.75,465 / 470,-.11,.20,-.0009,,
,,-.0006,3.40,6.75,470 / 475,-.12,.20,-.0008,,
,,-.0017,3.80,6.50,475 / 480,-.10,.18,-.0008,,
,,.0050,3.20,6.10,480 / 485,-.09,.20,-.0011,,
,,.0007,3.25,6.70,485 / 490,-.05,.21,-.0014,,
,,.0017,3.15,6.65,490 / 495,-.10,.14,-.0007,,
,,.0001,3.35,6.70,495 / 500,-.04,.20,-.0015,,
,,.0024,3.20,6.50,500 / 505,-.08,.16,-.0010,,
,,.0012,3.20,6.70,505 / 510,-.08,.22,-.0014,,
,,.0012,3.25,6.65,510 / 515,-.10,.24,-.0014,,
,,.0009,3.35,6.60,515 / 520,-.09,.24,-.0016,,
,,.0023,3.25,6.50,520 / 525,-.09,.24,-.0016,,
,,.0013,3.35,6.55,525 / 530,-.08,.29,-.0020,,
,,.0020,3.35,6.45,530 / 535,-.11,.25,-.0016,,
,,.0018,3.40,6.45,535 / 540,-.07,.27,-.0021,,
,,.0015,3.50,6.40,540 / 545,-.08,.29,-.0022,,
,,-.0005,3.90,6.30,545 / 550,-.09,.31,-.0023,,
,,.0100,8.05,10.75,550 / 560,.05,.45,-.0053,,
,,.0037,8.60,11.20,560 / 570,.07,.48,-.0060,,
,,.0074,8.75,10.55,570 / 580,.14,.53,-.0072,,
,,.0085,8.70,10.50,580 / 590,.18,.61,-.0084,,
,,.0097,8.70,10.40,590 / 600,.35,.70,-.0106,,
,,.0113,8.70,10.25,600 / 610,.35,.65,-.0109,,
,,.0154,8.35,10.05,610 / 620,.45,.95,-.0141,,
,,.0165,8.25,10.10,620 / 630,.65,1.20,-.0176,,
,,.0194,8.15,9.85,630 / 640,.70,1.20,-.0188,,
,,.0109,3.60,5.25,640 / 645,.35,.85,-.0111,,
,,.0120,3.50,5.20,645 / 650,.50,.95,-.0127,,
,,.0130,3.45,5.10,650 / 655,.40,.90,-.0122,,
,,.0140,3.40,5.00,655 / 660,.45,1.10,-.0137,,
,,.0144,3.45,4.95,660 / 665,.55,1.20,-.0149,,
,,.0165,3.25,4.70,665 / 670,.60,1.30,-.0159,,
,,.0170,3.20,4.70,670 / 675,.65,1.45,-.0170,,
,,.0181,3.10,4.60,675 / 680,.70,1.45,-.0176,,
,,.0191,3.00,4.50,680 / 685,.90,1.70,-.0194,,
,,.0203,2.80,4.40,685 / 690,.90,1.80,-.0200,,
,,.0209,2.75,4.35,690 / 695,1.00,1.95,-.0210,,
,,.0219,2.65,4.15,695 / 700,1.30,2.10,-.0223,,
,,.0227,2.55,4.00,700 / 705,1.25,2.00,-.0224,,
,,.0236,2.40,3.80,705 / 710,1.40,2.40,-.0236,,
,,.0241,2.30,3.70,710 / 715,1.45,2.50,-.0240,,
,,.0246,2.15,3.55,715 / 720,1.65,2.65,-.0246,,
,,.0249,2.10,3.40,720 / 725,1.75,2.85,-.0249,,
,,.0251,2.05,3.00,725 / 730,1.85,3.00,-.0251,,
,,.0252,2.00,2.90,730 / 735,2.00,3.15,-.0252,,
,,.0251,1.75,2.80,735 / 740,2.10,3.35,-.0251,,
,,.0248,1.60,2.60,740 / 745,2.25,3.50,-.0249,,
,,.0240,1.45,2.25,745 / 750,2.40,3.65,-.0245,,
,,.0246,1.60,2.40,750 / 755,2.45,3.80,-.0241,,
,,.0236,1.30,2.20,755 / 760,2.60,4.05,-.0232,,
,,.0224,1.15,1.95,760 / 765,2.65,4.10,-.0229,,
,,.0218,1.05,1.85,765 / 770,2.80,4.25,-.0220,,
,,.0213,1.00,1.80,770 / 775,2.90,4.45,-.0208,,
,,.0199,.80,1.65,775 / 780,2.95,4.55,-.0201,,
,,.0190,.70,1.55,780 / 785,3.05,4.65,-.0192,,
,,.0181,.65,1.45,785 / 790,3.15,4.75,-.0182,,
,,.0170,.55,1.35,790 / 795,3.20,4.85,-.0173,,
,,.0164,.55,1.25,795 / 800,3.30,4.90,-.0164,,
,,.0291,1.15,1.85,800 / 810,7.70,9.30,-.0291,,
,,.0251,.90,1.55,810 / 820,7.85,9.55,-.0262,,
,,.0233,.85,1.40,820 / 830,8.10,9.80,-.0223,,
,,.0193,.60,1.15,830 / 840,8.25,9.95,-.0197,,
,,.0161,.45,.95,840 / 850,8.40,10.10,-.0170,,
,,.0150,.40,.90,850 / 860,8.55,10.25,-.0142,,
,,.0122,.26,.75,860 / 870,8.60,10.35,-.0126,,
,,.0106,.20,.66,870 / 880,8.70,10.50,-.0101,,
,,.0088,.15,.54,880 / 890,8.75,10.55,-.0089,,
,,.0072,.12,.43,890 / 900,8.80,10.60,-.0078,,
,,.0127,.37,.60,900 / 920,18.15,20.95,-.0120,,
,,.0084,.17,.44,920 / 940,17.80,21.50,-.0095,,
,,.0030,-.06,.27,940 / 950,8.10,11.70,-.0030,,
,,.0028,-.06,.26,950 / 960,8.05,11.70,-.0034,,
,,.0046,.01,.31,960 / 980,18.00,21.70,-.0044,,
,,.0034,.03,.20,980 / 1000,18.10,21.70,-.0030,,
,,.0020,-.01,.16,1000 / 1010,8.10,11.70,-.0027,,
,,.0013,-.09,.18,1010 / 1020,8.05,11.85,-.0015,,
,,.0012,-.09,.17,1020 / 1030,8.05,11.85,-.0014,,
,,.0010,-.08,.15,1030 / 1040,8.30,11.85,.0017,,
,,.0011,-.07,.15,1040 / 1050,8.10,11.65,-.0032,,
,,.0003,-.09,.10,1050 / 1060,8.10,11.80,-.0014,,
,,.0008,-.05,.11,1060 / 1070,8.15,11.85,-.0001,,
,,.0014,-.06,.17,1070 / 1080,8.10,11.85,-.0007,,
,,-.0004,-.13,.09,1080 / 1090,8.10,11.85,-.0007,,
,,.0013,-.01,.11,1090 / 1100,8.15,11.85,-.0001,,
,,.0013,-.02,.12,1100 / 1110,8.10,11.80,-.0015,,
,,.0002,-.11,.12,1110 / 1120,8.15,11.85,.00,,
,,-.0008,-.14,.07,1120 / 1130,8.15,11.85,.00,,
,,.0015,-.06,.18,1130 / 1140,8.15,11.85,.00,,
,,-.0001,-.11,.10,1140 / 1150,8.15,11.80,-.0008,,
,,-.0003,-.07,.04,1150 / 1160,8.20,11.80,.00,,
,,.0003,-.05,.07,1160 / 1170,8.20,11.80,.00,,
,,.0009,-.01,.08,1170 / 1180,8.15,11.80,-.0007,,
,,-.0003,-.07,.04,1180 / 1190,8.15,11.85,.00,,
,,.0008,-.01,.07,1190 / 1200,8.20,11.80,.00,,
,,.0007,.01,.04,1200 / 1220,18.20,21.75,.00,,
,,-.0001,-.02,.01,1220 / 1240,18.20,21.80,.00,,
,,.00,-.01,.01,1240 / 1260,18.20,21.80,.00,,

22 JAN 21  (18)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,-.0025,5.20,14.80,400 / 410,-.12,.34,-.0015,,
,,-.0023,5.15,14.70,410 / 420,-.15,.35,-.0015,,
,,-.0022,5.25,14.55,420 / 430,-.16,.37,-.0016,,
,,-.0021,5.10,14.65,430 / 440,-.16,.38,-.0017,,
,,-.0019,4.95,14.75,440 / 450,-.15,.38,-.0019,,
,,-.0019,5.00,14.80,450 / 460,-.13,.37,-.0020,,
,,-.0016,4.95,14.65,460 / 470,-.09,.39,-.0024,,
,,-.0015,5.05,14.65,470 / 480,-.05,.42,-.0029,,
,,-.0015,5.05,14.75,480 / 490,-.09,.40,-.0027,,
,,-.0008,.15,9.80,490 / 495,-.18,.37,-.0016,,
,,-.0005,.15,9.65,495 / 500,-.14,.39,-.0019,,
,,-.0001,0,9.60,500 / 505,-.19,.36,-.0016,,
,,-.0007,.20,9.75,505 / 510,-.19,.42,-.0019,,
,,-.0001,.05,9.65,510 / 515,-.18,.43,-.0021,,
,,.0001,1.45,8.20,515 / 520,-.18,.42,-.0021,,
,,.0002,2.95,6.70,520 / 525,-.17,.43,-.0022,,
,,.0001,3.00,6.75,525 / 530,-.17,.45,-.0024,,
,,.0003,3.00,6.70,530 / 535,-.17,.47,-.0026,,
,,.0002,.55,4.30,535 / 537.5,-.25,.42,-.0014,,
,,.00,1.05,3.90,537.5 / 540,-.25,.40,-.0013,,
,,.0004,1.45,3.35,540 / 542.5,-.20,.40,-.0016,,
,,.0005,1.45,3.35,542.5 / 545,-.20,.40,-.0016,,
,,.0003,1.50,3.35,545 / 547.5,-.25,.35,-.0011,,
,,.0004,1.50,3.35,547.5 / 550,-.20,.30,-.0012,,
,,.0006,1.45,3.35,550 / 552.5,-.10,.40,-.0022,,
,,.0006,1.45,3.35,552.5 / 555,-.20,.40,-.0017,,
,,.0007,1.45,3.35,555 / 557.5,-.20,.40,-.0017,,
,,.0010,1.40,3.30,557.5 / 560,-.20,.45,-.0020,,
,,.0008,1.45,3.35,560 / 562.5,-.25,.45,-.0018,,
,,.0008,1.45,3.35,562.5 / 565,-.20,.45,-.0021,,
,,.0010,1.45,3.30,565 / 567.5,-.20,.45,-.0021,,
,,.0009,1.50,3.30,567.5 / 570,-.20,.45,-.0021,,
,,.0015,1.40,3.25,570 / 572.5,-.15,.45,-.0024,,
,,.0012,1.45,3.30,572.5 / 575,-.20,.45,-.0022,,
,,.0007,1.60,3.30,575 / 577.5,-.20,.50,-.0024,,
,,.0020,1.40,3.15,577.5 / 580,-.15,.50,-.0027,,
,,.0018,1.40,3.25,580 / 582.5,-.20,.45,-.0023,,
,,.0013,1.55,3.25,582.5 / 585,-.20,.50,-.0025,,
,,.0021,1.45,3.15,585 / 587.5,-.15,.50,-.0028,,
,,.0023,1.35,3.20,587.5 / 590,-.15,.50,-.0028,,
,,.0018,1.40,3.30,590 / 592.5,-.15,.50,-.0028,,
,,.0017,1.40,3.35,592.5 / 595,-.20,.50,-.0027,,
,,.0018,1.50,3.25,595 / 597.5,-.10,.60,-.0036,,
,,.0028,1.45,3.05,597.5 / 600,-.10,.55,-.0034,,
,,.0023,1.50,3.15,600 / 602.5,-.15,.55,-.0032,,
,,.0032,1.40,3.05,602.5 / 605,-.10,.60,-.0037,,
,,.0033,1.30,3.15,605 / 607.5,-.15,.55,-.0033,,
,,.0031,1.25,3.25,607.5 / 610,-.10,.60,-.0038,,
,,.0030,1.35,3.20,610 / 612.5,-.05,.60,-.0041,,
,,.0037,1.30,3.10,612.5 / 615,-.05,.60,-.0041,,
,,.0034,1.35,3.15,615 / 617.5,-.10,.65,-.0042,,
,,.0038,1.35,3.05,617.5 / 620,-.10,.70,-.0044,,
,,.0039,1.35,3.05,620 / 622.5,-.10,.70,-.0044,,
,,.0042,1.30,3.05,622.5 / 625,-.05,.70,-.0047,,
,,.0048,1.15,3.05,625 / 627.5,0,.70,-.0049,,
,,.0043,1.20,3.15,627.5 / 630,-.05,.70,-.0048,,
,,.0042,1.30,3.10,630 / 632.5,0,.75,-.0052,,
,,.0050,1.25,2.95,632.5 / 635,.10,.75,-.0056,,
,,.0051,1.25,2.95,635 / 637.5,-.05,.70,-.0050,,
,,.0053,1.20,2.95,637.5 / 640,0,.85,-.0057,,
,,.0054,1.15,3.00,640 / 642.5,.05,.80,-.0058,,
,,.0055,1.15,3.00,642.5 / 645,.05,.80,-.0058,,
,,.0059,1.15,2.90,645 / 647.5,.10,.85,-.0062,,
,,.0060,1.15,2.90,647.5 / 650,.05,.90,-.0062,,
,,.0062,1.10,2.90,650 / 652.5,.05,.95,-.0065,,
,,.0067,1.05,2.80,652.5 / 655,.10,.95,-.0067,,
,,.0065,1.10,2.85,655 / 657.5,.10,.95,-.0067,,
,,.0068,1.05,2.80,657.5 / 660,.15,1.00,-.0070,,
,,.0069,1.00,2.85,660 / 662.5,.10,1.00,-.0070,,
,,.0072,.95,2.80,662.5 / 665,.15,1.05,-.0073,,
,,.0070,1.05,2.80,665 / 667.5,.20,1.15,-.0077,,
,,.0076,.95,2.70,667.5 / 670,.15,1.15,-.0076,,
,,.0076,1.00,2.65,670 / 672.5,.15,1.15,-.0077,,
,,.0079,.95,2.60,672.5 / 675,.20,1.15,-.0078,,
,,.0079,.90,2.70,675 / 677.5,.25,1.20,-.0081,,
,,.0081,.85,2.65,677.5 / 680,.25,1.25,-.0083,,
,,.0082,.90,2.60,680 / 682.5,.25,1.30,-.0084,,
,,.0084,.90,2.50,682.5 / 685,.25,1.30,-.0084,,
,,.0084,.90,2.55,685 / 687.5,.30,1.30,-.0086,,
,,.0087,.75,2.55,687.5 / 690,.30,1.35,-.0087,,
,,.0089,.75,2.45,690 / 692.5,.40,1.40,-.0089,,
,,.0089,.80,2.40,692.5 / 695,.45,1.35,-.0090,,
,,.0090,.80,2.35,695 / 697.5,.45,1.45,-.0091,,
,,.0091,.80,2.30,697.5 / 700,.40,1.45,-.0091,,
,,.0091,.85,2.30,700 / 702.5,.45,1.45,-.0092,,
,,.0094,.70,2.20,702.5 / 705,.60,1.50,-.0094,,
,,.0093,.70,2.30,705 / 707.5,.50,1.45,-.0093,,
,,.0095,.65,2.20,707.5 / 710,.50,1.60,-.0095,,
,,.0095,.65,2.15,710 / 712.5,.50,1.65,-.0095,,
,,.0095,.65,2.15,712.5 / 715,.50,1.75,-.0096,,
,,.0192,1.85,3.40,715 / 720,1.75,3.00,-.0193,,
,,.0193,1.90,3.40,720 / 725,1.80,3.00,-.0194,,
,,.0195,1.85,3.15,725 / 730,1.90,3.10,-.0195,,
,,.0194,1.65,2.95,730 / 735,2.00,3.30,-.0194,,
,,.0193,1.60,2.95,735 / 740,2.05,3.45,-.0194,,
,,.0191,1.45,2.75,740 / 745,2.15,3.60,-.0192,,
,,.0190,1.40,2.70,745 / 750,2.20,3.65,-.0191,,
,,.0186,1.25,2.55,750 / 755,2.40,3.80,-.0187,,
,,.0184,1.20,2.50,755 / 760,2.50,3.85,-.0184,,
,,.0180,1.10,2.35,760 / 765,2.60,4.00,-.0179,,
,,.0177,1.05,2.25,765 / 770,2.60,4.10,-.0177,,
,,.0171,.95,2.10,770 / 775,2.65,4.20,-.0174,,
,,.0167,.90,2.00,775 / 780,2.80,4.35,-.0166,,
,,.0161,.80,1.90,780 / 785,2.90,4.45,-.0160,,
,,.0158,.75,1.85,785 / 790,2.85,4.50,-.0159,,
,,.0151,.65,1.75,790 / 795,2.95,4.65,-.0151,,
,,.0145,.60,1.65,795 / 800,3.00,4.75,-.0145,,
,,.0278,1.65,2.55,800 / 810,7.05,8.80,-.0276,,
,,.0244,1.25,2.15,810 / 820,7.35,9.05,-.0252,,
,,.0118,.35,1.30,820 / 825,3.35,5.05,-.0117,,
,,.0111,.30,1.20,825 / 830,3.40,5.10,-.0111,,
,,.0211,.95,1.85,830 / 840,7.80,9.45,-.0209,,
,,.0186,.75,1.60,840 / 850,8.00,9.65,-.0186,,
,,.0175,.75,1.45,850 / 860,8.10,9.80,-.0170,,
,,.0145,.50,1.20,860 / 870,8.25,9.95,-.0151,,
,,.0069,0,.80,870 / 875,3.75,5.45,-.0069,,
,,.0065,0,.75,875 / 880,3.85,5.45,-.0062,,
,,.0119,.35,1.00,880 / 890,8.55,10.05,-.0123,,
,,.0108,.30,.90,890 / 900,8.65,10.20,-.0105,,
,,.0181,.70,1.25,900 / 920,18.05,19.80,-.0195,,
,,.0144,.50,1.00,920 / 940,18.30,20.20,-.0145,,
,,.0110,.32,.78,940 / 960,18.45,20.40,-.0114,,
,,.0090,.24,.65,960 / 980,18.20,21.05,-.0080,,
,,.0070,.14,.54,980 / 1000,17.80,21.55,-.0068,,
,,.0058,.08,.48,1000 / 1020,17.85,21.65,-.0054,,
,,.0047,.02,.42,1020 / 1040,16.25,22.90,-.0081,,
,,.0041,-.01,.40,1040 / 1060,15.10,24.70,-.0025,,
,,.0034,-.05,.37,1060 / 1080,14.95,24.70,-.0037,,
,,.0030,-.05,.34,1080 / 1100,15.10,24.80,-.0014,,
,,.0023,-.08,.30,1100 / 1120,15.00,24.65,-.0035,,
,,.0016,-.14,.28,1120 / 1140,14.95,24.70,-.0035,,
,,.0020,-.13,.33,1140 / 1160,15.15,24.80,-.0007,,
,,.0019,-.13,.32,1160 / 1180,15.10,24.70,-.0021,,
,,.0009,-.14,.22,1180 / 1200,15.10,24.80,-.0011,,
,,.0014,-.10,.24,1200 / 1220,15.10,24.80,-.0011,,
,,.0010,-.16,.26,1220 / 1240,15.05,24.80,-.0016,,
,,.0004,-.15,.18,1240 / 1260,15.15,24.95,.0009,,

29 JAN 21  (25)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0004,.05,9.75,530 / 535,-.20,.65,-.0032,,
,,.0022,-.25,9.40,535 / 540,-.10,.70,-.0039,,
,,.0019,-.20,9.55,540 / 545,-.15,.75,-.0040,,
,,.0013,.15,9.50,545 / 550,-.15,.70,-.0039,,
,,.0032,-.15,9.20,550 / 555,.10,.80,-.0054,,
,,.0031,-.30,9.45,555 / 560,-.10,.75,-.0045,,
,,.0031,-.25,9.50,560 / 565,-.10,1.00,-.0055,,
,,.0036,-.30,9.45,565 / 570,-.15,1.00,-.0054,,
,,.0041,-.30,9.35,570 / 575,-.05,1.05,-.0061,,
,,.0009,-1.95,6.90,575 / 577.5,-.15,.75,-.0034,,
,,.0014,-1.50,6.30,577.5 / 580,0,.65,-.0036,,
,,.0054,-2.45,5.95,580 / 582.5,-.25,.55,-.0024,,
,,.0017,-2.10,6.85,582.5 / 585,-.20,.80,-.0035,,
,,-.0014,-.75,6.50,585 / 587.5,-.15,.80,-.0037,,
,,.0078,-2.35,5.15,587.5 / 590,-.05,.75,-.0039,,
,,.0003,-1.50,6.75,590 / 592.5,-.15,.80,-.0037,,
,,.0051,-2.15,5.85,592.5 / 595,-.10,.80,-.0039,,
,,.0043,-2.50,6.45,595 / 597.5,-.20,.65,-.0031,,
,,.0022,-2.10,6.80,597.5 / 600,.10,.80,-.0046,,
,,.0037,-2.20,6.40,600 / 602.5,0,.75,-.0042,,
,,-.0002,-.90,6.45,602.5 / 605,-.25,.95,-.0040,,
,,.0078,-2.25,5.10,605 / 607.5,-.20,1.05,-.0045,,
,,.0039,-2.25,6.45,607.5 / 610,-.25,1.05,-.0044,,
,,.0041,-2.30,6.45,610 / 612.5,-.20,1.05,-.0046,,
,,.0041,-2.30,6.45,612.5 / 615,-.20,.95,-.0043,,
,,.0043,-2.30,6.40,615 / 617.5,-.10,1.05,-.0049,,
,,.0033,-1.90,6.40,617.5 / 620,-.10,1.05,-.0049,,
,,.0022,-1.05,6.00,620 / 622.5,-.10,1.15,-.0052,,
,,.0089,-2.70,5.10,622.5 / 625,-.15,1.20,-.0052,,
,,.0040,-2.40,6.70,625 / 627.5,-.15,1.05,-.0049,,
,,.0060,-2.85,6.35,627.5 / 630,.15,1.10,-.0058,,
,,.0026,-1.90,6.85,630 / 632.5,-.05,.95,-.0049,,
,,.0034,-1.20,5.85,632.5 / 635,0,1.15,-.0056,,
,,.0080,-2.35,5.05,635 / 637.5,0,1.15,-.0056,,
,,.0064,-2.70,6.05,637.5 / 640,0,1.20,-.0057,,
,,.0053,-2.50,6.40,640 / 642.5,0,1.25,-.0059,,
,,.0046,-2.15,6.40,642.5 / 645,0,1.30,-.0060,,
,,.0066,-2.55,5.85,645 / 647.5,0,1.30,-.0060,,
,,.0055,-2.30,6.15,647.5 / 650,.05,1.40,-.0063,,
,,.0038,-1.25,6.00,650 / 652.5,-.05,1.40,-.0061,,
,,.0074,-2.10,5.00,652.5 / 655,-.05,1.40,-.0062,,
,,.0054,-1.80,5.80,655 / 657.5,.05,1.45,-.0064,,
,,.0061,-1.60,5.25,657.5 / 660,.10,1.50,-.0066,,
,,.0062,-1.60,5.25,660 / 662.5,0,1.50,-.0065,,
,,.0090,-3.20,5.10,662.5 / 665,.05,1.60,-.0067,,
,,.0043,-1.65,6.55,665 / 667.5,0,1.55,-.0066,,
,,.0089,-3.20,5.05,667.5 / 670,.10,1.60,-.0068,,
,,.0067,-3.10,6.40,670 / 672.5,.05,1.60,-.0068,,
,,.0065,-2.90,6.40,672.5 / 675,.05,1.65,-.0069,,
,,.0072,-3.20,6.15,675 / 677.5,.15,1.70,-.0070,,
,,.0070,-3.20,6.30,677.5 / 680,.10,1.70,-.0070,,
,,.0068,-2.90,6.25,680 / 682.5,.20,1.75,-.0072,,
,,.0072,-3.20,6.15,682.5 / 685,.20,1.70,-.0071,,
,,.0070,-3.00,6.15,685 / 687.5,.15,1.70,-.0071,,
,,.0073,-2.95,5.75,687.5 / 690,.20,1.85,-.0073,,
,,.0062,-1.60,5.90,690 / 692.5,.15,1.85,-.0073,,
,,.0072,-1.65,4.80,692.5 / 695,.20,1.90,-.0073,,
,,.0074,-1.80,4.60,695 / 697.5,.30,1.90,-.0074,,
,,.0081,-1.60,3.15,697.5 / 700,.30,1.80,-.0073,,
,,.0071,-1.15,4.55,700 / 702.5,.35,1.85,-.0074,,
,,.0073,-2.05,5.10,702.5 / 705,.40,1.85,-.0074,,
,,.0073,-1.45,4.80,705 / 707.5,.40,1.85,-.0074,,
,,.0080,-1.50,2.45,707.5 / 710,.35,1.95,-.0075,,
,,.0075,.30,2.20,710 / 712.5,.40,2.05,-.0075,,
,,.0074,.30,2.30,712.5 / 715,.40,2.00,-.0075,,
,,.0149,1.65,3.60,715 / 720,1.65,3.25,-.0150,,
,,.0150,1.50,3.35,720 / 725,1.65,3.35,-.0150,,
,,.0150,1.70,3.25,725 / 730,1.70,3.55,-.0150,,
,,.0149,1.45,2.95,730 / 735,1.70,3.65,-.0150,,
,,.0151,1.65,3.10,735 / 740,1.80,3.80,-.0149,,
,,.0146,1.30,2.75,740 / 745,1.80,3.85,-.0149,,
,,.0144,1.20,2.60,745 / 750,1.90,3.95,-.0147,,
,,.0149,1.45,2.90,750 / 755,2.00,4.00,-.0146,,
,,.0143,1.05,2.75,755 / 760,2.10,4.10,-.0144,,
,,.0142,.95,2.70,760 / 765,2.10,4.15,-.0143,,
,,.0140,.85,2.70,765 / 770,2.20,4.25,-.0141,,
,,.0139,.85,2.60,770 / 775,2.25,4.25,-.0140,,
,,.0136,.80,2.50,775 / 780,.55,6.30,-.0134,,
,,.0137,.80,2.50,780 / 785,-1.30,8.35,-.0131,,
,,.0130,.65,2.30,785 / 790,-1.45,8.35,-.0133,,
,,.0130,.65,2.30,790 / 795,-1.35,8.10,-.0137,,
,,.0119,.65,1.80,795 / 800,-1.20,7.10,-.0157,,
,,.0251,2.20,3.30,800 / 810,3.70,11.00,-.0251,,
,,.0233,1.60,3.15,810 / 820,4.10,12.15,-.0209,,
,,.0119,.65,1.80,820 / 825,-.40,7.65,-.0128,,
,,.0100,.35,1.45,825 / 830,.45,8.65,-.0074,,
,,.0209,1.25,2.70,830 / 840,3.25,12.75,-.0211,,
,,.0193,1.00,2.50,840 / 850,3.45,11.95,-.0232,,
,,.0180,.85,2.30,850 / 860,4.95,11.80,-.0187,,
,,.0170,.75,2.15,860 / 870,5.25,13.20,-.0119,,
,,.0079,-.05,1.35,870 / 875,-.40,8.05,-.0121,,
,,.0076,-.05,1.30,875 / 880,.70,8.00,-.0080,,
,,.0129,.45,1.50,880 / 890,5.30,13.65,-.0092,,
,,.0154,.85,1.70,890 / 900,4.20,12.45,-.0191,,
,,.0225,1.15,2.15,900 / 920,14.80,22.65,-.0191,,
,,.0192,.85,1.90,920 / 940,14.25,23.05,-.0191,,
,,.0163,.60,1.65,940 / 960,14.35,22.75,-.0200,,
,,.0127,.35,1.30,960 / 980,15.10,23.85,-.0094,,
,,.0109,.40,1.00,980 / 1000,14.50,24.00,-.0115,,
,,.0103,.40,.95,1000 / 1020,14.60,24.05,-.0104,,
,,.0086,.28,.82,1020 / 1040,14.80,24.25,-.0078,,
,,.0054,-.02,.63,1040 / 1060,14.85,24.40,-.0063,,
,,.0053,-.17,.79,1060 / 1080,14.75,24.45,-.0065,,
,,.0056,-.04,.73,1080 / 1100,14.95,24.65,-.0037,,
,,.0041,-.03,.51,1100 / 1120,14.85,24.60,-.0046,,
,,.0035,-.07,.47,1120 / 1140,14.90,24.60,-.0042,,
,,.0029,-.10,.43,1140 / 1160,15.10,24.75,-.0016,,
,,.0025,-.13,.42,1160 / 1180,14.95,24.55,-.0041,,
,,.0028,-.08,.41,1180 / 1200,15.15,24.75,-.0011,,
,,.0010,-.20,.28,1200 / 1220,15.00,24.65,-.0029,,
,,.0020,-.36,.60,1220 / 1240,15.10,24.80,-.0010,,
,,.0012,-.35,.48,1240 / 1260,15.05,24.85,-.0010,,

5 FEB 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0111,19.20,28.70,450 / 475,.55,1.40,-.0106,,
,,.0138,18.90,28.50,475 / 500,.75,2.00,-.0143,,
,,.0177,18.50,28.10,500 / 525,.95,2.05,-.0165,,
,,.0211,18.55,27.50,525 / 550,1.75,2.55,-.0221,,
,,.0292,17.70,26.20,550 / 575,2.55,3.80,-.0297,,
,,.0069,0,8.45,575 / 580,-.15,1.55,-.0065,,
,,.0076,-.40,8.60,580 / 585,-.10,1.60,-.0068,,
,,.0062,-.25,9.10,585 / 590,-.05,1.60,-.0071,,
,,.0078,-.20,8.40,590 / 595,.05,1.65,-.0075,,
,,.0082,-.20,8.25,595 / 600,.10,1.75,-.0079,,
,,.0076,-.20,8.55,600 / 605,.05,1.80,-.0080,,
,,.0088,-.55,8.35,605 / 610,.30,1.85,-.0087,,
,,.0087,-.50,8.40,610 / 615,.25,1.80,-.0086,,
,,.0088,-.55,8.45,615 / 620,.20,2.00,-.0090,,
,,.0055,-3.05,6.40,620 / 622.5,-.30,1.50,-.0047,,
,,.0049,-2.85,6.55,622.5 / 625,-.30,1.60,-.0049,,
,,.0049,-2.85,6.55,625 / 627.5,-.40,1.55,-.0046,,
,,.0045,-2.70,6.65,627.5 / 630,-.30,1.55,-.0048,,
,,.0057,-3.05,6.30,630 / 632.5,-.25,1.55,-.0049,,
,,.0047,-2.70,6.55,632.5 / 635,-.25,1.55,-.0050,,
,,.0053,-2.90,6.35,635 / 637.5,-.20,1.60,-.0051,,
