Delta Call,Bid Call,Ask Call,Exp,Strike,Bid Put,Ask Put,Delta Put,Expiration_Date
0.9123,206.7,208.6,22-Jan-21,525,2.65,2.95,-0.0428,22 JAN 21  (18)  100 (Weeklys)
0.9122,201.85,203.7,22-Jan-21,530,2.78,3.1,-0.0452,22 JAN 21  (18)  100 (Weeklys)
0.9119,197,198.85,22-Jan-21,535,2.93,3.25,-0.0478,22 JAN 21  (18)  100 (Weeklys)
0.9116,194.55,196.45,22-Jan-21,537.5,3,3.35,-0.0492,22 JAN 21  (18)  100 (Weeklys)
0.9117,192.55,193.5,22-Jan-21,540,3.1,3.4,-0.0505,22 JAN 21  (18)  100 (Weeklys)
0.9113,190.15,191.1,22-Jan-21,542.5,3.2,3.5,-0.0521,22 JAN 21  (18)  100 (Weeklys)
0.9108,187.75,188.7,22-Jan-21,545,3.3,3.6,-0.0538,22 JAN 21  (18)  100 (Weeklys)
0.9105,185.35,186.25,22-Jan-21,547.5,3.35,3.65,-0.0549,22 JAN 21  (18)  100 (Weeklys)
0.9101,182.9,183.85,22-Jan-21,550,3.45,3.65,-0.0561,22 JAN 21  (18)  100 (Weeklys)
0.9095,180.5,181.45,22-Jan-21,552.5,3.55,3.85,-0.0582,22 JAN 21  (18)  100 (Weeklys)
0.9089,178.1,179.05,22-Jan-21,555,3.65,3.95,-0.06,22 JAN 21  (18)  100 (Weeklys)
0.9082,175.7,176.65,22-Jan-21,557.5,3.75,4.05,-0.0617,22 JAN 21  (18)  100 (Weeklys)
0.9072,173.35,174.3,22-Jan-21,560,3.85,4.2,-0.0637,22 JAN 21  (18)  100 (Weeklys)
0.9064,170.95,171.9,22-Jan-21,562.5,3.95,4.3,-0.0655,22 JAN 21  (18)  100 (Weeklys)
0.9056,168.55,169.5,22-Jan-21,565,4.1,4.4,-0.0675,22 JAN 21  (18)  100 (Weeklys)
0.9046,166.2,167.1,22-Jan-21,567.5,4.2,4.55,-0.0696,22 JAN 21  (18)  100 (Weeklys)
0.9037,163.8,164.7,22-Jan-21,570,4.35,4.65,-0.0717,22 JAN 21  (18)  100 (Weeklys)
0.9022,161.45,162.4,22-Jan-21,572.5,4.5,4.8,-0.0741,22 JAN 21  (18)  100 (Weeklys)
0.901,159.1,160,22-Jan-21,575,4.6,4.95,-0.0763,22 JAN 21  (18)  100 (Weeklys)
0.9002,156.7,157.5,22-Jan-21,577.5,4.75,5.1,-0.0787,22 JAN 21  (18)  100 (Weeklys)
0.8982,154.35,155.3,22-Jan-21,580,4.95,5.25,-0.0814,22 JAN 21  (18)  100 (Weeklys)
0.8964,152.05,152.95,22-Jan-21,582.5,5.05,5.4,-0.0836,22 JAN 21  (18)  100 (Weeklys)
0.8952,149.7,150.5,22-Jan-21,585,5.2,5.55,-0.0862,22 JAN 21  (18)  100 (Weeklys)
0.8931,147.35,148.25,22-Jan-21,587.5,5.4,5.7,-0.089,22 JAN 21  (18)  100 (Weeklys)
0.8908,145.05,146,22-Jan-21,590,5.55,5.9,-0.0918,22 JAN 21  (18)  100 (Weeklys)
0.8889,142.7,143.65,22-Jan-21,592.5,5.75,6.05,-0.0947,22 JAN 21  (18)  100 (Weeklys)
0.8872,140.3,141.3,22-Jan-21,595,5.85,6.25,-0.0974,22 JAN 21  (18)  100 (Weeklys)
0.8854,138.05,138.8,22-Jan-21,597.5,6.15,6.45,-0.101,22 JAN 21  (18)  100 (Weeklys)
0.8826,135.75,136.6,22-Jan-21,600,6.35,6.7,-0.1044,22 JAN 21  (18)  100 (Weeklys)
0.8802,133.45,134.25,22-Jan-21,602.5,6.55,6.9,-0.1077,22 JAN 21  (18)  100 (Weeklys)
0.8771,131.2,132.05,22-Jan-21,605,6.8,7.15,-0.1114,22 JAN 21  (18)  100 (Weeklys)
0.8738,128.9,129.9,22-Jan-21,607.5,7,7.35,-0.1147,22 JAN 21  (18)  100 (Weeklys)
0.8707,126.65,127.65,22-Jan-21,610,7.25,7.6,-0.1185,22 JAN 21  (18)  100 (Weeklys)
0.8676,124.45,125.3,22-Jan-21,612.5,7.55,7.85,-0.1226,22 JAN 21  (18)  100 (Weeklys)
0.864,122.2,123.15,22-Jan-21,615,7.8,8.15,-0.1267,22 JAN 21  (18)  100 (Weeklys)
0.8606,120,120.85,22-Jan-21,617.5,8.05,8.45,-0.1309,22 JAN 21  (18)  100 (Weeklys)
0.8567,117.8,118.65,22-Jan-21,620,8.35,8.75,-0.1353,22 JAN 21  (18)  100 (Weeklys)
0.8528,115.6,116.45,22-Jan-21,622.5,8.65,9.05,-0.1397,22 JAN 21  (18)  100 (Weeklys)
0.8486,113.4,114.3,22-Jan-21,625,9,9.35,-0.1444,22 JAN 21  (18)  100 (Weeklys)
0.8438,111.25,112.25,22-Jan-21,627.5,9.35,9.7,-0.1493,22 JAN 21  (18)  100 (Weeklys)
0.8395,109.1,110.05,22-Jan-21,630,9.65,10.05,-0.1541,22 JAN 21  (18)  100 (Weeklys)
0.8353,106.95,107.8,22-Jan-21,632.5,10.05,10.4,-0.1594,22 JAN 21  (18)  100 (Weeklys)
0.8302,104.85,105.7,22-Jan-21,635,10.5,10.8,-0.165,22 JAN 21  (18)  100 (Weeklys)
0.8251,102.75,103.6,22-Jan-21,637.5,10.75,11.2,-0.1699,22 JAN 21  (18)  100 (Weeklys)
0.8198,100.65,101.55,22-Jan-21,640,11.2,11.6,-0.1756,22 JAN 21  (18)  100 (Weeklys)
