This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 10/5/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
781.53,+6.31,"30,483,341",796.50,806.9699,776.12

8 OCT 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0133,2.15,4.50,750 / 755,.70,2.20,-.0131,,
,,.0136,2.15,4.40,755 / 760,.85,2.65,-.0137,,
,,.0140,2.00,4.15,760 / 765,1.25,2.85,-.0140,,
,,.0142,2.05,4.30,765 / 770,.85,2.45,-.0143,,
,,.0145,1.85,4.10,770 / 775,1.45,2.95,-.0145,,
,,.0147,1.70,4.00,775 / 780,1.10,2.70,-.0149,,
,,.0150,1.80,4.00,780 / 785,1.00,3.20,-.0151,,
,,.0152,1.70,3.70,785 / 790,1.25,3.40,-.0152,,
,,.0153,1.50,3.65,790 / 795,1.55,3.40,-.0153,,
,,.0156,1.55,3.65,795 / 800,1.50,3.30,-.0157,,
,,.0154,1.35,3.35,800 / 805,1.60,3.60,-.0156,,
,,.0157,1.40,3.40,805 / 810,1.65,3.75,-.0156,,
,,.0154,1.15,3.15,810 / 815,1.80,3.70,-.0157,,
,,.0158,1.25,3.20,815 / 820,1.85,4.05,-.0154,,
,,.0155,1.15,2.95,820 / 825,1.70,4.30,-.0154,,
,,.0154,1.10,2.85,825 / 830,1.70,4.30,-.0156,,
,,.0151,.95,2.70,830 / 835,1.85,4.35,-.0154,,
,,.0149,.85,2.65,835 / 840,2.05,4.30,-.0153,,
,,.0146,.70,2.60,840 / 845,2.45,4.35,-.0145,,
,,.0145,.60,2.60,845 / 850,2.50,4.30,-.0146,,
,,.0283,2.15,3.80,850 / 860,6.15,8.05,-.0281,,
,,.0272,2.10,3.30,860 / 870,6.05,8.45,-.0276,,
,,.0246,1.70,2.75,870 / 880,6.35,9.20,-.0247,,
,,.0228,1.40,2.50,880 / 890,6.50,9.35,-.0239,,
,,.0225,1.25,2.55,890 / 900,6.75,9.60,-.0222,,
,,.0192,.85,2.10,900 / 910,7.15,9.90,-.0193,,
,,.0185,.90,1.90,910 / 920,7.20,10.05,-.0184,,
,,.0164,.75,1.60,920 / 930,7.40,10.20,-.0168,,
,,.0148,.60,1.45,930 / 940,7.35,10.40,-.0161,,
,,.0132,.40,1.35,940 / 950,7.50,10.75,-.0134,,
,,.0126,.35,1.30,950 / 960,8.00,10.80,-.0101,,
,,.0099,.15,1.05,960 / 970,7.60,10.65,-.0133,,
,,.0103,.25,1.05,970 / 980,7.70,11.15,-.0097,,
,,.0078,.15,.75,980 / 990,8.10,11.25,-.0062,,
,,.0074,.20,.65,990 / 1000,8.00,11.00,-.0085,,
,,.0156,.67,1.09,1000 / 1025,22.35,25.70,-.0173,,
,,.0102,.26,.80,1025 / 1050,22.60,26.20,-.0115,,
,,.0088,.17,.76,1050 / 1075,22.75,26.40,-.0085,,
,,.0064,.03,.62,1075 / 1100,22.85,26.50,-.0066,,
,,.0046,-.06,.51,1100 / 1125,23.00,26.60,-.0043,,
,,.0040,-.06,.46,1125 / 1150,23.00,26.65,-.0037,,
,,.0030,-.12,.41,1150 / 1175,22.95,26.70,-.0037,,
,,.0025,-.15,.39,1175 / 1200,23.05,26.80,-.0017,,
,,.0021,-.19,.39,1200 / 1225,22.75,27.05,-.0021,,
,,.0019,-.21,.40,1225 / 1250,22.45,27.40,-.0017,,
,,.0016,-.24,.40,1250 / 1275,22.45,27.40,-.0016,,
,,.0022,-.18,.42,1275 / 1300,22.50,27.40,-.0011,,
,,.0002,-.30,.30,1300 / 1325,22.50,27.45,-.0006,,
,,.0006,-.28,.33,1325 / 1350,22.45,27.50,-.0006,,
,,.0015,-.23,.39,1350 / 1375,22.45,27.55,.00,,
,,.00,-.31,.30,1375 / 1400,22.40,27.55,-.0006,,
,,.0006,-.24,.30,1400 / 1425,22.45,27.55,.00,,
,,.0004,-.18,.22,1425 / 1450,22.45,27.45,-.0008,,

17 DEC 21  (74)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0005,47.20,52.60,50 / 100,.01,.08,-.0003,,
,,.0013,47.40,52.15,100 / 150,.05,.38,-.0013,,
,,.0021,47.30,52.05,150 / 200,.07,.65,-.0022,,
,,.0029,47.35,51.85,200 / 250,.22,.68,-.0031,,
,,.0061,46.80,51.30,250 / 300,.66,1.10,-.0058,,
,,.0081,46.45,51.25,300 / 350,.69,1.36,-.0075,,
,,.0116,46.00,50.80,350 / 400,1.20,1.99,-.0116,,
,,.0030,7.25,11.90,400 / 410,.05,.75,-.0029,,
,,.0030,7.30,11.90,410 / 420,.05,.70,-.0029,,
,,.0033,7.20,11.90,420 / 430,.05,.80,-.0032,,
,,.0036,7.20,11.80,430 / 440,.05,.90,-.0035,,
,,.0037,7.25,11.75,440 / 450,0,.95,-.0036,,
,,.0041,7.20,11.70,450 / 460,.05,1.05,-.0041,,
,,.0042,7.15,11.75,460 / 470,.10,1.10,-.0044,,
,,.0046,7.10,11.65,470 / 480,.10,1.15,-.0047,,
,,.0048,7.15,11.60,480 / 490,.10,1.20,-.0049,,
,,.0049,7.20,11.55,490 / 500,.25,1.25,-.0055,,
,,.0059,7.00,11.35,500 / 510,.20,1.25,-.0055,,
,,.0059,7.00,11.45,510 / 520,.25,1.40,-.0061,,
,,.0063,7.00,11.35,520 / 530,.20,1.35,-.0061,,
,,.0069,6.95,11.20,530 / 540,.20,1.55,-.0067,,
,,.0064,7.30,11.20,540 / 550,.35,1.65,-.0074,,
,,.0084,6.85,10.75,550 / 560,.35,1.55,-.0074,,
,,.0079,6.90,11.10,560 / 570,.35,1.70,-.0080,,
,,.0089,6.75,10.85,570 / 580,.25,1.85,-.0083,,
,,.0090,6.80,10.90,580 / 590,.55,2.10,-.0096,,
,,.0091,7.05,10.75,590 / 600,.40,1.90,-.0093,,
,,.0108,6.80,10.20,600 / 610,.65,2.20,-.0106,,
,,.0111,6.65,10.35,610 / 620,.80,2.10,-.0110,,
,,.0111,6.95,10.35,620 / 630,.70,2.10,-.0112,,
,,.0122,6.90,9.90,630 / 640,1.15,2.50,-.0129,,
,,.0132,6.70,9.75,640 / 650,1.20,2.25,-.0130,,
,,.0068,2.45,5.75,650 / 655,.05,1.40,-.0063,,
,,.0069,2.50,5.75,655 / 660,.05,1.75,-.0069,,
,,.0076,2.15,5.55,660 / 665,.05,1.80,-.0071,,
,,.0070,2.50,5.85,665 / 670,.20,1.90,-.0076,,
,,.0077,2.45,5.45,670 / 675,.25,1.85,-.0077,,
,,.0082,2.10,5.45,675 / 680,.25,1.90,-.0079,,
,,.0077,2.45,5.70,680 / 685,-.05,1.90,-.0077,,
,,.0087,2.05,5.30,685 / 690,.60,2.25,-.0089,,
,,.0082,2.35,5.60,690 / 695,.40,1.70,-.0083,,
,,.0090,2.15,5.20,695 / 700,.30,1.95,-.0086,,
,,.0090,2.20,5.30,700 / 705,.65,2.20,-.0093,,
,,.0091,2.25,5.25,705 / 710,.65,2.00,-.0093,,
,,.0097,1.90,5.05,710 / 715,.70,2.10,-.0096,,
,,.0096,2.10,5.25,715 / 720,.75,2.15,-.0098,,
,,.0100,2.05,5.00,720 / 725,.70,2.20,-.0100,,
,,.0103,1.80,4.90,725 / 730,.60,2.30,-.0102,,
,,.0103,1.95,5.10,730 / 735,.90,2.45,-.0106,,
,,.0107,1.70,4.85,735 / 740,.85,2.30,-.0106,,
,,.0108,1.90,4.90,740 / 745,.85,2.50,-.0109,,
,,.0111,1.80,4.60,745 / 750,.95,2.50,-.0111,,
,,.0113,1.80,4.60,750 / 755,1.10,2.65,-.0114,,
,,.0115,1.75,4.50,755 / 760,.60,2.85,-.0115,,
,,.0117,1.75,4.35,760 / 765,1.00,3.25,-.0118,,
,,.0119,1.65,4.20,765 / 770,1.15,3.00,-.0119,,
,,.0120,1.60,4.20,770 / 775,1.20,3.10,-.0121,,
,,.0122,1.50,4.05,775 / 780,1.25,2.95,-.0123,,
,,.0124,1.55,4.05,780 / 785,1.30,3.20,-.0124,,
,,.0125,1.55,3.85,785 / 790,1.25,3.25,-.0126,,
,,.0123,1.15,3.70,790 / 795,1.05,3.45,-.0128,,
,,.0128,1.40,3.95,795 / 800,1.50,3.95,-.0124,,
,,.0126,1.25,3.55,800 / 805,1.00,3.65,-.0131,,
,,.0127,1.20,3.55,805 / 810,1.60,4.25,-.0123,,
,,.0126,1.00,3.45,810 / 815,1.65,3.75,-.0128,,
,,.0127,.95,3.50,815 / 820,1.65,3.95,-.0127,,
,,.0124,.75,3.35,820 / 825,1.10,3.85,-.0136,,
,,.0130,1.00,3.45,825 / 830,2.00,4.70,-.0117,,
,,.0123,.70,3.10,830 / 835,1.25,4.10,-.0135,,
,,.0126,.70,3.20,835 / 840,2.00,4.80,-.0116,,
,,.0122,.55,3.05,840 / 845,2.00,4.25,-.0125,,
,,.0126,.70,3.05,845 / 850,2.05,4.30,-.0125,,
,,.0119,.55,2.75,850 / 855,1.55,4.45,-.0133,,
,,.0119,.45,2.80,855 / 860,1.45,5.25,-.0121,,
,,.0238,2.10,4.25,860 / 870,5.70,8.80,-.0222,,
,,.0220,1.85,3.50,870 / 880,5.25,8.40,-.0245,,
,,.0221,1.85,3.45,880 / 890,6.20,9.40,-.0200,,
,,.0193,1.30,2.90,890 / 900,6.45,8.90,-.0207,,
,,.0193,1.40,2.75,900 / 910,5.90,9.00,-.0224,,
,,.0195,1.40,2.75,910 / 920,6.30,10.15,-.0179,,
,,.0174,.95,2.50,920 / 930,7.00,10.30,-.0150,,
,,.0157,.65,2.30,930 / 940,7.20,9.80,-.0160,,
,,.0146,.60,2.05,940 / 950,7.30,9.95,-.0151,,
,,.0142,.60,1.95,950 / 960,6.75,10.15,-.0166,,
,,.0124,.35,1.75,960 / 970,6.90,10.95,-.0128,,
,,.0117,.30,1.65,970 / 980,7.35,11.10,-.0101,,
,,.0105,.20,1.50,980 / 990,7.70,10.80,-.0098,,
,,.0091,.15,1.25,990 / 1000,7.25,10.60,-.0129,,
,,.0092,.25,1.20,1000 / 1010,7.95,11.25,-.0062,,
,,.0088,.20,1.15,1010 / 1020,7.40,10.75,-.0114,,
,,.0072,.05,1.00,1020 / 1030,7.40,11.50,-.0077,,
,,.0066,0,.95,1030 / 1040,7.40,11.55,-.0074,,
,,.0063,0,.90,1040 / 1050,7.45,11.60,-.0068,,
,,.0060,0,.85,1050 / 1060,7.55,11.75,-.0053,,
,,.0057,.05,.75,1060 / 1070,7.45,11.80,-.0056,,
,,.0042,-.05,.60,1070 / 1080,7.50,11.85,-.0049,,
,,.0042,-.10,.65,1080 / 1090,7.60,11.90,-.0040,,
,,.0041,-.10,.65,1090 / 1100,7.80,11.85,-.0030,,
,,.0081,.20,.84,1100 / 1125,22.30,26.40,-.0101,,
,,.0066,.11,.72,1125 / 1150,22.65,26.70,-.0056,,
,,.0055,.02,.66,1150 / 1175,22.55,26.65,-.0066,,
,,.0043,-.07,.59,1175 / 1200,22.55,27.05,-.0036,,
,,.0035,-.14,.56,1200 / 1225,22.50,27.05,-.0039,,
,,.0032,-.15,.53,1225 / 1250,22.55,27.15,-.0027,,
,,.0021,-.17,.41,1250 / 1275,22.55,27.20,-.0023,,
,,.0029,-.08,.45,1275 / 1300,22.55,27.15,-.0027,,
,,.0009,-.24,.31,1300 / 1325,22.65,27.30,-.0006,,
,,.0015,-.18,.36,1325 / 1350,22.75,27.30,.0002,,
,,.0016,-.16,.36,1350 / 1375,22.55,27.05,-.0034,,
,,.0011,-.18,.31,1375 / 1400,22.55,27.35,-.0010,,
,,.0016,-.15,.35,1400 / 1425,22.50,27.45,-.0005,,
,,.0003,-.19,.21,1425 / 1450,22.45,27.45,-.0010,,
,,.0022,-.08,.38,1450 / 1475,22.50,27.45,-.0005,,
,,-.0017,-.43,.15,1475 / 1500,22.50,27.50,.00,,
,,.0015,-.25,.48,1500 / 1505,2.45,7.50,-.0005,,
,,.0002,-.47,.49,1505 / 1510,2.50,7.45,-.0006,,
,,-.0008,-.47,.35,1510 / 1515,2.55,7.40,-.0002,,
,,.0020,-.17,.47,1515 / 1520,2.60,7.40,.00,,
,,-.0002,-.29,.25,1520 / 1525,2.55,7.50,.0002,,
,,.0007,-.23,.33,1525 / 1530,2.50,7.55,.0006,,
,,-.0008,-.31,.19,1530 / 1535,2.45,7.50,-.0006,,
,,-.0010,-.34,.18,1535 / 1540,2.50,7.45,-.0002,,
,,.0008,-.33,.44,1540 / 1545,2.60,7.40,.00,,
,,.0016,-.26,.49,1545 / 1550,2.55,7.50,.0002,,
,,-.0021,-.48,.16,1550 / 1555,2.50,7.55,.0006,,
,,.0023,-.15,.49,1555 / 1560,2.45,7.45,-.0007,,
,,-.0003,-.31,.26,1560 / 1565,2.50,7.55,.0002,,
,,-.0006,-.27,.18,1565 / 1570,2.45,7.50,-.0002,,

21 JAN 22  (109)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,-1.90,3.90,1 / 2,-.01,.01,.00,,
,,.00,-1.90,3.95,2 / 3,-.01,.01,.00,,
,,.00,-1.95,3.90,3 / 4,-.01,.01,.00,,
,,.00,-.70,4.00,4 / 5,-.01,.01,.00,,
,,.00,-2.00,2.70,5 / 6,-.01,.01,.00,,
,,.00,-1.90,3.90,6 / 7,-.01,.01,.00,,
,,.00,-1.90,3.90,7 / 8,-.01,.01,.00,,
,,-.0001,-.80,3.90,8 / 9,-.01,.01,.00,,
,,.0001,-1.90,2.80,9 / 10,-.01,.01,.00,,
,,.00,-1.90,3.90,10 / 11,-.01,.01,.00,,
,,.00,-1.90,3.90,11 / 12,-.01,.01,.00,,
,,.00,-1.90,3.90,12 / 13,-.01,.01,.00,,
,,.00,-1.90,3.90,13 / 14,-.01,.01,.00,,
,,.00,-1.90,3.90,14 / 15,-.01,.01,.00,,
,,.00,-1.90,3.90,15 / 16,-.01,.01,.00,,
,,.00,-1.90,3.90,16 / 17,-.01,.01,.00,,
,,-.0001,-1.85,3.95,17 / 18,-.01,.01,.00,,
,,.0001,-1.95,3.85,18 / 19,-.01,.02,.00,,
,,.00,-1.90,3.90,19 / 20,-.02,.02,.00,,
,,.00,-1.90,3.90,20 / 21,-.02,.02,.00,,
,,.00,-2.15,4.15,21 / 22,-.02,.02,.00,,
,,-.0001,-2.10,4.15,22 / 23,-.02,.02,.00,,
,,.00,-1.85,3.85,23 / 24,-.01,.02,.00,,
,,.00,-1.85,3.85,24 / 25,-.01,.01,.00,,
,,.00,-1.90,3.90,25 / 26,-.02,.01,.00,,
,,.0002,-1.95,3.85,26 / 27,-.01,.02,.00,,
,,-.0002,-1.80,3.95,27 / 28,-.02,.20,-.0003,,
,,.0001,-1.90,3.80,28 / 29,-.21,.21,.00,,
,,.00,-2.10,4.10,29 / 30,-.21,.06,.0002,,
,,.00,-2.40,4.40,30 / 31,-.06,.21,-.0002,,
,,-.0001,-2.10,4.20,31 / 32,-.21,.21,.00,,
,,.0002,-1.95,3.80,32 / 33,-.21,.21,.00,,
,,-.0001,-1.80,3.85,33 / 34,-.21,.20,.00,,
,,-.0001,-1.85,3.90,34 / 35,-.20,.04,.0002,,
,,.0001,-1.90,3.85,35 / 36,-.04,.09,-.0001,,
,,.0001,-1.85,3.80,36 / 37,-.09,.21,-.0002,,
,,-.0001,-1.80,3.85,37 / 38,-.21,.21,.00,,
,,-.0001,-1.80,3.90,38 / 39,-.21,.21,.00,,
,,.0001,-2.20,4.10,39 / 40,-.19,.05,.0002,,
,,.00,-2.40,4.40,40 / 41,-.05,.08,-.0001,,
,,.00,-2.40,4.40,41 / 42,-.10,.21,-.0002,,
,,-.0001,-2.15,4.20,42 / 43,-.21,.21,.00,,
,,.00,-1.95,3.95,43 / 44,-.21,.20,.00,,
,,.00,-1.95,3.95,44 / 45,-.20,.20,.00,,
,,.00,-1.95,3.95,45 / 46,-.20,.11,.0001,,
,,.0001,-1.90,3.85,46 / 47,-.11,.20,-.0002,,
,,-.0001,-1.85,3.90,47 / 48,-.20,.20,.00,,
,,.00,-1.95,3.95,48 / 49,-.20,.20,.00,,
,,.0002,-1.95,3.85,49 / 50,-.17,.05,.0002,,
,,-.0001,-1.85,3.90,50 / 51,-.04,.02,.00,,
,,.00,-1.90,3.90,51 / 52,-.04,.05,.00,,
,,.0001,-1.90,3.85,52 / 53,-.06,.05,.00,,
,,-.0001,-1.85,3.90,53 / 54,-.06,.06,.00,,
,,.0001,-1.90,3.85,54 / 55,-.06,.07,.00,,
,,.00,-1.85,3.85,55 / 56,-.07,.07,.00,,
,,.00,-1.85,3.85,56 / 57,-.07,.08,.00,,
,,-.0001,-1.85,3.90,57 / 58,-.07,.08,.00,,
,,.00,-.90,4.90,58 / 60,-.07,.07,.00,,
,,.0002,-.90,4.80,60 / 62,-.07,.07,.00,,
,,-.0001,-.85,4.90,62 / 64,-.07,.08,.00,,
,,.00,-.90,4.90,64 / 66,-.09,.08,.00,,
,,.00,-.90,4.90,66 / 68,-.08,.09,.00,,
,,.0001,-.90,4.85,68 / 70,-.04,.09,-.0001,,
,,-.0001,-.80,4.85,70 / 72,-.08,.05,.0001,,
,,.0001,-.90,4.85,72 / 74,-.09,.08,.00,,
,,.0002,-.90,4.80,74 / 76,-.05,.09,-.0001,,
,,-.0001,-.80,4.85,76 / 78,-.10,.40,-.0006,,
,,.0001,-.85,4.80,78 / 80,-.44,.40,.0001,,
,,.0001,-1.85,3.80,80 / 81,-.40,.46,-.0001,,
,,-.0001,-1.80,3.85,81 / 82,-.46,.47,.00,,
,,-.0001,-1.80,3.85,82 / 83,-.47,.47,.00,,
,,.0001,-1.85,3.80,83 / 84,-.48,.48,.00,,
,,.0002,-1.85,3.75,84 / 85,-.48,.49,.00,,
,,.00,-1.80,3.80,85 / 86,-.49,.49,.00,,
,,-.0002,-1.80,3.90,86 / 87,-.49,.50,.00,,
,,.0002,-1.90,3.80,87 / 88,-.50,.50,.00,,
,,-.0001,-1.80,3.85,88 / 89,-.50,.36,.0002,,
,,.0001,-1.85,3.80,89 / 90,-.36,.51,-.0003,,
,,.00,-.80,4.80,90 / 92,-.51,.52,.00,,
,,.00,-.80,4.80,92 / 94,-.50,.39,.0002,,
,,.00,-.85,4.85,94 / 96,-.36,.37,.00,,
,,.00,-.85,4.85,96 / 98,-.36,.37,.00,,
,,.0001,-.80,4.75,98 / 100,-.24,.18,.0001,,
,,.00,-.80,4.80,100 / 102,-.16,.07,.0002,,
,,.00,-.85,4.85,102 / 104,-.17,.38,-.0004,,
,,.0001,-.85,4.80,104 / 106,-.40,.54,-.0003,,
,,.00,-.85,4.85,106 / 108,-.56,.59,-.0001,,
,,.00,-.85,4.85,108 / 110,-.56,.59,-.0001,,
,,.0001,-.85,4.80,110 / 112,-.53,.39,.0002,,
,,.0001,-.85,4.80,112 / 114,-.37,.56,-.0004,,
,,.0001,-.80,4.75,114 / 116,-.56,.59,-.0001,,
,,-.0001,-.75,4.80,116 / 118,-.54,.39,.0003,,
,,.00,-.80,4.80,118 / 120,-.30,.34,-.0001,,
,,.0002,-.85,4.75,120 / 122,-.22,.32,-.0002,,
,,.00,-.80,4.80,122 / 124,-.36,.48,-.0002,,
,,.0001,-.80,4.75,124 / 126,-.56,.59,-.0001,,
,,.00,-.75,4.75,126 / 128,-.56,.39,.0003,,
,,.0001,-.80,4.75,128 / 130,-.36,.59,-.0005,,
,,.00,-.80,4.80,130 / 132,-.56,.39,.0003,,
,,.0001,-.80,4.75,132 / 134,-.36,.40,-.0001,,
,,.0001,-.80,4.75,134 / 136,-.35,.39,-.0001,,
,,.00,-.80,4.80,136 / 138,-.34,.38,-.0001,,
,,.0001,-.80,4.75,138 / 140,-.29,.38,-.0002,,
,,.0001,-.80,4.75,140 / 142,-.36,.52,-.0003,,
,,.00,-.80,4.80,142 / 144,-.56,.59,-.0001,,
,,.0001,-.80,4.75,144 / 146,-.54,.39,.0003,,
,,.0001,-.80,4.75,146 / 148,-.35,.58,-.0005,,
,,.00,-.80,4.80,148 / 150,-.48,.22,.0005,,
,,.0001,-.85,4.80,150 / 152,-.17,.16,.00,,
,,.0002,-.85,4.75,152 / 154,-.21,.58,-.0007,,
,,.00,-.75,4.75,154 / 156,-.54,.60,-.0001,,
,,.00,-.75,4.75,156 / 158,-.54,.58,-.0001,,
,,.0003,-.80,4.65,158 / 160,-.54,.58,-.0001,,
,,.00,-.70,4.70,160 / 162,-.56,.58,-.0001,,
,,.0001,-.70,4.65,162 / 164,-.54,.60,-.0001,,
,,.0001,-.70,4.65,164 / 166,-.53,.58,-.0001,,
,,-.0001,-.70,4.75,166 / 168,-.56,.57,-.0001,,
,,.0001,-.80,4.75,168 / 170,-.54,.60,-.0001,,
,,.0002,-.80,4.70,170 / 172,-.56,.58,-.0001,,
,,.0001,-.75,4.70,172 / 174,-.53,.61,-.0002,,
,,.0001,-.75,4.70,174 / 176,-.56,.58,-.0001,,
,,.00,-.70,4.70,176 / 178,-.54,.60,-.0002,,
,,.0001,-.75,4.70,178 / 180,-.56,.58,-.0001,,
,,.0002,-1.75,3.65,180 / 181,-.57,.59,-.0001,,
,,-.0001,-1.70,3.75,181 / 182,-.56,.60,-.0001,,
,,.00,-1.80,3.80,182 / 183,-.55,.59,-.0001,,
,,.0002,-1.80,3.70,183 / 184,-.55,.57,-.0001,,
,,.0001,-1.70,3.65,184 / 185,-.57,.57,.00,,
,,-.0001,-1.65,3.70,185 / 186,-.57,.59,-.0001,,
,,.0002,-1.75,3.65,186 / 187,-.56,.60,-.0001,,
,,-.0001,-1.70,3.75,187 / 188,-.55,.59,-.0001,,
,,.00,-1.75,3.75,188 / 189,-.55,.57,-.0001,,
,,.0001,-1.75,3.70,189 / 190,-.55,.57,-.0001,,
,,.0001,-1.75,3.70,190 / 191,-.57,.57,.00,,
,,.0001,-1.75,3.70,191 / 192,-.57,.59,-.0001,,
,,-.0001,-1.70,3.75,192 / 193,-.56,.60,-.0001,,
,,.0001,-1.80,3.75,193 / 194,-.55,.59,-.0001,,
,,.00,-1.75,3.75,194 / 195,-.55,.57,-.0001,,
,,.0003,-1.75,3.60,195 / 196,-.54,.39,.0003,,
,,-.0001,-1.65,3.70,196 / 197,-.36,.36,.00,,
,,.00,-1.75,3.75,197 / 198,-.34,.39,-.0001,,
,,.0002,-1.80,3.70,198 / 199,-.37,.38,.00,,
,,-.0001,-1.70,3.75,199 / 200,-.34,.28,.0001,,
,,.0001,-1.75,3.70,200 / 201,-.25,.37,-.0003,,
,,.00,-1.70,3.70,201 / 202,-.36,.39,-.0001,,
,,.0001,-1.75,3.70,202 / 203,-.37,.39,-.0001,,
,,.0001,-1.75,3.70,203 / 204,-.36,.39,-.0001,,
,,.0001,-.75,4.70,204 / 206,-.34,.40,-.0002,,
,,.0002,-.75,4.65,206 / 208,-.35,.40,-.0001,,
,,.0002,-.70,4.60,208 / 210,-.35,.41,-.0002,,
,,.00,-.65,4.70,210 / 212,-.35,.40,-.0002,,
,,.0003,-.75,4.60,212 / 214,-.34,.40,-.0002,,
,,.0002,-.65,4.60,214 / 216,-.34,.40,-.0002,,
,,.0001,-.65,4.65,216 / 218,-.34,.40,-.0002,,
,,.0004,-.75,4.60,218 / 220,-.36,.40,-.0001,,
,,.0001,-.65,4.65,220 / 222,-.36,.61,-.0005,,
,,.0002,-.70,4.65,222 / 224,-.53,.43,.0001,,
,,.0002,-.75,4.70,224 / 226,-.35,.41,-.0002,,
,,.0003,-.80,4.70,226 / 228,-.35,.41,-.0002,,
,,.0002,-.75,4.70,228 / 230,-.34,.41,-.0002,,
,,.0002,-.75,4.70,230 / 232,-.34,.41,-.0002,,
,,.0003,-.80,4.70,232 / 234,-.35,.41,-.0002,,
,,.0003,-.80,4.70,234 / 236,-.35,.42,-.0002,,
,,.0003,-.75,4.65,236 / 238,-.35,.42,-.0002,,
,,.0003,-.70,4.60,238 / 240,-.35,.42,-.0002,,
,,.0001,-.70,4.70,240 / 242,-.35,.42,-.0002,,
,,.0004,-.75,4.60,242 / 244,-.34,.42,-.0002,,
,,.0001,-.65,4.65,244 / 246,-.33,.41,-.0002,,
,,.0003,-.80,4.70,246 / 248,-.28,.40,-.0003,,
,,.0003,-.80,4.70,248 / 250,-.28,.27,-.0001,,
,,.0003,-.75,4.65,250 / 252,-.25,.36,-.0003,,
,,.0002,-.75,4.70,252 / 254,-.32,.42,-.0003,,
,,.0003,-.80,4.70,254 / 256,-.32,.40,-.0002,,
,,.0003,-.75,4.65,256 / 258,-.32,.40,-.0002,,
,,.0002,-.70,4.65,258 / 260,-.34,.40,-.0002,,
,,.0003,-.75,4.65,260 / 262,-.34,.42,-.0002,,
,,.0003,-.80,4.70,262 / 264,-.26,.42,-.0004,,
,,.0003,-.80,4.70,264 / 266,-.26,.27,-.0001,,
,,.0003,-.75,4.65,266 / 268,-.19,.28,-.0003,,
,,.0003,-.75,4.65,268 / 270,-.19,.36,-.0004,,
,,.0002,-.75,4.70,270 / 272,-.27,.27,-.0001,,
,,.0003,-.80,4.70,272 / 274,-.18,.35,-.0004,,
,,.0003,-.80,4.70,274 / 276,-.26,.34,-.0003,,
,,.0003,-.80,4.70,276 / 278,-.25,.34,-.0003,,
,,.0004,-.85,4.70,278 / 280,-.24,.34,-.0003,,
,,.0003,-.85,4.75,280 / 282,-.24,.33,-.0003,,
,,.0004,-.80,4.65,282 / 284,-.24,.33,-.0003,,
,,.0003,-.70,4.60,284 / 286,-.24,.34,-.0003,,
,,.0002,-.70,4.65,286 / 288,-.24,.33,-.0003,,
,,.0005,-.80,4.60,288 / 290,-.23,.35,-.0003,,
,,.0001,-.70,4.70,290 / 292,-.25,.36,-.0003,,
,,.0005,-.80,4.60,292 / 294,-.24,.36,-.0003,,
,,.0003,-.75,4.65,294 / 296,-.24,.34,-.0003,,
,,.0003,-.75,4.65,296 / 298,-.24,.34,-.0003,,
,,-.0002,-.50,4.65,298 / 300,-.34,.29,.00,,
,,.0007,-.75,4.45,300 / 302,-.20,.44,-.0006,,
,,.0004,-.80,4.65,302 / 304,-.25,.35,-.0003,,
,,.0004,-.75,4.60,304 / 306,-.25,.35,-.0003,,
,,.0003,-.75,4.65,306 / 308,-.25,.35,-.0003,,
,,-.0002,-.55,4.70,308 / 310,-.25,.35,-.0003,,
,,.0009,-.85,4.45,310 / 312,-.20,.35,-.0004,,
,,.0004,-.80,4.65,312 / 314,-.20,.35,-.0004,,
,,.0004,-.75,4.60,314 / 316,-.30,.35,-.0002,,
,,.0004,-.75,4.60,316 / 318,-.25,.40,-.0004,,
,,.0004,-.75,4.60,318 / 320,-.25,.35,-.0003,,
,,.0001,-.70,4.70,320 / 322,-.25,.40,-.0004,,
,,.0004,-.80,4.65,322 / 324,-.30,.35,-.0002,,
,,.0004,-.80,4.65,324 / 326,-.35,.40,-.0002,,
,,.0004,-.80,4.65,326 / 328,-.25,.55,-.0007,,
,,.0003,-.80,4.70,328 / 330,-.30,.35,-.0002,,
,,.0006,-.85,4.60,330 / 332,-.35,.40,-.0002,,
,,.0003,-.75,4.70,332 / 334,-.25,.55,-.0007,,
,,.0005,-.80,4.60,334 / 336,-.30,.40,-.0004,,
,,.0004,-.75,4.65,336 / 338,-.25,.40,-.0005,,
,,.0005,-.80,4.60,338 / 340,-.25,.40,-.0005,,
,,.0004,-.75,4.65,340 / 342,-.40,.40,-.0002,,
,,.0006,-.80,4.60,342 / 344,-.25,.50,-.0007,,
,,.0006,-.75,4.55,344 / 346,-.25,.40,-.0005,,
,,.0004,-.70,4.60,346 / 348,-.35,.45,-.0004,,
,,.0005,-.75,4.60,348 / 350,-.25,.50,-.0007,,
