This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 10/5/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
781.53,+6.31,"30,483,341",796.50,806.9699,776.12

8 OCT 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0010,47.60,52.10,100 / 150,-.04,.04,-.0001,,
,,.00,47.80,52.25,150 / 200,-.05,.38,-.0012,,
,,.0012,47.55,52.20,200 / 250,-.39,.52,-.0008,,
,,.0023,47.40,52.10,250 / 300,-.37,.74,-.0019,,
,,.0035,47.35,51.95,300 / 350,-.13,.63,-.0028,,
,,.0061,47.10,51.70,350 / 400,.29,.75,-.0056,,
,,.0016,7.50,12.20,400 / 410,-.11,.44,-.0017,,
,,.0016,7.50,12.20,410 / 420,-.14,.43,-.0016,,
,,.0019,7.45,12.20,420 / 430,-.14,.49,-.0019,,
,,.0021,7.40,12.20,430 / 440,-.15,.50,-.0020,,
,,.0022,7.45,12.15,440 / 450,-.17,.81,-.0031,,
,,.0023,7.45,12.15,450 / 460,-.44,.88,-.0024,,
,,.0027,7.35,12.15,460 / 470,-.42,.71,-.0020,,
,,.0030,7.30,12.15,470 / 480,-.22,.72,-.0028,,
,,.0031,7.30,12.15,480 / 490,-.05,.78,-.0038,,
,,.0036,7.25,12.10,490 / 500,-.30,.90,-.0034,,
,,.0037,7.25,12.10,500 / 510,-.25,1.00,-.0041,,
,,.0044,7.25,11.95,510 / 520,-.05,.80,-.0042,,
,,.0044,7.30,11.95,520 / 530,-.20,.90,-.0042,,
,,.0047,7.35,11.85,530 / 540,-.05,.85,-.0048,,
,,.0053,7.40,11.70,540 / 550,.05,1.00,-.0058,,
,,.0062,7.30,11.60,550 / 560,0,1.25,-.0067,,
,,.0069,7.15,11.60,560 / 570,-.15,1.15,-.0061,,
,,.0065,7.25,11.70,570 / 580,.05,1.35,-.0077,,
,,.0078,7.20,11.45,580 / 590,-.15,1.25,-.0070,,
,,.0086,7.05,11.45,590 / 600,-.05,1.35,-.0080,,
,,.0088,7.10,11.45,600 / 610,.15,1.50,-.0095,,
,,.0104,6.95,11.20,610 / 620,0,1.65,-.0099,,
,,.0100,7.20,11.25,620 / 630,.30,1.75,-.0115,,
,,.0116,7.25,10.85,630 / 640,.30,1.30,-.0107,,
,,.0123,7.35,10.70,640 / 650,.55,1.50,-.0126,,
,,.0153,6.70,10.45,650 / 660,.60,1.95,-.0146,,
,,.0057,2.90,6.55,660 / 665,-.15,1.45,-.0076,,
,,.0094,2.20,5.85,665 / 670,-.15,1.40,-.0077,,
,,.0080,2.20,6.50,670 / 675,-.20,1.45,-.0079,,
,,.0084,2.15,6.45,675 / 680,-.30,1.60,-.0082,,
,,.0088,2.15,6.40,680 / 685,-.15,1.75,-.0092,,
,,.0088,2.25,6.40,685 / 690,-.15,1.65,-.0092,,
,,.0088,2.65,6.15,690 / 695,-.10,1.70,-.0096,,
,,.0099,2.80,5.60,695 / 700,-.05,1.70,-.0100,,
,,.0118,2.10,5.50,700 / 705,.10,1.80,-.0108,,
,,.0105,2.30,6.10,705 / 710,-.05,1.70,-.0106,,
,,.0111,2.45,5.80,710 / 715,-.05,1.90,-.0113,,
,,.0127,1.95,5.60,715 / 720,.20,1.90,-.0121,,
,,.0124,2.20,5.70,720 / 725,.15,1.85,-.0123,,
,,.0129,2.55,5.30,725 / 730,.20,2.20,-.0133,,
,,.0135,2.55,5.15,730 / 735,.05,2.15,-.0134,,
,,.0141,2.55,5.05,735 / 740,.20,2.40,-.0144,,
,,.0151,2.20,4.90,740 / 745,.30,2.40,-.0149,,
,,.0154,2.15,5.05,745 / 750,.35,2.45,-.0154,,
,,.0160,2.10,4.95,750 / 755,.35,2.60,-.0160,,
,,.0165,2.15,4.80,755 / 760,.45,2.80,-.0167,,
,,.0172,2.05,4.50,760 / 765,.40,2.85,-.0172,,
,,.0177,1.95,4.40,765 / 770,.70,3.15,-.0179,,
,,.0182,1.90,4.30,770 / 775,.75,3.10,-.0183,,
,,.0186,1.60,4.15,775 / 780,.80,3.25,-.0187,,
,,.0190,1.50,4.15,780 / 785,.75,3.40,-.0192,,
,,.0194,1.55,4.05,785 / 790,.85,3.70,-.0195,,
,,.0201,1.90,3.80,790 / 795,.90,3.85,-.0198,,
,,.0192,1.20,3.15,795 / 800,1.00,4.05,-.0199,,
,,.0204,1.50,3.60,800 / 805,1.05,4.10,-.0202,,
,,.0200,1.40,3.10,805 / 810,1.25,4.25,-.0201,,
,,.0200,1.30,2.95,810 / 815,1.35,4.35,-.0201,,
,,.0194,.95,2.85,815 / 820,1.45,4.55,-.0199,,
,,.0205,1.10,3.05,820 / 825,1.20,4.95,-.0199,,
,,.0193,.90,2.60,825 / 830,1.55,5.35,-.0182,,
,,.0183,.55,2.55,830 / 835,1.35,4.95,-.0202,,
,,.0194,.70,2.65,835 / 840,1.45,5.45,-.0186,,
,,.0172,.60,2.05,840 / 845,1.35,5.60,-.0188,,
,,.0185,.75,2.20,845 / 850,1.60,5.80,-.0173,,
,,.0167,.40,2.05,850 / 855,1.90,5.75,-.0164,,
,,.0168,.50,1.90,855 / 860,1.70,5.70,-.0177,,
,,.0305,1.45,2.60,860 / 870,6.25,10.15,-.0283,,
,,.0266,1.05,2.20,870 / 880,6.45,10.10,-.0277,,
,,.0226,.70,1.85,880 / 890,6.85,10.55,-.0230,,
,,.0207,.55,1.70,890 / 900,6.85,10.60,-.0228,,
,,.0186,.40,1.55,900 / 910,7.25,11.00,-.0174,,
,,.0142,.20,1.15,910 / 920,7.35,11.10,-.0158,,
,,.0148,.35,1.10,920 / 930,7.20,11.35,-.0151,,
,,.0111,.05,.95,930 / 940,7.50,11.70,-.0095,,
,,.0097,-.03,.88,940 / 950,7.55,11.45,-.0111,,
,,.0073,-.12,.72,950 / 960,7.60,11.70,-.0083,,
,,.0080,-.06,.75,960 / 970,7.50,11.90,-.0073,,
,,.0059,-.11,.59,970 / 980,7.60,12.00,-.0052,,
,,.0032,-.14,.36,980 / 990,7.60,12.00,-.0051,,
,,.0036,-.08,.35,990 / 1000,7.65,12.05,-.0040,,
,,.0127,.28,.67,1000 / 1050,47.55,51.75,-.0102,,
,,.0058,.09,.31,1050 / 1100,47.60,51.85,-.0075,,
,,.0049,.07,.31,1100 / 1150,47.65,52.15,-.0030,,
,,.0027,-.05,.26,1150 / 1200,47.65,52.15,-.0027,,

5 NOV 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,44.00,55.95,50 / 100,-.05,6.40,-.0075,,
,,.00,44.00,55.95,100 / 150,-6.40,6.40,-.0024,,
,,.00,44.00,55.90,150 / 200,-6.38,6.45,-.0025,,
,,.00,43.85,55.80,200 / 250,-6.44,6.58,-.0028,,
,,.1378,43.75,55.70,250 / 300,-6.31,.64,.0111,,
,,-.0024,4.00,15.85,300 / 310,-.65,2.16,-.0050,,
,,-.0024,4.00,15.80,310 / 320,-2.03,.81,.0036,,
,,-.0024,4.00,15.85,320 / 330,-.81,6.68,-.0156,,
,,-.0024,3.95,15.85,330 / 340,-6.49,1.00,.0138,,
,,-.0024,3.95,15.85,340 / 350,-.24,.49,-.0012,,
,,-.0023,3.90,15.75,350 / 360,-.25,.48,-.0011,,
,,-.0024,3.95,15.80,360 / 370,-.21,.52,-.0014,,
,,-.0023,3.95,15.80,370 / 380,-.19,.47,-.0014,,
,,-.0022,3.90,15.70,380 / 390,-.15,.51,-.0017,,
,,-.0033,-1.25,22.65,390 / 400,-.16,.52,-.0017,,
,,-.0011,-3.00,20.90,400 / 410,-.14,.48,-.0017,,
,,-.0020,3.90,15.65,410 / 420,-.07,.53,-.0022,,
,,-.0019,3.95,15.60,420 / 430,-.09,.52,-.0021,,
,,-.0019,3.95,15.60,430 / 440,-.03,.54,-.0025,,
,,-.0017,3.90,15.55,440 / 450,-.03,.54,-.0026,,
,,-.0015,3.90,15.50,450 / 460,0,.57,-.0029,,
,,-.0014,3.90,15.55,460 / 470,0,.58,-.0030,,
,,-.0011,3.85,15.50,470 / 480,.05,.65,-.0035,,
,,-.0007,3.80,15.40,480 / 490,.05,.65,-.0036,,
,,-.0005,3.75,15.50,490 / 500,0,.75,-.0039,,
,,-.0002,3.65,15.55,500 / 510,-.05,.85,-.0042,,
,,.0003,2.75,16.30,510 / 520,-.10,.90,-.0043,,
,,.0009,2.70,16.25,520 / 530,-.05,1.05,-.0051,,
,,.0013,3.55,15.40,530 / 540,-.05,1.10,-.0055,,
,,.0018,3.50,15.45,540 / 550,-.05,1.20,-.0060,,
,,.0027,3.35,15.40,550 / 560,-.05,1.25,-.0064,,
,,.0033,3.30,15.40,560 / 570,.10,1.30,-.0072,,
,,.0042,3.20,15.35,570 / 580,.20,1.30,-.0078,,
,,.0050,3.20,15.30,580 / 590,.15,1.30,-.0079,,
,,.0052,4.75,13.95,590 / 600,.25,1.40,-.0088,,
,,.0069,6.00,12.25,600 / 610,.15,1.50,-.0092,,
,,.0080,5.95,12.15,610 / 620,.15,1.75,-.0103,,
,,.0037,1.45,7.85,620 / 625,-.35,1.30,-.0053,,
,,.0053,1.15,7.55,625 / 630,-.35,1.35,-.0056,,
,,.0049,1.20,7.75,630 / 635,-.30,1.40,-.0059,,
,,.0054,1.15,7.65,635 / 640,-.20,1.40,-.0063,,
,,.0048,1.40,7.75,640 / 645,-.30,1.35,-.0061,,
,,.0063,1.15,7.45,645 / 650,-.20,1.45,-.0067,,
,,.0057,1.35,7.60,650 / 655,0,1.40,-.0072,,
,,.0071,1.10,7.35,655 / 660,-.25,1.30,-.0066,,
,,.0068,1.35,7.30,660 / 665,-4.05,1.60,.0014,,
,,.0071,1.40,7.25,665 / 670,-.10,5.45,-.0169,,
,,.0075,1.40,7.15,670 / 675,-.30,1.50,-.0075,,
,,.0079,1.35,7.15,675 / 680,-.15,1.80,-.0087,,
,,.0083,1.25,7.15,680 / 685,-3.85,1.75,-.0011,,
,,.0089,1.15,7.10,685 / 690,.05,5.50,-.0171,,
,,.0090,1.25,7.10,690 / 695,-.25,1.65,-.0088,,
,,.0095,1.25,6.95,695 / 700,-.15,2.05,-.0100,,
,,.0101,1.20,6.85,700 / 705,-.20,2.05,-.0102,,
,,.0105,1.20,6.80,705 / 710,-.30,2.15,-.0105,,
,,.0109,1.20,6.75,710 / 715,-.05,2.35,-.0115,,
,,.0115,1.15,6.60,715 / 720,0,2.20,-.0116,,
,,.0119,1.15,6.55,720 / 725,-3.10,2.30,-.0079,,
,,.0122,1.30,6.45,725 / 730,.05,5.55,-.0168,,
,,.0130,1.20,6.15,730 / 735,-3.15,2.50,-.0094,,
,,.0135,1.15,6.10,735 / 740,-.20,5.80,-.0168,,
,,.0137,1.40,6.00,740 / 745,.05,3.00,-.0142,,
,,.0147,1.10,5.60,745 / 750,.10,2.95,-.0146,,
,,.0150,1.05,5.75,750 / 755,.05,3.05,-.0150,,
,,.0155,1.20,5.25,755 / 760,-.05,3.25,-.0154,,
,,.0158,1.40,5.30,760 / 765,0,3.50,-.0159,,
,,.0163,1.00,5.35,765 / 770,.10,3.65,-.0164,,
,,.0168,.80,5.15,770 / 775,.35,3.75,-.0168,,
,,.0172,.80,5.15,775 / 780,.10,3.65,-.0172,,
,,.0175,.70,4.95,780 / 785,-2.25,4.15,-.0186,,
,,.0177,.65,4.80,785 / 790,-2.30,6.75,-.0183,,
,,.0153,-2.60,4.65,790 / 795,.85,7.00,-.0159,,
,,.0202,.55,7.15,795 / 800,.25,4.05,-.0187,,
,,.0144,-2.45,4.20,800 / 805,1.05,4.90,-.0173,,
,,.0226,.55,7.60,805 / 810,.95,4.30,-.0184,,
,,.0177,.15,3.90,810 / 815,1.05,4.65,-.0181,,
,,.0181,.30,3.85,815 / 820,1.15,4.80,-.0179,,
,,.0177,.40,3.40,820 / 825,1.25,4.90,-.0178,,
,,.0113,-2.60,3.50,825 / 830,1.30,5.00,-.0177,,
,,.0219,-.85,6.35,830 / 835,1.00,5.15,-.0184,,
,,.0170,-.85,4.15,835 / 840,1.00,5.70,-.0172,,
,,.0204,.30,4.00,840 / 845,1.05,5.90,-.0167,,
,,.0158,.20,2.50,845 / 850,1.10,6.10,-.0161,,
,,.0163,.35,2.45,850 / 855,.70,6.45,-.0164,,
,,.0157,.30,2.25,855 / 860,.95,6.80,-.0144,,
,,.0286,1.30,3.05,860 / 870,5.05,10.50,-.0288,,
,,.0253,.90,2.65,870 / 880,5.30,10.95,-.0261,,
,,.0248,.85,2.55,880 / 890,5.50,11.30,-.0236,,
,,.0204,.50,2.05,890 / 900,5.65,11.60,-.0214,,
,,.0189,.40,1.90,900 / 910,5.80,11.85,-.0192,,
,,.0168,.30,1.65,910 / 920,5.75,12.15,-.0177,,
,,.0148,.20,1.45,920 / 930,5.40,12.40,-.0185,,
,,.0120,.05,1.20,930 / 940,4.80,14.30,-.0097,,
,,.0111,.10,1.05,940 / 950,3.60,15.20,-.0115,,
,,.0098,.10,.90,950 / 960,3.85,15.30,-.0088,,
,,.0085,.03,.81,960 / 970,3.10,16.10,-.0082,,
,,.0069,-.04,.69,970 / 980,3.10,16.25,-.0069,,
,,.0061,-.07,.63,980 / 990,3.90,15.55,-.0060,,
,,.0049,-.13,.57,990 / 1000,3.95,15.55,-.0055,,
,,.0042,-.14,.51,1000 / 1010,4.00,15.60,-.0045,,
,,.0046,-.13,.55,1010 / 1020,4.00,15.70,-.0036,,
,,.0018,-.30,.46,1020 / 1025,-1.00,10.80,-.0022,,
,,.0017,-.30,.45,1025 / 1030,-.95,10.85,-.0013,,
,,.0030,-.24,.50,1030 / 1040,3.95,15.75,-.0034,,
,,.0027,-.26,.49,1040 / 1050,4.00,15.75,-.0029,,
,,.0023,-.28,.47,1050 / 1060,4.05,15.85,-.0015,,
,,.0020,-.29,.46,1060 / 1070,4.00,15.85,-.0019,,
,,.0009,-.34,.41,1070 / 1075,-.95,10.80,-.0016,,
,,.0020,-.23,.42,1075 / 1080,-.90,10.85,-.0007,,
,,.0006,-.32,.34,1080 / 1090,4.00,15.85,-.0018,,
,,.0010,-.32,.39,1090 / 1100,4.05,15.90,-.0008,,
,,.0034,-.21,.50,1100 / 1125,18.95,30.80,-.0030,,
,,.0025,-.27,.48,1125 / 1150,18.95,30.85,-.0024,,
,,.0023,-.27,.47,1150 / 1175,18.95,30.90,-.0019,,
,,.0018,-.29,.44,1175 / 1200,18.95,30.90,-.0017,,
,,.0017,-.29,.44,1200 / 1225,19.00,30.85,-.0017,,
,,.0005,-.31,.34,1225 / 1250,19.05,30.95,-.0003,,
,,.0006,-.15,.19,1250 / 1275,19.00,30.90,-.0011,,
,,.0015,-.11,.25,1275 / 1300,19.05,30.90,-.0006,,
,,.0005,-.15,.19,1300 / 1325,19.05,31.00,.0003,,
,,.0006,-.14,.19,1325 / 1350,19.00,30.95,-.0006,,
,,.0002,-.28,.29,1350 / 1375,19.05,31.00,.0003,,
,,.0002,-.27,.28,1375 / 1400,19.00,30.95,-.0005,,
,,-.0068,-1.14,.23,1400 / 1425,19.05,31.00,.0003,,
,,.0078,-.15,1.15,1425 / 1450,19.00,30.95,-.0005,,

12 NOV 21  (39)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,43.10,56.95,50 / 100,-.05,.05,-.0001,,
,,.00,43.00,56.90,100 / 150,-.05,.10,-.0002,,
,,.00,42.95,56.85,150 / 200,-.10,6.55,-.0123,,
,,.0005,42.80,56.70,200 / 250,-6.54,.66,.0099,,
,,.0038,42.65,56.50,250 / 300,-.32,1.07,-.0032,,
,,.0009,3.00,16.80,300 / 310,-1.08,6.86,-.0142,,
,,.0009,3.00,16.80,310 / 320,-7.14,7.30,-.0010,,
,,.0011,3.00,16.75,320 / 330,-7.30,7.34,-.0008,,
,,.0011,3.00,16.75,330 / 340,-7.37,7.55,-.0011,,
,,.0013,2.95,16.75,340 / 350,-6.52,1.66,.0115,,
,,.0013,2.95,16.75,350 / 360,-.55,.82,-.0012,,
,,.0017,2.90,16.70,360 / 370,-.53,.88,-.0015,,
,,.0018,2.95,16.65,370 / 380,-.51,.88,-.0016,,
,,.0018,3.00,16.60,380 / 390,-.49,.89,-.0018,,
,,.0020,2.95,16.60,390 / 400,-.43,.91,-.0021,,
,,.0019,2.95,16.65,400 / 410,-.46,.87,-.0019,,
,,.0023,2.90,16.60,410 / 420,-.43,.94,-.0023,,
,,.0025,2.85,16.60,420 / 430,-.42,.94,-.0024,,
,,.0026,2.80,16.65,430 / 440,-.37,.97,-.0027,,
,,.0030,2.70,16.65,440 / 450,-.35,.97,-.0029,,
,,.0029,2.65,16.75,450 / 460,-.35,1.00,-.0031,,
,,.0036,2.50,16.70,460 / 470,-.35,1.05,-.0033,,
,,.0037,2.50,16.70,470 / 480,-.30,1.10,-.0037,,
,,.0039,2.45,16.75,480 / 490,-.30,1.15,-.0040,,
,,.0044,2.30,16.75,490 / 500,-.30,1.20,-.0043,,
,,.0047,2.25,16.75,500 / 510,-.25,1.30,-.0049,,
,,.0050,2.20,16.75,510 / 520,-3.50,1.30,.0047,,
,,.0054,2.15,16.75,520 / 530,-.45,4.60,-.0145,,
,,.0061,2.10,16.60,530 / 540,-4.60,1.70,.0064,,
,,.0062,2.10,16.65,540 / 550,-.55,5.95,-.0185,,
,,.0068,1.95,16.65,550 / 560,-.55,1.95,-.0068,,
,,.0072,1.90,16.65,560 / 570,-.20,2.00,-.0081,,
,,.0079,1.80,16.60,570 / 580,-.45,1.75,-.0071,,
,,.0082,4.10,14.30,580 / 590,-.10,1.85,-.0085,,
,,.0092,6.30,11.85,590 / 600,.30,1.65,-.0094,,
,,.0073,6.25,12.80,600 / 610,.25,1.90,-.0102,,
,,.0127,4.20,12.80,610 / 620,-.40,2.05,-.0094,,
,,.0052,.15,8.90,620 / 625,-.45,2.00,-.0065,,
,,.0070,.40,7.90,625 / 630,-.95,1.60,-.0046,,
,,.0043,.85,8.70,630 / 635,-1.00,2.15,-.0059,,
,,.0066,-.10,8.70,635 / 640,-.45,2.20,-.0073,,
,,.0066,-.25,8.90,640 / 645,-.40,1.70,-.0064,,
,,.0059,.05,9.00,645 / 650,-1.00,1.70,-.0053,,
,,.0076,-.25,8.55,650 / 655,-.30,2.35,-.0083,,
,,.0066,.05,8.80,655 / 660,-2.35,1.70,-.0030,,
,,.0077,-.15,8.55,660 / 665,-4.10,3.80,-.0039,,
,,.0074,0,8.65,665 / 670,-.95,5.60,-.0140,,
,,.0088,-.40,8.40,670 / 675,-.95,2.55,-.0080,,
,,.0081,-.30,8.75,675 / 680,-.30,2.60,-.0094,,
,,.0085,-.25,8.60,680 / 685,-1.10,1.95,-.0071,,
,,.0085,0,8.50,685 / 690,-.95,2.85,-.0091,,
,,.0102,-.35,7.95,690 / 695,-4.35,2.80,-.0036,,
,,.0100,-.35,8.20,695 / 700,-.95,6.30,-.0153,,
,,.0094,.90,7.50,700 / 705,-.90,2.95,-.0100,,
,,.0104,1.85,6.00,705 / 710,-.85,3.05,-.0105,,
,,.0101,1.80,6.50,710 / 715,-.95,3.10,-.0107,,
,,.0149,-1.50,6.05,715 / 720,-.90,3.20,-.0111,,
,,.0081,1.25,9.35,720 / 725,-.85,3.30,-.0116,,
,,.0104,.40,8.65,725 / 730,-.70,3.40,-.0121,,
,,.0142,-1.25,6.95,730 / 735,-.65,3.35,-.0124,,
,,.0129,.30,6.85,735 / 740,-.65,3.45,-.0128,,
,,.0115,.25,9.40,740 / 745,-.60,3.55,-.0132,,
,,.0156,-2.40,6.70,745 / 750,-3.00,3.55,-.0122,,
,,.0142,.15,6.50,750 / 755,-.25,6.15,-.0156,,
,,.0137,.05,9.05,755 / 760,-.20,3.60,-.0144,,
,,.0152,-2.65,9.35,760 / 765,-.15,3.85,-.0148,,
,,.0157,-2.75,8.45,765 / 770,-.05,3.50,-.0152,,
,,.0157,-2.05,5.90,770 / 775,-.05,3.30,-.0156,,
,,.0157,.05,5.00,775 / 780,.65,4.30,-.0157,,
,,.0165,.90,5.65,780 / 785,.15,4.05,-.0162,,
,,.0159,-.10,4.60,785 / 790,-.15,4.20,-.0166,,
,,.0172,.75,5.40,790 / 795,.50,4.85,-.0162,,
,,.0160,-.15,4.35,795 / 800,.50,4.40,-.0167,,
,,.0174,.55,4.90,800 / 805,.65,4.70,-.0165,,
,,.0168,-.35,4.90,805 / 810,.60,4.80,-.0167,,
,,.0176,-.05,4.95,810 / 815,.50,5.10,-.0167,,
,,.0166,-.25,4.30,815 / 820,.45,5.65,-.0162,,
,,.0165,-.30,4.15,820 / 825,.50,5.55,-.0164,,
,,.0168,-.25,4.15,825 / 830,.50,5.65,-.0164,,
,,.0158,-.65,4.00,830 / 835,-.10,5.80,-.0177,,
,,.0161,-.65,4.05,835 / 840,-.25,5.90,-.0184,,
,,.0159,-.65,3.90,840 / 845,.30,7.05,-.0144,,
,,.0152,-.70,3.65,845 / 850,-.45,7.40,-.0155,,
,,.0152,-.65,3.55,850 / 855,-.45,9.10,-.0105,,
,,.0144,-.75,3.35,855 / 860,-1.95,7.95,-.0187,,
,,.0278,.50,4.35,860 / 870,3.30,11.90,-.0276,,
,,.0258,.30,3.90,870 / 880,1.95,13.70,-.0264,,
,,.0251,.45,3.50,880 / 890,2.70,14.25,-.0212,,
,,.0194,0,2.65,890 / 900,4.35,12.60,-.0210,,
,,.0218,.30,2.85,900 / 910,4.40,12.85,-.0196,,
,,.0172,-.05,2.30,910 / 920,5.10,14.30,-.0084,,
,,.0155,-.10,2.05,920 / 930,1.80,13.90,-.0279,,
,,.0140,-.15,1.85,930 / 940,3.65,15.25,-.0103,,
,,.0114,-.40,1.70,940 / 950,4.85,13.65,-.0125,,
,,.0106,-.35,1.55,950 / 960,3.40,14.85,-.0141,,
,,.0098,-.30,1.40,960 / 970,2.45,16.55,-.0092,,
,,.0083,-.40,1.30,970 / 980,2.50,16.55,-.0087,,
,,.0068,-.45,1.15,980 / 990,2.70,16.60,-.0068,,
,,.0041,-.45,.79,990 / 1000,2.75,16.55,-.0067,,
,,.0080,-.14,1.03,1000 / 1010,2.90,16.60,-.0051,,
,,.0048,-.49,.97,1010 / 1020,2.95,16.60,-.0046,,
,,.0024,-.61,.85,1020 / 1025,-2.00,11.70,-.0029,,
,,.0014,-.64,.76,1025 / 1030,-1.95,11.80,-.0017,,
,,.0043,-.49,.92,1030 / 1040,2.95,16.70,-.0037,,
,,.0034,-.58,.90,1040 / 1050,2.95,16.70,-.0036,,
,,.0030,-.60,.88,1050 / 1060,3.00,16.75,-.0027,,
,,.0026,-.62,.86,1060 / 1070,3.00,16.75,-.0027,,
,,.0012,-.68,.79,1070 / 1075,-1.95,11.85,-.0011,,
,,.0009,-.68,.75,1075 / 1080,-1.95,11.80,-.0015,,
,,.0023,-.61,.83,1080 / 1090,3.05,16.80,-.0017,,
,,.0021,-.44,.64,1090 / 1100,3.05,16.85,-.0013,,
,,.0040,-.32,.68,1100 / 1125,17.90,31.75,-.0039,,
,,.0033,-.49,.79,1125 / 1150,17.95,31.75,-.0033,,
,,.0030,-.47,.75,1150 / 1175,18.00,31.80,-.0023,,
,,.0021,-.52,.71,1175 / 1200,18.00,31.85,-.0018,,
,,.0019,-.55,.72,1200 / 1225,18.00,31.85,-.0017,,
,,.0010,-.65,.73,1225 / 1250,18.00,31.90,-.0012,,
,,-.0242,-4.53,.75,1250 / 1275,18.00,31.90,-.0011,,
,,.0011,-4.49,4.55,1275 / 1300,18.00,31.90,-.0011,,
,,.0253,-.59,4.49,1300 / 1325,18.05,31.95,-.0002,,
,,-.0234,-4.39,.58,1325 / 1350,18.15,31.95,.0006,,
,,.0006,-4.39,4.39,1350 / 1375,18.15,31.80,-.0006,,
,,.0006,-4.39,4.39,1375 / 1400,18.20,31.85,.0002,,
,,.0008,-4.34,4.39,1400 / 1425,18.15,31.85,-.0002,,
,,.0005,-4.34,4.34,1425 / 1450,18.15,31.80,-.0005,,

19 NOV 21  (46)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,47.50,52.50,50 / 100,.01,.04,-.0002,,
,,.0011,47.30,52.35,100 / 150,0,.08,-.0003,,
,,.0012,47.40,52.30,150 / 200,.07,.57,-.0021,,
,,.0027,47.20,52.05,200 / 250,-.20,.53,-.0015,,
,,.0040,47.30,51.65,250 / 300,.30,.78,-.0041,,
,,.0057,47.45,51.20,300 / 350,.61,.96,-.0063,,
,,.0097,46.90,50.70,350 / 400,.91,1.29,-.0092,,
,,.0023,7.70,11.75,400 / 410,0,.47,-.0021,,
,,.0025,7.65,11.75,410 / 420,.05,.55,-.0025,,
,,.0025,7.70,11.75,420 / 430,.05,.55,-.0026,,
,,.0031,7.60,11.65,430 / 440,.10,.60,-.0030,,
,,.0025,7.80,11.70,440 / 450,.10,.60,-.0031,,
,,.0035,7.75,11.45,450 / 460,-.05,.65,-.0029,,
,,.0041,7.60,11.40,460 / 470,.15,.85,-.0041,,
,,.0041,7.55,11.50,470 / 480,0,.75,-.0036,,
,,.0033,7.85,11.55,480 / 490,0,1.00,-.0044,,
,,.0049,7.75,11.10,490 / 500,.10,.95,-.0046,,
,,.0047,7.85,11.15,500 / 510,.30,.95,-.0053,,
,,.0060,7.50,11.05,510 / 520,.25,.90,-.0052,,
,,.0056,7.45,11.30,520 / 530,.10,1.10,-.0055,,
,,.0063,7.40,11.15,530 / 540,.20,1.25,-.0063,,
,,.0063,7.55,11.10,540 / 550,.30,1.00,-.0062,,
,,.0069,7.45,11.05,550 / 560,.30,1.20,-.0069,,
,,.0076,7.35,10.95,560 / 570,.25,1.45,-.0077,,
,,.0077,7.55,10.85,570 / 580,.35,1.45,-.0081,,
,,.0088,7.35,10.70,580 / 590,.35,1.50,-.0086,,
,,.0090,7.40,10.70,590 / 600,.40,1.65,-.0093,,
,,.0104,7.20,10.40,600 / 610,.45,1.65,-.0098,,
,,.0104,7.20,10.60,610 / 620,.70,1.80,-.0111,,
,,.0115,7.10,10.40,620 / 630,.75,1.70,-.0114,,
,,.0120,7.05,10.40,630 / 640,.55,1.75,-.0116,,
,,.0064,2.60,6.05,640 / 645,.20,1.45,-.0069,,
,,.0068,2.60,5.90,645 / 650,.25,1.20,-.0067,,
,,.0066,2.85,5.80,650 / 655,.25,1.15,-.0067,,
,,.0073,2.65,5.70,655 / 660,.05,1.30,-.0068,,
,,.0074,2.55,5.85,660 / 665,.10,1.55,-.0075,,
,,.0074,2.70,5.80,665 / 670,.25,1.40,-.0076,,
,,.0076,2.80,5.65,670 / 675,.25,1.30,-.0077,,
,,.0083,2.75,5.40,675 / 680,.25,1.45,-.0081,,
,,.0084,2.80,5.40,680 / 685,.15,1.50,-.0082,,
,,.0090,2.55,5.40,685 / 690,.35,1.80,-.0091,,
,,.0092,2.40,5.50,690 / 695,.30,1.75,-.0092,,
,,.0091,2.50,5.60,695 / 700,0,1.70,-.0089,,
,,.0094,2.65,5.45,700 / 705,.40,2.10,-.0102,,
,,.0101,2.65,5.10,705 / 710,.40,1.80,-.0100,,
,,.0104,2.60,5.05,710 / 715,.15,1.85,-.0100,,
,,.0107,2.60,5.00,715 / 720,.55,2.00,-.0109,,
,,.0110,2.70,4.90,720 / 725,.80,1.90,-.0113,,
,,.0116,2.45,4.75,725 / 730,.65,1.80,-.0113,,
,,.0120,2.15,4.85,730 / 735,.90,1.85,-.0118,,
,,.0120,2.35,5.05,735 / 740,.90,1.95,-.0122,,
,,.0126,2.05,4.75,740 / 745,1.00,2.20,-.0127,,
,,.0127,2.30,4.90,745 / 750,.95,2.15,-.0129,,
