This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 8/3/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
709.67,+22.47,"33,615,765",700.00,726.94,698.40

6 AUG 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0194,1.45,5.55,665 / 670,.85,2.15,-.0197,,
,,.0200,1.65,5.15,670 / 675,.95,2.65,-.0211,,
,,.0206,1.85,4.75,675 / 680,.65,2.75,-.0208,,
,,.0213,1.80,4.55,680 / 685,.75,2.90,-.0215,,
,,.0218,1.75,4.40,685 / 690,.85,3.05,-.0220,,
,,.0223,1.60,4.20,690 / 695,1.00,3.15,-.0225,,
,,.0226,1.55,4.05,695 / 700,1.15,3.25,-.0228,,
,,.0229,1.50,3.85,700 / 705,1.30,3.40,-.0231,,
,,.0229,1.40,3.50,705 / 710,1.40,3.50,-.0232,,
,,.0231,1.50,3.45,710 / 715,1.50,3.65,-.0233,,
,,.0230,1.25,3.30,715 / 720,1.60,3.85,-.0232,,
,,.0230,1.15,3.30,720 / 725,1.60,4.00,-.0232,,
,,.0224,.90,3.05,725 / 730,1.75,4.25,-.0227,,
,,.0225,.90,3.05,730 / 735,1.80,4.35,-.0225,,
,,.0216,.65,2.85,735 / 740,1.80,4.55,-.0222,,
,,.0215,.60,2.85,740 / 745,1.85,4.75,-.0216,,
,,.0205,.45,2.60,745 / 750,2.00,4.95,-.0207,,
,,.0200,.45,2.45,750 / 755,2.00,5.05,-.0204,,
,,.0195,.35,2.40,755 / 760,1.80,5.45,-.0197,,
,,.0185,.20,2.30,760 / 765,1.65,5.90,-.0185,,
,,.0177,.15,2.15,765 / 770,1.70,6.00,-.0179,,
,,.0172,.15,2.05,770 / 775,1.75,6.10,-.0172,,
,,.0156,-.05,1.90,775 / 780,1.85,6.20,-.0162,,
,,.0155,0,1.85,780 / 785,1.95,6.25,-.0154,,
,,.0128,-.05,1.40,785 / 790,2.00,6.35,-.0145,,
,,.0128,.15,1.25,790 / 795,2.05,6.45,-.0136,,
,,.0136,.25,1.30,795 / 800,2.10,6.50,-.0130,,
,,.0111,.10,1.05,800 / 805,2.15,6.55,-.0123,,
,,.0120,.20,1.10,805 / 810,2.25,6.60,-.0113,,
,,.0110,.05,1.10,810 / 815,2.30,6.60,-.0109,,
,,.0103,0,1.05,815 / 820,2.45,6.65,-.0094,,
,,.0078,-.10,.80,820 / 825,2.50,6.60,-.0093,,
,,.0087,.05,.80,825 / 830,2.55,6.65,-.0085,,
,,.0090,.05,.85,830 / 835,2.45,6.65,-.0092,,
,,.0075,-.05,.75,835 / 840,2.50,6.80,-.0076,,
,,.0066,-.05,.65,840 / 845,2.55,6.85,-.0068,,
,,.0050,-.10,.50,845 / 850,2.55,6.85,-.0067,,
,,.0073,.05,.65,850 / 855,2.60,6.90,-.0059,,
,,.0052,-.10,.55,855 / 860,2.60,6.90,-.0057,,
,,.0054,-.10,.58,860 / 865,2.60,6.95,-.0053,,
,,.0051,-.11,.57,865 / 870,2.60,7.00,-.0048,,
,,.0043,-.12,.48,870 / 875,2.60,7.00,-.0048,,
,,.0043,-.10,.47,875 / 880,2.65,7.05,-.0038,,
,,.0037,-.12,.43,880 / 885,2.65,7.05,-.0037,,
,,.0034,-.14,.42,885 / 890,2.65,7.05,-.0037,,
,,.0025,-.14,.32,890 / 895,2.65,7.05,-.0037,,
,,.0039,-.06,.40,895 / 900,2.70,7.10,-.0027,,
,,.0030,-.16,.41,900 / 905,2.65,7.10,-.0031,,
,,.0029,-.17,.41,905 / 910,2.65,7.15,-.0026,,
,,.0022,-.21,.38,910 / 915,2.65,7.15,-.0026,,
,,.0008,-.21,.23,915 / 920,2.70,7.15,-.0020,,
,,.0021,-.05,.22,920 / 925,2.70,7.15,-.0020,,
,,.0034,-.06,.36,925 / 930,2.70,7.15,-.0020,,
,,.0003,-.23,.21,930 / 935,2.70,7.15,-.0020,,
,,.0018,-.07,.21,935 / 940,2.70,7.20,-.0014,,
,,.0030,-.06,.33,940 / 945,2.70,7.20,-.0014,,
,,.0002,-.20,.18,945 / 950,2.70,7.20,-.0014,,
,,.0014,-.08,.19,950 / 955,2.70,7.20,-.0014,,
,,.0014,-.09,.20,955 / 960,2.70,7.20,-.0014,,
,,.0012,-.09,.18,960 / 965,2.70,7.20,-.0014,,
,,.0012,-.09,.18,965 / 970,2.70,7.20,-.0014,,
,,.0011,-.10,.18,970 / 975,2.70,7.20,-.0013,,
,,.0010,-.10,.18,975 / 980,2.70,7.25,-.0007,,
,,.0009,-.11,.18,980 / 985,2.70,7.25,-.0007,,
,,.0009,-.11,.18,985 / 990,3.00,7.20,.0022,,
,,.0011,-.09,.18,990 / 995,2.70,6.95,-.0042,,
,,.0006,-.10,.14,995 / 1000,2.70,7.25,-.0007,,
,,.0010,-.08,.16,1000 / 1005,2.70,7.25,-.0007,,
,,.0008,-.10,.16,1005 / 1010,3.00,7.25,.0029,,
,,.0006,-.11,.15,1010 / 1015,2.70,6.95,-.0043,,
,,.0007,-.11,.16,1015 / 1020,3.00,7.25,.0030,,
,,.0004,-.12,.15,1020 / 1025,2.75,6.95,-.0037,,
,,.0008,-.11,.17,1025 / 1030,2.70,7.25,-.0007,,
,,.0006,-.12,.17,1030 / 1035,2.70,7.30,-.0001,,
,,.0003,-.14,.16,1035 / 1040,2.65,7.25,-.0014,,
,,.0005,-.14,.18,1040 / 1045,2.70,7.30,.00,,
,,.0005,-.14,.18,1045 / 1050,3.00,7.25,.0031,,
,,.0005,-.14,.18,1050 / 1055,2.75,7.00,-.0032,,
,,.0005,-.14,.18,1055 / 1060,2.65,7.25,-.0014,,
,,.0005,-.13,.17,1060 / 1065,2.70,7.30,.00,,
,,.0003,-.14,.16,1065 / 1070,2.70,7.30,.00,,
,,.0004,-.13,.16,1070 / 1075,2.70,7.30,.00,,
,,.0002,-.13,.14,1075 / 1080,2.65,7.30,-.0008,,
,,.0004,-.13,.16,1080 / 1085,2.65,7.30,-.0008,,
,,.0003,-.14,.16,1085 / 1090,2.70,7.30,.00,,
,,.0002,-.14,.15,1090 / 1095,2.70,7.30,.00,,
,,.0007,-.11,.17,1095 / 1100,2.70,7.30,.00,,
,,.0002,-.13,.14,1100 / 1105,2.65,7.30,-.0008,,
,,.0001,-.13,.14,1105 / 1110,2.65,7.35,.00,,
,,.0004,-.12,.15,1110 / 1115,2.65,7.35,.00,,
,,.0004,-.12,.15,1115 / 1120,2.65,7.30,.00,,
,,.0001,-.14,.14,1120 / 1125,2.70,7.30,.00,,
,,.0003,-.13,.15,1125 / 1130,2.70,7.30,.00,,
,,.0004,-.12,.15,1130 / 1135,2.70,7.30,.00,,
,,.0001,-.13,.14,1135 / 1140,2.65,7.30,.00,,
,,.0003,-.13,.15,1140 / 1145,2.65,7.35,.00,,
,,.00,-.14,.14,1145 / 1150,2.65,7.35,.00,,
,,.0002,-.13,.15,1150 / 1155,2.65,7.35,.00,,
,,.0001,-.14,.15,1155 / 1160,2.65,7.35,.00,,
,,.0001,-.14,.15,1160 / 1165,2.65,7.35,.00,,
,,-.0004,-.13,.09,1165 / 1170,2.65,7.35,.00,,
,,.0008,-.08,.15,1170 / 1175,2.65,7.35,.00,,
,,.0001,-.14,.15,1175 / 1180,2.65,7.30,.00,,
,,.0001,-.14,.15,1180 / 1185,2.70,7.30,.00,,
,,.0001,-.14,.15,1185 / 1190,2.70,7.30,.00,,
,,-.0005,-.14,.09,1190 / 1195,2.65,7.30,.00,,
,,.0009,-.01,.09,1195 / 1200,2.65,7.35,.00,,

3 SEP 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0009,96.85,103.05,100 / 200,-.05,.18,-.0007,,
,,.0034,96.70,102.75,200 / 300,-.08,.32,-.0018,,
,,.0068,96.65,102.55,300 / 400,.14,.65,-.0064,,
,,.0013,7.00,12.85,400 / 410,-.22,.37,-.0012,,
,,.0013,7.00,12.85,410 / 420,-.21,.39,-.0015,,
,,.0017,7.00,12.80,420 / 430,-.20,.36,-.0014,,
,,.0018,7.00,12.80,430 / 440,-.13,.37,-.0020,,
,,.0019,7.00,12.80,440 / 450,-.15,.38,-.0020,,
,,.0022,7.00,12.75,450 / 460,-.16,.42,-.0023,,
,,.0026,7.00,12.70,460 / 470,-.14,.44,-.0026,,
,,.0028,7.00,12.70,470 / 480,-.13,.45,-.0029,,
,,.0035,6.95,12.65,480 / 490,-.09,.47,-.0034,,
,,.0040,6.90,12.65,490 / 500,-.03,.50,-.0041,,
,,.0044,6.85,12.65,500 / 510,-.05,.49,-.0041,,
,,.0050,6.80,12.65,510 / 520,-.05,.61,-.0050,,
,,.0058,6.75,12.60,520 / 530,.01,.68,-.0061,,
,,.0069,6.70,12.50,530 / 540,.05,.70,-.0067,,
,,.0078,6.65,12.45,540 / 550,.10,.81,-.0080,,
,,.0093,6.55,12.35,550 / 560,.15,1.00,-.0097,,
,,.0108,6.45,12.25,560 / 570,.15,1.15,-.0109,,
,,.0063,1.70,7.50,570 / 575,-.10,.90,-.0064,,
,,.0065,1.70,7.50,575 / 580,-.15,.95,-.0065,,
,,.0071,1.65,7.45,580 / 585,-.15,.90,-.0064,,
,,.0077,1.60,7.40,585 / 590,0,1.00,-.0078,,
,,.0096,1.60,7.00,590 / 595,-.05,1.10,-.0082,,
,,.0072,1.90,7.30,595 / 600,-.05,1.15,-.0086,,
,,.0087,1.65,7.25,600 / 605,0,1.20,-.0092,,
,,.0101,1.60,7.00,605 / 610,.05,1.30,-.0100,,
,,.0120,1.55,6.60,610 / 615,.10,1.45,-.0109,,
,,.0101,1.80,6.90,615 / 620,.05,1.50,-.0112,,
,,.0120,1.40,6.85,620 / 625,.10,1.50,-.0115,,
,,.0128,1.30,6.75,625 / 630,.25,1.60,-.0127,,
,,.0144,1.05,6.55,630 / 635,.30,1.85,-.0138,,
,,.0123,1.70,6.65,635 / 640,.15,1.90,-.0137,,
,,.0142,1.60,6.20,640 / 645,.25,1.95,-.0143,,
,,.0158,1.35,5.95,645 / 650,.35,2.15,-.0155,,
,,.0159,1.45,5.85,650 / 655,.30,2.30,-.0159,,
,,.0166,1.35,5.75,655 / 660,.40,3.10,-.0181,,
,,.0178,.85,5.65,660 / 665,-.15,2.65,-.0161,,
,,.0170,1.20,5.85,665 / 670,.50,3.10,-.0184,,
,,.0182,1.15,5.30,670 / 675,.35,3.00,-.0181,,
,,.0185,1.10,5.25,675 / 680,.55,3.35,-.0190,,
,,.0188,1.10,5.10,680 / 685,.25,3.25,-.0187,,
,,.0192,1.05,4.90,685 / 690,.70,3.40,-.0195,,
,,.0195,1.15,4.75,690 / 695,.95,3.75,-.0199,,
,,.0199,1.05,3.80,695 / 700,.65,3.70,-.0199,,
,,.0199,1.55,4.25,700 / 705,.75,3.75,-.0201,,
,,.0201,.95,4.20,705 / 710,1.05,3.85,-.0203,,
,,.0201,.80,4.00,710 / 715,1.15,4.20,-.0202,,
,,.0199,.75,3.70,715 / 720,1.00,4.35,-.0203,,
,,.0199,.75,3.60,720 / 725,1.05,4.30,-.0205,,
,,.0197,.55,3.60,725 / 730,1.30,4.50,-.0201,,
,,.0388,2.35,5.35,730 / 740,4.40,7.80,-.0396,,
,,.0391,2.70,4.90,740 / 750,4.75,8.65,-.0374,,
,,.0346,1.60,4.00,750 / 760,4.80,9.15,-.0361,,
,,.0329,1.15,4.00,760 / 770,5.10,9.65,-.0336,,
,,.0314,1.35,3.40,770 / 780,5.30,10.00,-.0317,,
,,.0293,1.10,3.10,780 / 790,5.60,10.30,-.0292,,
,,.0261,.65,2.85,790 / 800,5.50,10.60,-.0284,,
,,.0230,.50,2.40,800 / 810,6.55,11.40,-.0191,,
,,.0218,.50,2.20,810 / 820,6.10,10.75,-.0244,,
,,.0179,.30,1.75,820 / 830,6.10,11.45,-.0206,,
,,.0170,.40,1.55,830 / 840,6.25,11.80,-.0175,,
,,.0156,.30,1.45,840 / 850,6.50,11.90,-.0150,,
,,.0128,.15,1.20,850 / 860,6.60,11.95,-.0138,,
,,.0120,.20,1.05,860 / 870,6.70,12.15,-.0115,,
,,.0096,.05,.90,870 / 880,6.70,12.20,-.0110,,
,,.0094,.05,.90,880 / 890,6.80,12.35,-.0089,,
,,.0078,.10,.65,890 / 900,6.85,12.40,-.0080,,
,,.0068,.05,.59,900 / 910,6.90,12.45,-.0071,,
,,.0061,-.10,.67,910 / 920,6.90,12.55,-.0061,,
,,.0053,-.13,.62,920 / 930,6.90,12.60,-.0056,,
,,.0047,-.15,.58,930 / 940,6.95,12.65,-.0046,,
,,.0042,-.16,.54,940 / 950,7.00,12.70,-.0036,,
,,.0035,-.19,.50,950 / 960,6.95,12.65,-.0045,,
,,.0040,-.11,.49,960 / 970,7.00,12.75,-.0030,,
,,.0029,-.13,.38,970 / 980,7.00,12.80,-.0025,,
,,.0025,-.15,.37,980 / 990,7.00,12.80,-.0024,,
,,.0021,-.17,.35,990 / 1000,7.00,12.80,-.0024,,

10 SEP 21  (39)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0006,88.95,110.90,100 / 200,-.04,.38,-.0016,,
,,.0031,88.80,110.70,200 / 300,-.38,.46,-.0012,,
,,.0089,88.45,110.30,300 / 400,.15,1.01,-.0084,,
,,.0018,-1.00,20.75,400 / 410,-.39,.61,-.0016,,
,,.0016,-.95,20.75,410 / 420,-.53,.72,-.0015,,
,,.0019,-.95,20.70,420 / 430,-.49,.76,-.0020,,
,,.0023,-.95,20.65,430 / 440,-.47,.75,-.0022,,
,,.0024,-.95,20.65,440 / 450,-.37,.75,-.0028,,
,,.0028,-.95,20.60,450 / 460,-.42,.68,-.0023,,
,,.0042,-.90,20.30,460 / 470,-.43,.78,-.0029,,
,,.0036,-.65,20.20,470 / 480,-.44,.83,-.0033,,
,,.0028,-.60,20.35,480 / 490,-.41,.89,-.0039,,
,,.0047,-.85,20.25,490 / 500,-.33,.94,-.0048,,
,,.0052,-.80,20.15,500 / 510,-.30,.98,-.0054,,
,,.0072,-.75,19.75,510 / 520,-.23,1.01,-.0061,,
,,.0060,-.50,19.80,520 / 530,-.25,1.03,-.0064,,
,,.0078,-.65,19.65,530 / 540,-.15,1.25,-.0083,,
,,.0091,-.60,19.40,540 / 550,-.05,1.20,-.0089,,
,,.0109,-.55,19.05,550 / 560,.05,1.35,-.0105,,
,,.0120,-.40,18.75,560 / 570,.05,1.55,-.0119,,
,,.0065,-4.85,13.95,570 / 575,-.30,1.20,-.0066,,
,,.0073,-4.80,13.75,575 / 580,-.20,1.25,-.0073,,
,,-.0028,-2.20,13.60,580 / 585,-.25,1.25,-.0072,,
,,.0199,-4.55,10.50,585 / 590,-.20,1.40,-.0082,,
,,.0069,-4.00,13.15,590 / 595,-.20,1.40,-.0083,,
,,.0029,-2.65,12.95,595 / 600,-.15,1.40,-.0087,,
,,.0151,-3.80,10.85,600 / 605,-.05,1.55,-.0098,,
,,.0107,-3.85,12.10,605 / 610,-.05,1.65,-.0103,,
,,.0121,-3.95,11.80,610 / 615,-.05,1.70,-.0106,,
,,.0084,-1.15,10.25,615 / 620,0,1.80,-.0113,,
,,.0111,.15,8.15,620 / 625,.05,1.85,-.0117,,
,,.0169,-2.15,8.40,625 / 630,.15,1.95,-.0125,,
,,.0060,-.70,11.10,630 / 635,.20,2.00,-.0129,,
,,.0180,-3.20,9.05,635 / 640,.25,2.25,-.0139,,
,,.0140,-3.00,10.45,640 / 645,.15,2.25,-.0138,,
,,.0145,-2.85,10.15,645 / 650,.30,2.85,-.0156,,
,,.0150,-2.70,9.85,650 / 655,-.15,3.05,-.0152,,
,,.0170,-1.65,7.70,655 / 660,-4.25,6.25,-.0138,,
,,.0157,.30,6.55,660 / 665,-3.20,7.45,-.0178,,
,,.0162,.35,6.25,665 / 670,-.15,3.55,-.0165,,
,,.0175,-.45,6.00,670 / 675,-.15,3.75,-.0169,,
,,.0167,-.35,6.65,675 / 680,-.15,3.95,-.0172,,
,,.0171,-.30,6.35,680 / 685,-.20,4.20,-.0175,,
,,.0167,-.20,7.50,685 / 690,-.25,4.45,-.0178,,
,,.0181,-1.55,6.60,690 / 695,-.30,4.65,-.0180,,
,,.0179,-.25,6.40,695 / 700,-.35,4.90,-.0182,,
,,.0182,-.90,5.55,700 / 705,-.40,5.20,-.0183,,
,,.0185,-.20,6.05,705 / 710,-.45,4.40,-.0188,,
,,.0186,-.10,5.30,710 / 715,.55,5.65,-.0181,,
,,.0178,-1.05,4.85,715 / 720,-.55,5.95,-.0184,,
,,.0182,-.95,5.35,720 / 725,-.65,6.25,-.0183,,
,,.0181,-.90,5.10,725 / 730,-.80,5.25,-.0198,,
,,.0356,1.15,6.70,730 / 740,3.40,8.65,-.0366,,
,,.0346,1.10,6.05,740 / 750,3.45,9.20,-.0359,,
,,.0331,.95,5.40,750 / 760,4.20,11.65,-.0285,,
,,.0316,.85,4.85,760 / 770,3.25,11.80,-.0295,,
,,.0299,.75,4.35,770 / 780,1.80,11.80,-.0338,,
,,.0277,.60,3.85,780 / 790,1.65,12.35,-.0337,,
,,.0230,.45,2.80,790 / 800,3.00,13.80,-.0234,,
,,.0247,1.00,2.75,800 / 810,2.10,15.25,-.0206,,
,,.0218,.60,2.50,810 / 820,1.50,15.85,-.0200,,
,,.0194,.35,2.25,820 / 830,1.05,16.05,-.0210,,
,,.0184,.35,2.10,830 / 840,2.50,16.85,-.0092,,
,,.0159,.10,1.90,840 / 850,.60,15.70,-.0251,,
,,.0144,-.10,1.85,850 / 860,.45,17.80,-.0145,,
,,.0121,-.20,1.60,860 / 870,.45,14.65,-.0361,,
,,.0126,0,1.50,870 / 880,5.80,14.75,.0012,,
,,.0112,0,1.30,880 / 890,3.70,16.75,.0005,,
,,.0074,-.40,1.15,890 / 900,-.05,19.10,-.0089,,
,,.0079,-.45,1.30,900 / 910,-.15,19.30,-.0080,,
,,.0079,-.30,1.17,910 / 920,-.25,19.50,-.0072,,
,,.0059,-.32,.91,920 / 930,-.35,19.70,-.0064,,
,,.0050,-.46,.95,930 / 940,-.45,19.85,-.0059,,
,,.0059,-.39,1.01,940 / 950,-.50,20.00,-.0050,,
,,.0026,-.49,.69,950 / 960,-.55,20.10,-.0046,,
,,.0059,-.27,.91,960 / 970,-.55,20.20,-.0037,,
,,.0030,-.53,.80,970 / 980,-.60,20.25,-.0036,,
,,.0039,-.48,.88,980 / 990,-.65,20.35,-.0032,,
,,.0021,-.59,.76,990 / 1000,-.70,20.45,-.0027,,

17 SEP 21  (46)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,-1.20,3.20,1 / 2,-.01,.01,.00,,
,,.00,-1.20,3.20,2 / 3,-.01,.01,.00,,
,,.00,-1.20,3.20,3 / 4,-.01,.01,.00,,
,,.00,-1.20,3.20,4 / 5,-.01,.05,.00,,
,,.00,-1.20,3.20,5 / 6,-.05,.05,.00,,
,,.00,-1.20,3.20,6 / 7,-.05,.05,.00,,
,,.00,-1.20,3.20,7 / 8,-.05,.05,.00,,
,,.00,-1.15,3.20,8 / 9,-.05,.05,.00,,
,,.00,-1.15,3.15,9 / 10,-.05,.02,.00,,
,,.00,-1.15,3.15,10 / 11,-.02,.02,.00,,
,,.00,-1.15,3.15,11 / 12,-.02,.01,.00,,
,,.00,-1.15,3.15,12 / 13,-.01,.02,.00,,
,,.00,-1.15,3.15,13 / 14,-.02,.01,.00,,
,,.00,-1.15,3.15,14 / 15,-.01,.01,.00,,
,,.00,-1.15,3.15,15 / 16,-.01,.01,.00,,
,,.00,-1.15,3.15,16 / 17,-.01,.01,.00,,
,,.00,-1.15,3.15,17 / 18,-.01,.02,.00,,
,,.00,-1.15,3.15,18 / 19,-.02,.01,.00,,
,,.00,-1.15,3.15,19 / 20,-.01,.01,.00,,
,,.00,-1.15,3.15,20 / 21,-.01,.01,.00,,
,,.00,-1.15,3.15,21 / 22,-.01,.01,.00,,
,,.00,-1.15,3.15,22 / 23,-.01,.01,.00,,
,,.00,-1.15,3.15,23 / 24,-.01,.17,-.0003,,
,,.00,-1.15,3.15,24 / 25,-.17,.05,.0002,,
,,.00,-1.15,3.15,25 / 26,-.05,.17,-.0002,,
,,.00,-1.15,3.15,26 / 27,-.17,.17,.00,,
,,.00,-1.15,3.15,27 / 28,-.17,.09,.0001,,
,,.00,-1.15,3.15,28 / 29,-.09,.17,-.0001,,
,,.00,-1.15,3.15,29 / 30,-.17,.02,.0003,,
,,.00,-1.15,3.15,30 / 31,-.02,.17,-.0003,,
,,.00,-1.15,3.15,31 / 32,-.17,.05,.0002,,
,,.00,-1.15,3.15,32 / 33,-.05,.11,-.0001,,
,,.00,-1.15,3.15,33 / 34,-.11,.17,-.0001,,
,,.00,-1.15,3.15,34 / 35,-.17,.17,.00,,
,,.00,-1.15,3.15,35 / 36,-.17,.17,.00,,
,,.00,-1.15,3.15,36 / 37,-.17,.17,.00,,
,,.00,-1.15,3.15,37 / 38,-.17,.17,.00,,
,,.00,-1.15,3.15,38 / 39,-.17,.02,.0003,,
,,.00,-1.15,3.15,39 / 40,-.02,.02,.00,,
,,.00,-.15,4.15,40 / 42,-.02,.02,.00,,
,,.00,-.15,4.15,42 / 44,-.02,.02,.00,,
,,.00,-.15,4.15,44 / 46,-.02,.02,.00,,
,,.00,-.15,4.15,46 / 48,-.01,.04,-.0001,,
,,.00,-.15,4.15,48 / 50,-.03,.04,.00,,
,,.00,-.15,4.15,50 / 52,-.05,.16,-.0002,,
,,-.0002,0,4.10,52 / 54,-.17,.12,.0001,,
,,.00,.05,3.95,54 / 56,-.12,.17,-.0001,,
,,.00,.05,3.95,56 / 58,-.17,.17,.00,,
,,.00,.05,3.95,58 / 60,-.17,.15,.00,,
,,.00,.05,3.95,60 / 62,-.15,.17,.00,,
,,.00,.05,3.95,62 / 64,-.17,.17,.00,,
,,.00,.05,3.95,64 / 66,-.17,.17,.00,,
,,.00,.05,3.95,66 / 68,-.16,.17,.00,,
,,.0002,-.10,4.00,68 / 70,-.17,.12,.0001,,
,,.00,-.15,4.15,70 / 72,-.13,.17,-.0001,,
,,.00,-.15,4.15,72 / 74,-.17,.17,.00,,
,,.00,-.15,4.15,74 / 76,-.17,.17,.00,,
,,.00,-.15,4.15,76 / 78,-.17,.15,.00,,
,,.00,-.15,4.15,78 / 80,-.15,.05,.0003,,
,,.00,-1.15,3.15,80 / 81,-.05,.17,-.0003,,
,,.00,-1.15,3.15,81 / 82,-.17,.17,.00,,
,,.00,-1.15,3.15,82 / 83,-.17,.17,.00,,
,,.00,-1.15,3.15,83 / 84,-.17,.17,.00,,
,,.00,-1.15,3.15,84 / 85,-.17,.17,.00,,
,,.00,-1.15,3.15,85 / 86,-.17,.17,.00,,
,,.00,-1.15,3.15,86 / 87,-.17,.17,.00,,
,,.00,-1.15,3.15,87 / 88,-.17,.17,.00,,
,,.00,-1.15,3.15,88 / 89,-.17,.17,.00,,
,,.00,-1.15,3.15,89 / 90,-.15,.17,-.0001,,
,,.00,-.15,4.15,90 / 92,-.17,.15,.00,,
,,.00,-.15,4.15,92 / 94,-.17,.17,.00,,
,,.00,-.15,4.15,94 / 96,-.16,.17,.00,,
,,.00,-.15,4.15,96 / 98,-.17,.16,.00,,
,,.00,-.15,4.15,98 / 100,-.15,.05,.0003,,
,,.00,-.15,4.15,100 / 102,-.05,.15,-.0003,,
,,.00,-.15,4.15,102 / 104,-.17,.17,.00,,
,,.00,-.15,4.15,104 / 106,-.17,.17,.00,,
,,.00,-.15,4.15,106 / 108,-.16,.17,.00,,
,,.00,-.15,4.15,108 / 110,-.17,.16,.00,,
,,.00,-.15,4.15,110 / 112,-.17,.17,.00,,
,,.00,-.15,4.15,112 / 114,-.16,.17,.00,,
,,.00,-.15,4.15,114 / 116,-.16,.16,.00,,
,,.00,-.15,4.15,116 / 118,-.16,.16,.00,,
,,.00,-.15,4.15,118 / 120,-.16,.16,.00,,
,,.0001,-.15,4.10,120 / 122,-.17,.16,.00,,
,,.00,-.10,4.10,122 / 124,-.16,.17,.00,,
,,.00,-.10,4.10,124 / 126,-.16,.16,.00,,
,,.00,-.10,4.10,126 / 128,-.17,.16,.00,,
,,.00,-.10,4.10,128 / 130,-.16,.10,.0002,,
,,.00,-.10,4.10,130 / 132,-.09,.16,-.0002,,
,,.00,-.10,4.10,132 / 134,-.17,.16,.00,,
,,.00,-.10,4.10,134 / 136,-.17,.17,.00,,
,,.00,-.10,4.10,136 / 138,-.16,.16,.00,,
,,.00,-.10,4.10,138 / 140,-.16,.09,.0002,,
,,.00,-.10,4.10,140 / 142,-.10,.17,-.0003,,
,,.00,-.10,4.10,142 / 144,-.16,.17,.00,,
,,.00,-.10,4.10,144 / 146,-.16,.13,.0001,,
,,.00,-.10,4.10,146 / 148,-.13,.12,.00,,
,,.00,-.10,4.10,148 / 150,-.08,.09,.00,,
,,.00,-.10,4.10,150 / 152,-.02,.13,-.0004,,
,,-.0007,.15,4.05,152 / 154,-.14,.10,.0001,,
,,.00,.20,3.80,154 / 156,-.17,.15,.0001,,
,,.00,.20,3.80,156 / 158,-.16,.11,.0002,,
,,.0009,-.10,3.85,158 / 160,-.10,.16,-.0002,,
,,.0002,-.15,4.10,160 / 162,-.13,.13,.00,,
,,.00,-.10,4.10,162 / 164,-.14,.12,.0001,,
,,.00,-.10,4.10,164 / 166,-.16,.17,.00,,
,,.00,-.10,4.10,166 / 168,-.16,.16,.00,,
,,.00,-.10,4.10,168 / 170,-.16,.14,.0001,,
,,.00,-.10,4.10,170 / 172,-.14,.16,-.0001,,
,,.00,-.10,4.10,172 / 174,-.15,.16,.00,,
,,.00,-.10,4.10,174 / 176,-.15,.16,.00,,
,,-.0007,.15,4.05,176 / 178,-.16,.16,.00,,
,,.00,.20,3.80,178 / 180,-.17,.17,.00,,
,,.00,.20,3.80,180 / 182,-.17,.18,.00,,
,,.00,.20,3.80,182 / 184,-.16,.17,.00,,
,,.0011,-.10,3.80,184 / 186,-.17,.17,.00,,
,,.00,-.10,4.10,186 / 188,-.18,.18,.00,,
,,.00,-.10,4.10,188 / 190,-.17,.19,-.0001,,
,,.00,-.10,4.10,190 / 192,-.18,.18,.00,,
,,.00,-.10,4.10,192 / 194,-.17,.18,-.0001,,
,,.00,-.10,4.10,194 / 196,-.17,.18,.00,,
,,-.0007,.15,4.05,196 / 198,-.18,.18,.00,,
,,.00,-.80,2.80,198 / 199,-.15,.18,-.0001,,
,,.00,-.80,2.80,199 / 200,-.09,.12,-.0001,,
,,.0009,-1.05,2.80,200 / 201,-.09,.08,.00,,
,,.00,-1.05,3.05,201 / 202,-.16,.13,.0001,,
,,.0002,-1.10,3.05,202 / 203,-.17,.18,.00,,
,,.00,-1.10,3.10,203 / 204,-.17,.17,.00,,
,,.00,1.90,6.10,204 / 208,-.19,.17,.0001,,
,,.00,-.10,4.10,208 / 210,-.16,.23,-.0003,,
,,-.0005,.10,4.05,210 / 212,-.22,.17,.0002,,
,,-.0002,2.20,5.85,212 / 216,-.18,.20,-.0001,,
,,.00,2.20,5.80,216 / 220,-.14,.22,-.0003,,
,,.0012,1.90,5.80,220 / 224,-.17,.18,-.0001,,
,,.00,1.90,6.10,224 / 228,-.20,.18,.00,,
,,.0002,-.10,4.05,228 / 230,-.18,.21,-.0001,,
,,.00,-.05,4.05,230 / 232,-.11,.19,-.0003,,
,,.0002,1.90,6.05,232 / 236,-.24,.12,.0004,,
,,.0001,1.90,6.10,236 / 240,-.15,.26,-.0005,,
,,.0002,1.90,6.05,240 / 244,-.16,.17,-.0001,,
