This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 8/3/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
709.67,+22.47,"33,615,765",700.00,726.94,698.40

6 AUG 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0002,1.90,6.05,244 / 248,-.18,.18,.00,,
,,.00,-.10,4.10,248 / 250,-.16,.19,-.0001,,
,,.00,-.10,4.10,250 / 252,-.23,.17,.0002,,
,,.0002,1.90,6.05,252 / 256,-.14,.25,-.0005,,
,,.0001,1.95,6.05,256 / 260,-.23,.16,.0003,,
,,.0005,7.90,12.00,260 / 270,-.21,.28,-.0004,,
,,.0006,7.90,12.00,270 / 280,-.01,.29,-.0013,,
,,.0006,7.90,12.00,280 / 290,-.12,.10,-.0001,,
,,.0006,7.90,12.00,290 / 300,-.12,.20,-.0005,,
,,-.0007,2.20,6.00,300 / 304,-.16,.18,-.0002,,
,,.00,.25,3.75,304 / 306,-.18,.20,-.0001,,
,,.00,.25,3.75,306 / 308,-.16,.20,-.0002,,
,,.0013,-.05,3.75,308 / 310,-.16,.18,-.0001,,
,,.0001,-.05,4.05,310 / 312,-.16,.18,-.0001,,
,,-.0004,.10,4.00,312 / 314,-.16,.18,-.0001,,
,,-.0004,.25,3.85,314 / 316,-.16,.18,-.0001,,
,,.00,.25,3.75,316 / 318,-.18,.18,.00,,
,,.0013,-.05,3.75,318 / 320,-.16,.20,-.0002,,
,,.0001,-.05,4.05,320 / 322,-.16,.18,-.0001,,
,,-.0004,.10,4.00,322 / 324,-.16,.18,-.0001,,
,,.0003,.10,3.85,324 / 326,-.16,.18,-.0001,,
,,-.0006,.25,3.90,326 / 328,-.16,.18,-.0001,,
,,.0013,-.05,3.75,328 / 330,-.08,.19,-.0005,,
,,-.0006,.15,4.00,330 / 332,-.18,.10,.0003,,
,,.0003,.15,3.80,332 / 334,-.17,.20,-.0002,,
,,-.0004,.25,3.85,334 / 336,-.17,.19,-.0001,,
,,.0013,-.05,3.75,336 / 338,-.15,.19,-.0002,,
,,.0001,-.05,4.05,338 / 340,-.10,.15,-.0003,,
,,-.0004,.10,4.00,340 / 342,-.09,.13,-.0002,,
,,-.0004,.25,3.85,342 / 344,-.14,.15,-.0001,,
,,.0011,0,3.75,344 / 346,-.14,.14,-.0001,,
,,-.0001,.10,3.95,346 / 348,-.11,.14,-.0002,,
,,.0001,.15,3.85,348 / 350,-.09,.13,-.0002,,
,,-.0004,.25,3.85,350 / 352,-.10,.12,-.0002,,
,,.0012,0,3.75,352 / 354,-.11,.13,-.0002,,
,,-.0001,.10,3.95,354 / 356,-.11,.13,-.0002,,
,,.0001,.15,3.85,356 / 358,-.09,.14,-.0003,,
,,-.0004,.25,3.85,358 / 360,-.10,.13,-.0002,,
,,.0005,.20,3.70,360 / 362,-.10,.13,-.0002,,
,,.0012,0,3.75,362 / 364,-.10,.13,-.0002,,
,,-.0010,.25,4.00,364 / 366,-.11,.13,-.0002,,
,,.0010,.10,3.70,366 / 368,-.10,.14,-.0003,,
,,.0007,0,3.85,368 / 370,-.10,.17,-.0004,,
,,-.0010,.25,4.00,370 / 372,-.17,.12,.0001,,
,,.0010,.10,3.70,372 / 374,-.09,.16,-.0004,,
,,.0008,0,3.85,374 / 376,-.09,.18,-.0005,,
,,-.0002,2.10,6.00,376 / 380,-.12,.15,-.0003,,
,,.00,2.20,5.85,380 / 384,-.07,.17,-.0007,,
,,.0007,2.20,5.70,384 / 388,-.09,.17,-.0006,,
,,.0018,1.95,5.70,388 / 392,-.09,.15,-.0005,,
,,.0007,1.95,5.95,392 / 396,-.07,.18,-.0007,,
,,.0007,1.95,5.95,396 / 400,-.08,.16,-.0006,,
,,.0011,8.00,11.90,400 / 410,.01,.26,-.0019,,
,,.0026,7.85,11.75,410 / 420,-.01,.29,-.0020,,
,,.0017,8.00,11.80,420 / 430,-.01,.30,-.0021,,
,,.0032,7.85,11.65,430 / 440,0,.33,-.0024,,
,,.0029,7.80,11.80,440 / 450,.01,.32,-.0026,,
,,.0030,7.80,11.80,450 / 460,.07,.41,-.0034,,
,,.0036,7.75,11.75,460 / 470,.04,.45,-.0036,,
,,.0033,7.85,11.75,470 / 480,.07,.49,-.0041,,
,,.0049,8.00,11.30,480 / 490,.10,.54,-.0046,,
,,.0051,8.25,11.05,490 / 500,.15,.58,-.0053,,
,,.0060,8.15,11.00,500 / 510,.20,.65,-.0061,,
,,.0065,8.15,10.95,510 / 520,.20,.80,-.0070,,
,,.0077,8.10,10.80,520 / 530,.20,.95,-.0079,,
,,.0089,8.00,10.70,530 / 540,.25,1.00,-.0087,,
,,.0103,7.90,10.55,540 / 550,.40,1.10,-.0101,,
,,.0117,7.75,10.45,550 / 560,.50,1.25,-.0115,,
,,.0130,7.60,10.35,560 / 570,.60,1.35,-.0127,,
,,.0151,7.50,10.00,570 / 580,.80,1.55,-.0146,,
,,.0164,7.45,9.80,580 / 590,.90,1.80,-.0163,,
,,.0176,7.30,9.75,590 / 600,1.10,2.05,-.0183,,
,,.0425,14.75,17.35,600 / 620,3.35,4.35,-.0422,,
,,.0488,13.80,16.55,620 / 640,4.10,5.45,-.0489,,
,,.0552,12.95,15.30,640 / 660,5.20,6.60,-.0556,,
,,.0613,11.65,13.60,660 / 680,6.65,8.05,-.0616,,
,,.0649,10.35,12.20,680 / 700,7.90,9.50,-.0653,,
,,.0331,4.10,5.95,700 / 710,4.10,5.80,-.0334,,
,,.0333,3.85,5.70,710 / 720,4.35,6.20,-.0335,,
,,.0331,3.55,5.25,720 / 730,5.00,6.60,-.0329,,
,,.0324,3.05,4.85,730 / 740,4.95,6.65,-.0332,,
,,.0317,2.70,4.60,740 / 750,5.25,7.40,-.0320,,
,,.0156,.80,2.65,750 / 755,2.20,4.45,-.0155,,
,,.0150,.65,2.50,755 / 760,2.25,4.50,-.0153,,
,,.0150,.65,2.50,760 / 765,2.35,4.65,-.0148,,
,,.0145,.55,2.35,765 / 770,2.45,4.75,-.0143,,
,,.0141,.50,2.25,770 / 775,2.35,4.70,-.0148,,
,,.0131,.45,1.95,775 / 780,2.50,4.95,-.0137,,
,,.0141,.60,2.15,780 / 785,2.60,4.95,-.0134,,
,,.0132,.30,2.10,785 / 790,2.65,4.95,-.0133,,
,,.0118,.25,1.75,790 / 795,2.65,5.00,-.0131,,
,,.0120,.45,1.60,795 / 800,2.85,5.15,-.0119,,
,,.0120,.45,1.60,800 / 805,2.85,5.15,-.0119,,
,,.0121,.35,1.75,805 / 810,2.70,5.25,-.0121,,
,,.0099,.10,1.40,810 / 815,2.95,5.45,-.0104,,
,,.0104,.40,1.25,815 / 820,2.95,5.35,-.0107,,
,,.0104,.35,1.30,820 / 825,3.00,5.45,-.0101,,
,,.0098,.15,1.35,825 / 830,2.90,5.45,-.0105,,
,,.0104,.20,1.45,830 / 835,3.10,5.65,-.0088,,
,,.0084,-.05,1.25,835 / 840,3.15,5.55,-.0089,,
,,.0079,-.05,1.15,840 / 845,3.15,5.60,-.0087,,
,,.0071,.05,.90,845 / 850,3.20,5.65,-.0082,,
,,.0080,.25,.90,850 / 855,3.25,5.65,-.0079,,
,,.0075,.20,.85,855 / 860,3.30,5.70,-.0074,,
,,.0067,.15,.75,860 / 865,3.25,5.70,-.0076,,
,,.0069,.15,.80,865 / 870,3.30,5.80,-.0068,,
,,.0064,.10,.75,870 / 875,3.35,5.85,-.0063,,
,,.0061,.10,.70,875 / 880,3.35,5.85,-.0062,,
,,.0058,.05,.70,880 / 885,3.35,5.90,-.0059,,
,,.0063,0,.85,885 / 890,3.45,5.95,-.0050,,
,,.0040,-.15,.60,890 / 895,3.40,5.85,-.0058,,
,,.0057,.05,.70,895 / 900,3.50,5.95,-.0047,,
,,.0051,-.10,.75,900 / 905,3.45,5.95,-.0049,,
,,.0039,-.20,.65,905 / 910,3.40,6.00,-.0049,,
,,.0042,-.15,.65,910 / 915,3.50,6.05,-.0039,,
,,.0041,-.15,.65,915 / 920,3.50,6.05,-.0039,,
,,.0032,-.15,.50,920 / 925,3.50,6.05,-.0039,,
,,.0041,-.05,.55,925 / 930,3.55,6.05,-.0035,,
,,.0028,-.15,.45,930 / 935,3.55,6.05,-.0035,,
,,.0040,-.05,.55,935 / 940,3.55,6.10,-.0031,,
,,.0021,-.20,.40,940 / 945,3.55,6.10,-.0031,,
,,.0040,-.05,.55,945 / 950,3.50,6.10,-.0034,,
,,.0023,-.20,.45,950 / 955,3.55,6.20,-.0024,,
,,.0023,-.15,.40,955 / 960,3.55,6.15,-.0027,,
,,.0055,.04,.60,960 / 970,8.40,11.05,-.0050,,
,,.0042,-.09,.55,970 / 980,8.45,11.15,-.0039,,
,,.0030,-.11,.41,980 / 990,8.45,11.15,-.0038,,
,,.0045,.02,.50,990 / 1000,8.20,11.40,-.0038,,
,,.0021,-.14,.33,1000 / 1010,7.85,11.70,-.0041,,
,,.0029,-.03,.34,1010 / 1020,7.85,11.85,-.0029,,
,,.0025,-.06,.32,1020 / 1030,7.90,11.85,-.0025,,
,,.0023,-.07,.31,1030 / 1040,7.90,11.85,-.0025,,
,,.0026,-.02,.31,1040 / 1050,7.90,11.90,-.0020,,
,,.0020,-.04,.24,1050 / 1060,7.90,11.90,-.0020,,
,,.0018,-.05,.23,1060 / 1070,7.90,11.90,-.0020,,
,,.0017,-.06,.23,1070 / 1080,7.90,11.95,-.0016,,
,,.0015,-.07,.22,1080 / 1090,8.05,11.95,-.0003,,
,,.0012,-.10,.22,1090 / 1100,8.20,11.80,-.0003,,
,,.0014,-.11,.26,1100 / 1110,7.90,11.70,-.0036,,
,,.0013,-.11,.25,1110 / 1120,7.90,12.00,-.0011,,
,,.0009,-.14,.23,1120 / 1130,7.90,12.00,-.0011,,
,,.0014,-.10,.25,1130 / 1140,7.90,12.00,-.0010,,
,,.0010,-.10,.20,1140 / 1150,7.90,12.00,-.0010,,
,,.0009,-.10,.19,1150 / 1160,7.90,12.05,-.0006,,
,,.0007,-.10,.17,1160 / 1170,7.90,12.05,-.0006,,
,,.0009,-.09,.18,1170 / 1180,7.90,12.00,-.0010,,
,,.0007,-.11,.18,1180 / 1190,7.90,12.05,-.0006,,
,,.0004,-.13,.16,1190 / 1200,7.90,12.05,-.0006,,
,,.0017,-.05,.23,1200 / 1225,22.85,27.00,-.0016,,
,,.0013,-.08,.21,1225 / 1250,22.85,27.05,-.0011,,
,,.0013,-.08,.21,1250 / 1275,22.85,27.05,-.0011,,
,,.0012,-.04,.17,1275 / 1300,22.85,27.10,-.0006,,
,,.0006,-.07,.13,1300 / 1325,22.85,27.10,-.0006,,
,,.0005,-.12,.16,1325 / 1350,22.85,27.10,-.0006,,
,,.0006,-.12,.18,1350 / 1375,23.10,27.10,.0022,,
,,.0010,-.06,.17,1375 / 1400,22.85,26.85,-.0022,,
,,.0002,-.12,.14,1400 / 1425,22.80,27.15,.00,,
,,-.0001,-.16,.14,1425 / 1450,22.80,27.20,.00,,
,,.0006,-.09,.16,1450 / 1475,22.80,27.20,.00,,
,,.0004,-.05,.09,1475 / 1500,23.05,27.15,.0005,,
,,.0007,0,.08,1500 / 1525,23.10,26.90,.00,,
,,-.0007,-.13,.04,1525 / 1550,22.80,26.95,-.0005,,
,,.0006,-.09,.16,1550 / 1575,22.75,27.25,.00,,
,,-.0004,-.15,.09,1575 / 1600,22.75,27.25,.00,,
,,.0010,-.04,.16,1600 / 1625,22.75,27.25,.00,,
,,.0002,-.10,.12,1625 / 1650,22.70,27.25,.00,,
,,-.0005,-.11,.04,1650 / 1675,22.70,27.30,.00,,
,,.0004,0,.05,1675 / 1700,22.70,27.30,.00,,

15 OCT 21  (74)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0008,43.65,56.10,50 / 100,.05,.17,-.0007,,
,,.0011,47.35,52.35,100 / 150,-.07,.12,-.0004,,
,,.0020,47.25,52.25,150 / 200,.13,.39,-.0020,,
,,.0028,47.25,52.15,200 / 250,.17,.43,-.0027,,
,,.0041,47.20,52.00,250 / 300,.23,.51,-.0039,,
,,.0014,7.45,12.25,300 / 310,-.21,.29,-.0006,,
,,.0011,7.50,12.30,310 / 320,-.15,.44,-.0014,,
,,.0015,7.45,12.25,320 / 330,-.04,.41,-.0017,,
,,.0014,7.50,12.25,330 / 340,-.14,.33,-.0012,,
,,.0019,7.45,12.15,340 / 350,-.05,.45,-.0019,,
,,.0017,7.50,12.20,350 / 360,-.18,.39,-.0014,,
,,.0021,7.45,12.15,360 / 370,-.05,.68,-.0029,,
,,.0025,7.40,12.10,370 / 380,-.23,.58,-.0020,,
,,.0024,7.45,12.10,380 / 390,-.21,.67,-.0025,,
,,.0028,7.40,12.05,390 / 400,-.06,.54,-.0026,,
,,.0031,7.35,12.05,400 / 410,-.02,.50,-.0027,,
,,.0032,7.35,12.05,410 / 420,0,.66,-.0035,,
,,.0037,7.30,12.00,420 / 430,-.05,.65,-.0034,,
,,.0038,7.65,11.65,430 / 440,.10,.80,-.0045,,
,,.0042,8.00,11.25,440 / 450,.05,.85,-.0047,,
,,.0058,7.70,11.10,450 / 460,0,.90,-.0048,,
,,.0053,7.75,11.25,460 / 470,.15,.90,-.0055,,
,,.0065,7.60,11.10,470 / 480,.25,1.00,-.0064,,
,,.0068,7.55,11.10,480 / 490,.30,1.15,-.0072,,
,,.0075,7.55,10.95,490 / 500,.50,1.15,-.0080,,
,,.0086,7.40,10.80,500 / 510,.45,1.15,-.0081,,
,,.0093,7.30,10.75,510 / 520,.50,1.45,-.0093,,
,,.0100,7.35,10.55,520 / 530,.60,1.60,-.0103,,
,,.0116,7.15,10.25,530 / 540,.50,1.65,-.0105,,
,,.0124,7.00,10.20,540 / 550,.90,1.95,-.0126,,
,,.0131,6.95,10.05,550 / 560,1.05,2.10,-.0136,,
,,.0147,6.65,9.80,560 / 570,1.00,2.15,-.0139,,
,,.0153,6.50,9.80,570 / 580,1.30,2.60,-.0159,,
,,.0165,6.30,9.55,580 / 590,1.25,2.90,-.0167,,
,,.0175,6.15,9.35,590 / 600,1.40,3.15,-.0177,,
,,.0186,5.95,9.10,600 / 610,1.65,3.35,-.0188,,
,,.0196,5.85,8.80,610 / 620,1.80,3.55,-.0197,,
,,.0207,5.55,8.45,620 / 630,2.00,3.85,-.0207,,
,,.0216,5.30,8.20,630 / 640,2.25,4.10,-.0216,,
,,.0220,5.30,8.10,640 / 650,2.45,4.35,-.0224,,
,,.0231,4.90,7.55,650 / 660,2.65,4.70,-.0231,,
,,.0235,4.80,7.40,660 / 670,2.90,5.00,-.0238,,
,,.0241,4.45,7.10,670 / 680,3.20,5.25,-.0243,,
,,.0245,4.25,6.75,680 / 690,3.65,5.50,-.0247,,
,,.0248,4.05,6.45,690 / 700,3.70,5.60,-.0250,,
,,.0249,3.80,6.10,700 / 710,4.00,5.75,-.0253,,
,,.0249,3.55,5.80,710 / 720,4.60,6.35,-.0250,,
,,.0249,3.30,5.55,720 / 730,4.50,6.70,-.0250,,
,,.0246,3.00,5.25,730 / 740,4.65,6.75,-.0251,,
,,.0242,2.75,5.00,740 / 750,5.15,7.10,-.0245,,
,,.0237,2.50,4.70,750 / 760,5.35,7.70,-.0237,,
,,.0230,2.30,4.30,760 / 770,5.25,7.70,-.0239,,
,,.0227,2.20,4.20,770 / 780,5.75,8.00,-.0228,,
,,.0218,1.80,4.00,780 / 790,5.95,8.55,-.0215,,
,,.0204,1.60,3.50,790 / 800,5.80,8.75,-.0214,,
,,.0208,1.75,3.50,800 / 810,6.00,8.70,-.0212,,
,,.0194,1.30,3.30,810 / 820,6.50,9.25,-.0188,,
,,.0178,1.10,2.90,820 / 830,6.25,9.10,-.0197,,
,,.0182,1.20,2.95,830 / 840,6.80,9.35,-.0177,,
,,.0167,1.00,2.60,840 / 850,6.95,9.80,-.0159,,
,,.0153,.90,2.25,850 / 860,6.75,9.95,-.0160,,
,,.0151,.75,2.35,860 / 870,6.90,10.10,-.0150,,
,,.0139,.55,2.20,870 / 880,7.00,10.20,-.0142,,
,,.0126,.45,1.95,880 / 890,7.15,10.35,-.0132,,
,,.0124,.50,1.85,890 / 900,7.40,10.45,-.0119,,
,,.0114,.40,1.70,900 / 910,7.45,10.40,-.0118,,
,,.0106,.30,1.60,910 / 920,7.60,10.55,-.0106,,
,,.0101,.25,1.55,920 / 930,7.55,10.60,-.0105,,
,,.0091,.15,1.40,930 / 940,7.60,10.80,-.0094,,
,,.0083,.10,1.30,940 / 950,7.70,10.90,-.0085,,
,,.0083,.10,1.30,950 / 960,7.85,10.90,-.0078,,
,,.0067,0,1.05,960 / 970,7.80,10.85,-.0082,,
,,.0075,.10,1.15,970 / 980,7.90,11.05,-.0067,,
,,.0061,-.10,1.05,980 / 990,7.85,11.10,-.0067,,
,,.0051,-.05,.80,990 / 1000,7.80,11.20,-.0065,,
,,.0063,.10,.90,1000 / 1010,8.10,11.30,-.0043,,
,,.0052,-.10,.90,1010 / 1020,8.00,11.15,-.0056,,
,,.0023,-.30,.65,1020 / 1025,3.15,6.45,-.0026,,
,,.0023,-.30,.65,1025 / 1030,3.30,6.50,-.0016,,
,,.0044,-.15,.80,1030 / 1040,8.05,11.25,-.0047,,
,,.0041,-.15,.75,1040 / 1050,7.95,11.35,-.0047,,
,,.0032,-.20,.65,1050 / 1060,8.05,11.50,-.0033,,
,,.0040,-.10,.70,1060 / 1070,7.95,11.45,-.0041,,
,,.0009,-.35,.45,1070 / 1075,3.30,6.65,-.0006,,
,,.0017,-.25,.50,1075 / 1080,3.25,6.45,-.0020,,
,,.0029,-.15,.55,1080 / 1090,8.00,11.45,-.0038,,
,,.0031,-.15,.60,1090 / 1100,8.10,11.65,-.0020,,
,,.0061,.04,.81,1100 / 1125,22.45,26.60,-.0069,,
,,.0049,-.05,.71,1125 / 1150,22.25,27.05,-.0053,,
,,.0042,-.09,.64,1150 / 1175,22.35,27.15,-.0040,,
,,.0040,-.06,.60,1175 / 1200,22.35,27.20,-.0036,,
,,.0026,-.19,.51,1200 / 1225,22.35,27.25,-.0032,,
,,.0029,-.15,.54,1225 / 1250,22.35,27.30,-.0028,,
,,.0014,-.23,.38,1250 / 1275,22.35,27.35,-.0024,,
,,.0022,-.08,.37,1275 / 1300,22.40,27.40,-.0017,,
,,.0022,-.08,.38,1300 / 1325,22.40,27.40,-.0017,,
,,.0015,-.22,.41,1325 / 1350,22.40,27.45,-.0013,,
,,.0010,-.23,.34,1350 / 1375,22.35,27.45,-.0016,,

19 NOV 21  (109)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0006,47.05,52.80,50 / 100,-.01,.17,-.0005,,
,,.0019,46.90,52.50,100 / 150,.18,.52,-.0021,,
,,.0028,46.85,52.35,150 / 200,.25,.50,-.0027,,
,,.0043,46.75,52.15,200 / 250,.24,.64,-.0037,,
,,.0064,47.00,51.45,250 / 300,.66,1.15,-.0071,,
,,.0115,46.60,50.45,300 / 350,1.18,1.40,-.0106,,
,,.0170,45.85,49.90,350 / 400,1.80,2.25,-.0166,,
,,.0044,7.45,11.45,400 / 410,.05,.95,-.0041,,
,,.0048,7.40,11.40,410 / 420,.20,1.05,-.0049,,
,,.0052,7.35,11.30,420 / 430,.30,1.05,-.0053,,
,,.0057,7.30,11.20,430 / 440,.30,1.15,-.0057,,
,,.0061,7.25,11.15,440 / 450,.40,1.30,-.0064,,
,,.0067,7.15,11.05,450 / 460,.40,1.40,-.0068,,
,,.0074,7.05,10.95,460 / 470,.25,1.55,-.0070,,
,,.0076,7.20,10.80,470 / 480,.55,1.85,-.0084,,
,,.0089,6.95,10.45,480 / 490,.45,1.60,-.0079,,
,,.0092,6.85,10.55,490 / 500,.85,1.90,-.0095,,
,,.0100,6.65,10.40,500 / 510,.80,1.85,-.0095,,
,,.0106,6.55,10.30,510 / 520,.95,2.15,-.0106,,
,,.0111,6.50,10.15,520 / 530,1.05,2.25,-.0112,,
,,.0119,6.35,9.95,530 / 540,1.25,2.45,-.0120,,
,,.0125,6.25,9.80,540 / 550,1.45,2.75,-.0130,,
,,.0133,6.10,9.55,550 / 560,1.40,2.85,-.0133,,
,,.0142,5.85,9.35,560 / 570,1.55,3.15,-.0142,,
,,.0147,5.70,9.20,570 / 580,1.70,3.35,-.0148,,
,,.0153,5.55,9.00,580 / 590,1.85,3.50,-.0154,,
,,.0158,5.55,8.80,590 / 600,2.05,3.65,-.0160,,
,,.0166,5.30,8.40,600 / 610,2.30,3.75,-.0165,,
,,.0170,5.15,8.30,610 / 620,2.60,4.30,-.0175,,
,,.0176,4.90,8.05,620 / 630,2.45,4.40,-.0176,,
,,.0179,4.75,7.90,630 / 640,2.75,4.75,-.0182,,
,,.0184,4.55,7.60,640 / 650,2.90,4.90,-.0185,,
,,.0187,4.35,7.35,650 / 660,3.05,5.10,-.0188,,
,,.0190,4.20,7.15,660 / 670,3.25,5.40,-.0191,,
,,.0192,4.10,6.90,670 / 680,3.45,5.60,-.0194,,
,,.0194,3.90,6.55,680 / 690,3.65,5.85,-.0195,,
,,.0195,3.75,6.30,690 / 700,3.90,6.05,-.0197,,
,,.0195,3.55,6.05,700 / 710,4.10,6.25,-.0197,,
,,.0195,3.35,5.85,710 / 720,4.25,6.50,-.0197,,
,,.0194,3.15,5.60,720 / 730,4.45,6.70,-.0197,,
,,.0193,3.00,5.40,730 / 740,4.65,7.05,-.0194,,
,,.0191,2.80,5.15,740 / 750,4.70,7.30,-.0193,,
,,.0189,2.65,4.95,750 / 760,4.90,7.55,-.0191,,
,,.0185,2.35,4.70,760 / 770,5.05,7.80,-.0188,,
,,.0182,2.20,4.60,770 / 780,5.15,8.00,-.0185,,
,,.0178,2.00,4.40,780 / 790,5.30,7.95,-.0185,,
,,.0175,1.85,4.25,790 / 800,5.75,8.20,-.0177,,
,,.0170,1.65,4.05,800 / 810,5.85,8.40,-.0173,,
,,.0165,1.50,3.90,810 / 820,5.95,8.60,-.0169,,
,,.0160,1.35,3.70,820 / 830,6.10,8.80,-.0163,,
,,.0156,1.25,3.55,830 / 840,6.25,8.95,-.0158,,
,,.0150,1.10,3.40,840 / 850,6.40,9.10,-.0153,,
,,.0144,1.00,3.20,850 / 860,6.50,9.25,-.0147,,
,,.0141,1.00,3.05,860 / 870,6.60,9.45,-.0141,,
,,.0135,.95,2.80,870 / 880,6.70,9.90,-.0129,,
,,.0128,.85,2.60,880 / 890,6.45,9.65,-.0141,,
,,.0124,.75,2.55,890 / 900,6.90,9.85,-.0125,,
,,.0118,.65,2.40,900 / 910,7.00,9.95,-.0120,,
,,.0113,.60,2.25,910 / 920,7.15,10.00,-.0115,,
,,.0108,.55,2.15,920 / 930,7.25,10.45,-.0099,,
,,.0102,.45,2.00,930 / 940,6.95,10.55,-.0104,,
,,.0095,.45,1.80,940 / 950,7.00,10.25,-.0112,,
,,.0097,.50,1.80,950 / 960,7.45,10.75,-.0083,,
,,.0087,.30,1.70,960 / 970,7.20,10.45,-.0100,,
,,.0081,.25,1.55,970 / 980,7.60,10.85,-.0074,,
,,.0078,.30,1.45,980 / 990,7.20,10.95,-.0084,,
,,.0076,.30,1.35,990 / 1000,7.25,11.05,-.0078,,
,,.0170,1.30,2.35,1000 / 1025,21.30,25.10,-.0173,,
,,.0150,1.00,2.10,1025 / 1050,21.60,25.35,-.0151,,
,,.0130,.75,1.85,1050 / 1075,22.00,25.55,-.0127,,
,,.0113,.55,1.65,1075 / 1100,21.95,25.65,-.0124,,
,,.0095,.35,1.45,1100 / 1125,22.05,26.10,-.0100,,
,,.0084,.25,1.30,1125 / 1150,22.15,26.25,-.0088,,
,,.0076,.20,1.20,1150 / 1175,22.25,26.40,-.0076,,
,,.0062,.05,1.05,1175 / 1200,22.35,26.55,-.0064,,
,,.0054,0,.95,1200 / 1225,22.40,26.65,-.0056,,
,,.0051,0,.90,1225 / 1250,22.40,26.75,-.0051,,
,,.0041,-.10,.80,1250 / 1275,22.40,26.85,-.0046,,
,,.0038,-.10,.74,1275 / 1300,22.45,26.95,-.0037,,
,,.0031,-.14,.65,1300 / 1325,22.45,27.00,-.0034,,
,,.0030,-.13,.63,1325 / 1350,22.45,27.10,-.0029,,
,,.0026,-.15,.58,1350 / 1375,22.45,27.15,-.0026,,

17 DEC 21  (137)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0009,46.85,52.85,50 / 100,.07,.27,-.0010,,
,,.0022,46.95,52.30,100 / 150,.14,.51,-.0020,,
,,.0033,46.90,52.10,150 / 200,.35,.72,-.0035,,
,,.0053,46.75,51.75,200 / 250,.51,.94,-.0052,,
,,.0085,46.35,51.25,250 / 300,.96,1.41,-.0085,,
,,.0133,45.70,50.55,300 / 350,1.45,2.15,-.0130,,
,,.0199,44.80,49.50,350 / 400,2.25,3.20,-.0195,,
,,.0051,6.95,11.55,400 / 410,.25,1.15,-.0049,,
,,.0053,6.95,11.50,410 / 420,.40,1.30,-.0057,,
,,.0060,6.85,11.35,420 / 430,.35,1.35,-.0058,,
,,.0063,6.80,11.30,430 / 440,.45,1.50,-.0064,,
,,.0070,6.65,11.15,440 / 450,.55,1.55,-.0069,,
,,.0075,6.60,11.05,450 / 460,.65,1.65,-.0074,,
,,.0080,6.50,10.90,460 / 470,.75,1.80,-.0080,,
,,.0085,6.45,10.80,470 / 480,.60,1.75,-.0079,,
,,.0091,6.35,10.65,480 / 490,.90,2.10,-.0092,,
,,.0097,6.20,10.50,490 / 500,1.00,2.20,-.0096,,
,,.0102,6.10,10.40,500 / 510,1.25,2.30,-.0103,,
,,.0107,6.00,10.25,510 / 520,1.40,2.35,-.0108,,
,,.0114,5.85,10.05,520 / 530,1.50,2.50,-.0113,,
,,.0119,5.70,9.90,530 / 540,1.60,2.90,-.0122,,
,,.0124,5.60,9.75,540 / 550,1.50,3.05,-.0124,,
,,.0130,5.50,9.50,550 / 560,1.70,3.25,-.0130,,
,,.0136,5.30,9.25,560 / 570,1.80,3.40,-.0135,,
,,.0140,5.20,9.15,570 / 580,2.05,3.85,-.0143,,
,,.0145,5.00,8.90,580 / 590,2.00,4.00,-.0146,,
,,.0146,5.30,8.75,590 / 600,2.15,4.20,-.0150,,
,,.0156,4.80,8.10,600 / 610,2.30,4.45,-.0155,,
,,.0157,4.60,8.25,610 / 620,2.45,4.65,-.0158,,
,,.0160,4.50,8.05,620 / 630,2.60,4.55,-.0161,,
,,.0164,4.30,7.75,630 / 640,3.05,5.05,-.0166,,
,,.0166,4.25,7.65,640 / 650,2.95,5.25,-.0168,,
,,.0084,1.20,4.50,650 / 655,.95,3.25,-.0085,,
,,.0085,1.20,4.35,655 / 660,1.00,3.25,-.0085,,
,,.0085,1.30,4.40,660 / 665,1.20,3.35,-.0086,,
,,.0086,1.10,4.30,665 / 670,1.15,3.35,-.0086,,
,,.0086,1.15,4.30,670 / 675,1.15,3.45,-.0087,,
,,.0086,1.05,4.15,675 / 680,1.20,3.50,-.0087,,
,,.0087,1.05,4.15,680 / 685,1.25,3.55,-.0087,,
,,.0087,1.00,4.10,685 / 690,1.25,3.60,-.0088,,
,,.0087,.95,4.00,690 / 695,1.30,3.70,-.0088,,
,,.0087,1.00,3.95,695 / 700,1.35,3.75,-.0088,,
,,.0087,.95,3.85,700 / 705,1.40,3.80,-.0088,,
,,.0087,.90,3.75,705 / 710,1.45,3.85,-.0088,,
,,.0087,.90,3.70,710 / 715,1.45,3.90,-.0088,,
,,.0087,.90,3.70,715 / 720,1.45,4.00,-.0088,,
,,.0087,.80,3.60,720 / 725,1.50,4.10,-.0088,,
