This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 7/7/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
659.58,-19.32,"23,284,450",681.7115,684.00,651.4002

9 JUL 21  (3)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0210,3.05,5.35,620 / 625,.45,1.15,-.0212,,
,,.0238,2.90,5.15,625 / 630,.55,1.45,-.0241,,
,,.0267,2.80,4.85,630 / 635,.55,1.60,-.0261,,
,,.0288,2.80,4.65,635 / 640,.75,1.80,-.0289,,
,,.0313,2.70,4.40,640 / 645,.90,1.90,-.0311,,
,,.0337,2.50,4.10,645 / 650,1.10,2.30,-.0338,,
,,.0357,2.30,3.85,650 / 655,1.25,2.50,-.0357,,
,,.0371,2.10,3.50,655 / 660,1.65,2.85,-.0372,,
,,.0379,1.95,3.20,660 / 665,1.70,2.95,-.0382,,
,,.0382,1.75,2.95,665 / 670,2.10,3.45,-.0378,,
,,.0376,1.50,2.65,670 / 675,2.10,3.75,-.0376,,
,,.0358,1.30,2.20,675 / 680,2.30,3.85,-.0372,,
,,.0359,1.25,2.20,680 / 685,2.35,4.55,-.0343,,
,,.0324,.80,1.95,685 / 690,2.05,5.10,-.0330,,
,,.0308,.75,1.75,690 / 695,2.30,5.35,-.0298,,
,,.0264,.65,1.25,695 / 700,2.40,5.45,-.0282,,
,,.0269,.75,1.25,700 / 705,2.55,5.65,-.0253,,
,,.0224,.40,1.10,705 / 710,2.80,5.80,-.0215,,
,,.0197,.25,1.00,710 / 715,2.80,5.80,-.0210,,
,,.0183,.25,.90,715 / 720,2.95,5.95,-.0178,,
,,.0158,.20,.75,720 / 725,2.95,5.90,-.0180,,
,,.0157,.25,.71,725 / 730,3.05,6.05,-.0150,,
,,.0136,.20,.60,730 / 735,3.15,6.10,-.0130,,
,,.0107,.02,.56,735 / 740,3.30,6.15,-.0103,,
,,.0094,-.01,.51,740 / 745,3.25,6.10,-.0113,,
,,.0086,.08,.38,745 / 750,3.30,6.20,-.0092,,
,,.0093,.08,.44,750 / 755,3.35,6.25,-.0077,,
,,.0068,-.05,.40,755 / 760,3.35,6.30,-.0068,,
,,.0054,-.06,.32,760 / 765,3.35,6.30,-.0067,,
,,.0059,-.01,.32,765 / 770,3.55,6.35,-.0029,,
,,.0035,-.07,.22,770 / 775,3.50,6.25,-.0049,,
,,.0035,-.08,.24,775 / 780,3.55,6.30,-.0033,,
,,.0052,-.04,.32,780 / 785,3.45,6.25,-.0055,,
,,.0025,-.13,.24,785 / 790,3.55,6.40,-.0016,,
,,.0037,-.07,.26,790 / 795,3.55,6.35,-.0023,,
,,.0022,-.04,.14,795 / 800,3.55,6.35,-.0022,,
,,.0017,-.07,.14,800 / 805,3.55,6.35,-.0022,,
,,.0018,-.12,.20,805 / 810,3.55,6.35,-.0021,,
,,.0025,-.01,.14,810 / 815,3.50,6.35,-.0028,,
,,.0025,.01,.12,815 / 820,3.50,6.45,-.0012,,
,,.0004,-.11,.11,820 / 825,3.50,6.45,-.0012,,
,,-.0005,-.23,.17,825 / 830,3.50,6.40,-.0019,,
,,.0013,-.23,.29,830 / 835,3.65,6.45,.0012,,
,,.0035,-.06,.27,835 / 840,3.50,6.30,-.0034,,
,,-.0002,-.11,.08,840 / 845,3.55,6.45,-.0003,,
,,.0010,-.06,.11,845 / 850,3.50,6.45,-.0010,,
,,.0004,-.07,.08,850 / 855,3.50,6.45,-.0010,,
,,.0013,-.09,.16,855 / 860,3.65,6.45,.0013,,
,,.0008,-.12,.16,860 / 865,3.50,6.35,-.0024,,
,,.0010,-.09,.14,865 / 870,3.50,6.45,-.0009,,
,,.0003,-.11,.12,870 / 875,3.55,6.45,-.0002,,
,,.0012,-.07,.14,875 / 880,3.60,6.45,.0006,,
,,-.0021,-.24,.09,880 / 885,3.50,6.35,-.0024,,
,,.0022,-.12,.26,885 / 890,3.55,6.45,-.0001,,
,,.0012,-.07,.14,890 / 895,3.60,6.45,.0006,,
,,-.0009,-.11,.04,895 / 900,3.60,6.40,-.0001,,
,,-.0007,-.19,.13,900 / 905,3.55,6.40,-.0008,,
,,.0032,-.05,.26,905 / 910,3.55,6.40,-.0008,,
,,-.0008,-.13,.07,910 / 915,3.60,6.40,-.0001,,
,,-.0002,-.14,.12,915 / 920,3.55,6.40,-.0008,,
,,-.0001,-.10,.09,920 / 925,3.65,6.45,.0013,,
,,-.0005,-.18,.14,925 / 930,3.55,6.35,-.0015,,
,,.0022,-.11,.26,930 / 935,3.65,6.45,.0013,,
,,-.0001,-.14,.13,935 / 940,3.55,6.30,-.0022,,
,,.0007,-.11,.15,940 / 945,3.60,6.40,-.0001,,
,,-.0008,-.11,.05,945 / 950,3.70,6.40,.0013,,
,,-.0006,-.18,.13,950 / 955,3.70,6.30,-.0001,,
,,.0025,-.09,.26,955 / 960,3.55,6.30,-.0021,,
,,-.0008,-.15,.09,960 / 965,3.65,6.45,.0013,,
,,.0008,-.12,.17,965 / 970,3.55,6.30,-.0022,,
,,-.0015,-.25,.14,970 / 975,3.60,6.40,.00,,
,,.0014,-.16,.26,975 / 980,3.60,6.40,.00,,
,,.0005,-.14,.17,980 / 985,3.60,6.40,.00,,
,,.0002,-.14,.15,985 / 990,3.70,6.40,.0013,,
,,-.0012,-.25,.16,990 / 995,3.30,6.55,-.0021,,
,,.0013,-.09,.18,995 / 1000,3.05,7.00,.0007,,
,,-.0009,-.17,.10,1000 / 1005,3.05,6.95,.00,,
,,.0016,-.09,.20,1005 / 1010,3.05,6.90,-.0007,,
,,-.0003,-.12,.10,1010 / 1015,3.00,6.95,-.0008,,
,,.0006,-.11,.15,1015 / 1020,3.05,7.00,.0007,,
,,-.0003,-.12,.10,1020 / 1025,3.10,6.95,.0007,,
,,-.0001,-.17,.16,1025 / 1030,3.10,6.90,.00,,
,,-.0010,-.18,.10,1030 / 1035,3.10,6.90,.00,,
,,.0015,-.07,.18,1035 / 1040,3.05,6.90,-.0007,,
,,.00,-.15,.15,1040 / 1045,3.00,6.95,-.0007,,
,,-.0009,-.17,.10,1045 / 1050,3.00,7.00,.00,,
,,.0007,-.12,.17,1050 / 1055,3.00,7.00,.00,,
,,-.0002,-.14,.12,1055 / 1060,3.00,7.00,.00,,
,,.0007,-.09,.14,1060 / 1065,3.00,7.00,.00,,
,,-.0003,-.16,.14,1065 / 1070,3.05,6.95,.00,,
,,.00,-.16,.16,1070 / 1075,3.05,6.90,-.0007,,
,,.0007,-.10,.15,1075 / 1080,3.10,6.95,.0007,,
,,-.0003,-.12,.10,1080 / 1085,3.05,6.90,-.0007,,
,,-.0009,-.20,.13,1085 / 1090,3.05,6.95,.00,,
,,.0009,-.13,.20,1090 / 1095,3.05,6.95,.00,,
,,-.0012,-.17,.07,1095 / 1100,3.05,6.95,.00,,
,,.0008,-.11,.17,1100 / 1105,3.00,6.95,-.0007,,
,,-.0002,-.19,.17,1105 / 1110,3.10,7.00,.0014,,
,,.0013,-.09,.19,1110 / 1115,3.00,6.90,-.0014,,
,,-.0001,-.09,.08,1115 / 1120,3.00,7.00,.00,,
,,-.0008,-.15,.09,1120 / 1125,3.15,7.00,.0020,,
,,.00,-.16,.16,1125 / 1130,3.15,6.85,.00,,
,,.00,-.16,.16,1130 / 1135,3.10,6.85,-.0006,,
,,.00,-.16,.16,1135 / 1140,3.10,6.90,.00,,
,,.0001,-.15,.16,1140 / 1145,3.10,6.90,.00,,
,,.00,-.14,.14,1145 / 1150,3.10,6.90,.00,,
,,.0001,-.13,.14,1150 / 1155,3.10,6.90,.00,,
,,.00,-.14,.14,1155 / 1160,3.10,6.90,.00,,
,,.0012,-.05,.14,1160 / 1165,3.10,6.90,.00,,
,,-.0013,-.15,.05,1165 / 1170,3.05,6.90,-.0006,,
,,.0010,-.05,.13,1170 / 1175,3.05,6.95,.00,,
,,-.0009,-.12,.05,1175 / 1180,3.05,6.95,.00,,
,,.0011,-.05,.14,1180 / 1185,3.05,6.95,.00,,
,,-.0014,-.16,.05,1185 / 1190,3.05,6.95,.00,,
,,.0002,-.14,.16,1190 / 1195,3.05,6.95,.00,,
,,.0011,-.04,.13,1195 / 1200,3.05,6.95,.00,,
,,-.0009,-.11,.04,1200 / 1205,3.30,6.65,-.0006,,
,,-.0003,-.15,.12,1205 / 1210,3.60,6.40,.00,,
,,.00,-.15,.15,1210 / 1215,3.35,6.70,.0006,,
,,-.0001,-.15,.14,1215 / 1220,3.00,6.90,-.0014,,
,,.0001,-.14,.15,1220 / 1225,3.05,6.95,.00,,
,,.0001,-.14,.15,1225 / 1230,3.05,7.00,.0008,,
,,.00,-.14,.14,1230 / 1235,3.00,7.00,.00,,
,,.00,-.14,.14,1235 / 1240,3.00,7.00,.00,,
,,.00,-.14,.14,1240 / 1245,3.00,7.00,.00,,
,,.0010,-.06,.14,1245 / 1250,3.40,6.70,.0012,,
,,-.0009,-.14,.06,1250 / 1255,3.70,6.30,.00,,
,,.00,-.14,.14,1255 / 1260,3.70,6.30,.00,,
,,.00,-.14,.14,1260 / 1265,3.70,6.30,.00,,
,,.00,-.14,.14,1265 / 1270,3.60,6.30,-.0012,,
,,.0008,-.07,.14,1270 / 1275,3.30,6.65,-.0007,,
,,-.0008,-.14,.07,1275 / 1280,3.05,6.95,.00,,
,,.00,-.14,.14,1280 / 1285,3.05,6.95,.00,,
,,-.0002,-.14,.12,1285 / 1290,3.05,6.95,.00,,
,,.0002,-.12,.14,1290 / 1295,3.05,6.95,.00,,
,,.0010,-.05,.14,1295 / 1300,3.05,6.95,.00,,
,,-.0010,-.14,.05,1300 / 1305,3.05,6.95,.00,,
,,.00,-.14,.14,1305 / 1310,3.35,6.70,.0007,,
,,.00,-.14,.14,1310 / 1315,3.70,6.40,.0011,,
,,.0001,-.13,.14,1315 / 1320,3.70,6.30,.00,,
,,.0002,-.10,.12,1320 / 1325,3.65,6.30,-.0005,,
,,-.0002,-.12,.10,1325 / 1330,3.65,6.35,.00,,
,,.0010,-.04,.13,1330 / 1335,3.30,6.60,-.0013,,
,,-.0001,-.05,.04,1335 / 1340,3.05,6.95,.00,,
,,.00,-.05,.05,1340 / 1345,3.05,6.95,.00,,
,,-.0001,-.05,.04,1345 / 1350,3.05,6.95,.00,,
,,.0001,-.04,.05,1350 / 1355,3.05,6.95,.00,,
,,.00,-.05,.05,1355 / 1360,3.05,6.95,.00,,
,,.00,-.05,.05,1360 / 1365,3.05,6.95,.00,,
,,.0003,-.03,.05,1365 / 1375,8.05,11.95,.00,,
,,-.0001,-.04,.03,1375 / 1400,23.05,26.95,.00,,
,,.0001,-.03,.04,1400 / 1425,23.05,26.95,.00,,
,,.00,-.03,.03,1425 / 1450,23.35,26.70,.0006,,
,,.00,-.03,.03,1450 / 1475,23.35,26.70,.0005,,
,,.0003,-.01,.03,1475 / 1500,23.05,26.95,.00,,
,,.00,-.01,.01,1500 / 1525,23.30,26.65,-.0005,,
,,.00,-.01,.01,1525 / 1550,23.35,26.70,.0005,,
,,.00,-.01,.01,1550 / 1575,23.05,26.95,.00,,
,,.00,-.01,.01,1575 / 1600,23.05,26.95,.00,,
,,.00,-.01,.01,1600 / 1625,23.25,26.65,-.0011,,
,,.00,-.01,.01,1625 / 1650,23.35,26.75,.0010,,
,,.00,-.01,.01,1650 / 1675,23.05,26.95,.00,,
,,.00,-.01,.01,1675 / 1700,23.25,26.65,-.0010,,

23 JUL 21  (17)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,48.50,51.55,50 / 100,-.03,.05,-.0001,,
,,.00,48.40,51.45,100 / 150,-.04,.04,-.0001,,
,,.1508,48.30,51.40,150 / 200,.02,.19,-.0011,,
,,-.0119,48.10,51.25,200 / 250,.13,.35,-.0026,,
,,-.0142,48.20,51.00,250 / 300,.34,.64,-.0054,,
,,-.0028,8.70,11.10,300 / 310,-.13,.30,-.0011,,
,,-.0028,8.65,11.10,310 / 320,-.11,.38,-.0016,,
,,-.0027,8.60,11.10,320 / 330,-.12,.42,-.0018,,
,,-.0026,8.60,11.10,330 / 340,-.12,.45,-.0019,,
,,-.0026,8.60,11.10,340 / 350,-.11,.40,-.0019,,
,,-.0024,8.55,11.10,350 / 360,.02,.46,-.0027,,
,,-.0022,8.45,11.10,360 / 370,-.05,.41,-.0023,,
,,-.0021,8.45,11.15,370 / 380,-.01,.55,-.0032,,
,,-.0019,8.45,11.10,380 / 390,-.07,.61,-.0033,,
,,-.0016,8.40,11.05,390 / 400,-.09,.61,-.0033,,
,,-.0014,8.35,11.10,400 / 410,-.05,.65,-.0038,,
,,-.0011,8.30,11.10,410 / 420,-.05,.66,-.0040,,
,,-.0007,8.30,11.05,420 / 430,.05,.70,-.0048,,
,,-.0002,8.30,11.00,430 / 440,-.05,.65,-.0044,,
,,.0004,8.25,10.95,440 / 450,-.10,.65,-.0044,,
,,.0010,8.25,10.95,450 / 460,0,.85,-.0059,,
,,.0014,8.25,11.00,460 / 470,-.15,.85,-.0056,,
,,.0026,8.20,10.85,470 / 480,-.05,.90,-.0066,,
,,.0024,8.35,11.00,480 / 490,-.15,.85,-.0064,,
,,.0038,8.15,11.00,490 / 500,-.15,.95,-.0072,,
,,.0047,8.15,10.95,500 / 510,-.20,1.00,-.0077,,
,,.0055,8.20,10.95,510 / 520,-.15,1.05,-.0087,,
,,.0068,8.15,10.90,520 / 530,-.10,.95,-.0092,,
,,.0041,3.40,6.05,530 / 535,-.25,.85,-.0056,,
,,.0042,3.40,6.10,535 / 540,-.25,.95,-.0062,,
,,.0049,3.30,6.10,540 / 545,-.35,.85,-.0056,,
,,.0056,3.25,6.05,545 / 550,-.20,.95,-.0069,,
,,.0057,3.30,6.05,550 / 555,-.30,.85,-.0064,,
,,.0067,3.25,5.95,555 / 560,-.10,.95,-.0078,,
,,.0072,3.25,5.90,560 / 565,-.15,1.00,-.0081,,
,,.0080,3.25,5.80,565 / 570,0,1.15,-.0096,,
,,.0090,3.15,5.75,570 / 575,-.10,.95,-.0088,,
,,.0043,.95,3.60,575 / 577.5,-.40,.90,-.0048,,
,,.0048,.90,3.55,577.5 / 580,-.45,.85,-.0046,,
,,.0058,.85,3.35,580 / 582.5,-.25,1.00,-.0059,,
,,.0049,1.05,3.45,582.5 / 585,-.30,.95,-.0057,,
,,.0055,.95,3.40,585 / 587.5,-.35,1.00,-.0058,,
,,.0060,.95,3.30,587.5 / 590,-.35,1.00,-.0059,,
,,.0058,1.00,3.35,590 / 592.5,-.30,1.00,-.0062,,
,,.0065,.90,3.25,592.5 / 595,-.35,1.10,-.0065,,
,,.0062,.95,3.35,595 / 597.5,-.35,1.10,-.0066,,
,,.0070,.85,3.25,597.5 / 600,-.35,1.10,-.0067,,
,,.0067,1.00,3.25,600 / 602.5,-.25,1.15,-.0073,,
,,.0074,.90,3.15,602.5 / 605,-.25,1.10,-.0073,,
,,.0074,.90,3.20,605 / 607.5,-.25,1.25,-.0079,,
,,.0074,.90,3.25,607.5 / 610,-.10,1.20,-.0083,,
,,.0079,.85,3.20,610 / 612.5,-.20,.95,-.0075,,
,,.0086,.80,3.05,612.5 / 615,-.15,1.30,-.0087,,
,,.0084,.85,3.15,615 / 617.5,-.20,1.35,-.0089,,
,,.0089,.75,3.10,617.5 / 620,-.25,1.20,-.0086,,
,,.0093,.75,3.00,620 / 622.5,-.10,1.40,-.0095,,
,,.0095,.75,2.95,622.5 / 625,-.10,1.35,-.0095,,
,,.0095,.80,3.00,625 / 627.5,0,1.30,-.0098,,
,,.0101,.70,2.90,627.5 / 630,.10,1.35,-.0102,,
,,.0104,.70,2.80,630 / 632.5,.05,1.30,-.0103,,
,,.0104,.75,2.85,632.5 / 635,.10,1.55,-.0109,,
,,.0112,.60,2.55,635 / 637.5,0,1.60,-.0109,,
,,.0111,.80,2.50,637.5 / 640,.05,1.65,-.0112,,
,,.0113,.80,2.50,640 / 642.5,.05,1.65,-.0114,,
,,.0116,.75,2.45,642.5 / 645,.10,1.65,-.0116,,
,,.0117,.70,2.55,645 / 647.5,.20,1.80,-.0119,,
,,.0121,.45,2.20,647.5 / 650,.10,1.85,-.0120,,
,,.0121,.80,2.45,650 / 652.5,.15,1.90,-.0122,,
,,.0123,.45,1.85,652.5 / 655,.20,1.95,-.0123,,
,,.0124,.90,2.30,655 / 657.5,.25,2.05,-.0124,,
,,.0126,.50,2.25,657.5 / 660,.25,2.05,-.0126,,
,,.0125,.45,2.00,660 / 662.5,.25,2.10,-.0127,,
,,.0128,.60,2.10,662.5 / 665,.30,2.15,-.0127,,
,,.0127,.40,2.05,665 / 667.5,.35,2.25,-.0127,,
,,.0127,.35,2.05,667.5 / 670,.30,2.30,-.0128,,
,,.0127,.30,2.00,670 / 672.5,.35,2.35,-.0127,,
,,.0123,.25,1.75,672.5 / 675,.35,2.35,-.0128,,
,,.0130,.50,1.85,675 / 677.5,.35,2.45,-.0128,,
,,.0122,.30,1.60,677.5 / 680,.40,2.55,-.0126,,
,,.0128,.40,1.75,680 / 682.5,.40,2.65,-.0124,,
,,.0125,.20,1.75,682.5 / 685,.30,2.70,-.0126,,
,,.0121,.10,1.70,685 / 687.5,.40,2.75,-.0123,,
,,.0117,.10,1.55,687.5 / 690,.50,2.80,-.0119,,
,,.0124,.20,1.65,690 / 692.5,.50,2.85,-.0118,,
,,.0116,0,1.60,692.5 / 695,.45,2.95,-.0117,,
,,.0115,-.05,1.60,695 / 697.5,.35,3.00,-.0119,,
,,.0106,.10,1.20,697.5 / 700,.50,3.15,-.0108,,
,,.0115,.25,1.30,700 / 702.5,.50,3.10,-.0110,,
,,.0108,-.15,1.50,702.5 / 705,.50,3.15,-.0108,,
,,.0106,-.20,1.50,705 / 707.5,.50,3.20,-.0106,,
,,.0104,-.20,1.45,707.5 / 710,.55,3.25,-.0101,,
,,.0193,.30,1.90,710 / 715,2.55,5.25,-.0193,,
,,.0180,.20,1.75,715 / 720,2.65,5.30,-.0185,,
,,.0176,.20,1.70,720 / 725,2.75,5.40,-.0173,,
,,.0161,.15,1.50,725 / 730,2.90,5.50,-.0158,,
,,.0156,.20,1.40,730 / 735,2.95,5.50,-.0153,,
,,.0136,.05,1.25,735 / 740,3.05,5.60,-.0139,,
,,.0135,.15,1.15,740 / 745,3.05,5.60,-.0138,,
,,.0123,.25,.90,745 / 750,3.20,5.70,-.0120,,
,,.0111,.10,.90,750 / 755,3.30,5.70,-.0111,,
,,.0110,.05,.95,755 / 760,3.30,5.75,-.0106,,
,,.0094,.05,.75,760 / 765,3.35,5.80,-.0098,,
,,.0088,-.05,.80,765 / 770,3.45,5.80,-.0088,,
,,.0092,-.05,.85,770 / 775,3.45,5.80,-.0087,,
,,.0070,-.15,.70,775 / 780,3.50,5.90,-.0074,,
,,.0068,-.15,.70,780 / 785,3.50,5.90,-.0073,,
,,.0071,-.10,.69,785 / 790,3.55,5.95,-.0063,,
,,.0055,-.14,.56,790 / 795,3.55,5.95,-.0062,,
,,.0058,-.09,.55,795 / 800,3.60,6.00,-.0052,,
,,.0048,-.13,.49,800 / 805,3.60,6.00,-.0052,,
,,.0045,-.12,.46,805 / 810,3.60,6.00,-.0051,,
,,.0046,-.12,.48,810 / 815,3.65,6.05,-.0041,,
,,.0036,-.17,.43,815 / 820,3.65,6.05,-.0040,,
,,.0035,-.16,.42,820 / 825,3.70,6.10,-.0029,,
,,.0033,-.17,.41,825 / 830,3.65,6.05,-.0039,,
,,.0030,-.18,.40,830 / 835,3.70,6.10,-.0028,,
,,.0027,-.20,.39,835 / 840,3.70,6.10,-.0028,,
,,.0025,-.21,.39,840 / 845,3.75,6.15,-.0017,,
,,.0019,-.22,.34,845 / 850,3.70,6.10,-.0027,,
,,.0028,-.18,.39,850 / 855,3.75,6.15,-.0016,,
,,.0019,-.25,.38,855 / 860,3.70,6.10,-.0026,,
,,.0019,-.25,.38,860 / 865,3.75,6.15,-.0016,,
,,.0016,-.19,.30,865 / 870,3.75,6.15,-.0015,,
,,.0019,-.17,.31,870 / 875,3.75,6.15,-.0015,,
,,.0017,-.23,.35,875 / 880,3.75,6.15,-.0015,,
,,.0007,-.30,.33,880 / 885,3.75,6.15,-.0014,,
,,.0021,-.23,.39,885 / 890,3.80,6.15,-.0009,,
,,.0003,-.31,.31,890 / 895,3.80,6.10,-.0014,,
,,.0008,-.22,.27,895 / 900,3.80,6.15,-.0008,,
,,.0012,-.20,.29,900 / 905,3.75,6.15,-.0014,,
,,.0011,-.21,.29,905 / 910,3.80,6.20,-.0003,,
,,.0008,-.23,.28,910 / 915,3.75,6.15,-.0013,,
,,.0022,-.20,.38,915 / 920,3.80,6.15,-.0008,,
,,-.0007,-.33,.25,920 / 925,3.80,6.15,-.0008,,
,,.0015,-.19,.31,925 / 930,3.75,6.15,-.0013,,
,,.00,-.26,.24,930 / 935,3.80,6.20,-.0002,,
,,.0022,-.19,.38,935 / 940,3.55,6.40,-.0007,,
,,-.0011,-.34,.22,940 / 945,3.25,6.60,-.0018,,
,,.0024,-.17,.38,945 / 950,3.35,6.70,.0004,,
,,-.0012,-.34,.22,950 / 955,3.35,6.65,-.0002,,
,,.0021,-.18,.36,955 / 960,3.30,6.60,-.0012,,
,,-.0011,-.32,.21,960 / 965,3.35,6.70,.0004,,
,,.0022,-.18,.37,965 / 970,3.30,6.65,-.0007,,
,,-.0013,-.34,.21,970 / 975,3.30,6.60,-.0012,,
,,.0023,-.17,.37,975 / 980,3.35,6.65,-.0001,,
,,-.0015,-.35,.20,980 / 985,3.35,6.65,-.0001,,
,,.0015,-.17,.30,985 / 990,3.35,6.65,-.0001,,
,,-.0006,-.27,.20,990 / 995,3.30,6.60,-.0012,,
,,.0013,-.17,.28,995 / 1000,3.35,6.65,-.0001,,
,,-.0007,-.26,.19,1000 / 1005,3.35,6.65,-.0001,,
,,.0003,-.35,.37,1005 / 1010,3.25,6.60,-.0017,,
,,.0004,-.34,.37,1010 / 1015,3.40,6.70,.0010,,
,,.0003,-.34,.36,1015 / 1020,3.35,6.60,-.0006,,
,,.0021,-.17,.36,1020 / 1025,3.35,6.65,-.0001,,
,,-.0023,-.35,.12,1025 / 1030,3.35,6.65,-.0001,,
,,.0010,-.28,.37,1030 / 1035,3.25,6.60,-.0017,,
,,.0003,-.35,.37,1035 / 1040,3.40,6.70,.0010,,
,,.0003,-.35,.37,1040 / 1045,3.40,6.60,-.0001,,
,,.0016,-.18,.33,1045 / 1050,3.35,6.65,-.0001,,
,,-.0012,-.31,.19,1050 / 1055,3.30,6.65,-.0006,,
,,.0002,-.35,.36,1055 / 1060,3.35,6.65,-.0001,,
,,.0003,-.35,.37,1060 / 1065,3.30,6.60,-.0011,,
,,.0002,-.35,.36,1065 / 1070,3.40,6.65,.0005,,
,,.0021,-.17,.36,1070 / 1075,3.40,6.60,-.0001,,
,,-.0016,-.35,.19,1075 / 1080,3.40,6.65,.0004,,
,,.0002,-.35,.36,1080 / 1085,3.35,6.60,-.0006,,
,,.0003,-.34,.36,1085 / 1090,3.35,6.60,-.0006,,
,,.0001,-.35,.36,1090 / 1095,3.35,6.65,.00,,
,,.0018,-.19,.36,1095 / 1100,3.30,6.60,-.0011,,
,,-.0015,-.35,.20,1100 / 1105,3.40,6.65,.0005,,
,,.0001,-.35,.36,1105 / 1110,3.40,6.60,.00,,
,,.0002,-.34,.36,1110 / 1115,3.40,6.60,.00,,
,,.00,-.35,.35,1115 / 1120,3.40,6.65,.0005,,
,,.0019,-.18,.36,1120 / 1125,3.35,6.60,-.0005,,
,,-.0019,-.35,.16,1125 / 1130,3.40,6.60,.00,,
,,.0005,-.31,.36,1130 / 1135,3.40,6.60,.00,,
,,.00,-.35,.35,1135 / 1140,3.30,6.55,-.0015,,
,,.0002,-.34,.36,1140 / 1145,3.35,6.65,.00,,
,,.0017,-.19,.35,1145 / 1150,3.40,6.65,.0005,,
,,-.0014,-.34,.20,1150 / 1155,3.40,6.60,.00,,
,,.00,-.35,.35,1155 / 1160,3.40,6.60,.00,,
,,.0016,-.21,.36,1160 / 1165,3.40,6.60,.00,,
,,-.0013,-.35,.22,1165 / 1170,3.40,6.60,.00,,
,,.0018,-.19,.36,1170 / 1175,3.40,6.60,.00,,
,,-.0015,-.35,.20,1175 / 1180,3.40,6.60,.00,,
,,.00,-.35,.35,1180 / 1185,3.40,6.60,.00,,
,,-.0002,-.34,.32,1185 / 1190,3.40,6.60,.00,,
,,.0016,-.19,.35,1190 / 1195,3.30,6.55,-.0015,,
,,-.0006,-.20,.14,1195 / 1200,3.45,6.65,.0010,,
,,-.0004,-.25,.21,1200 / 1205,3.45,6.55,.00,,
,,.00,-.35,.35,1205 / 1210,3.45,6.55,.00,,
,,-.0004,-.35,.31,1210 / 1215,3.45,6.55,.00,,
,,.0005,-.30,.35,1215 / 1220,3.45,6.55,.00,,
,,.0016,-.19,.34,1220 / 1225,3.40,6.55,-.0005,,
,,-.0015,-.34,.19,1225 / 1230,3.40,6.60,.00,,
,,.0001,-.33,.34,1230 / 1235,3.40,6.65,.0005,,
,,.00,-.33,.33,1235 / 1240,2.10,7.60,-.0031,,
,,.00,-.33,.33,1240 / 1245,1.15,8.85,.00,,
,,.0011,-.18,.29,1245 / 1250,1.15,8.85,.00,,
,,-.0010,-.28,.18,1250 / 1255,1.15,8.85,.00,,
,,.0008,-.21,.29,1255 / 1260,1.15,8.85,.00,,
,,.0001,-.17,.18,1260 / 1265,1.10,8.80,-.0014,,
,,.00,-.17,.17,1265 / 1270,1.15,8.85,.00,,
,,.0002,-.15,.17,1270 / 1275,1.20,8.85,.0007,,
,,-.0002,-.17,.15,1275 / 1280,1.20,8.85,.0006,,
,,.00,-.17,.17,1280 / 1285,1.00,8.85,-.0013,,
,,.00,-.17,.17,1285 / 1290,1.00,9.00,.00,,
,,.0004,-.16,.20,1290 / 1295,1.00,9.00,.00,,
,,-.0001,-.17,.16,1295 / 1300,1.00,8.95,.00,,
,,.0001,-.16,.17,1300 / 1305,1.05,9.00,.00,,
,,.00,-.19,.19,1305 / 1310,1.00,9.00,.00,,
,,-.0011,-.29,.17,1310 / 1315,1.00,9.00,.00,,
,,.0003,-.26,.29,1315 / 1320,1.00,9.00,.00,,
,,.0010,-.16,.26,1320 / 1325,1.15,9.00,.0013,,
,,-.0001,-.16,.15,1325 / 1330,1.15,8.85,.00,,
,,.0001,-.17,.18,1330 / 1335,1.15,8.85,.00,,
,,.00,-.18,.18,1335 / 1340,1.15,8.85,.00,,
,,.00,-.18,.18,1340 / 1345,1.15,8.85,.00,,
,,.00,-.16,.16,1345 / 1350,1.15,8.85,.00,,
,,.00,-.16,.16,1350 / 1355,1.15,8.85,.00,,
,,-.0010,-.27,.16,1355 / 1360,1.15,8.85,.00,,
,,.0011,-.15,.27,1360 / 1365,1.15,8.85,.00,,
,,.0009,-.05,.14,1365 / 1375,6.15,13.85,.00,,

30 JUL 21  (24)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,47.30,52.85,50 / 100,-.02,.05,-.0002,,
,,.00,48.30,51.55,100 / 150,.01,.20,-.0009,,
,,.0026,48.10,51.30,150 / 200,.06,.34,-.0019,,
,,.0047,47.80,51.15,200 / 250,.33,.52,-.0040,,
,,.0059,47.70,51.20,250 / 300,.58,.83,-.0069,,
,,.0018,8.05,11.60,300 / 310,.01,.32,-.0017,,
,,.0022,7.95,11.60,310 / 320,.06,.38,-.0022,,
,,.0016,8.05,11.70,320 / 330,.03,.46,-.0024,,
,,.0027,7.90,11.55,330 / 340,-.01,.46,-.0024,,
