This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 7/7/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
659.58,-19.32,"23,284,450",681.7115,684.00,651.4002

9 JUL 21  (3)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0021,8.00,11.65,340 / 350,.04,.46,-.0026,,
,,.0029,7.90,11.55,350 / 360,.07,.46,-.0028,,
,,.0030,7.90,11.55,360 / 370,.06,.50,-.0031,,
,,.0035,7.85,11.50,370 / 380,.10,.50,-.0033,,
,,.0040,7.75,11.50,380 / 390,.15,.55,-.0038,,
,,.0038,7.80,11.55,390 / 400,.10,.65,-.0041,,
,,.0043,8.00,11.25,400 / 410,.05,.70,-.0043,,
,,.0048,8.15,11.00,410 / 420,0,.75,-.0045,,
,,.0051,8.10,11.05,420 / 430,0,.85,-.0050,,
,,.0053,8.10,11.05,430 / 440,-.05,.85,-.0051,,
,,.0056,8.15,11.00,440 / 450,-.05,.80,-.0052,,
,,.0062,8.10,10.95,450 / 460,.05,.95,-.0063,,
,,.0062,8.15,11.00,460 / 470,-.10,.95,-.0062,,
,,.0069,8.10,10.95,470 / 480,-.05,1.05,-.0071,,
,,.0076,8.05,10.90,480 / 490,-.05,1.00,-.0073,,
,,.0083,8.10,10.80,490 / 500,.10,1.00,-.0083,,
,,.0096,8.05,10.60,500 / 510,.20,1.00,-.0091,,
,,.0097,8.10,10.70,510 / 520,.25,1.15,-.0104,,
,,.0117,7.85,10.55,520 / 530,.30,1.25,-.0115,,
,,.0064,3.25,5.85,530 / 535,-.05,.90,-.0063,,
,,.0071,3.25,5.70,535 / 540,-.05,.95,-.0066,,
,,.0067,3.30,5.85,540 / 545,0,1.05,-.0073,,
,,.0078,3.10,5.75,545 / 550,0,.85,-.0069,,
,,.0079,3.15,5.75,550 / 555,.20,1.15,-.0086,,
,,.0086,3.10,5.65,555 / 560,-.10,1.25,-.0083,,
,,.0090,3.05,5.65,560 / 565,-.10,1.35,-.0088,,
,,.0095,3.00,5.60,565 / 570,-.05,1.25,-.0090,,
,,.0100,3.00,5.55,570 / 575,.20,1.35,-.0102,,
,,.0054,.80,3.35,575 / 577.5,-.25,1.15,-.0055,,
,,.0052,.85,3.40,577.5 / 580,-.40,1.20,-.0054,,
,,.0056,.80,3.35,580 / 582.5,-.35,1.25,-.0057,,
,,.0058,.80,3.30,582.5 / 585,-.40,1.25,-.0056,,
,,.0057,.80,3.35,585 / 587.5,-.40,1.30,-.0058,,
,,.0062,.70,3.30,587.5 / 590,-.40,1.25,-.0058,,
,,.0061,.75,3.30,590 / 592.5,-.30,1.30,-.0062,,
,,.0063,.75,3.25,592.5 / 595,-.35,1.30,-.0062,,
,,.0063,.75,3.30,595 / 597.5,-.30,1.30,-.0064,,
,,.0067,.70,3.20,597.5 / 600,-.15,1.20,-.0066,,
,,.0070,.70,3.10,600 / 602.5,-.20,1.25,-.0067,,
,,.0066,.80,3.25,602.5 / 605,-.25,1.45,-.0071,,
,,.0075,.65,3.00,605 / 607.5,-.25,1.40,-.0071,,
,,.0073,.80,3.00,607.5 / 610,-.10,1.30,-.0073,,
,,.0075,.80,2.95,610 / 612.5,-.10,1.30,-.0074,,
,,.0075,.80,3.00,612.5 / 615,-.15,1.45,-.0077,,
,,.0080,.70,2.85,615 / 617.5,-.15,1.60,-.0080,,
,,.0080,.80,2.80,617.5 / 620,-.25,1.60,-.0079,,
,,.0082,.75,2.80,620 / 622.5,-.15,1.65,-.0082,,
,,.0083,.70,2.80,622.5 / 625,-.15,1.65,-.0083,,
,,.0085,.70,2.75,625 / 627.5,-.15,1.70,-.0085,,
,,.0085,.70,2.80,627.5 / 630,-.15,1.75,-.0087,,
,,.0089,.55,2.65,630 / 632.5,-.10,1.75,-.0088,,
,,.0089,.70,2.70,632.5 / 635,0,1.75,-.0090,,
,,.0091,.60,2.60,635 / 637.5,0,1.80,-.0091,,
,,.0093,.50,2.60,637.5 / 640,0,1.85,-.0092,,
,,.0094,.50,2.55,640 / 642.5,.05,1.90,-.0094,,
,,.0094,.60,2.55,642.5 / 645,.05,1.90,-.0095,,
,,.0096,.50,2.40,645 / 647.5,.10,1.95,-.0096,,
,,.0097,.50,2.35,647.5 / 650,.10,1.95,-.0097,,
,,.0098,.45,2.35,650 / 652.5,.20,1.95,-.0098,,
,,.0099,.75,2.30,652.5 / 655,.25,2.05,-.0098,,
,,.0098,.50,1.95,655 / 657.5,.20,2.00,-.0099,,
,,.0099,.50,2.15,657.5 / 660,.35,2.05,-.0099,,
,,.0100,.60,2.10,660 / 662.5,.30,2.05,-.0100,,
,,.0100,.45,1.95,662.5 / 665,.35,2.25,-.0100,,
,,.0101,.40,2.10,665 / 667.5,.30,2.25,-.0100,,
,,.0101,.30,2.10,667.5 / 670,.35,2.25,-.0101,,
,,.0100,.25,2.00,670 / 672.5,.35,2.20,-.0102,,
,,.0101,.30,2.05,672.5 / 675,.45,2.30,-.0100,,
,,.0101,.25,2.05,675 / 677.5,.40,2.45,-.0100,,
,,.0099,.15,1.95,677.5 / 680,.30,2.40,-.0102,,
,,.0101,.20,2.00,680 / 682.5,.45,2.55,-.0098,,
,,.0099,.10,1.90,682.5 / 685,.35,2.55,-.0100,,
,,.0097,.10,1.80,685 / 687.5,.40,2.65,-.0098,,
,,.0098,.20,1.75,687.5 / 690,.35,2.65,-.0099,,
,,.0097,.15,1.70,690 / 692.5,.40,2.80,-.0096,,
,,.0098,.10,1.80,692.5 / 695,.35,2.80,-.0097,,
,,.0093,-.05,1.70,695 / 697.5,.40,2.85,-.0095,,
,,.0094,0,1.70,697.5 / 700,.35,2.90,-.0096,,
,,.0093,0,1.65,700 / 702.5,.40,3.00,-.0092,,
,,.0095,.10,1.60,702.5 / 705,.35,3.00,-.0094,,
,,.0090,-.05,1.55,705 / 707.5,.40,3.10,-.0090,,
,,.0087,-.15,1.55,707.5 / 710,.45,3.15,-.0087,,
,,.0177,.60,2.30,710 / 715,2.25,4.90,-.0176,,
,,.0157,.40,1.90,715 / 720,2.45,5.05,-.0164,,
,,.0168,.60,2.00,720 / 725,2.45,5.10,-.0163,,
,,.0153,.30,1.90,725 / 730,2.60,5.20,-.0153,,
,,.0149,.25,1.85,730 / 735,2.70,5.20,-.0149,,
,,.0138,.15,1.70,735 / 740,2.80,5.40,-.0136,,
,,.0137,.20,1.65,740 / 745,2.75,5.45,-.0135,,
,,.0123,.15,1.40,745 / 750,2.85,5.40,-.0132,,
,,.0127,.25,1.40,750 / 755,3.00,5.55,-.0117,,
,,.0109,.10,1.20,755 / 760,2.95,5.65,-.0114,,
,,.0121,.30,1.25,760 / 765,3.05,5.70,-.0105,,
,,.0105,.20,1.05,765 / 770,3.10,5.70,-.0102,,
,,.0084,0,.90,770 / 775,3.15,5.75,-.0095,,
,,.0095,.05,1.05,775 / 780,3.20,5.60,-.0101,,
,,.0082,-.05,.95,780 / 785,3.40,5.75,-.0079,,
,,.0081,-.05,.95,785 / 790,3.30,5.75,-.0085,,
,,.0074,-.10,.90,790 / 795,3.40,5.85,-.0071,,
,,.0084,.10,.85,795 / 800,3.35,5.85,-.0074,,
,,.0070,.10,.65,800 / 805,3.40,5.90,-.0067,,
,,.0053,-.10,.60,805 / 810,3.40,5.85,-.0070,,
,,.0055,-.15,.70,810 / 815,3.50,5.95,-.0055,,
,,.0058,-.15,.75,815 / 820,3.45,5.95,-.0058,,
,,.0054,-.15,.70,820 / 825,3.50,5.90,-.0058,,
,,.0046,-.15,.60,825 / 830,3.35,6.20,-.0047,,
,,.0046,-.15,.60,830 / 835,3.10,6.45,-.0046,,
,,.0042,-.20,.60,835 / 840,3.15,6.45,-.0042,,
,,.0042,-.15,.56,840 / 845,3.15,6.45,-.0041,,
,,.0035,-.16,.48,845 / 850,3.15,6.50,-.0037,,
,,.0037,-.14,.49,850 / 855,3.05,6.50,-.0045,,
,,.0033,-.14,.45,855 / 860,3.10,6.60,-.0033,,
,,.0030,-.15,.43,860 / 865,3.15,6.60,-.0028,,
,,.0028,-.16,.41,865 / 870,3.20,6.65,-.0020,,
,,.0026,-.16,.39,870 / 875,3.15,6.55,-.0032,,
,,.0026,-.15,.39,875 / 880,3.15,6.55,-.0031,,
,,.0023,-.17,.38,880 / 885,3.15,6.65,-.0023,,
,,.0021,-.19,.37,885 / 890,3.15,6.65,-.0022,,
,,.0020,-.18,.36,890 / 895,3.25,6.70,-.0009,,
,,.0013,-.19,.28,895 / 900,3.25,6.60,-.0018,,
,,.0017,-.13,.28,900 / 905,3.25,6.60,-.0017,,
,,.0028,-.08,.36,905 / 910,3.25,6.60,-.0017,,
,,.0011,-.23,.31,910 / 915,3.25,6.60,-.0017,,
,,.0014,-.24,.36,915 / 920,3.25,6.65,-.0013,,
,,.0014,-.24,.36,920 / 925,3.25,6.65,-.0012,,
,,.0010,-.23,.30,925 / 930,3.15,6.60,-.0025,,
,,.0016,-.17,.32,930 / 935,3.20,6.70,-.0012,,
,,.0010,-.21,.29,935 / 940,3.30,6.75,.0001,,
,,.0013,-.18,.30,940 / 945,3.25,6.65,-.0012,,
,,.0015,-.19,.33,945 / 950,3.25,6.65,-.0012,,
,,.0011,-.23,.32,950 / 955,3.25,6.65,-.0011,,
,,.0006,-.22,.26,955 / 960,3.20,6.65,-.0016,,
,,.0006,-.17,.21,960 / 965,3.30,6.75,.0002,,
,,.0007,-.12,.17,965 / 970,3.25,6.65,-.0011,,
,,.0014,-.08,.22,970 / 975,3.20,6.65,-.0015,,
,,.0013,-.15,.27,975 / 980,3.30,6.75,.0002,,
,,.0003,-.20,.21,980 / 985,3.30,6.65,-.0006,,
,,.0013,-.13,.26,985 / 990,3.30,6.65,-.0006,,
,,-.0001,-.19,.16,990 / 995,3.25,6.65,-.0011,,
,,.0005,-.10,.14,995 / 1000,3.30,6.70,-.0002,,
,,.0008,-.09,.16,1000 / 1005,3.30,6.65,-.0006,,
,,.0007,-.11,.17,1005 / 1010,3.30,6.65,-.0006,,
,,.0006,-.11,.16,1010 / 1015,3.20,6.65,-.0015,,
,,.0005,-.11,.15,1015 / 1020,3.30,6.75,.0003,,
,,.0012,-.10,.22,1020 / 1025,3.20,6.65,-.0015,,
,,.0005,-.17,.21,1025 / 1030,3.30,6.75,.0003,,
,,-.0001,-.17,.15,1030 / 1035,3.30,6.70,-.0001,,
,,.0005,-.11,.15,1035 / 1040,3.20,6.65,-.0015,,
,,.0003,-.12,.14,1040 / 1045,3.30,6.75,.0003,,
,,.0004,-.11,.14,1045 / 1050,3.30,6.70,-.0001,,
,,.0005,-.10,.14,1050 / 1055,3.20,6.65,-.0014,,
,,.0004,-.10,.13,1055 / 1060,3.30,6.75,.0004,,
,,.0004,-.10,.13,1060 / 1065,3.30,6.70,-.0001,,
,,.0004,-.10,.13,1065 / 1070,3.20,6.65,-.0014,,
,,.0004,-.10,.13,1070 / 1075,3.35,6.75,.0008,,
,,.0003,-.11,.13,1075 / 1080,3.30,6.65,-.0005,,
,,.0003,-.10,.13,1080 / 1085,3.30,6.70,-.0001,,
,,.0003,-.10,.13,1085 / 1090,3.20,6.65,-.0014,,
,,.0003,-.11,.13,1090 / 1095,3.25,6.75,-.0001,,
,,.0003,-.11,.13,1095 / 1100,3.30,6.75,.0004,,
,,.0010,-.10,.20,1100 / 1105,3.30,6.70,-.0001,,
,,.0002,-.17,.19,1105 / 1110,3.30,6.70,-.0001,,
,,.0002,-.17,.19,1110 / 1115,3.20,6.65,-.0014,,
,,-.0003,-.17,.13,1115 / 1120,3.35,6.75,.0008,,
,,.0002,-.11,.13,1120 / 1125,3.30,6.65,-.0005,,
,,.0002,-.11,.13,1125 / 1130,3.30,6.70,-.0001,,
,,.0008,-.11,.19,1130 / 1135,3.30,6.70,-.0001,,
,,.0002,-.17,.19,1135 / 1140,3.20,6.65,-.0014,,
,,.0002,-.17,.19,1140 / 1145,3.25,6.75,-.0001,,
,,.0001,-.17,.18,1145 / 1150,3.35,6.75,.0008,,
,,-.0002,-.17,.14,1150 / 1155,3.30,6.70,-.0001,,
,,.0006,-.13,.19,1155 / 1160,3.25,6.70,-.0005,,
,,.0002,-.17,.19,1160 / 1165,3.30,6.70,-.0001,,
,,.0001,-.17,.18,1165 / 1170,3.20,6.65,-.0013,,
,,.0002,-.16,.18,1170 / 1175,3.25,6.75,.00,,
,,-.0002,-.17,.14,1175 / 1180,3.35,6.75,.0008,,
,,-.0002,-.13,.10,1180 / 1185,3.35,6.65,.00,,
,,.0009,-.08,.18,1185 / 1190,3.35,6.65,.00,,
,,.0002,-.16,.18,1190 / 1195,3.30,6.65,-.0005,,
,,.0001,-.17,.18,1195 / 1200,3.30,6.70,.00,,
,,.0001,-.17,.18,1200 / 1205,3.30,6.70,.00,,
,,.0001,-.17,.18,1205 / 1210,3.20,6.65,-.0013,,
,,.0001,-.17,.18,1210 / 1215,3.25,6.75,.00,,
,,.0002,-.16,.18,1215 / 1220,3.35,6.75,.0008,,
,,.0001,-.17,.18,1220 / 1225,3.35,6.65,.00,,
,,.0001,-.17,.18,1225 / 1230,3.35,6.65,.00,,
,,.0001,-.17,.18,1230 / 1235,3.35,6.70,.0004,,
,,.0001,-.17,.18,1235 / 1240,3.25,6.65,-.0009,,
,,.0002,-.16,.18,1240 / 1245,3.30,6.70,.00,,
,,.00,-.17,.17,1245 / 1250,3.30,6.70,.00,,
,,.0002,-.16,.18,1250 / 1255,3.25,6.65,-.0009,,
,,.00,-.17,.17,1255 / 1260,3.30,6.70,.00,,
,,.0002,-.16,.18,1260 / 1265,3.25,6.70,-.0005,,
,,.00,-.17,.17,1265 / 1270,3.35,6.75,.0008,,
,,-.0003,-.17,.13,1270 / 1275,3.35,6.65,.00,,
,,.0006,-.12,.18,1275 / 1280,3.35,6.65,.00,,
,,.0001,-.17,.18,1280 / 1285,3.35,6.65,.00,,
,,.0003,-.11,.14,1285 / 1290,3.35,6.65,.00,,
,,-.0002,-.13,.11,1290 / 1295,3.35,6.65,.00,,
,,.0002,-.16,.18,1295 / 1300,3.35,6.65,.00,,
,,.00,-.17,.17,1300 / 1305,3.30,6.65,-.0004,,
,,.0001,-.17,.18,1305 / 1310,3.30,6.70,.00,,
,,.0001,-.17,.18,1310 / 1315,3.25,6.65,-.0009,,
,,.00,-.17,.17,1315 / 1320,3.30,6.70,.00,,
,,.0001,-.17,.18,1320 / 1325,3.30,6.70,.00,,
,,-.0002,-.17,.15,1325 / 1330,3.40,6.70,.0008,,
,,.0004,-.14,.18,1330 / 1335,3.35,6.60,-.0004,,
,,.00,-.18,.18,1335 / 1340,3.35,6.65,.00,,
,,.0001,-.17,.18,1340 / 1345,3.35,6.65,.00,,
,,.0002,-.10,.12,1345 / 1350,3.35,6.65,.00,,
,,-.0001,-.12,.11,1350 / 1355,3.35,6.65,.00,,
,,.0001,-.17,.18,1355 / 1360,3.35,6.65,.00,,
,,.00,-.17,.17,1360 / 1365,3.35,6.65,.00,,
,,-.0002,-.17,.14,1365 / 1375,8.35,11.65,.00,,

6 AUG 21  (31)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0015,7.75,12.00,300 / 310,-.07,.51,-.0021,,
,,.0024,7.65,11.85,310 / 320,-.07,.54,-.0023,,
,,.0026,7.60,11.85,320 / 330,-.06,.58,-.0025,,
,,.0025,7.60,11.90,330 / 340,-.06,.63,-.0027,,
,,.0030,7.55,11.85,340 / 350,0,.61,-.0030,,
,,.0031,7.55,11.85,350 / 360,-.05,.65,-.0031,,
,,.0038,7.40,11.80,360 / 370,-.10,.80,-.0035,,
,,.0033,7.45,11.95,370 / 380,-.10,.75,-.0035,,
,,.0041,7.35,11.85,380 / 390,-.05,.75,-.0038,,
,,.0050,7.20,11.75,390 / 400,0,.85,-.0044,,
,,.0041,7.65,11.65,400 / 410,-.05,.85,-.0044,,
,,.0050,7.80,11.30,410 / 420,-.05,.95,-.0050,,
,,.0053,7.70,11.35,420 / 430,-.15,.80,-.0044,,
,,.0054,7.75,11.35,430 / 440,.05,1.00,-.0059,,
,,.0059,7.75,11.30,440 / 450,0,1.05,-.0062,,
,,.0062,7.70,11.35,450 / 460,-.05,1.00,-.0062,,
,,.0068,7.65,11.30,460 / 470,-.05,1.10,-.0068,,
,,.0072,7.70,11.25,470 / 480,-.05,1.05,-.0070,,
,,.0085,7.55,11.10,480 / 490,.15,1.20,-.0085,,
,,.0085,7.65,11.15,490 / 500,.15,1.20,-.0090,,
,,.0105,7.55,10.75,500 / 510,.25,1.20,-.0098,,
,,.0108,7.65,10.75,510 / 520,.30,1.30,-.0108,,
,,.0126,7.40,10.60,520 / 530,.35,1.45,-.0120,,
,,.0137,7.35,10.50,530 / 540,.50,1.60,-.0136,,
,,.0151,7.20,10.40,540 / 550,.60,1.65,-.0148,,
,,.0174,6.85,10.20,550 / 560,.90,2.30,-.0180,,
,,.0185,6.80,10.15,560 / 570,.65,2.25,-.0182,,
,,.0205,6.65,9.90,570 / 580,1.00,2.30,-.0202,,
,,.0110,2.45,5.65,580 / 585,.35,1.65,-.0113,,
,,.0116,2.40,5.55,585 / 590,.30,1.75,-.0116,,
,,.0122,2.35,5.45,590 / 595,.30,1.80,-.0120,,
,,.0126,2.30,5.40,595 / 600,.35,1.85,-.0125,,
,,.0132,2.20,5.35,600 / 605,.50,1.95,-.0133,,
,,.0137,2.20,5.25,605 / 610,.60,2.00,-.0138,,
,,.0142,2.20,5.10,610 / 615,.65,2.50,-.0148,,
,,.0149,2.10,4.90,615 / 620,.35,2.30,-.0145,,
,,.0153,2.10,4.80,620 / 625,.75,2.65,-.0157,,
,,.0079,.25,3.05,625 / 627.5,-.30,1.95,-.0079,,
,,.0080,.30,3.05,627.5 / 630,-.30,1.70,-.0078,,
,,.0081,.35,2.90,630 / 632.5,.05,1.85,-.0082,,
,,.0082,.30,2.90,632.5 / 635,-.05,1.85,-.0082,,
,,.0084,.25,2.85,635 / 637.5,0,2.05,-.0084,,
,,.0084,.35,2.75,637.5 / 640,-.20,1.65,-.0083,,
,,.0085,.35,2.70,640 / 642.5,.25,1.95,-.0086,,
,,.0086,.25,2.70,642.5 / 645,.05,2.15,-.0087,,
,,.0087,.25,2.65,645 / 647.5,-.10,1.95,-.0087,,
,,.0088,.25,2.60,647.5 / 650,.20,2.00,-.0088,,
,,.0088,.25,2.60,650 / 652.5,.20,1.95,-.0089,,
,,.0089,.20,2.50,652.5 / 655,.25,2.00,-.0089,,
,,.0090,.25,2.50,655 / 657.5,.25,2.10,-.0090,,
,,.0090,.20,2.40,657.5 / 660,.30,2.05,-.0090,,
,,.0090,.20,2.40,660 / 662.5,.35,2.05,-.0091,,
,,.0090,.15,2.35,662.5 / 665,.35,2.10,-.0091,,
,,.0090,.15,2.30,665 / 667.5,.40,2.15,-.0091,,
,,.0091,.15,2.30,667.5 / 670,.35,2.20,-.0091,,
,,.0090,.05,2.25,670 / 672.5,.45,2.30,-.0090,,
,,.0091,.05,2.25,672.5 / 675,.40,2.40,-.0090,,
,,.0091,.05,2.25,675 / 677.5,.25,2.35,-.0093,,
,,.0089,0,2.05,677.5 / 680,.40,2.40,-.0091,,
,,.0088,.10,1.85,680 / 682.5,.45,2.50,-.0089,,
,,.0090,.20,1.95,682.5 / 685,.35,2.45,-.0092,,
,,.0092,.05,2.15,685 / 687.5,.40,2.70,-.0088,,
,,.0090,-.10,2.15,687.5 / 690,.20,2.60,-.0093,,
,,.0089,-.15,2.10,690 / 692.5,.40,3.05,-.0082,,
,,.0085,-.25,1.95,692.5 / 695,.10,3.05,-.0087,,
,,.0087,-.10,1.95,695 / 697.5,.10,3.05,-.0088,,
,,.0087,-.15,1.95,697.5 / 700,.15,2.65,-.0095,,
,,.0085,-.25,1.95,700 / 702.5,.65,3.15,-.0075,,
,,.0084,-.25,1.90,702.5 / 705,.15,2.95,-.0090,,
,,.0085,-.25,1.95,705 / 707.5,.35,3.05,-.0083,,
,,.0082,-.35,1.90,707.5 / 710,.35,3.05,-.0084,,
,,.0160,.40,2.55,710 / 715,2.20,4.90,-.0160,,
,,.0154,.30,2.40,715 / 720,2.20,4.95,-.0159,,
,,.0149,.30,2.25,720 / 725,2.35,5.05,-.0152,,
,,.0152,.40,2.25,725 / 730,2.35,5.10,-.0151,,
,,.0136,.10,2.05,730 / 735,2.45,5.25,-.0142,,
,,.0137,.15,2.05,735 / 740,2.65,5.45,-.0127,,
,,.0126,.15,1.75,740 / 745,2.50,5.30,-.0138,,
,,.0128,.20,1.75,745 / 750,2.75,5.45,-.0123,,
,,.0119,.10,1.65,750 / 755,2.85,5.45,-.0118,,
,,.0115,.05,1.60,755 / 760,2.85,5.45,-.0117,,
,,.0212,.70,2.25,760 / 770,7.30,9.85,-.0209,,
,,.0196,.65,2.00,770 / 780,7.45,10.25,-.0180,,
,,.0169,.45,1.70,780 / 790,7.25,10.20,-.0190,,
,,.0153,.35,1.55,790 / 800,7.70,10.55,-.0146,,
,,.0140,.25,1.45,800 / 810,7.65,10.65,-.0141,,
,,.0139,.35,1.35,810 / 820,7.70,10.60,-.0139,,
,,.0107,.15,1.05,820 / 830,8.00,10.65,-.0116,,
,,.0099,.05,1.05,830 / 840,8.10,10.90,-.0093,,
,,.0094,.05,1.00,840 / 850,8.00,11.00,-.0091,,
,,.0079,0,.85,850 / 860,7.75,11.25,-.0090,,
,,.0074,0,.80,860 / 870,7.60,11.60,-.0075,,
,,.0059,-.10,.70,870 / 880,7.75,11.75,-.0052,,
,,.0055,-.10,.66,880 / 890,7.70,11.65,-.0062,,
,,.0043,-.08,.50,890 / 900,7.75,11.70,-.0054,,
,,.0053,.01,.55,900 / 910,7.85,11.80,-.0038,,
,,.0039,-.13,.51,910 / 920,7.85,11.75,-.0041,,
,,.0037,-.12,.49,920 / 930,7.90,11.80,-.0032,,
,,.0029,-.17,.44,930 / 940,7.90,11.80,-.0031,,
,,.0029,-.17,.45,940 / 950,7.90,11.80,-.0031,,
,,.0028,-.15,.42,950 / 960,7.95,11.85,-.0022,,
,,.0026,-.14,.39,960 / 970,7.95,11.85,-.0022,,
,,.0024,-.14,.37,970 / 980,7.95,11.90,-.0017,,
,,.0019,-.15,.33,980 / 990,7.85,11.85,-.0029,,
,,.0009,-.17,.23,990 / 1000,8.00,12.00,-.0004,,
,,.0049,.04,.45,1000 / 1025,22.85,26.80,-.0038,,
,,.0032,-.08,.38,1025 / 1050,22.85,26.80,-.0036,,
,,.0022,-.13,.32,1050 / 1075,22.85,26.90,-.0026,,
,,.0024,-.09,.32,1075 / 1100,22.90,26.95,-.0017,,
,,.0015,-.13,.26,1100 / 1125,23.00,26.95,-.0008,,
,,.0014,-.15,.28,1125 / 1150,22.95,26.90,-.0016,,
,,.0011,-.17,.27,1150 / 1175,22.95,27.00,-.0007,,
,,.0012,-.15,.27,1175 / 1200,22.90,27.00,-.0011,,
,,.0009,-.17,.25,1200 / 1225,22.90,27.00,-.0010,,
,,.0010,-.16,.26,1225 / 1250,22.90,26.95,-.0014,,
,,.0007,-.18,.24,1250 / 1275,23.00,27.00,-.0002,,
,,.0008,-.17,.25,1275 / 1300,23.00,26.95,-.0005,,
,,.0006,-.17,.23,1300 / 1325,23.00,26.95,-.0005,,
,,.0003,-.18,.20,1325 / 1350,23.00,27.00,-.0001,,
,,-.0006,-.17,.08,1350 / 1375,22.95,26.95,-.0009,,

13 AUG 21  (38)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0258,4.85,9.75,600 / 610,1.60,3.75,-.0261,,
,,.0136,1.35,5.75,610 / 615,.40,2.60,-.0138,,
,,.0140,1.35,5.55,615 / 620,.45,2.65,-.0142,,
,,.0145,1.30,5.40,620 / 625,.50,2.80,-.0147,,
,,.0149,1.25,5.30,625 / 630,.50,2.95,-.0151,,
,,.0152,1.20,5.15,630 / 635,.50,3.05,-.0154,,
,,.0156,1.15,5.00,635 / 640,.60,3.25,-.0158,,
,,.0158,1.80,5.30,640 / 645,.75,3.45,-.0161,,
,,.0163,1.45,4.40,645 / 650,.75,3.50,-.0164,,
,,.0165,1.10,4.10,650 / 655,.90,3.90,-.0165,,
,,.0165,1.20,3.65,655 / 660,.70,3.65,-.0168,,
,,.0082,-.35,2.55,660 / 662.5,-.30,3.35,-.0081,,
,,.0086,-.10,3.00,662.5 / 665,-.95,2.90,-.0087,,
,,.0082,-.50,2.75,665 / 667.5,-.30,3.45,-.0081,,
,,.0084,-.45,2.95,667.5 / 670,-.95,2.85,-.0089,,
,,.0080,-.50,2.40,670 / 672.5,-.40,3.65,-.0080,,
,,.0088,.05,2.75,672.5 / 675,-1.00,3.10,-.0090,,
,,.0082,-.45,2.55,675 / 677.5,-.30,3.70,-.0078,,
,,.0077,-.95,2.60,677.5 / 680,-.95,3.45,-.0087,,
,,.0089,-.40,3.10,680 / 682.5,-.75,3.80,-.0081,,
,,.0082,-.55,2.60,682.5 / 685,-.95,3.70,-.0085,,
,,.0083,-.50,2.55,685 / 687.5,-.80,3.95,-.0080,,
,,.0087,-.35,2.70,687.5 / 690,-1.10,3.20,-.0096,,
,,.0077,-.70,2.30,690 / 692.5,-.20,4.20,-.0068,,
,,.0079,-.65,2.40,692.5 / 695,-1.15,3.30,-.0097,,
,,.0083,-.45,2.45,695 / 697.5,-.20,4.30,-.0065,,
,,.0079,-.50,2.25,697.5 / 700,-1.05,3.55,-.0093,,
,,.0080,-.45,2.25,700 / 702.5,-.35,4.25,-.0068,,
,,.0077,-.50,2.15,702.5 / 705,-1.00,3.60,-.0093,,
,,.0077,-.45,2.10,705 / 707.5,-.20,4.35,-.0062,,
,,.0082,-.45,2.30,707.5 / 710,-1.05,4.30,-.0080,,
,,.0144,.30,2.50,710 / 715,.80,6.10,-.0152,,
,,.0148,.50,2.45,715 / 720,.75,6.30,-.0149,,
,,.0147,.45,2.45,720 / 725,.80,6.45,-.0144,,
,,.0139,.25,2.35,725 / 730,.95,6.50,-.0139,,
,,.0136,.25,2.25,730 / 735,.85,6.60,-.0139,,
,,.0130,.20,2.10,735 / 740,.85,6.80,-.0133,,
,,.0125,.15,2.00,740 / 745,1.20,7.05,-.0113,,
,,.0122,.15,1.90,745 / 750,.75,6.85,-.0134,,
,,.0114,.10,1.75,750 / 755,.90,6.20,-.0154,,
,,.0114,.15,1.70,755 / 760,2.00,7.50,-.0064,,
,,.0212,.85,2.45,760 / 770,4.85,11.85,-.0212,,
,,.0198,.75,2.25,770 / 780,4.85,11.95,-.0207,,
,,.0179,.70,1.90,780 / 790,5.25,12.45,-.0166,,
,,.0156,.50,1.65,790 / 800,5.05,11.65,-.0214,,
,,.0157,.60,1.60,800 / 810,6.15,12.85,-.0098,,
,,.0128,.40,1.25,810 / 820,5.30,12.90,-.0136,,
,,.0126,.40,1.25,820 / 830,5.35,13.10,-.0121,,
,,.0105,.25,1.05,830 / 840,5.25,13.05,-.0128,,
,,.0104,.30,1.00,840 / 850,5.50,13.30,-.0099,,
,,.0082,.10,.85,850 / 860,5.65,13.55,-.0073,,
,,.0083,.10,.90,860 / 870,5.55,13.50,-.0081,,
,,.0063,-.05,.75,870 / 880,5.60,13.55,-.0073,,
,,.0065,-.10,.85,880 / 890,5.60,13.60,-.0069,,
,,.0064,-.05,.80,890 / 900,5.50,13.45,-.0085,,
,,.0047,-.15,.65,900 / 910,5.95,13.90,-.0023,,
,,.0049,-.15,.69,910 / 920,5.70,13.75,-.0050,,
,,.0047,-.09,.62,920 / 930,5.75,13.80,-.0042,,
,,.0034,-.18,.52,930 / 940,5.75,13.80,-.0042,,
