This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 9/8/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
752.92,+19.35,"20,039,825",740.00,760.20,739.26

10 SEP 21  (3)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0008,-.02,.05,910 / 915,3.40,6.55,-.0012,,
,,.0006,-.03,.05,915 / 920,3.40,6.60,-.0002,,
,,.0006,-.03,.05,920 / 925,3.40,6.55,-.0011,,
,,.0005,-.03,.05,925 / 930,3.40,6.55,-.0011,,
,,.0005,-.03,.05,930 / 935,3.40,6.60,-.0002,,
,,.0003,-.04,.05,935 / 940,3.40,6.60,-.0001,,
,,.0003,-.04,.05,940 / 945,3.35,6.55,-.0020,,
,,.0003,-.04,.05,945 / 950,3.45,6.60,.0008,,
,,-.0003,-.08,.06,950 / 955,3.40,6.55,-.0011,,
,,.0011,-.04,.09,955 / 960,3.40,6.60,-.0001,,
,,.0001,-.03,.03,960 / 970,8.40,11.60,-.0002,,
,,.0013,-.01,.07,970 / 980,8.40,11.60,-.0002,,
,,-.0001,-.06,.05,980 / 990,8.40,11.60,-.0001,,
,,.0003,-.04,.05,990 / 1000,8.35,11.55,-.0019,,
,,.0005,-.03,.05,1000 / 1010,8.40,11.60,-.0001,,
,,.0001,-.04,.04,1010 / 1020,8.40,11.60,-.0001,,
,,.00,-.04,.04,1020 / 1025,3.40,6.65,.0008,,
,,-.0002,-.04,.03,1025 / 1030,3.40,6.65,.0007,,
,,.0006,-.02,.05,1030 / 1040,8.35,11.60,-.0009,,
,,-.0004,-.04,.02,1040 / 1050,8.40,11.65,.0007,,
,,.0006,-.01,.04,1050 / 1060,8.35,11.60,-.0008,,
,,-.0002,-.04,.03,1060 / 1070,8.35,11.65,-.0001,,
,,.0002,-.04,.05,1070 / 1075,3.35,6.65,.00,,
,,-.0007,-.08,.04,1075 / 1080,3.35,6.65,.00,,
,,.00,-.07,.07,1080 / 1090,8.35,11.65,-.0001,,
,,.0007,-.02,.06,1090 / 1100,8.35,11.65,-.0001,,
,,-.0005,-.05,.02,1100 / 1110,8.35,11.65,-.0001,,
,,.00,-.06,.06,1110 / 1120,8.35,11.65,-.0001,,
,,-.0002,-.06,.05,1120 / 1125,3.35,6.65,.00,,
,,.0008,-.02,.07,1125 / 1130,3.35,6.65,.00,,
,,.0002,-.03,.04,1130 / 1140,8.35,11.65,-.0001,,
,,-.0002,-.03,.02,1140 / 1150,8.35,11.65,.00,,
,,.0002,-.02,.03,1150 / 1160,8.35,11.65,.00,,
,,.00,-.03,.03,1160 / 1170,8.35,11.60,-.0007,,
,,.00,-.03,.03,1170 / 1175,3.40,6.60,.00,,
,,.00,-.03,.03,1175 / 1180,3.40,6.60,.00,,
,,.00,-.03,.03,1180 / 1190,8.40,11.60,.00,,
,,.00,-.02,.02,1190 / 1200,8.40,11.65,.0006,,
,,.00,-.02,.02,1200 / 1225,23.35,26.65,-.0001,,
,,-.0004,-.06,.03,1225 / 1250,23.35,26.65,-.0001,,
,,.0004,-.03,.06,1250 / 1275,23.35,26.65,-.0001,,
,,.00,-.03,.03,1275 / 1300,23.35,26.60,-.0006,,
,,.00,-.03,.03,1300 / 1325,23.40,26.60,-.0001,,
,,.0003,-.01,.03,1325 / 1350,23.40,26.60,.00,,
,,-.0003,-.03,.01,1350 / 1375,23.40,26.65,.0005,,
,,.0001,-.02,.03,1375 / 1400,23.35,26.65,.00,,
,,-.0001,-.03,.02,1400 / 1425,23.35,26.65,.00,,
,,.00,-.03,.03,1425 / 1450,23.35,26.65,.00,,
,,.00,-.03,.03,1450 / 1475,23.35,26.65,.00,,
,,.0003,-.01,.03,1475 / 1500,23.40,26.65,.0004,,
,,-.0001,-.02,.01,1500 / 1525,23.35,26.60,-.0005,,
,,-.0001,-.03,.02,1525 / 1550,23.35,26.65,.00,,
,,.00,-.03,.03,1550 / 1575,23.35,26.65,.00,,
,,.0002,-.01,.03,1575 / 1600,23.35,26.65,.00,,
,,-.0002,-.03,.01,1600 / 1625,23.35,26.65,.00,,
,,.0002,-.01,.03,1625 / 1650,23.35,26.65,.00,,
,,.00,-.01,.01,1650 / 1675,23.35,26.65,.00,,
,,.00,-.01,.01,1675 / 1700,23.35,26.65,.00,,

24 SEP 21  (17)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,98.05,101.95,100 / 200,-.01,.04,-.0002,,
,,.00,98.00,101.90,200 / 300,-.01,.06,-.0005,,
,,.0040,97.75,101.65,300 / 400,.24,.36,-.0045,,
,,.0011,8.00,11.85,400 / 410,-.06,.08,-.0003,,
,,.0011,8.00,11.85,410 / 420,-.01,.17,-.0012,,
,,.0009,8.00,11.90,420 / 430,-.06,.15,-.0008,,
,,.0012,8.00,11.85,430 / 440,-.05,.18,-.0011,,
,,.0012,8.00,11.85,440 / 450,-.04,.18,-.0012,,
,,.0016,7.95,11.85,450 / 460,-.01,.19,-.0015,,
,,.0014,8.00,11.85,460 / 470,-.02,.20,-.0015,,
,,.0017,8.00,11.80,470 / 480,-.02,.20,-.0016,,
,,.0018,8.00,11.80,480 / 490,0,.22,-.0019,,
,,.0022,7.95,11.80,490 / 500,0,.20,-.0019,,
,,.0020,7.95,11.85,500 / 510,.04,.24,-.0025,,
,,.0024,7.95,11.80,510 / 520,-.01,.24,-.0023,,
,,.0026,7.95,11.80,520 / 530,0,.28,-.0028,,
,,.0030,7.90,11.80,530 / 540,-.01,.29,-.0029,,
,,.0032,7.90,11.80,540 / 550,0,.32,-.0033,,
,,.0034,7.90,11.80,550 / 560,.01,.33,-.0037,,
,,.0037,7.90,11.80,560 / 570,.02,.33,-.0040,,
,,.0022,2.95,6.85,570 / 575,-.06,.24,-.0021,,
,,.0023,3.15,6.65,575 / 580,-.06,.25,-.0023,,
,,.0021,3.15,6.70,580 / 585,-.06,.25,-.0023,,
,,.0025,2.90,6.90,585 / 590,-.05,.25,-.0025,,
,,.0026,2.90,6.90,590 / 595,-.05,.25,-.0026,,
,,.0040,2.90,6.70,595 / 600,-.04,.26,-.0028,,
,,.0031,3.05,6.70,600 / 605,-.05,.25,-.0028,,
,,.0019,3.05,6.90,605 / 610,-.04,.29,-.0033,,
,,.0037,2.85,6.85,610 / 615,-.06,.28,-.0032,,
,,.0035,2.90,6.85,615 / 620,-.05,.31,-.0036,,
,,.0040,2.90,6.80,620 / 625,-.10,.30,-.0034,,
,,.0042,2.90,6.80,625 / 630,-.05,.35,-.0042,,
,,.0047,2.85,6.80,630 / 635,-.05,.35,-.0044,,
,,.0059,2.85,6.65,635 / 640,-.05,.35,-.0046,,
,,.0038,3.05,6.80,640 / 645,0,.40,-.0055,,
,,.0058,2.85,6.75,645 / 650,-.05,.40,-.0054,,
,,.0064,3.00,6.55,650 / 655,-.05,.45,-.0061,,
,,.0071,3.10,6.40,655 / 660,0,.50,-.0071,,
,,.0074,3.10,6.40,660 / 665,0,.50,-.0074,,
,,.0082,3.15,6.30,665 / 670,.05,.40,-.0075,,
,,.0089,3.10,6.30,670 / 675,.20,.55,-.0099,,
,,.0098,3.10,6.25,675 / 680,.10,.60,-.0101,,
,,.0113,3.10,6.10,680 / 685,.15,.65,-.0113,,
,,.0129,3.05,6.00,685 / 690,.20,.70,-.0125,,
,,.0141,2.95,6.00,690 / 695,.25,.75,-.0139,,
,,.0141,3.10,6.00,695 / 700,.35,.80,-.0155,,
,,.0188,2.70,5.70,700 / 705,.45,.90,-.0174,,
,,.0189,2.55,6.00,705 / 710,.50,1.05,-.0194,,
,,.0237,2.40,5.35,710 / 715,.55,1.15,-.0212,,
,,.0235,2.80,5.15,715 / 720,.65,1.30,-.0234,,
,,.0235,2.75,5.55,720 / 725,.75,1.50,-.0258,,
,,.0282,2.30,5.10,725 / 730,.75,1.90,-.0284,,
,,.0302,2.45,4.65,730 / 735,.85,2.00,-.0301,,
,,.0323,2.30,4.40,735 / 740,1.05,2.25,-.0324,,
,,.0343,2.15,4.00,740 / 745,1.00,2.45,-.0340,,
,,.0354,2.40,3.75,745 / 750,1.55,2.85,-.0359,,
,,.0367,2.20,3.20,750 / 755,1.40,2.80,-.0369,,
,,.0373,2.05,2.95,755 / 760,2.00,3.25,-.0372,,
,,.0368,1.65,2.70,760 / 765,2.20,3.25,-.0374,,
,,.0373,1.55,2.75,765 / 770,2.40,3.55,-.0368,,
,,.0356,1.30,2.30,770 / 775,2.60,3.75,-.0359,,
,,.0341,1.25,1.95,775 / 780,2.20,3.95,-.0377,,
,,.0327,1.15,1.75,780 / 785,3.00,4.80,-.0291,,
,,.0294,.80,1.55,785 / 790,3.10,4.45,-.0302,,
,,.0283,.70,1.50,790 / 795,2.60,4.60,-.0333,,
,,.0258,.65,1.25,795 / 800,2.80,5.90,-.0211,,
,,.0232,.55,1.05,800 / 805,2.55,5.95,-.0223,,
,,.0216,.55,.90,805 / 810,2.85,5.90,-.0196,,
,,.0338,.85,1.20,810 / 820,7.25,10.45,-.0364,,
,,.0269,.56,.99,820 / 830,7.70,10.95,-.0245,,
,,.0197,.37,.68,830 / 840,7.90,11.00,-.0203,,
,,.0156,.28,.53,840 / 850,8.00,11.20,-.0154,,
,,.0113,.19,.37,850 / 860,7.95,11.30,-.0141,,
,,.0087,.13,.29,860 / 870,8.10,11.70,-.0055,,
,,.0072,.08,.27,870 / 880,7.90,11.70,-.0079,,
,,.0052,.04,.20,880 / 890,8.00,11.80,-.0046,,
,,.0040,.02,.16,890 / 900,8.00,11.80,-.0043,,
,,.0038,.01,.17,900 / 910,8.00,11.80,-.0041,,
,,.0030,-.02,.16,910 / 920,8.05,11.85,-.0024,,
,,.0023,-.04,.15,920 / 930,8.00,11.85,-.0030,,
,,.0013,-.06,.11,930 / 940,8.00,11.90,-.0021,,
,,.0014,-.03,.09,940 / 950,8.00,11.90,-.0020,,
,,.0018,-.01,.10,950 / 960,8.05,11.90,-.0011,,
,,.0016,-.04,.12,960 / 970,8.05,11.90,-.0011,,
,,.0007,-.07,.10,970 / 980,8.00,11.90,-.0018,,
,,.0013,-.05,.12,980 / 990,8.05,11.95,-.0002,,
,,.0001,-.08,.07,990 / 1000,8.05,11.90,-.0010,,
,,.0017,-.02,.11,1000 / 1025,23.05,26.90,-.0011,,
,,.0010,-.05,.10,1025 / 1050,23.05,26.90,-.0010,,
,,.0014,-.04,.12,1050 / 1075,23.05,26.90,-.0009,,
,,.0001,-.07,.07,1075 / 1100,23.05,26.95,-.0002,,
,,.0003,-.06,.07,1100 / 1125,23.05,26.95,-.0001,,
,,.0005,-.07,.10,1125 / 1150,23.05,26.95,-.0001,,
,,.0003,-.08,.10,1150 / 1175,23.05,26.95,-.0001,,
,,.0002,-.08,.09,1175 / 1200,22.00,28.00,-.0001,,
,,.0002,-.07,.08,1200 / 1225,20.95,29.05,-.0001,,
,,.00,-.07,.07,1225 / 1250,20.95,29.05,-.0001,,
,,.00,-.07,.07,1250 / 1275,22.00,28.00,-.0001,,
,,.0003,-.06,.08,1275 / 1300,22.00,28.00,-.0001,,
,,.0001,-.05,.06,1300 / 1325,22.00,28.00,-.0001,,
,,-.0001,-.06,.05,1325 / 1350,22.00,28.00,-.0001,,
,,.0001,-.06,.07,1350 / 1375,20.95,29.05,-.0001,,
,,.0003,-.03,.05,1375 / 1400,20.95,29.05,.00,,

1 OCT 21  (24)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,97.85,102.10,100 / 200,-.02,.05,-.0002,,
,,.0008,97.80,101.95,200 / 300,.01,.32,-.0020,,
,,.0067,97.45,101.55,300 / 400,.12,.49,-.0046,,
,,.0013,7.85,11.95,400 / 410,-.05,.20,-.0011,,
,,.0008,7.90,12.00,410 / 420,-.09,.16,-.0007,,
,,.0014,7.85,11.95,420 / 430,.02,.24,-.0017,,
,,.0015,7.85,11.95,430 / 440,-.05,.23,-.0014,,
,,.0015,7.85,11.95,440 / 450,-.07,.27,-.0015,,
,,.0016,7.85,11.95,450 / 460,-.10,.26,-.0014,,
,,.0017,7.85,11.95,460 / 470,-.01,.26,-.0019,,
,,.0018,7.85,11.95,470 / 480,-.02,.24,-.0019,,
,,.0021,7.85,11.90,480 / 490,-.02,.28,-.0022,,
,,.0022,7.85,11.90,490 / 500,-.01,.32,-.0026,,
,,.0026,7.80,11.90,500 / 510,-.04,.28,-.0023,,
,,.0028,7.80,11.90,510 / 520,-.01,.31,-.0028,,
,,.0029,7.80,11.90,520 / 530,0,.36,-.0032,,
,,.0031,7.80,11.90,530 / 540,-.01,.38,-.0035,,
,,.0036,7.75,11.90,540 / 550,-.05,.38,-.0035,,
,,.0041,7.70,11.90,550 / 560,-.02,.43,-.0041,,
,,.0032,8.15,11.65,560 / 570,0,.45,-.0046,,
,,.0064,7.90,11.40,570 / 580,0,.44,-.0049,,
,,.0059,7.65,11.80,580 / 590,.05,.47,-.0057,,
,,.0069,7.75,11.60,590 / 600,.05,.45,-.0060,,
,,.0032,2.95,6.80,600 / 605,-.05,.35,-.0035,,
,,.0042,2.75,6.85,605 / 610,-.05,.40,-.0039,,
,,.0037,2.80,6.90,610 / 615,-.05,.40,-.0040,,
,,.0045,2.75,6.85,615 / 620,-.05,.35,-.0039,,
,,.0046,2.75,6.85,620 / 625,0,.50,-.0052,,
,,.0051,2.75,6.80,625 / 630,-.10,.45,-.0045,,
,,.0056,2.75,6.75,630 / 635,0,.50,-.0056,,
,,.0055,2.95,6.60,635 / 640,0,.55,-.0061,,
,,.0066,3.05,6.35,640 / 645,-.05,.55,-.0061,,
,,.0069,3.05,6.35,645 / 650,0,.60,-.0069,,
,,.0075,3.00,6.35,650 / 655,.05,.65,-.0077,,
,,.0083,2.95,6.30,655 / 660,.05,.65,-.0081,,
,,.0087,3.00,6.25,660 / 665,.10,.70,-.0089,,
,,.0098,2.95,6.15,665 / 670,.10,.80,-.0098,,
,,.0107,2.90,6.10,670 / 675,.15,.85,-.0108,,
,,.0117,2.85,6.05,675 / 680,.20,.85,-.0115,,
,,.0124,2.80,6.05,680 / 685,.30,1.00,-.0131,,
,,.0143,2.65,5.90,685 / 690,.25,1.00,-.0134,,
,,.0165,2.60,5.55,690 / 695,.40,1.15,-.0153,,
,,.0140,3.35,5.55,695 / 700,.45,1.00,-.0155,,
,,.0173,3.35,4.90,700 / 705,.70,1.30,-.0184,,
,,.0209,2.65,4.75,705 / 710,.50,1.40,-.0186,,
,,.0184,3.05,5.30,710 / 715,.60,1.60,-.0203,,
,,.0226,2.65,4.60,715 / 720,.65,1.80,-.0218,,
,,.0229,2.75,4.65,720 / 725,.80,2.00,-.0235,,
,,.0244,2.70,4.35,725 / 730,.95,2.05,-.0246,,
,,.0261,2.30,4.20,730 / 735,1.10,2.35,-.0261,,
,,.0267,2.40,4.20,735 / 740,1.05,2.35,-.0268,,
,,.0281,2.10,3.80,740 / 745,1.35,2.60,-.0281,,
,,.0287,2.15,3.80,745 / 750,1.45,2.80,-.0289,,
,,.0295,2.00,3.40,750 / 755,1.60,3.00,-.0295,,
,,.0298,1.85,3.15,755 / 760,1.75,3.20,-.0299,,
,,.0297,1.75,2.80,760 / 765,1.90,3.40,-.0301,,
,,.0304,1.85,2.80,765 / 770,2.05,3.60,-.0299,,
,,.0294,1.50,2.45,770 / 775,2.35,3.85,-.0290,,
,,.0286,1.35,2.25,775 / 780,2.35,3.85,-.0293,,
,,.0278,1.20,2.10,780 / 785,2.05,4.20,-.0298,,
,,.0270,1.10,1.95,785 / 790,2.10,4.85,-.0274,,
,,.0253,.95,1.70,790 / 795,2.80,5.05,-.0229,,
,,.0244,.85,1.60,795 / 800,2.40,4.65,-.0273,,
,,.0217,.60,1.40,800 / 805,3.05,5.80,-.0166,,
,,.0212,.60,1.35,805 / 810,2.70,4.90,-.0241,,
,,.0370,1.25,1.90,810 / 820,7.20,9.60,-.0376,,
,,.0314,.95,1.55,820 / 830,7.25,10.40,-.0303,,
,,.0251,.65,1.20,830 / 840,7.50,10.70,-.0247,,
,,.0205,.50,.93,840 / 850,7.50,10.95,-.0217,,
,,.0166,.40,.71,850 / 860,7.60,11.40,-.0155,,
,,.0128,.25,.56,860 / 870,7.65,11.40,-.0144,,
,,.0109,.18,.51,870 / 880,8.00,11.50,-.0088,,
,,.0086,.11,.41,880 / 890,7.90,11.55,-.0089,,
,,.0064,.08,.29,890 / 900,7.80,11.75,-.0074,,
,,.0058,.10,.24,900 / 910,7.85,11.85,-.0053,,
,,.0045,.05,.21,910 / 920,7.85,11.85,-.0051,,
,,.0037,.02,.19,920 / 930,7.90,11.90,-.0036,,
,,.0033,0,.19,930 / 940,7.90,11.90,-.0034,,
,,.0027,-.02,.17,940 / 950,7.90,11.90,-.0033,,
,,.0022,-.03,.15,950 / 960,7.95,11.95,-.0019,,
,,.0023,0,.14,960 / 970,7.95,11.95,-.0018,,
,,.0012,-.03,.09,970 / 980,7.95,11.95,-.0017,,
,,.0019,-.03,.15,980 / 990,7.95,11.95,-.0017,,
,,.0006,-.07,.09,990 / 1000,7.95,11.95,-.0016,,
,,.0034,.03,.18,1000 / 1025,22.90,26.95,-.0026,,
,,.0019,-.04,.15,1025 / 1050,22.90,27.00,-.0018,,
,,.0011,-.05,.11,1050 / 1075,22.90,27.00,-.0016,,
,,.0014,-.03,.12,1075 / 1100,22.95,27.05,-.0002,,
,,.0016,-.02,.13,1100 / 1125,22.90,27.00,-.0015,,
,,.0008,-.05,.10,1125 / 1150,22.95,27.05,-.0001,,
,,.00,-.10,.09,1150 / 1175,22.95,27.05,-.0001,,
,,.0005,-.05,.08,1175 / 1200,22.95,27.05,-.0001,,
,,.0002,-.02,.03,1200 / 1225,21.95,28.05,-.0001,,
,,.0008,-.01,.07,1225 / 1250,21.95,28.05,-.0001,,
,,-.0003,-.09,.06,1250 / 1275,21.95,28.05,-.0001,,
,,.0002,-.09,.10,1275 / 1300,20.95,29.05,-.0001,,
,,.00,-.07,.07,1300 / 1325,21.95,28.05,-.0001,,
,,.0003,-.06,.08,1325 / 1350,21.95,28.05,-.0001,,
,,.0004,-.05,.08,1350 / 1375,21.90,28.05,-.0006,,
,,.00,-.04,.04,1375 / 1400,21.95,28.10,.0005,,

8 OCT 21  (31)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,97.20,102.70,100 / 200,-.20,.23,-.0004,,
,,.0026,97.00,102.45,200 / 300,-.08,.33,-.0017,,
,,.0082,96.65,102.00,300 / 400,.37,.65,-.0067,,
,,.0015,7.25,12.50,400 / 410,-.03,.32,-.0017,,
,,.0009,7.30,12.60,410 / 420,-.16,.24,-.0008,,
,,.0014,7.20,12.60,420 / 430,-.06,.36,-.0019,,
,,.0015,7.20,12.60,430 / 440,-.13,.38,-.0017,,
,,.0018,7.20,12.55,440 / 450,-.15,.26,-.0011,,
,,.0016,7.25,12.55,450 / 460,-.05,.39,-.0023,,
,,.0020,7.20,12.55,460 / 470,-.09,.40,-.0022,,
,,.0021,7.20,12.55,470 / 480,-.08,.37,-.0022,,
,,.0026,7.20,12.45,480 / 490,-.12,.38,-.0022,,
,,.0025,7.25,12.45,490 / 500,-.10,.32,-.0021,,
,,.0027,7.20,12.50,500 / 510,.03,.44,-.0035,,
,,.0033,7.10,12.50,510 / 520,-.07,.45,-.0032,,
,,.0035,7.10,12.50,520 / 530,-.14,.44,-.0030,,
,,.0037,7.10,12.50,530 / 540,0,.56,-.0045,,
,,.0044,7.05,12.45,540 / 550,0,.49,-.0043,,
,,.0051,7.00,12.40,550 / 560,0,.50,-.0046,,
,,.0054,7.00,12.40,560 / 570,.05,.50,-.0052,,
,,.0063,6.95,12.35,570 / 580,.15,.60,-.0065,,
,,.0072,6.90,12.30,580 / 590,.05,.60,-.0064,,
,,.0079,6.90,12.25,590 / 600,.05,.70,-.0074,,
,,.0045,2.10,7.40,600 / 605,0,.60,-.0050,,
,,.0046,2.10,7.40,605 / 610,-.05,.55,-.0046,,
,,.0053,2.10,7.30,610 / 615,-.05,.65,-.0053,,
,,.0054,2.15,7.25,615 / 620,-.10,.65,-.0052,,
,,.0049,2.35,7.20,620 / 625,-.15,.70,-.0053,,
,,.0065,2.30,6.95,625 / 630,0,.80,-.0067,,
,,.0064,2.35,6.95,630 / 635,0,.75,-.0067,,
,,.0073,2.40,6.75,635 / 640,0,.80,-.0071,,
,,.0073,2.45,6.75,640 / 645,.05,.85,-.0078,,
,,.0078,2.35,6.80,645 / 650,.05,.90,-.0082,,
,,.0091,2.25,6.65,650 / 655,.10,.95,-.0089,,
,,.0098,2.25,6.55,655 / 660,.10,.95,-.0092,,
,,.0097,2.30,6.60,660 / 665,.20,1.05,-.0103,,
,,.0110,2.25,6.40,665 / 670,.25,1.05,-.0108,,
,,.0113,2.35,6.30,670 / 675,.25,1.15,-.0115,,
,,.0128,2.05,6.30,675 / 680,.30,1.25,-.0124,,
,,.0133,1.85,6.45,680 / 685,.40,1.30,-.0133,,
,,.0137,2.50,5.80,685 / 690,.40,1.35,-.0139,,
,,.0150,2.35,5.65,690 / 695,.45,1.50,-.0149,,
,,.0175,1.60,5.65,695 / 700,.30,1.60,-.0152,,
,,.0143,3.00,5.60,700 / 705,.65,1.90,-.0174,,
,,.0181,2.75,4.60,705 / 710,.70,1.75,-.0176,,
,,.0195,2.20,4.65,710 / 715,.80,1.95,-.0187,,
,,.0194,2.10,4.95,715 / 720,.70,2.00,-.0191,,
,,.0202,2.05,4.80,720 / 725,.85,2.25,-.0203,,
,,.0204,2.35,4.70,725 / 730,1.00,2.15,-.0209,,
,,.0218,2.20,4.15,730 / 735,1.35,2.55,-.0222,,
,,.0224,2.15,4.00,735 / 740,1.05,2.70,-.0224,,
,,.0230,2.05,3.85,740 / 745,1.25,2.95,-.0231,,
,,.0235,2.15,3.70,745 / 750,1.40,3.00,-.0235,,
,,.0239,2.00,3.30,750 / 755,1.45,3.15,-.0239,,
,,.0237,1.35,3.25,755 / 760,1.55,3.40,-.0241,,
,,.0246,1.65,3.55,760 / 765,1.65,3.55,-.0243,,
,,.0236,1.20,2.95,765 / 770,1.80,3.70,-.0242,,
,,.0247,1.45,3.20,770 / 775,1.85,3.85,-.0242,,
,,.0240,1.40,2.65,775 / 780,2.00,4.10,-.0237,,
,,.0225,.95,2.40,780 / 785,2.10,4.20,-.0235,,
,,.0235,1.10,2.55,785 / 790,2.25,4.40,-.0227,,
,,.0211,.75,2.10,790 / 795,2.35,4.50,-.0222,,
,,.0223,.95,2.20,795 / 800,2.50,4.60,-.0214,,
,,.0207,.85,1.85,800 / 805,2.60,4.75,-.0206,,
,,.0186,.50,1.70,805 / 810,2.70,4.85,-.0198,,
,,.0367,1.60,2.75,810 / 820,6.05,8.95,-.0405,,
,,.0322,1.35,2.15,820 / 830,6.55,10.25,-.0310,,
,,.0281,1.05,1.80,830 / 840,6.60,10.60,-.0282,,
,,.0241,.80,1.50,840 / 850,6.85,11.00,-.0233,,
,,.0204,.65,1.20,850 / 860,7.15,11.20,-.0191,,
,,.0165,.45,.95,860 / 870,7.15,11.00,-.0204,,
,,.0153,.45,.85,870 / 880,7.40,11.75,-.0116,,
,,.0119,.33,.62,880 / 890,6.95,12.05,-.0125,,
,,.0100,.26,.52,890 / 900,7.05,12.15,-.0103,,
,,.0087,.20,.47,900 / 910,7.10,12.25,-.0086,,
,,.0075,.12,.45,910 / 920,7.10,12.30,-.0079,,
,,.0060,.04,.40,920 / 930,7.20,12.40,-.0057,,
,,.0051,0,.37,930 / 940,7.20,12.40,-.0055,,
,,.0044,-.01,.32,940 / 950,7.25,12.45,-.0043,,
,,.0041,-.03,.33,950 / 960,7.25,12.45,-.0042,,
,,.0030,-.08,.29,960 / 970,7.30,12.50,-.0030,,
,,.0027,-.08,.27,970 / 980,7.30,12.50,-.0029,,
,,.0027,-.11,.30,980 / 990,7.30,12.55,-.0022,,
,,.0022,-.09,.24,990 / 1000,7.30,12.55,-.0022,,
,,.0045,0,.32,1000 / 1025,22.25,27.50,-.0038,,
,,.0035,-.09,.34,1025 / 1050,22.20,27.55,-.0035,,
,,.0026,-.14,.32,1050 / 1075,22.25,27.60,-.0022,,
,,.0018,-.18,.30,1075 / 1100,22.25,27.60,-.0021,,
,,.0012,-.18,.26,1100 / 1125,22.25,27.65,-.0014,,
,,.0015,-.16,.27,1125 / 1150,22.30,27.70,-.0002,,
,,.0010,-.19,.26,1150 / 1175,22.25,27.65,-.0013,,
,,.0007,-.20,.25,1175 / 1200,22.30,27.70,-.0001,,
,,.0009,-.17,.24,1200 / 1225,22.25,27.70,-.0007,,
,,.0005,-.17,.21,1225 / 1250,21.60,28.45,.0005,,
,,.0002,-.20,.21,1250 / 1275,21.55,28.40,-.0006,,
,,.0004,-.18,.21,1275 / 1300,22.25,27.75,-.0001,,
,,.0001,-.18,.18,1300 / 1325,21.60,28.45,.0004,,
,,.0001,-.16,.16,1325 / 1350,21.55,28.40,-.0006,,
,,.0004,-.14,.17,1350 / 1375,22.25,27.75,-.0001,,
,,.0001,-.15,.16,1375 / 1400,21.60,28.40,.00,,

15 OCT 21  (38)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,48.05,51.95,50 / 100,-.02,.04,-.0001,,
,,.00,48.05,51.95,100 / 150,-.01,.04,-.0002,,
,,.00,48.00,51.90,150 / 200,.03,.08,-.0005,,
,,.0012,47.90,51.80,200 / 250,.02,.16,-.0010,,
,,.0019,48.05,51.60,250 / 300,.11,.27,-.0020,,
,,.0012,8.25,11.50,300 / 310,-.07,.10,-.0003,,
,,.0008,8.15,11.70,310 / 320,-.08,.15,-.0004,,
,,.0006,8.05,11.85,320 / 330,-.02,.13,-.0006,,
,,.0006,8.05,11.85,330 / 340,-.02,.15,-.0007,,
,,.0011,8.00,11.80,340 / 350,-.05,.15,-.0006,,
,,.0009,8.05,11.80,350 / 360,.01,.15,-.0009,,
,,.0009,8.05,11.80,360 / 370,0,.15,-.0009,,
,,.0010,8.05,11.80,370 / 380,.01,.16,-.0010,,
,,.0016,8.05,11.65,380 / 390,.01,.15,-.0010,,
,,.0006,8.15,11.80,390 / 400,.05,.18,-.0014,,
,,.0013,8.00,11.80,400 / 410,.02,.16,-.0012,,
,,.0020,8.00,11.65,410 / 420,.03,.19,-.0015,,
,,.0010,8.30,11.60,420 / 430,.04,.17,-.0015,,
,,.0024,8.35,11.25,430 / 440,.08,.21,-.0019,,
,,-.0006,8.85,11.45,440 / 450,.05,.21,-.0018,,
,,.0035,8.30,11.10,450 / 460,.06,.23,-.0021,,
,,.0020,8.30,11.45,460 / 470,.06,.23,-.0022,,
,,.0025,8.20,11.45,470 / 480,.04,.24,-.0022,,
,,.0035,8.25,11.20,480 / 490,.10,.30,-.0029,,
,,.0007,8.70,11.40,490 / 500,.11,.28,-.0030,,
,,.0043,8.20,11.15,500 / 510,.11,.31,-.0032,,
,,.0040,8.00,11.45,510 / 520,.11,.34,-.0036,,
,,.0037,8.00,11.55,520 / 530,.12,.39,-.0040,,
,,.0046,8.20,11.20,530 / 540,.10,.40,-.0042,,
,,.0053,8.45,10.85,540 / 550,.15,.40,-.0046,,
,,.0023,3.65,6.10,550 / 555,.05,.35,-.0030,,
,,.0031,3.40,6.20,555 / 560,0,.35,-.0028,,
,,.0029,3.45,6.20,560 / 565,.05,.35,-.0031,,
,,.0032,3.45,6.15,565 / 570,0,.35,-.0030,,
,,.0033,3.45,6.15,570 / 575,0,.40,-.0033,,
,,.0038,3.55,5.95,575 / 580,.05,.45,-.0039,,
,,.0037,3.55,6.00,580 / 585,0,.40,-.0035,,
