This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 9/8/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
752.92,+19.35,"20,039,825",740.00,760.20,739.26

10 SEP 21  (3)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0043,3.35,6.10,585 / 590,.10,.45,-.0043,,
,,.0041,3.40,6.10,590 / 595,.10,.45,-.0044,,
,,.0043,3.60,5.90,595 / 600,.10,.45,-.0045,,
,,.0053,3.50,5.80,600 / 605,.15,.50,-.0051,,
,,.0048,3.55,5.90,605 / 610,.15,.55,-.0054,,
,,.0060,3.55,5.65,610 / 615,.15,.55,-.0056,,
,,.0055,3.70,5.65,615 / 620,.20,.60,-.0061,,
,,.0061,3.75,5.50,620 / 625,.20,.60,-.0063,,
,,.0075,3.55,5.40,625 / 630,.25,.65,-.0069,,
,,.0075,3.50,5.50,630 / 635,.25,.70,-.0073,,
,,.0075,3.50,5.55,635 / 640,.25,.65,-.0073,,
,,.0082,3.45,5.45,640 / 645,.40,.75,-.0084,,
,,.0090,3.30,5.45,645 / 650,.40,.80,-.0088,,
,,.0087,3.40,5.50,650 / 655,.45,.85,-.0094,,
,,.0100,3.40,5.20,655 / 660,.45,.90,-.0098,,
,,.0104,3.35,5.20,660 / 665,.50,1.00,-.0106,,
,,.0110,3.30,5.15,665 / 670,.65,.95,-.0112,,
,,.0125,3.25,4.80,670 / 675,.70,1.00,-.0118,,
,,.0125,3.35,4.80,675 / 680,.65,1.15,-.0123,,
,,.0133,3.20,4.75,680 / 685,.70,1.25,-.0131,,
,,.0135,3.25,4.75,685 / 690,.65,1.30,-.0134,,
,,.0147,3.10,4.55,690 / 695,.80,1.55,-.0147,,
,,.0150,3.10,4.55,695 / 700,.80,1.60,-.0152,,
,,.0160,2.95,4.40,700 / 705,.95,1.75,-.0162,,
,,.0167,2.95,4.20,705 / 710,1.00,1.80,-.0166,,
,,.0172,2.95,4.05,710 / 715,1.10,1.90,-.0173,,
,,.0178,2.85,4.00,715 / 720,1.15,1.95,-.0178,,
,,.0185,2.75,3.85,720 / 725,1.25,2.10,-.0185,,
,,.0189,2.70,3.80,725 / 730,1.35,2.20,-.0190,,
,,.0195,2.55,3.60,730 / 735,1.50,2.30,-.0196,,
,,.0199,2.50,3.50,735 / 740,1.60,2.40,-.0200,,
,,.0203,2.40,3.35,740 / 745,1.75,2.60,-.0204,,
,,.0207,2.45,3.20,745 / 750,1.70,2.65,-.0207,,
,,.0208,2.20,2.90,750 / 755,1.85,2.90,-.0210,,
,,.0210,2.10,2.95,755 / 760,1.95,3.00,-.0212,,
,,.0423,4.25,5.15,760 / 770,4.60,5.85,-.0428,,
,,.0423,3.80,4.80,770 / 780,5.20,6.55,-.0420,,
,,.0404,3.15,4.05,780 / 790,5.70,6.90,-.0410,,
,,.0394,2.95,3.65,790 / 800,6.15,7.30,-.0395,,
,,.0369,2.50,3.15,800 / 810,6.40,7.75,-.0378,,
,,.0348,2.15,2.85,810 / 820,6.90,8.40,-.0339,,
,,.0313,1.70,2.45,820 / 830,7.10,8.60,-.0322,,
,,.0285,1.45,2.10,830 / 840,7.45,9.05,-.0285,,
,,.0250,1.15,1.75,840 / 850,7.70,9.50,-.0246,,
,,.0221,.95,1.50,850 / 860,7.75,9.75,-.0226,,
,,.0197,.80,1.30,860 / 870,7.95,9.95,-.0199,,
,,.0164,.60,1.05,870 / 880,8.15,10.10,-.0173,,
,,.0144,.50,.90,880 / 890,8.40,10.20,-.0145,,
,,.0123,.40,.75,890 / 900,8.50,10.35,-.0124,,
,,.0109,.35,.65,900 / 910,8.40,10.65,-.0106,,
,,.0081,.15,.54,910 / 920,8.30,10.85,-.0095,,
,,.0081,.15,.57,920 / 930,8.35,10.95,-.0080,,
,,.0068,.13,.46,930 / 940,8.40,11.00,-.0070,,
,,.0059,.12,.38,940 / 950,8.35,11.20,-.0055,,
,,.0054,.13,.33,950 / 960,8.25,11.35,-.0049,,
,,.0042,.08,.26,960 / 970,8.10,11.45,-.0053,,
,,.0039,.08,.24,970 / 980,8.05,11.65,-.0038,,
,,.0034,.05,.22,980 / 990,8.05,11.70,-.0032,,
,,.0028,.03,.19,990 / 1000,8.15,11.60,-.0031,,
,,.0029,.04,.20,1000 / 1010,8.40,11.50,-.0016,,
,,.0018,-.04,.17,1010 / 1020,8.40,11.40,-.0025,,
,,.0012,-.07,.17,1020 / 1025,3.45,6.50,-.0007,,
,,.0010,-.09,.17,1025 / 1030,3.35,6.50,-.0017,,
,,.0020,-.04,.20,1030 / 1040,8.20,11.65,-.0019,,
,,.0016,-.06,.18,1040 / 1050,8.10,11.65,-.0029,,
,,.0014,-.07,.18,1050 / 1060,8.40,11.65,.0002,,
,,.0014,-.07,.18,1060 / 1070,8.25,11.50,-.0029,,
,,.0005,-.10,.14,1070 / 1075,3.25,6.85,.0009,,
,,.0006,-.09,.14,1075 / 1080,3.10,6.75,-.0017,,
,,.0011,-.07,.16,1080 / 1090,8.35,11.65,-.0002,,
,,.0010,-.07,.15,1090 / 1100,8.50,11.55,.0003,,
,,.0022,-.02,.20,1100 / 1125,23.20,26.55,-.0030,,
,,.0019,-.03,.19,1125 / 1150,23.10,26.80,-.0014,,
,,.0015,-.06,.18,1150 / 1175,23.10,26.80,-.0013,,
,,.0009,-.09,.16,1175 / 1200,23.10,26.85,-.0007,,
,,.0011,-.09,.18,1200 / 1225,23.05,26.85,-.0012,,
,,.0008,-.09,.15,1225 / 1250,23.10,26.90,-.0001,,
,,.0006,-.08,.13,1250 / 1275,23.05,26.90,-.0006,,
,,.0004,-.08,.11,1275 / 1300,23.05,26.95,-.0001,,
,,.0008,-.04,.11,1300 / 1325,22.05,28.05,.0009,,
,,.0001,-.10,.10,1325 / 1350,21.95,27.95,-.0011,,
,,.0008,-.05,.13,1350 / 1375,23.05,26.95,-.0001,,
,,.00,-.09,.09,1375 / 1400,22.00,28.05,.0004,,
,,.0003,-.08,.11,1400 / 1425,20.90,29.10,-.0001,,
,,.0001,-.06,.07,1425 / 1450,21.95,28.00,-.0005,,

22 OCT 21  (45)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,44.50,55.45,50 / 100,-.48,.50,-.0004,,
,,.00,44.50,55.45,100 / 150,-.50,.54,-.0005,,
,,.1542,44.45,55.35,150 / 200,-.54,.62,-.0006,,
,,-.0074,44.40,55.30,200 / 250,-.43,.45,-.0005,,
,,-.0116,44.30,55.20,250 / 300,-.06,.78,-.0033,,
,,-.0025,4.45,15.40,300 / 310,-.62,.64,-.0003,,
,,-.0025,4.45,15.45,310 / 320,-.59,.75,-.0008,,
,,-.0025,4.40,15.40,320 / 330,-.59,.32,.0008,,
,,-.0026,4.45,15.45,330 / 340,-.18,.37,-.0010,,
,,-.0025,4.40,15.40,340 / 350,-.22,.75,-.0023,,
,,-.0025,4.40,15.40,350 / 360,-.60,.76,-.0009,,
,,-.0025,4.40,15.40,360 / 370,-.47,.79,-.0016,,
,,-.0024,4.35,15.40,370 / 380,-.59,.68,-.0008,,
,,-.0024,4.35,15.45,380 / 390,-.60,.81,-.0013,,
,,-.0023,4.30,15.40,390 / 400,-.61,.83,-.0014,,
,,-.0022,4.30,15.40,400 / 410,-.67,.88,-.0014,,
,,-.0022,4.35,15.45,410 / 420,-.66,.98,-.0019,,
,,-.0020,4.25,15.40,420 / 430,-.70,.99,-.0018,,
,,-.0020,4.25,15.45,430 / 440,-.73,1.04,-.0020,,
,,-.0018,4.25,15.40,440 / 450,-.75,1.09,-.0022,,
,,-.0017,4.25,15.40,450 / 460,-1.03,1.14,-.0014,,
,,-.0015,4.20,15.40,460 / 470,-1.00,1.48,-.0030,,
,,-.0012,4.15,15.35,470 / 480,-1.10,1.45,-.0026,,
,,-.0012,4.20,15.40,480 / 490,-1.01,1.55,-.0035,,
,,-.0008,4.15,15.35,490 / 500,-.84,1.36,-.0035,,
,,-.0005,4.10,15.35,500 / 510,-.85,1.34,-.0036,,
,,-.0001,4.05,15.35,510 / 520,-.95,1.65,-.0046,,
,,.0005,4.00,15.30,520 / 530,-1.10,1.70,-.0044,,
,,.0009,4.00,15.30,530 / 540,-1.00,1.85,-.0056,,
,,.0018,3.95,15.20,540 / 550,-1.00,1.85,-.0059,,
,,.0010,-.80,10.40,550 / 555,-1.55,1.65,-.0018,,
,,.0014,-.85,10.35,555 / 560,-1.25,2.00,-.0044,,
,,.0016,-.85,10.35,560 / 565,-1.15,1.80,-.0041,,
,,.0019,-.90,10.35,565 / 570,-1.10,1.70,-.0040,,
,,.0021,-.90,10.35,570 / 575,-1.25,1.65,-.0033,,
,,.0024,-.90,10.30,575 / 580,-1.20,1.90,-.0045,,
,,.0028,-.95,10.30,580 / 585,-1.25,1.85,-.0042,,
,,.0032,-1.00,10.30,585 / 590,-1.35,1.95,-.0044,,
,,.0035,-1.00,10.25,590 / 595,-1.30,2.10,-.0052,,
,,.0039,-.65,9.85,595 / 600,-.90,1.60,-.0050,,
,,.0044,1.15,7.95,600 / 605,-.90,1.65,-.0053,,
,,.0074,.85,7.35,605 / 610,-1.00,2.25,-.0072,,
,,.0019,-.05,10.15,610 / 615,-1.20,1.60,-.0043,,
,,.0054,-1.10,10.10,615 / 620,-.55,1.80,-.0074,,
,,.0057,.45,8.55,620 / 625,-.75,1.70,-.0066,,
,,.0069,.35,8.35,625 / 630,-.70,1.55,-.0064,,
,,.0101,-1.10,8.75,630 / 635,-.55,1.95,-.0084,,
,,.0040,0,9.85,635 / 640,-.80,2.00,-.0079,,
,,.0078,-1.15,9.80,640 / 645,-.75,2.60,-.0101,,
,,.0085,-1.20,9.70,645 / 650,-1.10,2.60,-.0092,,
,,.0039,.60,9.65,650 / 655,-.90,2.10,-.0085,,
,,.0172,-.70,6.15,655 / 660,-.65,2.25,-.0099,,
,,.0031,2.05,8.90,660 / 665,-.50,3.00,-.0124,,
,,.0187,-1.10,5.90,665 / 670,-1.05,3.05,-.0113,,
,,.0069,2.35,7.45,670 / 675,-1.20,2.45,-.0097,,
,,.0155,.40,5.65,675 / 680,-.75,3.35,-.0132,,
,,.0090,1.85,7.40,680 / 685,-1.20,3.70,-.0131,,
,,.0155,.35,5.80,685 / 690,-1.35,3.65,-.0129,,
,,.0132,.25,7.20,690 / 695,-1.20,3.65,-.0134,,
,,.0113,1.70,7.15,695 / 700,-.60,3.30,-.0141,,
,,.0131,1.70,6.40,700 / 705,-.35,3.15,-.0146,,
,,.0150,.80,6.25,705 / 710,-.65,4.05,-.0156,,
,,.0160,.55,5.95,710 / 715,-1.15,4.45,-.0157,,
,,.0166,-.15,6.20,715 / 720,-1.00,4.05,-.0157,,
,,.0159,.25,6.85,720 / 725,-.75,3.55,-.0159,,
,,.0169,.20,6.10,725 / 730,-.10,3.55,-.0168,,
,,.0173,.05,6.00,730 / 735,.35,4.80,-.0179,,
,,.0177,-.10,5.95,735 / 740,-.75,4.85,-.0175,,
,,.0179,-.25,5.90,740 / 745,-.65,4.55,-.0178,,
,,.0177,-1.70,5.00,745 / 750,-.10,4.65,-.0181,,
,,.0185,.60,6.05,750 / 755,-.40,5.40,-.0182,,
,,.0183,.05,4.90,755 / 760,-.40,5.70,-.0182,,
,,.0188,-.20,5.55,760 / 765,-.25,5.30,-.0185,,
,,.0186,-.50,5.15,765 / 770,-.15,5.50,-.0184,,
,,.0178,-.65,4.50,770 / 775,0,5.60,-.0184,,
,,.0192,-.10,4.90,775 / 780,.10,5.90,-.0180,,
,,.0158,-1.75,4.30,780 / 785,.05,5.75,-.0184,,
,,.0201,-.65,5.65,785 / 790,.40,5.80,-.0179,,
,,.0128,-1.85,3.10,790 / 795,.60,5.85,-.0176,,
,,.0211,.90,4.30,795 / 800,.65,5.95,-.0173,,
,,.0162,-.20,3.10,800 / 805,-.95,5.55,-.0229,,
,,.0179,-.35,3.85,805 / 810,1.70,7.10,-.0118,,
,,.0315,.85,4.55,810 / 820,3.45,10.20,-.0348,,
,,.0292,.75,3.90,820 / 830,4.55,11.25,-.0280,,
,,.0255,0,3.70,830 / 840,4.15,11.00,-.0305,,
,,.0327,.60,4.75,840 / 850,5.20,13.55,-.0150,,
,,.0138,-1.30,2.50,850 / 860,3.05,11.50,-.0339,,
,,.0272,.25,3.75,860 / 870,5.25,14.10,-.0103,,
,,.0155,-1.15,2.90,870 / 880,3.50,12.30,-.0289,,
,,.0151,-1.00,2.75,880 / 890,5.65,14.40,-.0048,,
,,.0164,-.30,2.30,890 / 900,3.70,12.60,-.0269,,
,,.0113,-.70,1.90,900 / 910,4.95,14.80,-.0053,,
,,.0117,-.95,2.25,910 / 920,3.90,13.80,-.0187,,
,,.0103,-1.05,2.15,920 / 930,3.90,15.00,-.0105,,
,,.0083,-1.20,2.04,930 / 940,4.00,15.15,-.0085,,
,,.0050,-1.24,1.65,940 / 950,4.05,15.20,-.0077,,
,,.0097,-.85,1.93,950 / 960,4.15,15.25,-.0064,,
,,.0036,-1.23,1.50,960 / 970,4.15,15.25,-.0063,,
,,.0058,-1.00,1.58,970 / 980,4.20,15.35,-.0049,,
,,.0052,-1.05,1.57,980 / 990,4.20,15.35,-.0049,,
,,.0052,-.60,1.12,990 / 1000,4.25,15.40,-.0039,,
,,.0034,-.73,1.04,1000 / 1010,4.25,15.45,-.0034,,
,,.0028,-1.15,1.40,1010 / 1020,4.30,15.45,-.0029,,
,,.0018,-1.16,1.33,1020 / 1025,-.65,10.45,-.0021,,
,,.0013,-1.21,1.33,1025 / 1030,-.60,10.50,-.0012,,
,,.0027,-1.11,1.36,1030 / 1040,4.35,15.45,-.0023,,
,,.0023,-1.09,1.30,1040 / 1050,4.35,15.45,-.0023,,
,,-.0005,-1.09,.97,1050 / 1060,4.35,15.45,-.0023,,
,,.0016,-.77,.91,1060 / 1070,4.40,15.50,-.0013,,
,,.0009,-.74,.82,1070 / 1075,-.60,10.50,-.0011,,
,,.0008,-.73,.80,1075 / 1080,-.60,10.50,-.0011,,
,,.0016,-.69,.84,1080 / 1090,4.40,15.50,-.0012,,
,,.0014,-.67,.80,1090 / 1100,4.40,15.50,-.0012,,
,,.0028,-.55,.79,1100 / 1125,19.35,30.40,-.0030,,
,,.0029,-.46,.73,1125 / 1150,19.40,30.40,-.0024,,
,,.0013,-.53,.62,1150 / 1175,19.45,30.45,-.0013,,
,,.0022,-.45,.66,1175 / 1200,19.45,30.40,-.0019,,
,,.0004,-.55,.55,1200 / 1225,19.50,30.45,-.0007,,
,,.0010,-.53,.62,1225 / 1250,19.45,30.45,-.0015,,
,,.0009,-.54,.62,1250 / 1275,19.50,30.45,.00,,
,,.0037,-.19,.62,1275 / 1300,19.50,30.45,.00,,
,,-.0015,-.58,.38,1300 / 1325,19.50,30.50,.00,,
,,.0002,-.71,.71,1325 / 1350,19.50,30.50,.00,,
,,.0008,-.63,.71,1350 / 1375,19.50,30.50,.00,,
,,.0019,-.29,.51,1375 / 1400,19.50,30.50,.00,,
,,-.0013,-.47,.29,1400 / 1425,19.50,30.50,.00,,
,,-.0005,-.66,.58,1425 / 1450,19.50,30.50,.00,,

19 NOV 21  (73)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,47.35,52.60,50 / 100,-.03,.04,-.0001,,
,,.0005,47.30,52.45,100 / 150,.02,.25,-.0009,,
,,.0020,47.20,52.25,150 / 200,.04,.42,-.0017,,
,,.0029,47.15,52.10,200 / 250,.05,.43,-.0021,,
,,.0039,47.10,52.00,250 / 300,.29,.56,-.0037,,
,,.0058,46.95,51.80,300 / 350,.57,.76,-.0061,,
,,.0091,46.90,51.20,350 / 400,.79,1.01,-.0088,,
,,.0023,7.90,11.65,400 / 410,.02,.36,-.0020,,
,,.0026,7.85,11.60,410 / 420,.01,.49,-.0025,,
,,.0027,7.85,11.60,420 / 430,0,.52,-.0026,,
,,.0031,7.80,11.55,430 / 440,.05,.55,-.0030,,
,,.0033,7.80,11.55,440 / 450,.05,.55,-.0031,,
,,.0037,7.75,11.50,450 / 460,.10,.65,-.0037,,
,,.0040,7.70,11.50,460 / 470,.10,.70,-.0040,,
,,.0043,7.70,11.45,470 / 480,.05,.70,-.0040,,
,,.0049,7.65,11.35,480 / 490,.20,.85,-.0051,,
,,.0046,8.00,11.15,490 / 500,.15,.80,-.0049,,
,,.0064,7.75,10.85,500 / 510,.30,.95,-.0060,,
,,.0063,7.55,11.15,510 / 520,.30,.95,-.0062,,
,,.0068,7.50,11.10,520 / 530,.35,1.05,-.0068,,
,,.0076,7.40,11.00,530 / 540,.30,1.15,-.0072,,
,,.0082,7.35,10.90,540 / 550,.45,1.35,-.0084,,
,,.0085,7.65,10.60,550 / 560,.65,1.35,-.0092,,
,,.0102,7.60,10.10,560 / 570,.65,1.35,-.0095,,
,,.0104,7.60,10.15,570 / 580,.85,1.60,-.0109,,
,,.0120,7.30,9.90,580 / 590,1.00,1.65,-.0117,,
,,.0121,7.40,9.90,590 / 600,1.10,1.75,-.0125,,
,,.0139,7.10,9.55,600 / 610,1.25,1.95,-.0137,,
,,.0141,7.15,9.55,610 / 620,1.40,2.15,-.0147,,
,,.0155,7.00,9.20,620 / 630,1.50,2.35,-.0157,,
,,.0168,6.75,8.95,630 / 640,1.65,2.60,-.0168,,
,,.0175,6.70,8.80,640 / 650,1.75,2.80,-.0176,,
,,.0189,6.45,8.45,650 / 660,1.90,3.05,-.0187,,
,,.0199,6.10,8.25,660 / 670,2.00,3.35,-.0197,,
,,.0207,5.90,8.15,670 / 680,2.20,3.65,-.0208,,
,,.0214,5.80,7.95,680 / 690,2.50,3.95,-.0218,,
,,.0225,5.45,7.60,690 / 700,2.65,4.10,-.0225,,
,,.0231,5.45,7.40,700 / 710,2.95,4.30,-.0233,,
,,.0239,5.15,6.90,710 / 720,3.30,4.55,-.0240,,
,,.0244,5.00,6.75,720 / 730,3.50,4.75,-.0246,,
,,.0249,4.80,6.50,730 / 740,3.75,5.05,-.0251,,
,,.0254,4.55,6.20,740 / 750,4.05,5.30,-.0255,,
,,.0256,4.25,5.65,750 / 760,3.95,5.65,-.0260,,
,,.0258,4.10,5.55,760 / 770,4.40,6.40,-.0258,,
,,.0258,3.65,5.30,770 / 780,4.80,6.35,-.0258,,
,,.0256,3.40,5.00,780 / 790,5.20,6.50,-.0256,,
,,.0253,3.10,4.75,790 / 800,5.20,6.75,-.0257,,
,,.0244,2.80,4.15,800 / 810,5.60,7.30,-.0248,,
,,.0247,2.85,4.20,810 / 820,5.80,7.35,-.0246,,
,,.0231,2.30,3.70,820 / 830,6.15,7.60,-.0238,,
,,.0232,2.35,3.60,830 / 840,6.45,7.85,-.0229,,
,,.0210,1.80,3.05,840 / 850,6.40,8.10,-.0227,,
,,.0219,2.00,3.20,850 / 860,6.60,8.60,-.0211,,
,,.0196,1.50,2.80,860 / 870,6.75,8.90,-.0200,,
,,.0190,1.35,2.70,870 / 880,6.95,9.15,-.0188,,
,,.0174,1.10,2.40,880 / 890,7.35,9.25,-.0172,,
,,.0164,1.00,2.20,890 / 900,7.30,9.20,-.0176,,
,,.0155,.85,2.10,900 / 910,7.40,9.65,-.0157,,
,,.0149,.85,1.95,910 / 920,7.50,9.90,-.0144,,
,,.0132,.75,1.60,920 / 930,7.65,10.00,-.0134,,
,,.0122,.65,1.45,930 / 940,7.75,10.10,-.0126,,
,,.0111,.45,1.40,940 / 950,7.85,10.20,-.0117,,
,,.0110,.45,1.40,950 / 960,8.00,10.30,-.0105,,
,,.0097,.40,1.15,960 / 970,8.05,10.35,-.0100,,
,,.0086,.30,1.05,970 / 980,8.15,10.45,-.0090,,
,,.0079,.25,.95,980 / 990,8.20,10.50,-.0085,,
,,.0076,.25,.90,990 / 1000,7.90,10.75,-.0087,,
,,.0163,.85,1.55,1000 / 1025,22.05,25.50,-.0169,,
,,.0130,.60,1.25,1025 / 1050,22.30,25.85,-.0134,,
,,.0103,.45,.95,1050 / 1075,22.50,26.10,-.0106,,
,,.0086,.40,.75,1075 / 1100,22.60,26.25,-.0088,,
,,.0070,.31,.61,1100 / 1125,22.70,26.40,-.0071,,
,,.0060,.22,.57,1125 / 1150,22.80,26.50,-.0057,,
,,.0042,.08,.43,1150 / 1175,22.85,26.60,-.0046,,
,,.0038,.09,.39,1175 / 1200,22.85,26.65,-.0041,,
,,.0034,.06,.37,1200 / 1225,22.90,26.75,-.0030,,
,,.0026,0,.32,1225 / 1250,22.65,27.05,-.0026,,
,,.0026,-.01,.33,1250 / 1275,22.40,27.35,-.0022,,
,,.0022,-.05,.32,1275 / 1300,22.40,27.40,-.0018,,
,,.0017,-.10,.30,1300 / 1325,22.40,27.40,-.0017,,
,,.0014,-.15,.31,1325 / 1350,22.40,27.45,-.0013,,
,,.0013,-.16,.32,1350 / 1375,22.40,27.50,-.0009,,
,,.0014,-.14,.32,1375 / 1400,22.40,27.50,-.0009,,
,,.0002,-.22,.21,1400 / 1425,22.40,27.50,-.0009,,
,,.0013,-.15,.33,1425 / 1450,22.40,27.55,-.0005,,

17 DEC 21  (101)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,47.40,52.45,50 / 100,.06,.08,-.0004,,
,,.0014,47.30,52.25,100 / 150,.13,.18,-.0010,,
,,.0024,47.20,52.05,150 / 200,.20,.38,-.0020,,
,,.0034,47.15,51.90,200 / 250,.23,.66,-.0033,,
,,.0049,47.05,51.70,250 / 300,.36,.82,-.0047,,
,,.0074,46.80,51.40,300 / 350,.69,1.03,-.0072,,
,,.0112,46.40,50.95,350 / 400,1.02,1.44,-.0107,,
,,.0029,7.40,11.90,400 / 410,.05,.60,-.0028,,
,,.0032,7.40,11.85,410 / 420,.05,.65,-.0030,,
,,.0034,7.40,11.80,420 / 430,.05,.65,-.0032,,
,,.0036,7.35,11.80,430 / 440,.15,.75,-.0038,,
,,.0040,7.30,11.75,440 / 450,.15,.70,-.0038,,
,,.0044,7.30,11.65,450 / 460,.25,.80,-.0044,,
,,.0048,7.25,11.60,460 / 470,.20,.85,-.0046,,
,,.0052,7.20,11.55,470 / 480,.25,.95,-.0051,,
,,.0057,7.15,11.45,480 / 490,.35,1.05,-.0058,,
,,.0061,7.30,11.20,490 / 500,.50,1.05,-.0063,,
,,.0067,7.25,11.10,500 / 510,.45,1.10,-.0065,,
,,.0072,7.00,11.20,510 / 520,.45,1.35,-.0073,,
,,.0078,6.95,11.10,520 / 530,.40,1.35,-.0074,,
,,.0076,7.70,10.55,530 / 540,.70,1.65,-.0089,,
,,.0104,7.40,9.65,540 / 550,.75,1.60,-.0092,,
,,.0094,7.25,10.35,550 / 560,.85,1.70,-.0098,,
,,.0109,7.00,10.00,560 / 570,.90,1.85,-.0105,,
,,.0102,7.45,10.05,570 / 580,1.00,1.95,-.0111,,
,,.0127,6.95,9.35,580 / 590,1.25,2.15,-.0122,,
,,.0119,7.40,9.55,590 / 600,1.35,2.30,-.0129,,
,,.0137,6.95,9.05,600 / 610,1.50,2.40,-.0136,,
,,.0150,6.35,8.95,610 / 620,1.70,2.60,-.0145,,
,,.0150,6.60,8.90,620 / 630,1.50,2.75,-.0148,,
,,.0161,6.30,8.60,630 / 640,1.95,3.30,-.0164,,
,,.0163,6.25,8.80,640 / 650,1.80,3.25,-.0165,,
,,.0091,2.05,4.65,650 / 655,.55,2.20,-.0086,,
,,.0088,2.00,5.05,655 / 660,.65,2.30,-.0089,,
,,.0083,2.55,5.20,660 / 665,.65,2.35,-.0091,,
,,.0094,2.20,4.40,665 / 670,.85,2.40,-.0094,,
,,.0093,2.35,4.45,670 / 675,.70,2.30,-.0092,,
,,.0097,2.00,4.40,675 / 680,.75,2.55,-.0095,,
,,.0096,1.95,4.60,680 / 685,.95,2.60,-.0098,,
,,.0097,2.05,4.55,685 / 690,.90,2.50,-.0098,,
,,.0099,1.90,4.40,690 / 695,1.25,2.65,-.0101,,
,,.0100,2.05,4.40,695 / 700,1.30,2.40,-.0101,,
,,.0102,2.05,4.10,700 / 705,1.40,2.50,-.0103,,
,,.0103,2.00,4.00,705 / 710,1.45,2.50,-.0104,,
,,.0104,1.90,4.00,710 / 715,1.25,2.55,-.0104,,
,,.0105,1.80,4.00,715 / 720,1.20,2.85,-.0106,,
,,.0106,1.75,3.90,720 / 725,1.25,3.05,-.0107,,
,,.0107,1.80,3.85,725 / 730,1.15,3.20,-.0108,,
,,.0108,1.70,3.75,730 / 735,1.25,3.40,-.0109,,
,,.0108,1.55,3.70,735 / 740,1.15,3.30,-.0110,,
,,.0109,1.50,3.70,740 / 745,1.45,3.50,-.0110,,
,,.0109,1.45,3.65,745 / 750,1.45,3.35,-.0111,,
,,.0110,1.45,3.55,750 / 755,1.80,3.60,-.0109,,
,,.0110,1.35,3.45,755 / 760,1.45,3.35,-.0112,,
,,.0110,1.30,3.45,760 / 765,1.55,3.75,-.0111,,
,,.0110,1.35,3.35,765 / 770,1.55,3.80,-.0111,,
,,.0110,1.30,3.20,770 / 775,1.70,3.85,-.0111,,
,,.0109,1.25,3.10,775 / 780,1.70,3.85,-.0111,,
,,.0108,1.15,3.00,780 / 785,1.75,3.95,-.0111,,
,,.0110,1.20,3.05,785 / 790,1.85,4.05,-.0110,,
,,.0105,1.10,2.55,790 / 795,1.85,4.10,-.0110,,
,,.0107,1.40,2.50,795 / 800,1.90,4.20,-.0109,,
,,.0110,1.30,2.75,800 / 805,2.05,4.30,-.0107,,
,,.0106,.90,2.75,805 / 810,1.95,4.20,-.0109,,
,,.0107,.95,2.75,810 / 815,2.10,4.40,-.0106,,
,,.0103,.80,2.55,815 / 820,2.05,4.40,-.0107,,
,,.0105,.90,2.60,820 / 825,2.10,4.60,-.0104,,
,,.0098,.65,2.35,825 / 830,2.10,4.65,-.0103,,
,,.0102,.70,2.50,830 / 835,2.15,4.70,-.0102,,
,,.0100,.60,2.45,835 / 840,2.20,4.80,-.0100,,
,,.0097,.50,2.40,840 / 845,2.55,4.85,-.0093,,
,,.0097,.50,2.35,845 / 850,2.55,4.60,-.0098,,
,,.0094,.45,2.25,850 / 855,2.60,4.70,-.0095,,
,,.0098,.70,2.20,855 / 860,2.70,4.40,-.0099,,
,,.0183,1.90,3.15,860 / 870,6.80,8.20,-.0184,,
,,.0163,1.25,2.85,870 / 880,6.95,8.80,-.0168,,
,,.0175,1.55,3.10,880 / 890,6.35,8.95,-.0178,,
,,.0160,1.40,2.60,890 / 900,6.90,9.60,-.0150,,
,,.0151,1.20,2.40,900 / 910,6.55,9.35,-.0166,,
,,.0138,.85,2.30,910 / 920,6.75,9.70,-.0152,,
,,.0136,.70,2.40,920 / 930,7.40,10.00,-.0124,,
,,.0127,.60,2.20,930 / 940,7.15,9.60,-.0143,,
,,.0135,.95,2.10,940 / 950,7.30,10.15,-.0122,,
,,.0113,.80,1.55,950 / 960,7.15,10.45,-.0116,,
,,.0109,.75,1.50,960 / 970,7.25,10.50,-.0111,,
,,.0099,.55,1.40,970 / 980,7.75,10.50,-.0093,,
,,.0096,.55,1.35,980 / 990,7.60,10.15,-.0111,,
,,.0089,.50,1.20,990 / 1000,7.65,10.55,-.0095,,
,,.0084,.45,1.15,1000 / 1010,7.75,10.80,-.0080,,
,,.0066,.10,1.05,1010 / 1020,7.70,10.85,-.0080,,
,,.0082,.30,1.25,1020 / 1030,8.10,10.95,-.0058,,
,,.0059,0,1.00,1030 / 1040,8.20,10.65,-.0066,,
,,.0071,.15,1.15,1040 / 1050,7.75,10.70,-.0083,,
,,.0058,.15,.85,1050 / 1060,7.80,11.40,-.0050,,
