This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 5/4/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
684.90,-24.54,"27,043,143",703.80,706.00,680.50

7 MAY 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0025,-.33,.56,980 / 990,1.45,18.35,-.0022,,
,,.0025,-.31,.55,990 / 1000,1.45,18.35,-.0022,,
,,.0043,-.16,.55,1000 / 1025,16.30,33.25,-.0049,,
,,.0026,-.18,.39,1025 / 1050,16.35,33.35,-.0034,,
,,.0039,-.16,.54,1050 / 1075,16.40,33.40,-.0024,,
,,.0017,-.32,.46,1075 / 1100,16.40,33.40,-.0023,,
,,.0017,-.29,.44,1100 / 1125,16.40,33.45,-.0017,,
,,.0019,-.31,.49,1125 / 1150,16.40,33.50,-.0012,,
,,.0011,-.38,.48,1150 / 1175,16.40,33.50,-.0011,,
,,.0009,-.39,.47,1175 / 1200,16.40,33.50,-.0011,,
,,.0008,-.39,.46,1200 / 1225,16.45,33.55,-.0001,,
,,.0007,-.39,.45,1225 / 1250,16.40,33.55,-.0006,,
,,-.0012,-.39,.23,1250 / 1275,16.40,33.55,-.0006,,
,,.0023,-.18,.44,1275 / 1300,16.45,33.55,-.0001,,
,,.0004,-.40,.44,1300 / 1325,16.40,33.55,-.0005,,
,,-.0002,-.41,.37,1325 / 1350,16.40,33.60,-.0001,,
,,.0006,-.34,.40,1350 / 1375,16.40,33.60,-.0001,,
,,.0002,-.37,.38,1375 / 1400,16.40,33.60,-.0001,,

18 JUN 21  (46)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,-7.50,9.50,1 / 2,-.01,.01,.00,,
,,.00,-7.50,9.50,2 / 3,-.01,.01,.00,,
,,.00,-7.50,9.50,3 / 4,-.01,.01,.00,,
,,.00,-7.50,9.50,4 / 5,-.01,.01,.00,,
,,.00,-7.50,9.50,5 / 6,-.01,.01,.00,,
,,.00,-7.50,9.50,6 / 7,-.01,.01,.00,,
,,.00,-7.50,9.50,7 / 8,-.01,.01,.00,,
,,.00,-7.50,9.50,8 / 9,-.01,.01,.00,,
,,.00,-7.50,9.50,9 / 10,-.01,.01,.00,,
,,.00,-7.50,9.50,10 / 11,-.01,.01,.00,,
,,.00,-7.50,9.50,11 / 12,-.01,.01,.00,,
,,.00,-7.50,9.50,12 / 13,-.01,.01,.00,,
,,.00,-7.50,9.50,13 / 14,-.01,.01,.00,,
,,.00,-7.50,9.50,14 / 15,-.01,.01,.00,,
,,.00,-7.50,9.50,15 / 16,-.01,.21,-.0003,,
,,.00,-7.50,9.50,16 / 17,-.21,.01,.0003,,
,,.00,-7.50,9.50,17 / 18,-.01,.21,-.0003,,
,,.00,-7.50,9.50,18 / 19,-.21,.21,.00,,
,,.00,-7.50,9.50,19 / 20,-.21,.01,.0003,,
,,.00,-7.50,9.50,20 / 21,-.01,.05,-.0001,,
,,.00,-7.50,9.50,21 / 22,-.05,.21,-.0002,,
,,.00,-7.50,9.50,22 / 23,-.21,.05,.0002,,
,,.00,-7.50,9.45,23 / 24,-.05,.05,.00,,
,,.00,-7.45,9.45,24 / 25,-.05,.01,.0001,,
,,.00,-7.45,9.45,25 / 26,-.01,.05,-.0001,,
,,.00,-7.45,9.45,26 / 27,-.05,.01,.0001,,
,,.00,-7.45,9.45,27 / 28,-.01,.23,-.0004,,
,,.00,-7.45,9.45,28 / 29,-.23,.23,.00,,
,,.00,-7.45,9.45,29 / 30,-.23,.02,.0004,,
,,.00,-7.45,9.45,30 / 31,-.02,.24,-.0004,,
,,.00,-7.45,9.45,31 / 32,-.24,.02,.0004,,
,,.00,-7.45,9.45,32 / 33,-.02,.02,.00,,
,,.00,-7.45,9.45,33 / 34,-.02,.02,.00,,
,,.00,-7.45,9.45,34 / 35,-.02,.02,.00,,
,,.00,-7.45,9.45,35 / 36,-.02,.02,.00,,
,,.00,-7.45,9.45,36 / 37,-.02,.02,.00,,
,,.00,-7.45,9.45,37 / 38,-.02,.02,.00,,
,,.00,-7.45,9.45,38 / 39,-.02,.02,.00,,
,,.00,-7.45,9.45,39 / 40,-.02,.02,.00,,
,,.00,-6.45,10.45,40 / 42,-.02,.02,.00,,
,,.00,-6.45,10.45,42 / 44,-.02,.02,.00,,
,,.00,-6.45,10.55,44 / 46,-.02,.02,.00,,
,,.00,-6.55,10.55,46 / 48,-.02,.03,.00,,
,,.00,-6.55,10.55,48 / 50,-.01,.03,-.0001,,
,,.00,-6.55,10.55,50 / 52,-.03,.20,-.0004,,
,,.00,-6.55,10.55,52 / 54,-.22,.22,.00,,
,,.00,-6.55,10.55,54 / 56,-.22,.10,.0002,,
,,.00,-6.55,10.55,56 / 58,-.10,.21,-.0002,,
,,.00,-6.55,10.55,58 / 60,-.21,.03,.0004,,
,,.00,-6.55,10.55,60 / 62,-.03,.10,-.0002,,
,,.00,-6.55,10.55,62 / 64,-.10,.21,-.0003,,
,,.00,-6.55,10.55,64 / 66,-.21,.21,.00,,
,,.00,-6.55,10.55,66 / 68,-.21,.21,.00,,
,,.00,-7.55,9.55,68 / 69,-.21,.21,.00,,
,,.00,-7.55,9.55,69 / 70,-.21,.05,.0004,,
,,.00,-7.55,9.55,70 / 71,-.05,.21,-.0004,,
,,.00,-7.55,9.55,71 / 72,-.21,.21,.00,,
,,.00,-7.55,9.50,72 / 73,-.21,.21,.00,,
,,.00,-7.50,9.55,73 / 74,-.21,.21,.00,,
,,.00,-7.55,9.55,74 / 75,-.21,.05,.0004,,
,,.00,-7.55,9.50,75 / 76,-.05,.05,.00,,
,,.00,-7.50,9.50,76 / 77,-.05,.21,-.0004,,
,,.00,-7.50,9.50,77 / 78,-.21,.21,.00,,
,,.00,-7.50,9.50,78 / 79,-.21,.21,.00,,
,,.00,-7.50,9.50,79 / 80,-.20,.05,.0004,,
,,.00,-7.50,9.50,80 / 81,-.05,.20,-.0004,,
,,.00,-7.50,9.50,81 / 82,-.21,.21,.00,,
,,.00,-7.50,9.50,82 / 83,-.21,.21,.00,,
,,.00,-7.50,9.50,83 / 84,-.21,.05,.0004,,
,,.00,-7.50,9.50,84 / 85,-.05,.21,-.0004,,
,,.00,-7.50,9.50,85 / 86,-.21,.21,.00,,
,,.00,-7.50,9.50,86 / 87,-.21,.21,.00,,
,,.00,-7.50,9.50,87 / 88,-.21,.21,.00,,
,,.00,-7.50,9.50,88 / 89,-.21,.21,.00,,
,,.00,-7.50,9.50,89 / 90,-.20,.05,.0004,,
,,.00,-7.50,9.50,90 / 91,-.05,.20,-.0004,,
,,.00,-7.50,9.50,91 / 92,-.21,.21,.00,,
,,.00,-7.50,9.50,92 / 93,-.21,.21,.00,,
,,.00,-7.50,9.50,93 / 94,-.21,.21,.00,,
,,.00,-7.50,9.50,94 / 95,-.21,.21,.00,,
,,.00,-7.50,9.50,95 / 96,-.21,.21,.00,,
,,.00,-7.50,9.50,96 / 97,-.21,.21,.00,,
,,.00,-7.50,9.50,97 / 98,-.21,.21,.00,,
,,.00,-7.50,9.50,98 / 99,-.20,.21,.00,,
,,.00,-7.50,9.50,99 / 100,-.18,.03,.0004,,
,,.00,-6.50,10.50,100 / 102,-.03,.18,-.0005,,
,,.00,-6.50,10.50,102 / 104,-.21,.20,.00,,
,,.00,-6.50,10.50,104 / 106,-.18,.12,.0002,,
,,.00,-6.50,10.50,106 / 108,-.12,.18,-.0002,,
,,.00,-6.50,10.50,108 / 110,-.20,.21,.00,,
,,.00,-6.50,10.50,110 / 112,-.21,.20,.00,,
,,.00,-6.50,10.50,112 / 114,-.21,.12,.0003,,
,,.00,-6.50,10.50,114 / 116,-.12,.21,-.0003,,
,,.00,-6.50,10.50,116 / 118,-.19,.21,-.0001,,
,,.00,-6.50,10.50,118 / 120,-.20,.19,.00,,
,,.00,-6.50,10.50,120 / 122,-.21,.20,.00,,
,,.00,-6.50,10.50,122 / 124,-.20,.21,.00,,
,,.00,-6.50,10.50,124 / 126,-.21,.20,.00,,
,,.00,-6.55,10.50,126 / 128,-.21,.21,.00,,
,,.00,-6.55,10.55,128 / 130,-.19,.10,.0003,,
,,.00,-6.55,10.55,130 / 132,-.10,.19,-.0003,,
,,.00,-6.55,10.55,132 / 134,-.21,.21,.00,,
,,.00,-6.55,10.55,134 / 136,-.21,.21,.00,,
,,.00,-6.55,10.55,136 / 138,-.21,.21,.00,,
,,.00,-6.55,10.55,138 / 140,-.16,.21,-.0002,,
,,.00,-6.55,10.55,140 / 142,-.21,.16,.0002,,
,,.00,-6.55,10.60,142 / 144,-.21,.21,.00,,
,,.00,-6.60,10.60,144 / 146,-.21,.21,.00,,
,,.00,-6.60,10.60,146 / 148,-.16,.21,-.0002,,
,,.00,-6.60,10.60,148 / 150,-.16,.10,.0002,,
,,.00,-6.60,10.60,150 / 152,-.10,.16,-.0002,,
,,.00,-6.60,10.60,152 / 154,-.21,.16,.0002,,
,,.00,-6.60,10.60,154 / 156,-.21,.11,.0004,,
,,.00,-6.60,10.60,156 / 158,-.11,.21,-.0004,,
,,.00,-6.60,10.60,158 / 160,-.15,.22,-.0003,,
,,.00,-6.60,10.60,160 / 162,-.22,.16,.0002,,
,,.00,-6.60,10.55,162 / 164,-.20,.23,-.0001,,
,,.00,-6.60,10.55,164 / 166,-.23,.21,.0001,,
,,.00,-6.60,10.55,166 / 168,-.23,.24,.00,,
,,.00,-6.55,10.55,168 / 170,-.17,.10,.0003,,
,,.00,-6.55,10.55,170 / 172,-.10,.18,-.0003,,
,,.00,-6.55,10.55,172 / 174,-.21,.25,-.0002,,
,,.00,-6.55,10.55,174 / 176,-.25,.22,.0001,,
,,.00,-6.55,10.55,176 / 178,-.26,.26,.00,,
,,.00,-6.55,10.55,178 / 180,-.17,.27,-.0004,,
,,.00,-6.55,10.55,180 / 182,-.27,.18,.0003,,
,,.00,-6.55,10.55,182 / 184,-.19,.28,-.0003,,
,,.00,-6.55,10.55,184 / 186,-.28,.20,.0003,,
,,.00,-6.55,10.50,186 / 188,-.28,.23,.0002,,
,,.0003,-6.55,10.50,188 / 190,-.18,.23,-.0002,,
,,.00,-6.55,10.55,190 / 192,-.23,.25,-.0001,,
,,.00,-6.55,10.55,192 / 194,-.30,.31,-.0001,,
,,.00,-6.55,10.55,194 / 196,-.31,.32,-.0001,,
,,.00,-6.55,10.55,196 / 198,-.32,.32,.00,,
,,.00,-7.55,9.55,198 / 199,-.32,.33,.00,,
,,.00,-7.55,9.55,199 / 200,-.21,.18,.0001,,
,,.00,-7.55,9.55,200 / 201,-.14,.12,.0001,,
,,.0003,-7.55,9.50,201 / 202,-.24,.30,-.0003,,
,,.00,-7.50,9.50,202 / 203,-.30,.34,-.0002,,
,,-.0006,-7.50,9.60,203 / 204,-.34,.31,.0001,,
,,.0004,-4.60,12.55,204 / 208,-.35,.36,-.0001,,
,,.0003,-6.60,10.55,208 / 210,-.36,.37,-.0001,,
,,.00,-6.60,10.60,210 / 212,-.36,.38,-.0001,,
,,.0005,-4.60,12.50,212 / 216,-.28,.39,-.0005,,
,,.00,-4.50,12.50,216 / 220,-.35,.31,.0001,,
,,.00,-4.50,12.50,220 / 224,-.34,.38,-.0002,,
,,.0005,-4.55,12.45,224 / 228,-.40,.38,.00,,
,,.00,-6.50,10.50,228 / 230,-.41,.43,-.0001,,
,,.00,-6.50,10.50,230 / 232,-.41,.43,-.0001,,
,,.0003,-4.50,12.45,232 / 236,-.40,.43,-.0002,,
,,-.0002,-4.50,12.55,236 / 240,-.39,.20,.0008,,
,,.0003,-4.60,12.55,240 / 244,-.17,.43,-.0012,,
,,.0005,-4.55,12.45,244 / 248,-.40,.43,-.0002,,
,,.00,-6.45,10.45,248 / 250,-.28,.20,.0003,,
,,.00,-6.45,10.45,250 / 252,-.18,.31,-.0006,,
,,.0005,-4.50,12.40,252 / 256,-.40,.44,-.0002,,
,,.00,-4.45,12.45,256 / 260,-.40,.43,-.0002,,
,,.0006,1.50,18.40,260 / 270,-.36,.47,-.0006,,
,,.0004,1.50,18.45,270 / 280,-.36,.47,-.0007,,
,,.0011,1.45,18.35,280 / 290,-.36,.47,-.0007,,
,,.0009,1.50,18.35,290 / 300,-.23,.24,-.0003,,
,,.0003,-4.45,12.40,300 / 304,-.16,.32,-.0008,,
,,-.0004,-6.40,10.50,304 / 306,-.41,.44,-.0002,,
,,.0005,-6.55,10.45,306 / 308,-.41,.44,-.0002,,
,,.0003,-6.50,10.45,308 / 310,-.42,.44,-.0002,,
,,.0003,-6.45,10.40,310 / 312,-.41,.44,-.0002,,
,,.0003,-6.45,10.40,312 / 314,-.41,.44,-.0002,,
,,-.0002,-6.45,10.50,314 / 316,-.42,.43,-.0001,,
,,.0001,-6.50,10.50,316 / 318,-.40,.44,-.0002,,
,,.0007,-6.55,10.40,318 / 320,-.41,.43,-.0001,,
,,.0001,-6.45,10.45,320 / 322,-.40,.45,-.0003,,
,,.0003,-6.45,10.40,322 / 324,-.42,.43,-.0001,,
,,.0001,-6.45,10.45,324 / 326,-.40,.45,-.0003,,
,,.0001,-6.50,10.50,326 / 328,-.42,.44,-.0002,,
,,.0005,-6.50,10.40,328 / 330,-.41,.45,-.0002,,
,,.0003,-6.45,10.40,330 / 332,-.41,.45,-.0002,,
,,.0003,-6.45,10.40,332 / 334,-.42,.45,-.0002,,
,,-.0002,-6.40,10.45,334 / 336,-.34,.44,-.0005,,
,,.0005,-6.50,10.40,336 / 338,-.32,.36,-.0003,,
,,.0003,-6.45,10.40,338 / 340,-.32,.36,-.0003,,
,,.0003,-6.45,10.40,340 / 342,-.32,.36,-.0003,,
,,-.0001,-6.45,10.50,342 / 344,-.32,.35,-.0002,,
,,.00,-7.50,9.50,344 / 345,-.32,.35,-.0002,,
,,.0005,-7.50,9.40,345 / 346,-.33,.34,-.0001,,
,,.0005,-6.45,10.35,346 / 348,-.39,.36,.00,,
,,.0001,-6.40,10.40,348 / 350,-.32,.21,.0004,,
,,.0001,-6.45,10.45,350 / 352,-.08,.36,-.0013,,
,,.0005,-6.50,10.40,352 / 354,-.40,.35,.0001,,
,,.0003,-7.45,9.40,354 / 355,-.32,.43,-.0005,,
,,.0003,-7.45,9.40,355 / 356,-.32,.34,-.0001,,
,,-.0001,-6.40,10.45,356 / 358,-.39,.35,.0001,,
,,.0003,-6.50,10.45,358 / 360,-.30,.45,-.0008,,
,,.0006,-6.50,10.40,360 / 362,-.32,.36,-.0003,,
,,.0006,-6.45,10.35,362 / 364,-.31,.37,-.0004,,
,,-.0002,-7.40,9.45,364 / 365,-.33,.35,-.0001,,
,,.0001,-7.45,9.45,365 / 366,-.42,.35,.0003,,
,,.0008,-6.50,10.35,366 / 368,-.31,.47,-.0008,,
,,.0003,-6.45,10.40,368 / 370,-.32,.38,-.0004,,
,,.0001,-6.45,10.45,370 / 372,-.32,.37,-.0003,,
,,.0003,-6.50,10.45,372 / 374,-.31,.37,-.0004,,
,,.0005,-7.50,9.40,374 / 375,-.33,.36,-.0002,,
,,.0001,-7.40,9.40,375 / 376,-.43,.36,.0002,,
,,.0007,-4.50,12.40,376 / 380,-.28,.51,-.0013,,
,,.0009,-4.55,12.40,380 / 384,-.38,.41,-.0004,,
,,.0001,-7.45,9.45,384 / 385,-.33,.46,-.0006,,
,,.0011,-5.50,11.30,385 / 388,-.39,.40,-.0003,,
,,.0001,-6.40,10.40,388 / 390,-.31,.48,-.0009,,
,,.0006,-6.50,10.40,390 / 392,-.41,.39,-.0001,,
,,.0011,-5.50,11.30,392 / 395,-.39,.51,-.0008,,
,,-.0001,-7.35,9.40,395 / 396,-.43,.37,.0002,,
,,.0014,-4.50,12.25,396 / 400,-.27,.33,-.0006,,
,,.0013,-3.45,13.25,400 / 405,-.05,.54,-.0026,,
,,.0014,-3.50,13.30,405 / 410,-.22,.45,-.0015,,
,,.0016,-3.55,13.30,410 / 415,-.32,.47,-.0012,,
,,.0018,-3.55,13.25,415 / 420,-.27,.58,-.0019,,
,,.0017,-3.55,13.30,420 / 425,-.31,.53,-.0015,,
,,.0021,-3.60,13.25,425 / 430,-.20,.60,-.0023,,
,,.0020,-3.55,13.25,430 / 435,-.19,.49,-.0019,,
,,.0022,-3.55,13.20,435 / 440,-.27,.44,-.0014,,
,,.0025,-3.55,13.15,440 / 445,-.09,.58,-.0028,,
,,.0027,-3.55,13.10,445 / 450,-.10,.49,-.0025,,
,,.0025,-3.45,13.05,450 / 455,-.10,.50,-.0025,,
,,.0024,-3.40,13.05,455 / 460,-.15,.45,-.0022,,
,,.0030,-3.50,13.00,460 / 465,0,.55,-.0033,,
,,.0031,-3.45,12.95,465 / 470,0,.50,-.0031,,
,,.0032,-3.40,12.90,470 / 475,0,.60,-.0036,,
,,.0036,-3.40,12.80,475 / 480,-.05,.70,-.0038,,
,,.0037,-3.35,12.75,480 / 485,-.10,.70,-.0037,,
,,.0041,-3.35,12.65,485 / 490,-.20,.60,-.0030,,
,,.0040,-3.25,12.60,490 / 495,-.05,.75,-.0042,,
,,.0046,-3.25,12.45,495 / 500,0,.75,-.0044,,
,,.0045,-3.15,12.40,500 / 505,.05,.70,-.0045,,
,,.0051,-3.15,12.25,505 / 510,.10,.80,-.0051,,
,,.0052,-3.05,12.15,510 / 515,.05,.85,-.0052,,
,,.0056,-3.00,12.00,515 / 520,.10,.90,-.0056,,
,,.0057,-2.90,11.90,520 / 525,.10,.90,-.0057,,
,,.0062,-2.85,11.75,525 / 530,.15,.95,-.0062,,
,,.0065,-2.80,11.60,530 / 535,.20,1.00,-.0066,,
,,.0068,-2.70,11.45,535 / 540,.25,1.05,-.0070,,
,,.0070,-2.60,11.30,540 / 545,.05,1.05,-.0065,,
,,.0076,-2.55,11.10,545 / 550,.30,1.25,-.0079,,
,,.0162,1.80,15.05,550 / 560,.95,2.00,-.0157,,
,,.0175,1.90,14.60,560 / 570,1.00,2.45,-.0175,,
,,.0189,2.00,14.10,570 / 580,1.20,2.70,-.0191,,
,,.0204,2.05,13.60,580 / 590,1.35,2.95,-.0204,,
,,.0219,2.10,13.05,590 / 600,1.55,3.25,-.0219,,
,,.0233,2.20,12.45,600 / 610,1.75,3.55,-.0233,,
,,.0246,2.25,11.85,610 / 620,1.90,3.85,-.0246,,
,,.0257,2.30,11.30,620 / 630,2.65,4.20,-.0265,,
,,.0269,2.30,10.70,630 / 640,3.00,4.05,-.0270,,
,,.0270,3.75,10.10,640 / 650,3.30,4.30,-.0279,,
,,.0295,2.30,8.15,650 / 660,3.50,4.65,-.0287,,
,,.0293,3.40,7.80,660 / 670,3.75,5.00,-.0294,,
,,.0298,4.45,6.10,670 / 680,4.10,5.35,-.0299,,
,,.0301,4.25,5.75,680 / 690,4.35,5.65,-.0302,,
,,.0301,4.00,5.35,690 / 700,4.65,6.00,-.0302,,
,,.0301,3.75,5.00,700 / 710,4.90,6.25,-.0303,,
,,.0297,3.45,4.65,710 / 720,5.20,7.85,-.0283,,
,,.0293,3.15,4.35,720 / 730,4.25,7.05,-.0311,,
,,.0287,2.90,4.05,730 / 740,5.75,8.80,-.0259,,
,,.0278,2.60,3.75,740 / 750,4.50,9.20,-.0274,,
,,.0268,2.30,3.50,750 / 760,4.65,9.70,-.0261,,
,,.0258,2.10,3.20,760 / 770,2.65,10.15,-.0308,,
,,.0247,1.90,2.95,770 / 780,2.55,10.60,-.0314,,
,,.0230,1.60,2.65,780 / 790,6.90,13.25,-.0085,,
,,.0219,1.45,2.45,790 / 800,2.40,11.45,-.0297,,
,,.0201,1.20,2.20,800 / 810,2.30,14.25,-.0205,,
,,.0188,1.05,2.00,810 / 820,2.25,14.75,-.0187,,
,,.0173,.90,1.80,820 / 830,2.15,15.15,-.0174,,
,,.0159,.75,1.65,830 / 840,2.05,15.55,-.0161,,
,,.0145,.60,1.50,840 / 850,1.95,15.95,-.0146,,
,,.0132,.50,1.35,850 / 860,1.90,14.45,-.0233,,
,,.0121,.45,1.20,860 / 870,3.70,16.55,-.0016,,
,,.0100,.30,1.00,870 / 880,1.80,16.80,-.0107,,
,,.0097,.30,.95,880 / 890,1.70,17.05,-.0098,,
,,.0087,.25,.85,890 / 900,1.65,17.25,-.0088,,
,,.0317,1.60,2.15,900 / 950,40.05,56.20,-.0321,,
,,.0049,.02,.54,950 / 960,1.40,18.10,-.0046,,
,,.0037,-.07,.46,960 / 970,1.40,18.20,-.0038,,
,,.0037,-.04,.45,970 / 980,1.35,18.20,-.0041,,
,,.0030,-.08,.39,980 / 990,1.35,18.30,-.0033,,
,,.0028,-.08,.38,990 / 1000,1.35,18.35,-.0029,,
,,.0028,-.08,.38,1000 / 1010,1.35,18.40,-.0025,,
,,.0022,-.11,.33,1010 / 1020,1.35,18.35,-.0028,,
,,.0021,-.09,.31,1020 / 1030,1.55,18.45,-.0004,,
,,.0019,-.10,.29,1030 / 1040,1.45,18.35,-.0020,,
,,.0015,-.11,.26,1040 / 1050,1.35,18.30,-.0032,,
,,.0016,-.10,.26,1050 / 1060,1.45,18.40,-.0015,,
,,.0017,-.09,.27,1060 / 1070,1.45,18.50,-.0007,,
,,.0013,-.12,.25,1070 / 1080,1.40,18.50,-.0011,,
,,.0015,-.09,.25,1080 / 1090,1.45,18.45,-.0011,,
,,.0015,-.04,.20,1090 / 1100,1.40,18.45,-.0015,,
,,.0002,-.14,.14,1100 / 1110,1.40,18.50,-.0010,,
,,.0009,-.15,.24,1110 / 1120,1.50,18.50,-.0002,,
,,.0010,-.14,.24,1120 / 1130,1.40,18.35,-.0023,,
,,.0007,-.15,.22,1130 / 1140,1.45,18.45,-.0010,,
,,.0006,-.16,.22,1140 / 1150,1.55,18.55,.0007,,
,,.0008,-.14,.22,1150 / 1160,1.40,18.50,-.0010,,
,,.0006,-.14,.20,1160 / 1170,1.40,18.50,-.0010,,
,,.0005,-.16,.20,1170 / 1180,1.45,18.45,-.0010,,
,,.0006,-.16,.22,1180 / 1190,1.50,18.55,.0004,,
,,.0003,-.15,.17,1190 / 1200,1.40,18.45,-.0014,,
,,.0024,-.09,.36,1200 / 1225,16.45,33.45,-.0011,,
,,-.0001,-.27,.23,1225 / 1250,16.45,33.55,-.0001,,
,,.0019,-.15,.36,1250 / 1275,16.40,33.55,-.0006,,
,,-.0004,-.29,.22,1275 / 1300,16.40,33.45,-.0015,,
,,.0005,-.15,.20,1300 / 1325,16.50,33.50,-.0001,,
,,.0012,-.03,.17,1325 / 1350,16.50,33.55,.0004,,
,,-.0003,-.13,.08,1350 / 1375,16.40,33.45,-.0014,,
,,.0011,-.07,.20,1375 / 1400,16.50,33.60,.0009,,
,,.0009,-.16,.26,1400 / 1425,16.40,33.50,-.0009,,
,,.0002,-.17,.18,1425 / 1450,16.50,33.50,.00,,
,,-.0003,-.24,.19,1450 / 1475,16.50,33.50,.00,,
,,.0011,-.19,.32,1475 / 1500,16.50,33.50,.00,,
,,.00,-.14,.14,1500 / 1525,16.50,33.50,.00,,
,,.0001,-.23,.24,1525 / 1550,16.50,33.50,.00,,
,,.0002,-.17,.19,1550 / 1575,16.50,33.50,.00,,
,,-.0003,-.09,.05,1575 / 1600,16.50,33.50,.00,,
,,-.0003,-.24,.19,1600 / 1625,16.50,33.60,.0008,,
,,.0014,-.17,.35,1625 / 1650,16.40,33.60,.00,,
,,-.0002,-.10,.07,1650 / 1675,16.40,33.50,-.0008,,
,,.0003,0,.03,1675 / 1700,16.50,33.50,.00,,

16 JUL 21  (74)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,41.55,58.50,50 / 100,0,.21,-.0007,,
,,.0003,41.40,58.35,100 / 150,-.13,.16,-.0003,,
,,.0018,41.30,58.30,150 / 200,.12,.32,-.0019,,
,,.0034,41.10,58.15,200 / 250,.19,.42,-.0029,,
,,.0011,1.35,18.40,250 / 260,-.04,.38,-.0014,,
,,.0001,-6.55,10.55,260 / 262,-.35,.35,-.0001,,
,,.0002,-6.55,10.50,262 / 264,-.41,.45,-.0002,,
,,.0005,-4.55,12.45,264 / 268,-.39,.47,-.0004,,
,,.0002,-6.55,10.50,268 / 270,-.41,.45,-.0002,,
,,.0002,-6.55,10.50,270 / 272,-.41,.45,-.0002,,
,,.0002,-6.55,10.50,272 / 274,-.41,.45,-.0002,,
,,.0002,-6.55,10.50,274 / 276,-.41,.45,-.0002,,
,,.0002,-6.55,10.50,276 / 278,-.41,.45,-.0002,,
,,.0002,-6.55,10.50,278 / 280,-.40,.46,-.0003,,
,,.0002,-6.55,10.50,280 / 282,-.33,.40,-.0003,,
,,.0002,-6.55,10.50,282 / 284,-.28,.32,-.0002,,
,,.0002,-6.55,10.50,284 / 286,-.28,.33,-.0002,,
,,.0002,-6.55,10.50,286 / 288,-.28,.33,-.0002,,
,,.0007,-4.60,12.45,288 / 292,-.25,.35,-.0005,,
,,.0001,-6.55,10.55,292 / 294,-.27,.33,-.0003,,
,,.0006,-6.60,10.45,294 / 296,-.27,.33,-.0003,,
,,.0001,-6.50,10.50,296 / 298,-.28,.33,-.0003,,
,,.0003,-6.55,10.50,298 / 300,-.22,.29,-.0003,,
,,.0004,-6.60,10.50,300 / 302,-.23,.28,-.0003,,
,,.0001,-6.55,10.55,302 / 304,-.28,.34,-.0003,,
,,.0006,-7.60,9.45,304 / 305,-.29,.32,-.0001,,
,,-.0001,-7.50,9.55,305 / 306,-.29,.32,-.0001,,
,,.0004,-6.60,10.50,306 / 308,-.27,.34,-.0003,,
,,.0001,-6.55,10.55,308 / 310,-.27,.33,-.0003,,
,,.0004,-6.60,10.50,310 / 312,-.27,.34,-.0003,,
,,.0004,-6.60,10.50,312 / 314,-.28,.34,-.0003,,
,,.0001,-7.55,9.55,314 / 315,-.29,.32,-.0002,,
,,.0002,-7.55,9.50,315 / 316,-.28,.33,-.0002,,
,,.0003,-6.55,10.50,316 / 318,-.28,.34,-.0003,,
,,.0005,-6.60,10.50,318 / 320,-.27,.35,-.0004,,
,,.0005,-6.60,10.50,320 / 322,-.27,.35,-.0004,,
,,.0005,-6.60,10.50,322 / 324,-.28,.34,-.0003,,
,,.0001,-7.55,9.55,324 / 325,-.29,.33,-.0002,,
,,.0001,-7.55,9.55,325 / 326,-.29,.33,-.0002,,
,,.0005,-6.60,10.50,326 / 328,-.27,.35,-.0004,,
,,.0005,-6.60,10.50,328 / 330,-.27,.35,-.0004,,
,,.0005,-6.60,10.50,330 / 332,-.27,.35,-.0004,,
,,.0003,-6.55,10.50,332 / 334,-.27,.36,-.0004,,
,,.0002,-7.55,9.50,334 / 335,-.30,.34,-.0002,,
,,.0002,-7.55,9.50,335 / 336,-.30,.34,-.0002,,
,,.0002,-7.55,9.50,336 / 337,-.29,.34,-.0002,,
,,.0002,-7.55,9.50,337 / 338,-.29,.33,-.0002,,
,,.0002,-7.55,9.50,338 / 339,-.29,.34,-.0002,,
,,.0002,-7.55,9.50,339 / 340,-.30,.34,-.0002,,
,,.0001,-7.50,9.50,340 / 341,-.29,.34,-.0002,,
,,.0004,-7.55,9.45,341 / 342,-.29,.33,-.0002,,
,,.0001,-7.50,9.50,342 / 343,-.29,.34,-.0002,,
,,.0002,-7.55,9.50,343 / 344,-.30,.34,-.0002,,
,,.0002,-7.55,9.50,344 / 345,-.29,.35,-.0003,,
,,.0004,-7.55,9.45,345 / 346,-.30,.34,-.0002,,
,,.0001,-7.50,9.50,346 / 347,-.29,.34,-.0002,,
,,.0004,-7.55,9.45,347 / 348,-.29,.34,-.0002,,
,,.0001,-7.50,9.50,348 / 349,-.29,.34,-.0002,,
,,.0002,-7.50,9.45,349 / 350,-.25,.34,-.0004,,
