This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 5/4/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
684.90,-24.54,"27,043,143",703.80,706.00,680.50

7 MAY 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0010,-.16,.23,925 / 930,-3.55,13.45,-.0014,,
,,.0007,-.17,.21,930 / 935,-3.50,13.40,-.0014,,
,,.0011,-.14,.22,935 / 940,-3.45,13.40,-.0008,,
,,.0003,-.17,.18,940 / 945,-3.45,13.45,-.0001,,
,,.0023,-.06,.24,945 / 950,-3.50,13.40,-.0014,,
,,-.0001,-.11,.09,950 / 955,-3.45,13.45,-.0001,,
,,.0004,-.09,.11,955 / 960,-3.45,13.50,.0005,,
,,.0005,-.07,.10,960 / 965,-3.50,13.40,-.0014,,
,,.00,-.15,.14,965 / 970,-3.45,13.40,-.0007,,
,,.0011,-.12,.20,970 / 975,-3.45,13.50,.0005,,
,,.0011,-.07,.15,975 / 980,-3.50,13.45,-.0007,,
,,.0026,-.13,.33,980 / 985,-3.45,13.45,-.0001,,
,,.0003,-.32,.34,985 / 990,-3.50,13.40,-.0014,,
,,-.0021,-.27,.10,990 / 995,-3.45,13.45,-.0001,,
,,-.0002,-.07,.05,995 / 1000,-3.45,13.45,-.0001,,
,,.0015,-.04,.13,1000 / 1025,16.50,33.40,-.0016,,
,,.0010,-.06,.12,1025 / 1050,16.55,33.45,-.0002,,
,,.0018,-.03,.16,1050 / 1075,16.50,33.45,-.0008,,
,,.0006,-.06,.10,1075 / 1100,16.50,33.45,-.0008,,
,,-.0010,-.19,.09,1100 / 1125,16.55,33.45,-.0001,,
,,.0019,-.07,.23,1125 / 1150,16.50,33.55,.0004,,
,,-.0015,-.22,.07,1150 / 1175,16.40,33.50,-.0012,,
,,.0022,-.04,.23,1175 / 1200,16.50,33.50,-.0001,,
,,.0005,-.05,.09,1200 / 1225,16.50,33.50,-.0001,,
,,-.0004,-.12,.08,1225 / 1250,16.50,33.50,-.0001,,
,,.0010,-.06,.14,1250 / 1275,16.50,33.50,-.0001,,
,,.00,-.08,.08,1275 / 1300,16.50,33.50,-.0001,,
,,.00,-.08,.08,1300 / 1325,16.50,33.50,.00,,
,,-.0004,-.12,.08,1325 / 1350,16.50,33.50,-.0001,,
,,-.0011,-.24,.12,1350 / 1375,16.50,33.50,.00,,
,,.0017,-.07,.24,1375 / 1400,17.50,33.50,.0075,,
,,-.0008,-.15,.07,1400 / 1425,16.50,32.50,-.0076,,
,,.0004,-.06,.10,1425 / 1450,16.50,33.50,.00,,
,,.0004,-.01,.05,1450 / 1475,16.50,33.50,.00,,
,,-.0003,-.05,.02,1475 / 1500,16.50,33.50,.00,,
,,.00,-.04,.04,1500 / 1525,16.50,33.50,.00,,
,,.0002,-.05,.07,1525 / 1550,16.50,33.50,.00,,
,,.0005,-.02,.07,1550 / 1575,16.50,33.50,.00,,
,,-.0002,-.05,.03,1575 / 1600,16.50,33.50,.00,,
,,.0001,-.03,.04,1600 / 1625,16.50,33.50,.00,,
,,-.0002,-.04,.02,1625 / 1650,16.50,33.50,.00,,
,,.0004,-.01,.05,1650 / 1675,16.50,33.50,.00,,
,,-.0001,-.02,.01,1675 / 1700,16.50,33.50,.00,,

28 MAY 21  (25)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,41.50,58.50,100 / 150,-.03,.05,-.0001,,
,,.00,41.45,58.50,150 / 200,-.03,.20,-.0009,,
,,.00,41.40,58.50,200 / 250,-.17,.11,.0001,,
,,.0013,41.35,58.45,250 / 300,.04,.16,-.0015,,
,,.0038,41.25,58.25,300 / 350,.01,.23,-.0021,,
,,.0064,41.15,58.05,350 / 400,.20,.60,-.0064,,
,,.0017,1.45,18.35,400 / 410,-.16,.31,-.0014,,
,,.0018,1.45,18.35,410 / 420,-.06,.27,-.0018,,
,,.0018,1.45,18.35,420 / 430,.05,.26,-.0025,,
,,.0026,1.40,18.30,430 / 440,0,.44,-.0034,,
,,.0030,1.40,18.25,440 / 450,-.24,.29,-.0012,,
,,.0034,1.40,18.20,450 / 460,.05,.58,-.0048,,
,,.0039,1.40,18.15,460 / 470,-.09,.51,-.0037,,
,,.0038,1.40,18.20,470 / 480,-.17,.54,-.0036,,
,,.0054,1.30,18.05,480 / 490,-.13,.68,-.0048,,
,,.0057,1.35,18.00,490 / 500,-.08,.73,-.0056,,
,,.0062,1.35,17.95,500 / 510,-.04,.81,-.0066,,
,,.0077,1.35,17.75,510 / 520,0,.89,-.0076,,
,,.0089,1.40,17.55,520 / 530,.05,.95,-.0086,,
,,.0101,1.50,17.30,530 / 540,.15,1.10,-.0103,,
,,.0116,1.60,17.00,540 / 550,.20,1.20,-.0116,,
,,.0136,1.65,16.65,550 / 560,.30,1.35,-.0134,,
,,.0156,1.75,16.25,560 / 570,.45,1.60,-.0159,,
,,.0179,1.90,15.75,570 / 580,.60,1.80,-.0181,,
,,.0203,2.05,15.20,580 / 590,.75,2.00,-.0202,,
,,.0231,2.15,14.55,590 / 600,.70,2.15,-.0215,,
,,.0124,-1.80,10.00,600 / 605,.35,1.95,-.0142,,
,,.0136,-1.70,9.60,605 / 610,.20,1.80,-.0133,,
,,.0135,-1.45,9.45,610 / 615,.25,1.85,-.0138,,
,,.0146,-1.45,9.15,615 / 620,.30,2.00,-.0146,,
,,.0151,-1.30,8.90,620 / 625,.30,2.15,-.0152,,
,,.0159,-1.20,8.55,625 / 630,-.05,2.30,-.0150,,
,,.0165,-1.05,8.25,630 / 635,0,2.80,-.0166,,
,,.0170,-.95,8.00,635 / 640,0,2.95,-.0171,,
,,.0177,-.90,7.70,640 / 645,0,3.20,-.0178,,
,,.0182,-.75,7.40,645 / 650,0,3.10,-.0179,,
,,.0187,-.65,7.10,650 / 655,.25,3.55,-.0191,,
,,.0095,-2.15,5.30,655 / 657.5,-.95,2.80,-.0095,,
,,.0096,-2.05,5.15,657.5 / 660,-1.00,2.85,-.0096,,
,,.0097,-2.00,5.05,660 / 662.5,-1.00,3.00,-.0098,,
,,.0098,-1.95,4.95,662.5 / 665,-1.05,3.05,-.0098,,
,,.0099,-1.90,4.80,665 / 667.5,-1.05,3.15,-.0100,,
,,.0100,-1.80,4.70,667.5 / 670,-1.15,3.20,-.0100,,
,,.0101,-1.75,4.60,670 / 672.5,-1.15,3.35,-.0101,,
,,.0101,-1.70,4.50,672.5 / 675,-1.20,3.40,-.0102,,
,,.0102,-1.65,4.35,675 / 677.5,-1.20,3.50,-.0102,,
,,.0102,-1.60,4.25,677.5 / 680,-1.30,3.60,-.0103,,
,,.0103,-1.55,4.15,680 / 682.5,-1.35,2.70,-.0106,,
,,.0103,-1.45,4.05,682.5 / 685,-.35,3.80,-.0101,,
,,.0104,-1.40,3.95,685 / 687.5,-1.40,3.90,-.0104,,
,,.0104,-1.40,3.85,687.5 / 690,-1.50,4.00,-.0104,,
,,.0104,-1.35,3.75,690 / 692.5,-1.55,4.15,-.0104,,
,,.0104,-1.25,3.65,692.5 / 695,-1.60,4.30,-.0104,,
,,.0103,-1.25,3.50,695 / 697.5,-1.70,4.40,-.0104,,
,,.0101,-1.20,3.25,697.5 / 700,-1.75,4.50,-.0104,,
,,.0105,-1.00,3.35,700 / 702.5,-1.80,4.60,-.0104,,
,,.0103,-1.15,3.25,702.5 / 705,-1.85,4.75,-.0103,,
,,.0104,-1.05,3.20,705 / 707.5,-1.95,4.85,-.0103,,
,,.0102,-1.05,3.05,707.5 / 710,-2.00,5.00,-.0102,,
,,.0102,-1.00,3.00,710 / 712.5,-2.10,5.10,-.0103,,
,,.0101,-1.00,2.90,712.5 / 715,-2.15,5.20,-.0102,,
,,.0100,-.95,2.80,715 / 717.5,-2.20,5.35,-.0101,,
,,.0099,-.90,2.70,717.5 / 720,-2.30,5.50,-.0100,,
,,.0099,-.85,2.60,720 / 722.5,-2.35,5.65,-.0098,,
,,.0098,-.85,2.55,722.5 / 725,-2.45,5.70,-.0099,,
,,.0097,-.85,2.50,725 / 727.5,-2.50,5.85,-.0097,,
,,.0093,-.50,2.00,727.5 / 730,-2.60,5.95,-.0097,,
,,.0099,-.35,2.05,730 / 732.5,-2.65,6.10,-.0095,,
,,.0098,-.60,2.25,732.5 / 735,-2.75,6.25,-.0094,,
,,.0092,-.55,2.00,735 / 737.5,-2.85,6.40,-.0092,,
,,.0085,-.70,1.95,737.5 / 740,-2.95,6.55,-.0091,,
,,.0074,-.70,1.65,740 / 742.5,-3.05,6.65,-.0091,,
,,.0103,-.25,2.00,742.5 / 745,-3.10,6.80,-.0088,,
,,.0089,-.60,1.95,745 / 747.5,-3.20,6.90,-.0088,,
,,.0088,-.50,1.80,747.5 / 750,-3.25,7.05,-.0084,,
,,.0064,-.60,1.30,750 / 752.5,-3.35,7.15,-.0084,,
,,.0096,-.25,1.75,752.5 / 755,-3.40,7.30,-.0080,,
,,.0144,-.05,1.90,755 / 760,-1.60,9.45,-.0159,,
,,.0153,.25,1.80,760 / 765,-1.75,9.75,-.0152,,
,,.0154,.15,1.90,765 / 770,-1.85,10.05,-.0143,,
,,.0129,-.10,1.65,770 / 775,-2.00,10.25,-.0140,,
,,.0140,.05,1.70,775 / 780,-2.10,10.55,-.0130,,
,,.0124,-.15,1.60,780 / 785,-2.25,10.80,-.0124,,
,,.0115,-.20,1.50,785 / 790,-2.35,11.05,-.0115,,
,,.0111,-.20,1.45,790 / 795,-2.50,11.25,-.0112,,
,,.0089,-.25,1.15,795 / 800,-2.60,11.50,-.0102,,
,,.0105,-.05,1.20,800 / 805,-2.70,11.70,-.0095,,
,,.0088,-.20,1.10,805 / 810,-2.30,11.80,-.0060,,
,,.0102,.05,1.05,810 / 815,-1.80,11.50,-.0044,,
,,.0062,-.20,.75,815 / 820,-2.95,11.15,-.0152,,
,,.0160,.35,1.25,820 / 830,1.55,17.05,-.0145,,
,,.0098,.05,.80,830 / 840,1.50,17.35,-.0124,,
,,.0099,.06,.82,840 / 850,1.45,17.60,-.0106,,
,,.0100,.08,.83,850 / 860,1.40,17.80,-.0092,,
,,.0076,-.10,.75,860 / 870,1.40,18.00,-.0073,,
,,.0063,-.14,.66,870 / 880,1.35,18.10,-.0067,,
,,.0055,-.15,.60,880 / 890,1.40,18.20,-.0051,,
,,.0049,-.01,.41,890 / 900,1.40,18.25,-.0045,,
,,.0036,-.07,.34,900 / 910,1.40,18.35,-.0034,,
,,.0034,-.22,.48,910 / 920,1.40,18.35,-.0033,,
,,.0028,-.17,.38,920 / 930,1.40,18.35,-.0032,,
,,.0024,-.11,.29,930 / 940,1.45,18.35,-.0027,,
,,.0022,-.12,.28,940 / 950,1.50,18.35,-.0021,,
,,.0025,-.13,.33,950 / 960,1.50,18.40,-.0015,,
,,.0010,-.19,.25,960 / 970,1.50,18.40,-.0014,,
,,.0023,-.04,.23,970 / 980,1.50,18.45,-.0009,,
,,.0004,-.13,.14,980 / 990,1.45,18.40,-.0019,,
,,.0007,-.15,.19,990 / 1000,1.50,18.40,-.0013,,
,,.0026,-.08,.27,1000 / 1025,16.45,33.40,-.0022,,
,,.0032,-.18,.44,1025 / 1050,16.45,33.45,-.0015,,
,,-.0008,-.38,.27,1050 / 1075,16.50,33.45,-.0008,,
,,.0029,0,.25,1075 / 1100,16.50,33.50,-.0002,,
,,.0017,-.02,.16,1100 / 1125,16.40,33.45,-.0018,,
,,.0004,-.15,.17,1125 / 1150,16.50,33.50,-.0001,,
,,-.0001,-.11,.09,1150 / 1175,16.50,33.50,-.0001,,
,,-.0003,-.19,.15,1175 / 1200,16.45,33.45,-.0012,,
,,.0004,-.30,.33,1200 / 1225,16.50,33.50,-.0001,,
,,.0003,-.31,.33,1225 / 1250,16.50,33.50,-.0001,,
,,.0001,-.31,.31,1250 / 1275,16.50,33.50,-.0001,,
,,.0018,-.09,.26,1275 / 1300,16.50,33.50,-.0001,,
,,-.0006,-.16,.10,1300 / 1325,16.50,33.50,.00,,
,,-.0001,-.20,.18,1325 / 1350,16.50,33.50,-.0001,,
,,-.0005,-.25,.19,1350 / 1375,16.50,33.50,.00,,
,,.0001,-.27,.28,1375 / 1400,16.50,33.50,.00,,
,,.0016,-.10,.27,1400 / 1425,16.50,33.50,.00,,
,,.0002,-.05,.07,1425 / 1450,16.50,33.50,.00,,
,,-.0019,-.23,.02,1450 / 1475,16.50,33.50,.00,,
,,.0019,-.04,.25,1475 / 1500,16.50,33.50,.00,,
,,.0001,-.04,.05,1500 / 1525,16.50,33.50,.00,,

4 JUN 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,41.50,58.50,100 / 150,-.03,.20,-.0007,,
,,.00,41.45,58.50,150 / 200,-.17,.12,.00,,
,,.0007,41.35,58.40,200 / 250,-.08,.23,-.0010,,
,,.0024,41.35,58.30,250 / 300,-.02,.41,-.0025,,
,,.0042,41.25,58.15,300 / 350,-.09,.35,-.0024,,
,,.0072,41.05,58.00,350 / 400,.23,.81,-.0077,,
,,.0014,1.40,18.45,400 / 410,-.23,.48,-.0020,,
,,.0026,1.30,18.35,410 / 420,-.21,.50,-.0023,,
,,.0027,1.30,18.35,420 / 430,-.19,.52,-.0026,,
,,.0028,1.30,18.35,430 / 440,-.18,.54,-.0029,,
,,.0038,1.25,18.25,440 / 450,-.15,.56,-.0033,,
,,.0044,1.25,18.15,450 / 460,-.12,.61,-.0039,,
,,.0043,1.35,18.10,460 / 470,-.10,.66,-.0044,,
,,.0048,1.35,18.05,470 / 480,.03,.70,-.0055,,
,,.0060,1.30,17.90,480 / 490,-.02,.68,-.0054,,
,,.0063,1.40,17.80,490 / 500,.20,.86,-.0076,,
,,.0076,1.40,17.60,500 / 510,.05,.75,-.0066,,
,,.0087,1.45,17.40,510 / 520,.10,1.00,-.0084,,
,,.0100,1.50,17.15,520 / 530,.25,1.15,-.0102,,
,,.0115,1.55,16.85,530 / 540,.35,1.25,-.0115,,
,,.0129,1.65,16.55,540 / 550,.40,1.35,-.0127,,
,,.0146,1.75,16.15,550 / 560,.60,1.60,-.0150,,
,,.0167,1.85,15.65,560 / 570,.70,1.75,-.0165,,
,,.0186,2.00,15.15,570 / 580,.85,2.00,-.0186,,
,,.0208,2.10,14.60,580 / 590,1.05,2.25,-.0208,,
,,.0230,2.20,14.00,590 / 600,1.30,2.70,-.0236,,
,,.0252,2.30,13.35,600 / 610,1.00,3.00,-.0243,,
,,.0273,2.40,12.70,610 / 620,1.60,3.70,-.0282,,
,,.0144,-1.20,8.50,620 / 625,.45,2.05,-.0140,,
,,.0150,-1.10,8.20,625 / 630,.70,2.40,-.0154,,
,,.0154,-1.00,7.95,630 / 635,.50,2.55,-.0154,,
,,.0159,-.90,7.70,635 / 640,.45,2.70,-.0158,,
,,.0163,-.80,7.45,640 / 645,.55,2.90,-.0164,,
,,.0167,-.75,7.20,645 / 650,.60,3.00,-.0167,,
,,.0170,-.65,6.95,650 / 655,.60,3.15,-.0170,,
,,.0174,-.60,6.65,655 / 660,.65,3.30,-.0173,,
,,.0177,-.50,6.40,660 / 665,0,3.45,-.0173,,
,,.0179,-.40,6.15,665 / 670,0,4.30,-.0180,,
,,.0090,-1.80,4.55,670 / 672.5,-1.15,3.35,-.0091,,
,,.0091,-1.75,4.50,672.5 / 675,-1.20,3.45,-.0091,,
,,.0091,-1.70,4.40,675 / 677.5,-1.20,3.55,-.0092,,
,,.0092,-1.65,4.30,677.5 / 680,-1.25,3.60,-.0092,,
,,.0092,-1.60,4.20,680 / 682.5,-1.30,3.70,-.0092,,
,,.0092,-1.55,4.05,682.5 / 685,-1.35,3.80,-.0093,,
,,.0093,-1.45,4.00,685 / 687.5,-1.40,3.90,-.0093,,
,,.0093,-1.45,3.90,687.5 / 690,-1.45,4.00,-.0093,,
,,.0093,-1.40,3.80,690 / 692.5,-1.50,4.10,-.0093,,
,,.0093,-1.30,3.70,692.5 / 695,-1.55,4.20,-.0093,,
,,.0093,-1.30,3.60,695 / 697.5,-1.60,4.25,-.0094,,
,,.0093,-1.25,3.50,697.5 / 700,-1.65,4.35,-.0093,,
,,.0092,-1.20,3.40,700 / 702.5,-1.70,4.45,-.0093,,
,,.0092,-1.20,3.35,702.5 / 705,-1.70,4.65,-.0091,,
,,.0093,-1.15,3.30,705 / 707.5,-1.85,4.70,-.0093,,
,,.0087,-1.15,2.85,707.5 / 710,-1.90,4.80,-.0093,,
,,.0096,-.75,3.10,710 / 712.5,-1.95,4.95,-.0092,,
,,.0091,-1.05,3.00,712.5 / 715,-2.05,5.05,-.0092,,
,,.0092,-1.00,3.00,715 / 717.5,-2.10,5.15,-.0091,,
,,.0090,-1.00,2.85,717.5 / 720,-2.10,5.30,-.0089,,
,,.0089,-.95,2.75,720 / 722.5,-2.25,5.35,-.0091,,
,,.0090,-.90,2.75,722.5 / 725,-2.30,5.50,-.0090,,
,,.0087,-.90,2.60,725 / 727.5,-2.35,5.65,-.0088,,
,,.0087,-.85,2.55,727.5 / 730,-2.45,5.75,-.0088,,
,,.0074,-.85,2.00,730 / 732.5,-2.50,5.85,-.0087,,
,,.0086,-.30,1.95,732.5 / 735,-2.55,5.95,-.0086,,
,,.0097,-.30,2.35,735 / 737.5,-2.65,6.05,-.0086,,
,,.0082,-.80,2.25,737.5 / 740,-2.70,6.15,-.0086,,
,,.0084,-.75,2.25,740 / 742.5,-2.70,6.30,-.0081,,
,,.0082,-.75,2.20,742.5 / 745,-2.85,6.40,-.0082,,
,,.0067,-.75,1.70,745 / 747.5,-2.95,6.55,-.0082,,
,,.0105,.10,2.05,747.5 / 750,-3.00,6.65,-.0080,,
,,.0065,-.70,1.60,750 / 752.5,-3.05,6.75,-.0079,,
,,.0077,-.70,1.95,752.5 / 755,-3.10,6.90,-.0076,,
,,.0159,.15,2.50,755 / 760,-1.35,8.90,-.0152,,
,,.0146,.10,2.15,760 / 765,-1.45,9.20,-.0146,,
,,.0138,.05,2.00,765 / 770,-1.60,9.50,-.0140,,
,,.0134,.05,1.90,770 / 775,-1.70,9.75,-.0134,,
,,.0130,.05,1.80,775 / 780,-1.85,9.95,-.0133,,
,,.0114,0,1.50,780 / 785,-1.90,10.25,-.0121,,
,,.0121,.15,1.50,785 / 790,-2.05,10.45,-.0119,,
,,.0119,.05,1.55,790 / 795,-2.20,10.70,-.0114,,
,,.0106,-.10,1.45,795 / 800,-2.30,10.90,-.0109,,
,,.0197,.50,1.95,800 / 810,2.00,15.60,-.0196,,
,,.0180,.45,1.70,810 / 820,1.85,16.05,-.0178,,
,,.0154,.30,1.45,820 / 830,1.75,16.45,-.0158,,
,,.0137,.20,1.30,830 / 840,1.65,16.75,-.0145,,
,,.0122,.10,1.20,840 / 850,1.65,17.10,-.0120,,
,,.0107,-.05,1.15,850 / 860,1.55,17.30,-.0111,,
,,.0088,-.15,1.01,860 / 870,1.50,17.55,-.0096,,
,,.0080,-.08,.86,870 / 880,1.45,17.80,-.0079,,
,,.0073,-.09,.79,880 / 890,1.40,17.95,-.0070,,
,,.0043,-.21,.56,890 / 900,1.40,18.05,-.0060,,
,,.0071,-.03,.73,900 / 910,1.40,18.15,-.0051,,
,,.0038,-.27,.59,910 / 920,1.40,18.20,-.0046,,
,,.0049,-.19,.64,920 / 930,1.45,18.25,-.0036,,
,,.0023,-.31,.48,930 / 940,1.45,18.30,-.0030,,
,,.0031,-.20,.47,940 / 950,1.40,18.25,-.0039,,
,,.0026,-.23,.45,950 / 960,1.50,18.35,-.0020,,
,,.0023,-.24,.43,960 / 970,1.45,18.40,-.0019,,
,,.0020,-.24,.41,970 / 980,1.40,18.40,-.0024,,
,,.0022,-.20,.39,980 / 990,1.45,18.35,-.0023,,
,,-.0001,-.25,.20,990 / 1000,1.55,18.35,-.0013,,
,,.0057,-.05,.57,1000 / 1025,16.45,33.30,-.0032,,
,,.0007,-.34,.35,1025 / 1050,16.45,33.35,-.0025,,
,,.0021,-.15,.32,1050 / 1075,16.50,33.45,-.0009,,
,,.0031,-.18,.46,1075 / 1100,16.45,33.45,-.0013,,
,,.0012,-.38,.47,1100 / 1125,16.45,33.40,-.0018,,
,,.0013,-.21,.32,1125 / 1150,16.50,33.45,-.0007,,
,,.0004,-.25,.27,1150 / 1175,16.45,33.45,-.0012,,
,,.0004,-.27,.29,1175 / 1200,16.50,33.50,-.0001,,
,,.0007,-.24,.30,1200 / 1225,16.50,33.50,-.0001,,
,,.0006,-.35,.40,1225 / 1250,16.45,33.45,-.0011,,
,,-.0005,-.31,.25,1250 / 1275,16.50,33.50,-.0001,,
,,-.0003,-.25,.20,1275 / 1300,16.50,33.50,-.0001,,
,,.0009,-.19,.28,1300 / 1325,16.50,33.50,.00,,
,,.0004,-.26,.30,1325 / 1350,16.50,33.50,-.0001,,
,,.0002,-.32,.33,1350 / 1375,16.50,33.50,.00,,
,,.0014,-.17,.32,1375 / 1400,16.50,33.60,.0009,,
,,-.0012,-.31,.17,1400 / 1425,16.40,33.50,-.0009,,
,,.0016,-.09,.26,1425 / 1450,16.50,33.50,.00,,
,,-.0002,-.05,.03,1450 / 1475,16.50,33.50,.00,,

11 JUN 21  (39)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,41.40,58.55,100 / 150,-.04,.21,-.0007,,
,,.00,41.35,58.55,150 / 200,-.20,.26,-.0005,,
,,.0013,41.25,58.45,200 / 250,-.15,.39,-.0014,,
,,.0033,41.15,58.30,250 / 300,-.13,.44,-.0022,,
,,.0047,41.10,58.20,300 / 350,.01,.72,-.0049,,
,,.0092,40.80,57.85,350 / 400,.26,1.01,-.0088,,
,,.0025,1.35,18.30,400 / 410,-.27,.50,-.0019,,
,,.0028,1.35,18.25,410 / 420,-.25,.63,-.0027,,
,,.0029,1.30,18.30,420 / 430,-.22,.66,-.0031,,
,,.0038,1.25,18.20,430 / 440,-.20,.69,-.0035,,
,,.0042,1.30,18.10,440 / 450,-.16,.74,-.0041,,
,,.0048,1.30,18.00,450 / 460,-.13,.80,-.0047,,
,,.0050,1.35,17.95,460 / 470,-.11,.88,-.0053,,
,,.0061,1.35,17.75,470 / 480,-.05,.91,-.0059,,
,,.0068,1.45,17.55,480 / 490,0,.95,-.0066,,
,,.0075,1.45,17.45,490 / 500,0,1.10,-.0075,,
,,.0086,1.45,17.25,500 / 510,.05,1.25,-.0087,,
,,.0098,1.50,17.00,510 / 520,.25,1.40,-.0104,,
,,.0113,1.50,16.70,520 / 530,.30,1.45,-.0111,,
,,.0144,2.50,14.95,530 / 540,.40,1.60,-.0125,,
,,.0124,4.55,13.60,540 / 550,.55,1.60,-.0135,,
,,.0153,3.30,14.15,550 / 560,.70,1.95,-.0157,,
,,.0209,1.90,13.85,560 / 570,.85,2.35,-.0179,,
,,.0181,3.25,13.55,570 / 580,1.00,2.45,-.0191,,
,,.0186,3.70,13.20,580 / 590,.90,2.70,-.0201,,
,,.0233,3.00,12.25,590 / 600,1.10,3.30,-.0227,,
,,.0235,2.90,12.50,600 / 610,1.25,3.65,-.0243,,
,,.0253,2.65,12.20,610 / 620,1.40,4.00,-.0259,,
,,.0121,-.25,8.20,620 / 625,.10,2.85,-.0136,,
,,.0149,-.75,7.05,625 / 630,.10,3.00,-.0140,,
,,.0137,-.25,7.45,630 / 635,.10,3.15,-.0143,,
,,.0146,-.05,6.75,635 / 640,.10,3.30,-.0146,,
,,.0150,.05,6.40,640 / 645,.05,3.45,-.0149,,
,,.0160,-.75,6.15,645 / 650,.10,3.70,-.0153,,
,,.0151,-.05,6.80,650 / 655,.05,3.80,-.0155,,
,,.0161,-.60,5.95,655 / 660,.05,4.00,-.0158,,
,,.0159,-.55,6.35,660 / 665,0,4.20,-.0160,,
,,.0161,-.50,6.10,665 / 670,0,4.35,-.0162,,
,,.0081,-1.80,4.55,670 / 672.5,-1.10,3.40,-.0081,,
,,.0081,-1.75,4.45,672.5 / 675,-1.20,3.45,-.0082,,
,,.0082,-1.70,4.35,675 / 677.5,-1.20,3.55,-.0082,,
,,.0082,-1.65,4.30,677.5 / 680,-.60,3.60,-.0081,,
,,.0082,-1.65,4.20,680 / 682.5,-1.25,3.05,-.0084,,
,,.0084,-1.25,4.15,682.5 / 685,-1.30,3.75,-.0083,,
,,.0081,-1.55,3.70,685 / 687.5,-1.35,3.85,-.0083,,
,,.0083,-1.50,3.90,687.5 / 690,-1.40,3.85,-.0084,,
,,.0083,-1.40,3.85,690 / 692.5,-.70,4.05,-.0079,,
,,.0083,-1.40,3.75,692.5 / 695,-1.50,3.50,-.0087,,
,,.0083,-1.35,3.70,695 / 697.5,-.90,4.25,-.0078,,
,,.0083,-1.35,3.60,697.5 / 700,-1.60,3.65,-.0089,,
,,.0083,-1.30,3.55,700 / 702.5,-.95,4.40,-.0077,,
,,.0082,-1.30,3.40,702.5 / 705,-1.70,3.80,-.0090,,
,,.0083,-1.20,3.40,705 / 707.5,-1.70,4.60,-.0082,,
,,.0083,-1.20,3.35,707.5 / 710,-1.05,4.65,-.0074,,
,,.0077,-1.20,2.90,710 / 712.5,-1.05,4.00,-.0082,,
,,.0086,-.80,3.15,712.5 / 715,-1.10,4.10,-.0081,,
,,.0081,-1.10,3.05,715 / 717.5,-1.15,4.20,-.0081,,
,,.0081,-1.05,3.00,717.5 / 720,-1.25,4.25,-.0082,,
,,.0082,-1.00,2.95,720 / 722.5,-1.30,4.40,-.0081,,
,,.0080,-1.00,2.85,722.5 / 725,-2.15,4.50,-.0094,,
,,.0154,-.05,3.35,725 / 730,.20,7.00,-.0145,,
,,.0162,.25,3.45,730 / 735,.25,6.45,-.0154,,
,,.0154,-.05,3.30,735 / 740,.05,6.60,-.0156,,
,,.0151,-.05,3.15,740 / 745,.15,6.95,-.0146,,
,,.0148,-.05,3.00,745 / 750,-.95,7.00,-.0174,,
,,.0145,-.05,2.85,750 / 755,.15,8.25,-.0112,,
,,.0141,-.05,2.70,755 / 760,-1.15,7.30,-.0177,,
,,.0139,-.05,2.60,760 / 765,-1.25,8.75,-.0138,,
,,.0133,-.10,2.45,765 / 770,-1.35,9.00,-.0134,,
,,.0254,.95,3.35,770 / 780,2.40,13.25,-.0257,,
,,.0240,.85,3.05,780 / 790,2.30,13.80,-.0242,,
,,.0219,.65,2.70,790 / 800,2.25,14.40,-.0220,,
,,.0201,.55,2.40,800 / 810,2.15,14.90,-.0203,,
,,.0184,.45,2.15,810 / 820,2.05,14.05,-.0254,,
,,.0166,.30,1.95,820 / 830,3.25,14.30,-.0184,,
,,.0156,.30,1.75,830 / 840,3.35,16.15,-.0070,,
,,.0133,.15,1.50,840 / 850,2.45,14.75,-.0205,,
,,.0119,.05,1.40,850 / 860,3.45,16.15,-.0055,,
,,.0119,.15,1.30,860 / 870,1.65,17.10,-.0108,,
,,.0093,0,1.05,870 / 880,1.55,17.30,-.0100,,
,,.0092,.05,1.00,880 / 890,1.50,17.50,-.0090,,
,,.0063,-.15,.79,890 / 900,1.50,17.70,-.0075,,
,,.0066,-.19,.89,900 / 910,1.45,17.85,-.0067,,
,,.0065,-.14,.84,910 / 920,1.40,17.95,-.0062,,
,,.0052,-.17,.70,920 / 930,1.45,18.10,-.0046,,
,,.0043,-.25,.67,930 / 940,1.40,18.15,-.0046,,
,,.0026,-.28,.50,940 / 950,1.40,18.20,-.0041,,
,,.0051,-.10,.64,950 / 960,1.45,18.25,-.0032,,
,,.0031,-.27,.57,960 / 970,1.45,18.25,-.0032,,
,,.0027,-.29,.55,970 / 980,1.45,18.30,-.0027,,
