This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 2/2/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
839.81,+46.28,"25,391,385",814.29,842.00,795.5601

5 FEB 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,-.09,.05,1200 / 1210,8.00,11.95,-.0007,,
,,.0013,-.09,.22,1210 / 1220,7.85,11.95,-.0019,,
,,.0009,-.16,.24,1220 / 1230,7.95,12.00,-.0007,,
,,.0008,-.16,.23,1230 / 1240,8.00,11.45,-.0049,,
,,.0006,-.17,.22,1240 / 1250,8.35,12.00,.0028,,
,,.0008,-.17,.24,1250 / 1260,7.95,12.10,.0002,,
,,.0005,-.18,.22,1260 / 1270,7.95,11.45,-.0053,,
,,.0002,-.16,.16,1270 / 1280,8.45,12.00,.0037,,
,,.0011,-.03,.15,1280 / 1290,7.95,11.50,-.0049,,
,,.0009,.01,.09,1290 / 1300,8.55,12.00,.0046,,
,,.0005,-.05,.10,1300 / 1310,7.80,11.40,-.0071,,
,,.0003,-.12,.14,1310 / 1320,8.45,12.15,.0052,,
,,.0012,-.06,.19,1320 / 1330,7.90,12.00,-.0009,,
,,.0001,-.11,.11,1330 / 1340,7.85,12.05,-.0009,,
,,.0004,-.11,.15,1340 / 1350,7.90,12.10,-.0001,,
,,.0006,-.09,.16,1350 / 1360,7.95,11.55,-.0045,,
,,.0001,-.10,.10,1360 / 1370,8.30,12.00,.0027,,
,,.0003,-.08,.11,1370 / 1380,7.85,12.05,-.0009,,
,,-.0004,-.09,.03,1380 / 1390,7.90,12.15,.0004,,
,,.0014,.03,.14,1390 / 1400,7.90,12.15,.0004,,
,,-.0002,-.14,.11,1400 / 1410,7.95,11.60,-.0042,,
,,.0002,-.17,.19,1410 / 1420,8.35,11.60,-.0006,,
,,-.0002,-.19,.15,1420 / 1430,8.35,12.05,.0038,,
,,.0004,-.15,.19,1430 / 1440,7.85,12.05,-.0009,,
,,.0008,-.10,.19,1440 / 1450,7.85,11.65,-.0039,,
,,.0003,-.10,.13,1450 / 1460,8.40,12.15,.0042,,
,,.0002,-.13,.15,1460 / 1470,7.80,12.05,-.0013,,
,,.00,-.11,.10,1470 / 1480,7.85,11.65,-.0029,,
,,.0005,-.06,.12,1480 / 1490,8.45,11.65,.00,,
,,.0002,-.10,.12,1490 / 1500,8.40,11.55,.00,,
,,.0012,-.06,.17,1500 / 1600,98.35,102.05,.0022,,
,,.0011,-.03,.15,1600 / 1700,97.90,102.00,-.0010,,

19 FEB 21  (18)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0002,18.45,21.50,20 / 40,-.01,.01,.00,,
,,.00,15.70,24.40,40 / 60,-.01,.01,.00,,
,,-.0001,12.80,27.30,60 / 80,-.01,.14,-.0003,,
,,-.0006,15.50,24.80,80 / 100,-.13,.05,.0002,,
,,.0004,15.20,24.65,100 / 120,-.05,.04,.00,,
,,.0009,15.35,24.30,120 / 140,-.04,.10,-.0002,,
,,.0003,16.30,23.60,140 / 160,-.09,.12,-.0001,,
,,-.0016,13.65,27.05,160 / 180,-.12,.17,-.0002,,
,,.00,15.15,24.90,180 / 200,-.13,.08,.0001,,
,,.00,7.85,12.15,200 / 210,-.08,.12,-.0002,,
,,.0002,7.70,12.10,210 / 220,-.12,.21,-.0003,,
,,.00,7.75,12.25,220 / 230,-.22,.19,.0001,,
,,-.0002,7.85,12.25,230 / 240,-.24,.25,-.0001,,
,,.0010,7.70,12.00,240 / 250,-.18,.16,.00,,
,,-.0010,7.85,12.65,250 / 260,-.07,.13,-.0003,,
,,.0015,7.30,12.10,260 / 270,-.14,.19,-.0002,,
,,.0009,-.15,3.90,270 / 272,-.24,.26,-.0001,,
,,.0005,-.80,2.65,272 / 273,-.28,.28,.00,,
,,.00,-.55,2.55,273 / 274,-.20,.28,-.0003,,
,,.00,-.55,2.55,274 / 275,-.28,.20,.0003,,
,,-.0022,-.55,3.15,275 / 276,-.27,.28,.00,,
,,.00,-1.15,3.15,276 / 277,-.27,.28,.00,,
,,.0017,-1.25,2.80,277 / 278,-.28,.28,.00,,
,,-.0011,-.90,3.20,278 / 279,-.25,.25,.00,,
,,-.0004,-1.10,3.20,279 / 280,-.16,.22,-.0002,,
,,.0002,-1.15,3.10,280 / 281,-.16,.20,-.0001,,
,,.0004,-1.25,3.15,281 / 282,-.28,.20,.0003,,
,,.0016,-1.15,2.70,282 / 283,-.28,.25,.0001,,
,,-.0020,-.60,3.15,283 / 284,-.25,.25,.00,,
,,.0004,-1.25,3.15,284 / 285,-.17,.29,-.0004,,
,,-.0002,-1.15,3.20,285 / 286,-.28,.21,.0002,,
,,-.0002,-1.10,3.15,286 / 287,-.28,.25,.0001,,
,,.00,-1.15,3.15,287 / 288,-.24,.25,.00,,
,,.00,-1.15,3.15,288 / 289,-.24,.25,.00,,
,,.00,-1.15,3.15,289 / 290,-.25,.25,.00,,
,,.00,-1.15,3.15,290 / 291,-.25,.25,.00,,
,,.0004,-1.25,3.15,291 / 292,-.24,.29,-.0002,,
,,-.0002,-1.15,3.20,292 / 293,-.28,.28,.00,,
,,.0004,-1.20,3.10,293 / 294,-.28,.28,.00,,
,,.00,-1.20,3.20,294 / 295,-.28,.28,.00,,
,,.0004,-1.25,3.15,295 / 296,-.27,.29,-.0001,,
,,.0011,-1.10,2.80,296 / 297,-.28,.25,.0001,,
,,-.0016,-.70,3.15,297 / 298,-.25,.28,-.0001,,
,,.0004,-1.25,3.15,298 / 299,-.11,.20,-.0003,,
,,.0002,-1.25,3.20,299 / 300,-.11,.03,.0003,,
,,-.0002,-1.10,3.15,300 / 301,-.19,.20,.00,,
,,.0016,-1.05,2.60,301 / 302,-.28,.28,.00,,
,,.00,-.60,2.60,302 / 303,-.27,.29,-.0001,,
,,-.0020,-.60,3.15,303 / 304,-.28,.28,.00,,
,,.00,-1.15,3.15,304 / 305,-.28,.28,.00,,
,,.0002,-1.15,3.10,305 / 306,-.27,.29,-.0001,,
,,.0004,-1.20,3.10,306 / 307,-.23,.28,-.0002,,
,,-.0004,-1.10,3.20,307 / 308,-.28,.23,.0002,,
,,.00,-1.10,3.10,308 / 309,-.27,.29,-.0001,,
,,.0002,-1.15,3.10,309 / 310,-.17,.25,-.0003,,
,,.0004,-1.15,3.05,310 / 311,-.25,.17,.0003,,
,,.0013,-1.15,2.80,311 / 312,-.27,.28,.00,,
,,-.0016,-.80,3.25,312 / 313,-.27,.28,.00,,
,,.0006,-1.15,3.00,313 / 314,-.28,.28,.00,,
,,-.0006,-1.00,3.15,314 / 315,-.19,.25,-.0002,,
,,.00,-1.15,3.15,315 / 316,-.22,.20,.0001,,
,,.0023,-1.25,2.60,316 / 317,-.28,.26,.0001,,
,,-.0021,-.60,3.20,317 / 318,-.27,.28,.00,,
,,.00,-1.10,3.10,318 / 319,-.26,.28,-.0001,,
,,.0023,-1.20,2.55,319 / 320,-.28,.27,.00,,
,,-.0023,-.55,3.20,320 / 321,-.27,.28,.00,,
,,.0020,-1.15,2.60,321 / 322,-.27,.28,.00,,
,,-.0018,-.65,3.15,322 / 323,-.26,.28,-.0001,,
,,.0004,-1.25,3.15,323 / 324,-.19,.23,-.0002,,
,,.00,-1.25,3.25,324 / 325,-.24,.20,.0001,,
,,-.0004,-1.15,3.25,325 / 326,-.28,.28,.00,,
,,.0018,-1.15,2.65,326 / 327,-.27,.29,-.0001,,
,,-.0018,-.65,3.15,327 / 328,-.28,.28,.00,,
,,.0006,-1.25,3.10,328 / 329,-.28,.28,.00,,
,,.0011,-1.20,2.90,329 / 330,-.27,.29,-.0001,,
,,-.0003,-.80,2.90,330 / 331,-.28,.28,.00,,
,,.00,-.80,2.80,331 / 332,-.28,.28,.00,,
,,-.0011,-.80,3.10,332 / 333,-.22,.29,-.0003,,
,,.0006,-1.25,3.10,333 / 334,-.28,.23,.0002,,
,,.0009,-1.15,2.90,334 / 335,-.27,.29,-.0001,,
,,.00,-.80,2.80,335 / 336,-.28,.28,.00,,
,,.0005,-.80,2.65,336 / 337,-.23,.28,-.0002,,
,,-.0002,-.65,2.70,337 / 338,-.25,.24,.00,,
,,.0002,-.70,2.65,338 / 339,-.28,.26,.0001,,
,,-.0016,-.65,3.10,339 / 340,-.27,.28,.00,,
,,.00,-1.10,3.10,340 / 341,-.27,.28,.00,,
,,.0004,-1.20,3.10,341 / 342,-.28,.28,.00,,
,,.0016,-1.20,2.75,342 / 343,-.27,.29,-.0001,,
,,-.0009,-.65,2.90,343 / 344,-.22,.28,-.0002,,
,,.0007,-.85,2.65,344 / 345,-.27,.22,.0002,,
,,-.0013,-.80,3.15,345 / 346,-.21,.28,-.0003,,
,,.00,-1.25,3.25,346 / 347,-.28,.22,.0002,,
,,-.0004,-1.15,3.25,347 / 348,-.27,.29,-.0001,,
,,.0020,-1.25,2.70,348 / 349,-.28,.28,.00,,
,,-.0020,-.70,3.25,349 / 350,-.19,.25,-.0002,,
,,.0006,-1.25,3.10,350 / 351,-.22,.16,.0002,,
,,-.0004,-1.10,3.20,351 / 352,-.19,.22,-.0001,,
,,.0020,-1.20,2.65,352 / 353,-.23,.24,-.0001,,
,,-.0020,-.65,3.20,353 / 354,-.23,.23,.00,,
,,.0004,-1.20,3.10,354 / 355,-.22,.24,-.0001,,
,,.0020,-1.25,2.70,355 / 356,-.28,.28,.00,,
,,-.0003,-.65,2.75,356 / 357,-.27,.28,-.0001,,
,,-.0018,-.65,3.15,357 / 358,-.27,.28,-.0001,,
,,.0017,-1.15,2.70,358 / 359,-.28,.28,.00,,
,,-.0003,-.70,2.80,359 / 360,-.27,.29,-.0001,,
,,-.0007,-.90,3.10,360 / 361,-.28,.28,.00,,
,,.0002,-1.10,3.05,361 / 362,-.27,.29,-.0001,,
,,.0009,-.95,2.70,362 / 363,-.28,.28,.00,,
,,-.0015,-.70,3.10,363 / 364,-.19,.19,.00,,
,,.00,-1.10,3.10,364 / 365,-.16,.20,-.0002,,
,,.0002,-1.15,3.10,365 / 366,-.23,.21,.0001,,
,,.00,-1.15,3.15,366 / 367,-.18,.19,-.0001,,
,,.00,-1.15,3.15,367 / 368,-.23,.24,-.0001,,
,,.0013,-1.15,2.80,368 / 369,-.28,.28,.00,,
,,.0007,-.90,2.70,369 / 370,-.24,.29,-.0002,,
,,-.0014,-.80,3.20,370 / 371,-.20,.21,-.0001,,
,,.0017,-1.20,2.75,371 / 372,-.22,.17,.0002,,
,,-.0020,-.65,3.20,372 / 373,-.22,.27,-.0002,,
,,.0021,-1.20,2.65,373 / 374,-.28,.26,.0001,,
,,-.0005,-.65,2.80,374 / 375,-.28,.28,.00,,
,,.0002,-.75,2.70,375 / 376,-.27,.29,-.0001,,
,,.0002,-.85,2.80,376 / 377,-.26,.28,-.0001,,
,,-.0003,-.80,2.90,377 / 378,-.25,.27,-.0001,,
,,.00,-.80,2.80,378 / 379,-.28,.26,.0001,,
,,-.0009,-.90,3.15,379 / 380,-.18,.28,-.0004,,
,,-.0002,-1.15,3.20,380 / 381,-.22,.14,.0003,,
,,.00,-1.10,3.10,381 / 382,-.23,.23,.00,,
,,.0004,-1.20,3.10,382 / 383,-.27,.29,-.0001,,
,,.0013,-1.10,2.75,383 / 384,-.22,.28,-.0002,,
,,-.0002,-.65,2.70,384 / 385,-.22,.19,.0001,,
,,-.0013,-.75,3.10,385 / 386,-.24,.23,.00,,
,,.0017,-1.15,2.70,386 / 387,-.28,.28,.00,,
,,.0002,-.70,2.65,387 / 388,-.21,.25,-.0002,,
,,-.0002,-.65,2.70,388 / 389,-.18,.18,.00,,
,,-.0015,-.70,3.10,389 / 390,-.15,.19,-.0002,,
,,.0004,-1.20,3.10,390 / 391,-.18,.16,.0001,,
,,-.0004,-1.10,3.20,391 / 392,-.18,.18,.00,,
,,.0004,-1.20,3.10,392 / 393,-.23,.23,.00,,
,,-.0004,-1.10,3.20,393 / 394,-.28,.28,.00,,
,,.0018,-1.10,2.65,394 / 395,-.21,.25,-.0002,,
,,.0002,-.70,2.65,395 / 396,-.24,.22,.0001,,
,,-.0003,-.70,2.80,396 / 397,-.22,.25,-.0001,,
,,-.0005,-.80,2.95,397 / 398,-.18,.19,-.0001,,
,,.0010,-.95,2.70,398 / 399,-.15,.13,.0001,,
,,-.0015,-.70,3.10,399 / 400,-.07,.16,-.0004,,
,,.0022,2.80,6.65,400 / 405,-.22,.19,.00,,
,,.00,3.30,6.75,405 / 410,-.15,.27,-.0006,,
,,.0003,3.20,6.75,410 / 415,-.21,.20,-.0001,,
,,-.0008,3.10,7.15,415 / 420,-.17,.26,-.0005,,
,,.0007,2.85,7.00,420 / 425,-.13,.19,-.0004,,
,,-.0001,2.95,7.10,425 / 430,-.14,.18,-.0003,,
,,.0003,2.75,7.20,430 / 435,-.13,.19,-.0004,,
,,-.0001,2.85,7.20,435 / 440,-.13,.21,-.0005,,
,,.0006,2.85,7.05,440 / 445,-.14,.22,-.0005,,
,,.0006,2.80,7.10,445 / 450,-.12,.14,-.0002,,
,,.0002,2.85,7.15,450 / 455,-.08,.20,-.0007,,
,,.0020,2.90,6.65,455 / 460,-.17,.12,.00,,
,,.0006,3.30,6.60,460 / 465,-.05,.23,-.0010,,
,,.0006,3.30,6.60,465 / 470,-.16,.23,-.0005,,
,,-.0002,3.35,6.75,470 / 475,-.16,.24,-.0005,,
,,.0017,3.10,6.55,475 / 480,-.16,.23,-.0005,,
,,-.0019,3.35,7.15,480 / 485,-.15,.23,-.0006,,
,,.0007,2.80,7.10,485 / 490,-.15,.23,-.0006,,
,,.0002,2.85,7.15,490 / 495,-.16,.24,-.0006,,
,,.0011,2.75,7.05,495 / 500,-.10,.14,-.0004,,
,,.0010,7.80,12.10,500 / 510,-.02,.22,-.0014,,
,,.0013,7.85,12.00,510 / 520,-.13,.32,-.0014,,
,,.0020,7.75,11.95,520 / 530,-.13,.34,-.0016,,
,,.0008,2.80,7.10,530 / 535,-.19,.29,-.0008,,
,,.0004,2.90,7.10,535 / 540,-.20,.29,-.0008,,
,,.0008,2.90,7.00,540 / 545,-.18,.31,-.0010,,
,,.0016,2.75,7.00,545 / 550,-.18,.27,-.0008,,
,,.0004,2.85,7.15,550 / 555,-.15,.29,-.0011,,
,,.0019,2.85,6.85,555 / 560,-.18,.30,-.0010,,
,,.0007,2.95,7.00,560 / 565,-.17,.31,-.0011,,
,,.0007,2.85,7.10,565 / 570,-.14,.31,-.0013,,
,,.0036,2.85,6.50,570 / 575,-.17,.31,-.0012,,
,,-.0001,3.35,6.80,575 / 580,-.19,.35,-.0013,,
,,.0008,2.95,7.00,580 / 585,-.19,.35,-.0013,,
,,.0032,2.85,6.60,585 / 590,-.18,.36,-.0015,,
,,.0004,3.30,6.75,590 / 595,-.08,.37,-.0020,,
,,.0016,3.15,6.65,595 / 600,-.14,.28,-.0014,,
,,.0031,3.15,6.35,600 / 605,-.14,.35,-.0017,,
,,.0001,3.30,6.85,605 / 610,-.08,.36,-.0021,,
,,.0041,2.80,6.50,610 / 615,-.05,.33,-.0022,,
,,.0002,3.15,7.00,615 / 620,-.10,.34,-.0020,,
,,.0031,2.85,6.70,620 / 625,-.10,.40,-.0024,,
,,.0022,3.15,6.60,625 / 630,-.20,.40,-.0019,,
,,.0034,3.35,6.15,630 / 635,-.10,.50,-.0029,,
,,.0023,3.85,5.90,635 / 640,-.10,.45,-.0028,,
,,.0031,3.80,5.80,640 / 645,-.15,.50,-.0028,,
,,.0031,3.80,5.80,645 / 650,-.10,.55,-.0034,,
,,.0037,3.75,5.75,650 / 655,-.15,.50,-.0030,,
,,.0035,3.80,5.75,655 / 660,-.05,.60,-.0040,,
,,.0041,3.80,5.65,660 / 665,-.05,.55,-.0039,,
,,.0042,3.80,5.65,665 / 670,0,.60,-.0044,,
,,.0045,3.75,5.65,670 / 675,-.05,.60,-.0043,,
,,.0050,3.70,5.60,675 / 680,0,.65,-.0048,,
,,.0051,3.70,5.60,680 / 685,.05,.65,-.0051,,
,,.0057,3.65,5.55,685 / 690,.10,.70,-.0057,,
,,.0058,3.65,5.55,690 / 695,.10,.70,-.0058,,
,,.0067,3.55,5.45,695 / 700,.15,.80,-.0065,,
,,.0064,3.60,5.50,700 / 705,.15,.80,-.0066,,
,,.0073,3.50,5.40,705 / 710,.20,.85,-.0072,,
,,.0077,3.50,5.35,710 / 715,.25,.95,-.0079,,
,,.0080,3.50,5.30,715 / 720,.25,.95,-.0080,,
,,.0087,3.40,5.25,720 / 725,.30,1.00,-.0085,,
,,.0095,3.35,5.10,725 / 730,.40,1.10,-.0094,,
,,.0093,3.40,5.15,730 / 735,.40,1.10,-.0095,,
,,.0104,3.25,5.00,735 / 740,.45,1.15,-.0100,,
,,.0104,3.30,5.00,740 / 745,.55,1.30,-.0109,,
,,.0112,3.15,4.95,745 / 750,.55,1.35,-.0112,,
,,.0119,3.05,4.85,750 / 755,.65,1.50,-.0121,,
,,.0123,3.00,4.80,755 / 760,.65,1.50,-.0122,,
,,.0127,2.95,4.75,760 / 765,.75,1.55,-.0127,,
,,.0133,2.85,4.65,765 / 770,.85,1.70,-.0135,,
,,.0139,2.75,4.55,770 / 775,.90,1.75,-.0138,,
,,.0145,2.60,4.45,775 / 780,1.00,1.80,-.0142,,
,,.0145,2.65,4.50,780 / 785,1.10,1.90,-.0148,,
,,.0154,2.45,4.20,785 / 790,1.15,2.00,-.0152,,
,,.0153,2.55,4.25,790 / 795,1.25,2.10,-.0156,,
,,.0159,2.40,4.10,795 / 800,1.35,2.15,-.0159,,
,,.0162,2.30,4.00,800 / 805,1.45,2.30,-.0163,,
,,.0165,2.20,3.85,805 / 810,1.50,2.50,-.0166,,
,,.0168,2.15,3.75,810 / 815,1.50,2.50,-.0167,,
,,.0170,2.05,3.65,815 / 820,1.70,2.60,-.0170,,
,,.0171,1.95,3.55,820 / 825,1.80,2.80,-.0172,,
,,.0172,1.90,3.45,825 / 830,1.75,2.90,-.0173,,
,,.0173,1.75,3.15,830 / 835,1.85,3.05,-.0174,,
,,.0173,1.85,3.15,835 / 840,1.95,3.15,-.0174,,
,,.0173,1.75,3.00,840 / 845,2.00,3.25,-.0174,,
,,.0173,1.70,3.00,845 / 850,2.10,3.40,-.0173,,
,,.0172,1.50,2.85,850 / 855,2.15,3.45,-.0172,,
,,.0169,1.40,2.70,855 / 860,2.25,3.60,-.0170,,
,,.0168,1.35,2.65,860 / 865,2.35,3.70,-.0168,,
,,.0166,1.25,2.55,865 / 870,2.45,3.80,-.0166,,
,,.0163,1.15,2.45,870 / 875,2.45,3.85,-.0165,,
,,.0161,1.10,2.35,875 / 880,2.60,4.00,-.0160,,
,,.0158,1.05,2.25,880 / 885,2.65,4.05,-.0158,,
,,.0154,.95,2.15,885 / 890,2.75,4.15,-.0154,,
,,.0150,.90,2.05,890 / 895,2.80,4.25,-.0150,,
,,.0147,.85,1.95,895 / 900,2.85,4.35,-.0147,,
,,.0144,.80,1.90,900 / 905,2.90,4.45,-.0143,,
,,.0138,.70,1.80,905 / 910,2.95,4.50,-.0139,,
,,.0132,.65,1.65,910 / 915,3.05,4.60,-.0133,,
,,.0130,.65,1.60,915 / 920,3.10,4.65,-.0130,,
,,.0128,.60,1.60,920 / 925,3.15,4.70,-.0126,,
,,.0119,.50,1.45,925 / 930,3.10,4.80,-.0124,,
,,.0118,.50,1.45,930 / 935,3.25,4.95,-.0114,,
,,.0111,.40,1.35,935 / 940,3.15,4.95,-.0117,,
,,.0106,.35,1.30,940 / 945,3.20,5.15,-.0107,,
,,.0102,.30,1.25,945 / 950,3.30,5.15,-.0102,,
,,.0099,.30,1.20,950 / 955,3.30,5.15,-.0102,,
,,.0093,.25,1.10,955 / 960,3.40,5.30,-.0091,,
,,.0090,.25,1.05,960 / 965,3.35,5.30,-.0092,,
,,.0085,.20,1.00,965 / 970,3.45,5.40,-.0083,,
,,.0082,.15,1.00,970 / 975,3.50,5.35,-.0082,,
,,.0077,.10,.95,975 / 980,3.55,5.40,-.0077,,
,,.0074,.10,.90,980 / 985,3.55,5.45,-.0074,,
,,.0068,.05,.85,985 / 990,3.60,5.50,-.0068,,
,,.0067,.05,.85,990 / 995,3.60,5.50,-.0068,,
,,.0059,0,.75,995 / 1000,3.65,5.55,-.0062,,
,,.0114,.35,1.10,1000 / 1010,8.35,10.25,-.0112,,
,,.0104,.25,1.05,1010 / 1020,8.35,10.30,-.0108,,
,,.0090,.15,.95,1020 / 1030,8.50,10.45,-.0088,,
,,.0080,.10,.85,1030 / 1040,8.60,10.35,-.0087,,
,,.0073,.05,.80,1040 / 1050,8.75,10.50,-.0067,,
,,.0065,0,.75,1050 / 1060,8.70,10.45,-.0072,,
,,.0057,0,.65,1060 / 1070,8.85,10.60,-.0052,,
,,.0053,0,.60,1070 / 1080,8.75,10.75,-.0047,,
,,.0039,-.10,.50,1080 / 1090,8.70,10.60,-.0059,,
,,.0051,.05,.55,1090 / 1100,8.90,10.60,-.0045,,
,,.0036,-.05,.43,1100 / 1110,8.95,10.80,-.0027,,
,,.0034,-.12,.48,1110 / 1120,8.80,10.80,-.0036,,
,,.0030,-.16,.48,1120 / 1130,8.25,11.35,-.0036,,
,,.0025,-.17,.42,1130 / 1140,7.70,11.85,-.0039,,
,,.0024,-.12,.36,1140 / 1150,7.80,11.80,-.0035,,
,,.0023,-.11,.35,1150 / 1160,8.00,12.05,-.0003,,
,,.0020,-.14,.34,1160 / 1170,7.70,11.90,-.0034,,
,,.0020,-.12,.33,1170 / 1180,7.85,12.10,-.0009,,
,,.0018,-.12,.31,1180 / 1190,7.85,11.60,-.0044,,
,,.0024,.01,.28,1190 / 1200,8.30,12.00,.0016,,
,,.0025,-.01,.22,1200 / 1225,22.60,26.90,-.0045,,
,,.0034,-.01,.38,1225 / 1250,22.75,26.60,-.0054,,
,,.0019,-.11,.30,1250 / 1270,18.25,21.70,-.0009,,
,,.0006,-.14,.21,1270 / 1275,3.20,7.10,.0020,,
,,.0006,-.15,.22,1275 / 1280,2.85,6.75,-.0029,,
,,.0008,-.18,.26,1280 / 1290,8.10,11.75,-.0013,,
,,.0015,-.08,.27,1290 / 1300,8.15,11.95,.0005,,
,,.0002,-.18,.17,1300 / 1310,8.05,12.10,.0008,,
,,.0009,-.17,.27,1310 / 1320,7.85,11.55,-.0044,,
,,.0003,-.20,.23,1320 / 1325,3.35,7.10,.0031,,
,,.0004,-.20,.24,1325 / 1330,2.85,6.60,-.0040,,
,,.0008,-.17,.26,1330 / 1340,8.35,12.05,.0027,,
,,.0006,-.16,.23,1340 / 1350,7.75,12.10,-.0012,,
,,.0006,-.16,.23,1350 / 1360,7.85,12.20,.0002,,
,,.0006,-.18,.25,1360 / 1370,7.85,11.75,-.0030,,
,,-.0002,-.20,.16,1370 / 1375,3.25,7.10,.0024,,
,,.0007,-.13,.23,1375 / 1380,2.85,6.70,-.0032,,
,,.0005,-.19,.25,1380 / 1390,8.10,11.80,-.0008,,
,,.0008,-.15,.25,1390 / 1400,8.15,11.85,-.0001,,
,,.0003,-.18,.21,1400 / 1410,8.15,12.10,.0017,,
,,.0007,-.15,.24,1410 / 1420,7.85,11.65,-.0037,,
,,.00,-.20,.19,1420 / 1425,3.20,6.65,-.0012,,
,,.0003,-.19,.23,1425 / 1430,3.30,6.75,.0004,,
,,.0004,-.19,.23,1430 / 1440,8.25,11.80,.0003,,
,,.0002,-.19,.21,1440 / 1450,8.05,12.20,.0018,,
,,.0005,-.16,.22,1450 / 1460,7.80,12.20,-.0001,,
,,.0002,-.17,.19,1460 / 1470,7.85,12.15,-.0001,,
,,.0005,-.16,.23,1470 / 1475,2.80,7.15,-.0004,,
,,.0002,-.23,.25,1475 / 1480,2.85,7.20,.0003,,
,,.0003,-.22,.26,1480 / 1490,7.70,11.65,-.0050,,
,,.0005,-.18,.24,1490 / 1500,8.30,12.25,.0041,,
,,.0006,-.18,.25,1500 / 1525,22.80,27.10,-.0008,,
,,.0013,-.08,.26,1525 / 1550,22.75,27.10,-.0012,,
,,-.0003,-.18,.12,1550 / 1575,22.80,27.20,-.0001,,
,,.0005,-.15,.20,1575 / 1600,22.75,26.80,-.0035,,
,,.0007,-.08,.17,1600 / 1625,23.15,27.20,.0027,,
,,.0010,.01,.13,1625 / 1650,22.75,26.85,-.0032,,
,,-.0002,-.11,.07,1650 / 1675,23.10,26.85,-.0005,,
,,.0009,-.03,.16,1675 / 1700,23.00,26.85,-.0008,,

26 FEB 21  (25)  100 (Weeklys)

5 MAR 21  (32)  100 (Weeklys)

12 MAR 21  (39)  100 (Weeklys)

19 MAR 21  (46)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0001,-1.60,2.85,1 / 2,-.01,.01,.00,,
,,-.0002,-.95,4.35,2 / 3,-.01,.01,.00,,
,,.00,-4.05,6.10,3 / 4,-.01,.01,.00,,
,,.0002,-6.60,8.20,4 / 5,-.01,.01,.00,,
,,.0001,-3.60,5.40,5 / 6,-.01,.01,.00,,
,,-.0001,-3.40,5.55,6 / 7,-.01,.01,.00,,
,,.0001,-3.55,5.30,7 / 8,-.01,.01,.00,,
,,-.0004,-.70,3.45,8 / 9,-.01,.03,.00,,
,,.0004,-1.45,2.75,9 / 10,-.03,.01,.00,,
,,.00,-.85,2.95,10 / 11,-.01,.01,.00,,
,,-.0003,-3.60,6.05,11 / 12,-.01,.01,.00,,
,,.0012,-6.00,5.35,12 / 13,-.01,.01,.00,,
,,-.0009,-3.35,7.60,13 / 14,-.01,.01,.00,,
,,-.0003,-3.65,6.10,14 / 15,-.01,.01,.00,,
,,.0006,-1.55,2.75,15 / 16,-.01,.01,.00,,
,,-.0002,-.75,3.10,16 / 17,-.01,.01,.00,,
,,.0002,-1.10,2.85,17 / 18,-.01,.01,.00,,
,,-.0006,-.75,3.55,18 / 19,-.01,.01,.00,,
,,.00,-4.10,5.95,19 / 20,-.01,.01,.00,,
,,.0001,-3.95,5.85,20 / 21,-.01,.01,.00,,
,,.0002,-3.85,5.70,21 / 22,-.01,.01,.00,,
,,-.0003,-3.70,6.10,22 / 23,-.01,.01,.00,,
,,.00,-1.45,3.45,23 / 24,-.01,.01,.00,,
,,.00,-1.45,3.45,24 / 25,-.01,.01,.00,,
,,.00,-4.05,6.00,25 / 26,-.01,.01,.00,,
,,.0006,-4.00,5.30,26 / 27,-.01,.01,.00,,
,,-.0006,-3.30,6.00,27 / 28,-.01,.01,.00,,
,,.0006,-4.00,5.40,28 / 29,-.01,.01,.00,,
,,-.0003,-3.40,5.70,29 / 30,-.01,.01,.00,,
,,.0005,-4.30,5.80,30 / 31,-.01,.02,.00,,
,,.0011,-3.00,3.30,31 / 32,-.02,.15,-.0002,,
,,-.0017,-.70,5.00,32 / 33,-.15,.24,-.0001,,
,,.0003,-1.20,2.95,33 / 34,-.24,.24,.00,,
,,-.0005,-3.55,6.00,34 / 35,-.24,.02,.0003,,
,,.00,-6.60,8.60,35 / 36,-.02,.05,-.0001,,
,,.00,-4.00,6.05,36 / 37,-.05,.06,.00,,
,,.00,-1.45,3.45,37 / 38,-.06,.07,.00,,
,,.00,-4.05,6.00,38 / 39,-.07,.08,.00,,
,,.00,-6.60,8.60,39 / 40,-.06,.03,.00,,
,,.00,-5.60,9.60,40 / 42,-.03,.08,-.0001,,
,,.00,-5.60,9.60,42 / 44,-.10,.24,-.0002,,
,,.00,-5.60,9.60,44 / 46,-.24,.11,.0002,,
,,.00,-5.60,9.60,46 / 48,-.11,.12,.00,,
,,.00,-5.60,9.60,48 / 50,-.11,.04,.0001,,
