This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 6/8/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
605.13,+6.08,"22,543,682",591.825,610.00,582.88

11 JUN 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0058,4.05,5.60,505 / 510,.10,.33,-.0066,,
,,.0084,3.95,5.45,510 / 515,.13,.37,-.0075,,
,,.0078,3.95,5.55,515 / 520,.15,.40,-.0083,,
,,.0095,3.90,5.45,520 / 525,.20,.47,-.0097,,
,,.0104,3.85,5.45,525 / 530,.20,.50,-.0104,,
,,.0124,3.75,5.35,530 / 535,.30,.60,-.0125,,
,,.0137,3.75,5.25,535 / 540,.35,.65,-.0137,,
,,.0147,3.70,5.25,540 / 545,.40,.75,-.0154,,
,,.0178,3.55,5.05,545 / 550,.45,.85,-.0170,,
,,.0184,3.55,5.05,550 / 555,.55,.95,-.0190,,
,,.0210,3.35,4.95,555 / 560,.65,1.10,-.0212,,
,,.0242,3.20,4.65,560 / 565,.75,1.25,-.0233,,
,,.0248,3.20,4.65,565 / 570,.95,1.40,-.0258,,
,,.0278,2.95,4.40,570 / 575,1.00,1.45,-.0269,,
,,.0142,1.20,2.45,575 / 577.5,.15,.95,-.0133,,
,,.0146,1.15,2.45,577.5 / 580,.45,1.30,-.0159,,
,,.0156,1.00,2.35,580 / 582.5,.30,1.10,-.0148,,
,,.0160,1.00,2.25,582.5 / 585,.50,1.30,-.0162,,
,,.0158,1.05,2.35,585 / 587.5,.55,1.20,-.0162,,
,,.0166,.90,2.20,587.5 / 590,.60,1.25,-.0165,,
,,.0169,1.00,2.00,590 / 592.5,.65,1.25,-.0168,,
,,.0170,1.10,1.90,592.5 / 595,.75,1.20,-.0170,,
,,.0173,1.05,1.85,595 / 597.5,.85,1.35,-.0175,,
,,.0176,1.05,1.65,597.5 / 600,.75,1.45,-.0176,,
,,.0176,1.10,1.70,600 / 602.5,.80,1.50,-.0177,,
,,.0178,.90,1.60,602.5 / 605,.95,1.55,-.0178,,
,,.0179,.95,1.65,605 / 607.5,.90,1.50,-.0179,,
,,.0179,.80,1.60,607.5 / 610,.90,1.65,-.0180,,
,,.0179,.80,1.55,610 / 612.5,.95,1.80,-.0178,,
,,.0178,.75,1.45,612.5 / 615,.95,1.80,-.0179,,
,,.0355,1.80,2.40,615 / 620,2.55,3.35,-.0353,,
,,.0338,1.50,2.05,620 / 625,2.70,3.55,-.0345,,
,,.0331,1.40,1.95,625 / 630,2.85,3.75,-.0334,,
,,.0326,1.30,1.90,630 / 635,3.05,3.95,-.0318,,
,,.0299,1.00,1.65,635 / 640,3.15,4.10,-.0306,,
,,.0284,.90,1.50,640 / 645,3.30,4.30,-.0285,,
,,.0267,.85,1.30,645 / 650,3.40,4.45,-.0268,,
,,.0248,.75,1.15,650 / 655,3.50,4.80,-.0232,,
,,.0222,.55,1.05,655 / 660,3.25,4.90,-.0245,,
,,.0198,.45,.90,660 / 665,3.40,5.20,-.0204,,
,,.0192,.45,.85,665 / 670,3.50,5.30,-.0183,,
,,.0154,.30,.65,670 / 675,3.60,5.35,-.0166,,
,,.0153,.33,.63,675 / 680,3.70,5.40,-.0147,,
,,.0129,.24,.53,680 / 685,3.75,5.45,-.0134,,
,,.0121,.22,.49,685 / 690,3.85,5.45,-.0121,,
,,.0092,.13,.37,690 / 695,4.00,5.55,-.0086,,
,,.0084,.15,.30,695 / 700,3.95,5.60,-.0084,,
,,.0147,.33,.45,700 / 710,8.80,10.45,-.0144,,
,,.0112,.23,.34,710 / 720,8.70,10.80,-.0102,,
,,.0074,.11,.24,720 / 730,8.55,11.10,-.0074,,
,,.0060,.05,.23,730 / 740,8.60,11.10,-.0063,,
,,.0049,.05,.18,740 / 750,8.65,11.15,-.0044,,
,,.0036,.02,.14,750 / 760,8.65,11.15,-.0042,,
,,.0029,.01,.12,760 / 770,8.70,11.20,-.0024,,
,,.0026,.02,.10,770 / 780,8.70,11.20,-.0023,,
,,.0017,0,.07,780 / 790,8.75,11.25,-.0005,,
,,.0011,-.01,.05,790 / 800,8.70,11.20,-.0021,,
,,.0018,.01,.08,800 / 810,8.75,11.25,-.0004,,
,,.0008,-.03,.06,810 / 820,8.70,11.20,-.0019,,
,,.0011,-.02,.07,820 / 830,8.75,11.25,-.0003,,
,,.0007,-.02,.05,830 / 840,8.75,11.20,-.0010,,
,,.0005,-.01,.03,840 / 850,8.80,11.20,-.0002,,
,,.0010,0,.05,850 / 860,8.75,11.20,-.0010,,
,,.0005,-.05,.07,860 / 870,8.75,11.20,-.0009,,
,,.0005,-.05,.07,870 / 880,8.80,11.20,-.0002,,
,,.0003,-.02,.03,880 / 890,8.80,11.20,-.0001,,
,,.0004,0,.02,890 / 900,8.75,11.15,-.0016,,
,,.0013,.01,.05,900 / 950,48.80,51.20,-.0005,,
,,.0004,-.02,.04,950 / 960,8.80,11.15,-.0008,,
,,-.0001,-.03,.02,960 / 970,8.85,11.15,-.0001,,
,,.0005,-.01,.04,970 / 980,8.85,11.15,-.0001,,
,,.0002,-.02,.03,980 / 990,8.85,11.15,-.0001,,
,,.00,-.02,.02,990 / 1000,8.85,11.15,-.0001,,
,,.0003,-.01,.03,1000 / 1010,8.80,11.15,-.0007,,
,,-.0001,-.03,.02,1010 / 1020,8.80,11.20,.00,,
,,.0003,-.02,.04,1020 / 1030,8.80,11.20,.00,,
,,.0002,-.03,.04,1030 / 1040,8.80,11.15,-.0007,,
,,.00,-.04,.04,1040 / 1050,8.85,11.15,.00,,
,,.0003,-.04,.06,1050 / 1060,8.85,11.15,.00,,
,,.00,-.05,.05,1060 / 1070,8.85,11.15,.00,,
,,-.0002,-.04,.02,1070 / 1080,8.85,11.15,.00,,
,,.00,-.04,.04,1080 / 1090,8.85,11.15,.00,,
,,.0004,-.03,.06,1090 / 1100,8.85,11.15,.00,,
,,.0002,-.03,.04,1100 / 1110,8.85,11.15,.00,,
,,-.0002,-.06,.04,1110 / 1120,8.85,11.15,.00,,
,,.00,-.06,.06,1120 / 1130,8.85,11.15,.00,,
,,.0004,-.03,.06,1130 / 1140,8.85,11.15,.00,,
,,.00,-.06,.06,1140 / 1150,8.85,11.15,.00,,
,,.0001,-.06,.07,1150 / 1160,8.85,11.15,.00,,
,,.00,-.04,.04,1160 / 1170,8.60,11.35,-.0006,,
,,.00,-.06,.06,1170 / 1180,8.65,11.40,.0006,,
,,.00,-.08,.08,1180 / 1190,8.85,11.15,.00,,
,,-.0004,-.08,.05,1190 / 1200,8.85,11.15,.00,,
,,.0005,-.02,.06,1200 / 1225,23.60,26.35,-.0006,,
,,.0001,-.04,.05,1225 / 1250,23.65,26.35,.00,,
,,.00,-.04,.04,1250 / 1275,23.90,26.10,.00,,
,,.0001,-.01,.02,1275 / 1300,23.65,26.35,.00,,
,,.0003,-.01,.03,1300 / 1325,23.65,26.35,.00,,
,,-.0002,-.04,.02,1325 / 1350,23.90,26.15,.0005,,
,,.00,-.04,.04,1350 / 1375,23.60,26.35,-.0006,,
,,.00,-.05,.05,1375 / 1400,23.40,26.60,.00,,
,,.00,-.05,.05,1400 / 1425,23.40,26.60,.00,,
,,.00,-.05,.05,1425 / 1450,23.40,26.60,.00,,
,,.00,-.05,.05,1450 / 1475,23.40,26.60,.00,,
,,.0002,-.02,.04,1475 / 1500,23.40,26.60,.00,,
,,-.0002,-.03,.01,1500 / 1525,23.40,26.60,.00,,
,,-.0001,-.05,.04,1525 / 1550,23.65,26.40,.0005,,
,,.0001,-.05,.06,1550 / 1575,23.60,26.35,-.0005,,
,,.0002,-.02,.04,1575 / 1600,23.40,26.60,.00,,
,,.00,-.02,.02,1600 / 1625,23.40,26.60,.00,,
,,.0001,-.02,.03,1625 / 1650,23.65,26.40,.0005,,
,,.0001,-.01,.02,1650 / 1675,23.60,26.35,-.0005,,
,,.00,-.01,.01,1675 / 1700,23.40,26.60,.00,,

25 JUN 21  (18)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,48.80,51.20,50 / 100,-.08,.03,.0001,,
,,.00,48.80,51.20,100 / 150,-.02,.03,-.0001,,
,,.00,48.80,51.15,150 / 200,-.02,.09,-.0005,,
,,.0012,48.75,51.10,200 / 250,-.02,.19,-.0014,,
,,.0037,48.55,51.00,250 / 300,.05,.27,-.0028,,
,,.0009,8.70,11.20,300 / 310,-.04,.10,-.0006,,
,,.0013,8.65,11.20,310 / 320,-.01,.11,-.0009,,
,,.0010,8.65,11.25,320 / 330,-.01,.14,-.0012,,
,,.0010,8.65,11.25,330 / 340,-.02,.18,-.0015,,
,,.0015,8.60,11.25,340 / 350,-.05,.14,-.0011,,
,,.0015,8.60,11.25,350 / 360,0,.15,-.0015,,
,,.0016,8.60,11.25,360 / 370,.02,.15,-.0018,,
,,.0014,8.60,11.30,370 / 380,0,.14,-.0017,,
,,.0022,8.55,11.25,380 / 390,.02,.18,-.0022,,
,,.0023,8.55,11.25,390 / 400,.05,.23,-.0029,,
,,.0025,8.55,11.25,400 / 410,.01,.17,-.0024,,
,,.0034,8.50,11.20,410 / 420,.06,.20,-.0031,,
,,.0037,8.50,11.20,420 / 430,.06,.24,-.0037,,
,,.0043,8.45,11.20,430 / 440,.07,.29,-.0044,,
,,.0058,8.35,11.15,440 / 450,.07,.29,-.0047,,
,,.0027,3.50,6.30,450 / 455,.01,.21,-.0028,,
,,.0035,3.45,6.25,455 / 460,.02,.22,-.0031,,
,,.0036,3.45,6.25,460 / 465,.04,.24,-.0035,,
,,.0048,3.45,6.10,465 / 470,.04,.24,-.0036,,
,,.0028,3.60,6.25,470 / 475,.07,.29,-.0043,,
,,.0048,3.40,6.20,475 / 480,.06,.32,-.0046,,
,,.0050,3.40,6.20,480 / 485,.06,.34,-.0050,,
,,.0069,3.35,6.00,485 / 490,.07,.36,-.0054,,
,,.0061,3.50,6.00,490 / 495,.10,.40,-.0061,,
,,.0056,3.50,6.10,495 / 500,.15,.45,-.0070,,
,,.0086,3.30,5.90,500 / 505,.15,.55,-.0080,,
,,.0072,3.40,6.05,505 / 510,.10,.55,-.0079,,
,,.0092,3.20,6.00,510 / 515,.25,.65,-.0098,,
,,.0101,3.40,5.70,515 / 520,.25,.70,-.0104,,
,,.0111,3.60,5.40,520 / 525,.25,.75,-.0111,,
,,.0124,3.55,5.30,525 / 530,.35,.90,-.0129,,
,,.0136,3.50,5.20,530 / 535,.35,.90,-.0133,,
,,.0148,3.40,5.15,535 / 540,.45,.95,-.0145,,
,,.0160,3.30,5.10,540 / 545,.60,1.20,-.0170,,
,,.0177,3.20,4.95,545 / 550,.55,1.25,-.0174,,
,,.0190,3.10,4.85,550 / 555,.40,1.40,-.0179,,
,,.0202,3.00,4.75,555 / 560,.70,1.80,-.0212,,
,,.0216,2.90,4.60,560 / 565,.55,1.70,-.0207,,
,,.0229,2.75,4.50,565 / 570,.85,1.85,-.0228,,
,,.0242,2.60,4.35,570 / 575,1.20,1.80,-.0241,,
,,.0121,1.05,2.50,575 / 577.5,.35,1.15,-.0122,,
,,.0129,.90,2.35,577.5 / 580,.25,1.50,-.0129,,
,,.0130,.80,2.45,580 / 582.5,.20,1.65,-.0132,,
,,.0132,.80,2.40,582.5 / 585,.20,1.40,-.0128,,
,,.0134,.75,2.35,585 / 587.5,.35,1.45,-.0133,,
,,.0135,.75,2.35,587.5 / 590,.45,1.60,-.0138,,
,,.0138,.70,2.20,590 / 592.5,.45,1.55,-.0138,,
,,.0139,.75,2.15,592.5 / 595,.50,1.55,-.0140,,
,,.0140,.75,2.15,595 / 597.5,.75,1.65,-.0142,,
,,.0142,.75,2.10,597.5 / 600,.55,1.55,-.0142,,
,,.0143,.60,1.95,600 / 602.5,.60,1.80,-.0143,,
,,.0144,.70,2.00,602.5 / 605,.45,1.85,-.0145,,
,,.0143,.55,1.75,605 / 607.5,.60,2.00,-.0144,,
,,.0145,.70,1.80,607.5 / 610,.65,2.00,-.0144,,
,,.0144,.70,1.65,610 / 612.5,.75,2.00,-.0144,,
,,.0144,.55,1.70,612.5 / 615,.70,1.95,-.0145,,
,,.0140,.25,1.70,615 / 617.5,.65,2.20,-.0143,,
,,.0143,.30,1.85,617.5 / 620,.65,2.25,-.0143,,
,,.0143,.35,1.75,620 / 622.5,.70,2.30,-.0141,,
,,.0141,.35,1.65,622.5 / 625,.70,2.35,-.0141,,
,,.0137,.15,1.65,625 / 627.5,.70,2.40,-.0140,,
,,.0137,.20,1.60,627.5 / 630,.75,2.45,-.0137,,
,,.0141,.45,1.45,630 / 632.5,.75,2.50,-.0136,,
,,.0139,.45,1.35,632.5 / 635,.90,2.55,-.0130,,
,,.0132,.30,1.30,635 / 637.5,.80,2.50,-.0135,,
,,.0123,.25,1.10,637.5 / 640,.80,2.65,-.0131,,
,,.0135,.40,1.25,640 / 642.5,.85,2.70,-.0127,,
,,.0115,-.05,1.25,642.5 / 645,.85,2.75,-.0124,,
,,.0125,.10,1.30,645 / 647.5,.85,2.75,-.0125,,
,,.0110,.25,.85,647.5 / 650,.90,2.80,-.0120,,
,,.0123,.40,.95,650 / 652.5,.90,2.85,-.0118,,
,,.0110,.20,.90,652.5 / 655,.95,2.90,-.0113,,
,,.0110,.20,.90,655 / 657.5,1.00,2.90,-.0110,,
,,.0122,.20,1.10,657.5 / 660,1.00,2.95,-.0107,,
,,.0101,-.10,1.05,660 / 662.5,1.00,3.00,-.0104,,
,,.0098,-.20,1.10,662.5 / 665,1.05,3.00,-.0101,,
,,.0077,-.20,.80,665 / 667.5,1.10,3.00,-.0098,,
,,.0093,.15,.70,667.5 / 670,1.10,3.05,-.0094,,
,,.0090,.15,.65,670 / 672.5,1.15,3.10,-.0087,,
,,.0086,.10,.65,672.5 / 675,1.15,3.05,-.0091,,
,,.0082,.05,.65,675 / 677.5,1.20,3.10,-.0083,,
,,.0078,.05,.60,677.5 / 680,1.25,3.15,-.0075,,
,,.0078,.05,.60,680 / 682.5,1.20,3.10,-.0083,,
,,.0082,0,.70,682.5 / 685,1.30,3.20,-.0066,,
,,.0061,-.10,.55,685 / 687.5,1.25,3.15,-.0074,,
,,.0064,0,.50,687.5 / 690,1.05,3.45,-.0065,,
,,.0064,0,.50,690 / 692.5,.80,3.70,-.0065,,
,,.0064,0,.50,692.5 / 695,.85,3.55,-.0074,,
,,.0055,-.05,.45,695 / 697.5,1.00,3.55,-.0060,,
,,.0054,-.05,.45,697.5 / 700,1.00,3.60,-.0055,,
,,.0103,.15,.60,700 / 705,3.35,6.05,-.0089,,
,,.0093,.14,.52,705 / 710,3.30,6.10,-.0088,,
,,.0089,.14,.49,710 / 715,3.30,6.10,-.0087,,
,,.0077,.11,.42,715 / 720,3.40,6.15,-.0070,,
,,.0061,.11,.28,720 / 725,3.40,6.15,-.0068,,
,,.0062,.11,.30,725 / 730,3.45,6.20,-.0056,,
,,.0051,.01,.31,730 / 735,3.45,6.00,-.0080,,
,,.0054,.04,.31,735 / 740,3.70,6.20,-.0024,,
,,.0041,.01,.24,740 / 745,3.55,6.20,-.0041,,
,,.0045,.03,.26,745 / 750,3.55,6.20,-.0041,,
,,.0060,.07,.28,750 / 760,8.50,11.15,-.0061,,
,,.0054,.08,.24,760 / 770,8.50,11.15,-.0059,,
,,.0042,.05,.19,770 / 780,8.55,11.20,-.0044,,
,,.0035,.04,.16,780 / 790,8.55,11.25,-.0036,,
,,.0027,.01,.14,790 / 800,8.60,11.25,-.0028,,
,,.0024,-.01,.14,800 / 810,8.65,11.25,-.0020,,
,,.0021,-.01,.13,810 / 820,8.65,11.25,-.0019,,
,,.0015,-.03,.11,820 / 830,8.65,11.25,-.0018,,
,,.0017,-.02,.12,830 / 840,8.65,11.30,-.0011,,
,,.0011,-.03,.09,840 / 850,8.65,11.30,-.0010,,
,,.0012,-.02,.09,850 / 860,8.65,11.25,-.0017,,
,,.0007,-.04,.07,860 / 870,8.70,11.30,-.0002,,
,,.0010,-.02,.08,870 / 880,8.65,11.30,-.0009,,
,,.0005,-.04,.06,880 / 890,8.65,11.30,-.0009,,
,,.0007,-.03,.07,890 / 900,8.70,11.30,-.0002,,
,,.0003,-.04,.05,900 / 910,8.70,11.30,-.0002,,
,,.0005,-.04,.07,910 / 920,8.65,11.25,-.0015,,
,,.0004,-.05,.07,920 / 930,8.70,11.30,-.0001,,
,,.0006,-.05,.09,930 / 940,8.70,11.30,-.0001,,
,,.0002,-.07,.08,940 / 950,8.70,11.30,-.0001,,
,,.0001,-.06,.06,950 / 960,8.70,11.25,-.0008,,
,,.0003,-.04,.06,960 / 970,8.75,11.25,-.0001,,
,,.0002,-.05,.06,970 / 980,8.75,11.25,-.0001,,
,,.0002,-.05,.06,980 / 990,8.75,11.25,-.0001,,
,,.0006,-.03,.07,990 / 1000,8.70,11.25,-.0007,,
,,.0005,-.04,.06,1000 / 1050,48.70,51.25,-.0009,,
,,.0007,-.03,.07,1050 / 1100,48.75,51.25,-.0002,,
,,.0005,-.04,.07,1100 / 1150,48.70,51.20,-.0013,,
,,.0007,-.04,.09,1150 / 1200,48.75,51.25,-.0001,,
,,.0002,-.06,.07,1200 / 1250,48.75,51.25,-.0001,,
,,.0003,-.05,.07,1250 / 1300,48.75,51.20,-.0006,,
,,.0002,-.05,.06,1300 / 1350,47.50,52.50,.00,,

2 JUL 21  (25)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,47.50,52.55,50 / 100,-.01,.03,-.0001,,
,,.00,48.80,51.20,100 / 150,-.01,.06,-.0003,,
,,.0010,48.70,51.10,150 / 200,-.05,.13,-.0006,,
,,.0030,48.55,51.00,200 / 250,.02,.30,-.0023,,
,,.0045,48.40,51.00,250 / 300,.15,.41,-.0043,,
,,.0009,8.60,11.30,300 / 310,-.05,.17,-.0010,,
,,.0010,8.60,11.30,310 / 320,0,.18,-.0014,,
,,.0016,8.55,11.25,320 / 330,.01,.16,-.0015,,
,,.0011,8.60,11.30,330 / 340,.01,.17,-.0016,,
,,.0015,8.55,11.30,340 / 350,0,.19,-.0017,,
,,.0019,8.50,11.30,350 / 360,.01,.21,-.0020,,
,,.0020,8.50,11.30,360 / 370,.02,.22,-.0022,,
,,.0024,8.50,11.25,370 / 380,.03,.23,-.0025,,
,,.0026,8.50,11.25,380 / 390,.05,.24,-.0028,,
,,.0037,8.40,11.20,390 / 400,.06,.25,-.0031,,
,,.0039,8.40,11.20,400 / 410,.08,.31,-.0038,,
,,.0041,8.40,11.20,410 / 420,.07,.33,-.0041,,
,,.0053,8.55,10.90,420 / 430,.12,.38,-.0050,,
,,.0060,8.75,10.65,430 / 440,.11,.46,-.0058,,
,,.0070,8.70,10.60,440 / 450,.20,.56,-.0073,,
,,.0039,3.85,5.75,450 / 455,.01,.30,-.0034,,
,,.0052,3.85,5.55,455 / 460,.05,.40,-.0044,,
,,.0039,4.00,5.65,460 / 465,.05,.50,-.0051,,
,,.0052,3.85,5.60,465 / 470,0,.45,-.0046,,
,,.0051,3.85,5.65,470 / 475,.05,.50,-.0054,,
,,.0061,3.75,5.60,475 / 480,.10,.55,-.0061,,
,,.0065,3.75,5.55,480 / 485,.10,.55,-.0063,,
,,.0073,3.75,5.45,485 / 490,.15,.65,-.0073,,
,,.0080,3.75,5.35,490 / 495,.15,.70,-.0077,,
,,.0082,3.75,5.35,495 / 500,.25,.75,-.0087,,
,,.0094,3.70,5.20,500 / 505,.25,.75,-.0089,,
,,.0094,3.75,5.20,505 / 510,.30,.90,-.0102,,
,,.0104,3.65,5.15,510 / 515,.25,.90,-.0102,,
,,.0109,3.55,5.20,515 / 520,.35,1.05,-.0116,,
,,.0129,3.35,5.00,520 / 525,.40,1.15,-.0125,,
,,.0132,3.40,4.95,525 / 530,.40,1.15,-.0128,,
,,.0137,3.30,5.00,530 / 535,.55,1.25,-.0140,,
,,.0151,3.10,4.90,535 / 540,.65,1.35,-.0151,,
,,.0160,3.00,4.80,540 / 545,.65,1.45,-.0157,,
,,.0166,2.95,4.75,545 / 550,.70,1.60,-.0167,,
,,.0178,2.80,4.60,550 / 555,.80,1.80,-.0178,,
,,.0183,2.75,4.55,555 / 560,.80,1.95,-.0185,,
,,.0192,2.65,4.40,560 / 565,.80,2.10,-.0191,,
,,.0199,2.55,4.30,565 / 570,.95,2.20,-.0200,,
,,.0206,2.45,4.20,570 / 575,1.00,2.30,-.0206,,
,,.0106,.75,2.45,575 / 577.5,.20,1.65,-.0107,,
,,.0109,.75,2.30,577.5 / 580,.30,1.60,-.0108,,
,,.0107,.90,2.30,580 / 582.5,.35,1.50,-.0108,,
,,.0110,.80,2.25,582.5 / 585,.40,1.55,-.0110,,
,,.0111,.75,2.30,585 / 587.5,.40,1.60,-.0111,,
,,.0113,.65,2.10,587.5 / 590,.45,1.60,-.0112,,
,,.0113,.80,2.15,590 / 592.5,.50,1.65,-.0113,,
,,.0114,.70,2.15,592.5 / 595,.50,1.70,-.0114,,
,,.0115,.65,2.15,595 / 597.5,.45,1.75,-.0115,,
,,.0116,.60,2.05,597.5 / 600,.50,1.85,-.0116,,
,,.0116,.60,2.00,600 / 602.5,.50,1.85,-.0116,,
,,.0116,.60,1.90,602.5 / 605,.65,1.95,-.0116,,
,,.0116,.60,1.85,605 / 607.5,.65,1.85,-.0117,,
,,.0116,.55,1.85,607.5 / 610,.70,1.90,-.0117,,
,,.0117,.55,1.90,610 / 612.5,.70,1.95,-.0117,,
,,.0116,.40,1.80,612.5 / 615,.70,2.00,-.0117,,
,,.0115,.40,1.75,615 / 617.5,.75,2.05,-.0116,,
,,.0116,.45,1.70,617.5 / 620,.70,2.10,-.0116,,
,,.0115,.45,1.65,620 / 622.5,.75,2.20,-.0115,,
,,.0116,.40,1.70,622.5 / 625,.75,2.20,-.0115,,
,,.0114,.30,1.70,625 / 627.5,.70,2.25,-.0115,,
,,.0108,.15,1.55,627.5 / 630,.80,2.35,-.0112,,
,,.0112,.20,1.65,630 / 632.5,.75,2.35,-.0113,,
,,.0111,.15,1.65,632.5 / 635,.75,2.50,-.0110,,
,,.0111,.20,1.60,635 / 637.5,.75,2.50,-.0110,,
,,.0112,.20,1.60,637.5 / 640,.80,2.55,-.0108,,
,,.0108,.10,1.55,640 / 642.5,.75,2.60,-.0108,,
,,.0099,.05,1.30,642.5 / 645,.85,2.60,-.0105,,
,,.0111,.25,1.50,645 / 647.5,.95,2.60,-.0102,,
,,.0102,0,1.45,647.5 / 650,.90,2.60,-.0104,,
,,.0192,.65,1.90,650 / 655,2.80,4.45,-.0199,,
,,.0199,.95,1.80,655 / 660,2.90,4.50,-.0194,,
,,.0177,.70,1.50,660 / 665,3.00,4.60,-.0186,,
,,.0176,.65,1.55,665 / 670,3.10,4.70,-.0177,,
,,.0172,.60,1.50,670 / 675,3.20,4.80,-.0168,,
,,.0157,.50,1.30,675 / 680,3.30,4.85,-.0160,,
,,.0154,.50,1.25,680 / 685,3.40,4.90,-.0151,,
,,.0142,.40,1.15,685 / 690,3.25,4.95,-.0158,,
,,.0132,.35,1.05,690 / 695,3.30,5.25,-.0137,,
,,.0132,.30,1.10,695 / 700,3.35,5.35,-.0127,,
,,.0220,.70,1.45,700 / 710,7.90,9.85,-.0229,,
,,.0199,.65,1.25,710 / 720,8.15,10.05,-.0194,,
,,.0170,.50,1.05,720 / 730,8.30,10.15,-.0172,,
,,.0139,.35,.85,730 / 740,8.50,10.30,-.0141,,
,,.0127,.30,.79,740 / 750,8.60,10.40,-.0121,,
,,.0099,.17,.63,750 / 760,8.70,10.50,-.0100,,
,,.0088,.17,.53,760 / 770,8.75,10.55,-.0089,,
,,.0074,.14,.43,770 / 780,8.80,10.60,-.0077,,
,,.0058,.06,.37,780 / 790,8.65,10.90,-.0061,,
,,.0054,.07,.34,790 / 800,8.45,11.15,-.0054,,
,,.0045,.06,.27,800 / 810,8.50,11.20,-.0042,,
,,.0040,.03,.26,810 / 820,8.50,11.20,-.0041,,
,,.0031,-.01,.23,820 / 830,8.50,11.25,-.0035,,
,,.0026,-.01,.19,830 / 840,8.50,11.30,-.0029,,
,,.0025,0,.18,840 / 850,8.55,11.30,-.0022,,
,,.0022,-.01,.16,850 / 860,8.55,11.25,-.0028,,
,,.0018,-.02,.14,860 / 870,8.60,11.30,-.0016,,
,,.0015,-.04,.14,870 / 880,8.60,11.30,-.0015,,
,,.0016,-.04,.15,880 / 890,8.60,11.30,-.0015,,
,,.0013,-.04,.13,890 / 900,8.60,11.30,-.0014,,
,,.0046,.07,.24,900 / 950,48.55,51.25,-.0033,,
,,.0029,-.04,.24,950 / 1000,48.60,51.25,-.0023,,
,,.0017,-.11,.22,1000 / 1050,48.65,51.25,-.0015,,
,,.0023,-.08,.27,1050 / 1100,48.65,51.30,-.0008,,
,,.00,-.16,.14,1100 / 1150,48.65,51.30,-.0007,,
,,.0005,-.07,.10,1150 / 1200,48.65,51.25,-.0012,,

9 JUL 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0003,46.10,53.85,50 / 100,-.05,.11,-.0003,,
,,.0004,46.10,53.85,100 / 150,-.11,.10,-.0001,,
,,.0008,46.10,53.80,150 / 200,-.06,.24,-.0012,,
,,.0027,46.00,53.60,200 / 250,-.02,.39,-.0025,,
,,.0056,45.80,53.40,250 / 300,.18,.57,-.0053,,
,,.0017,6.05,13.70,300 / 310,-.09,.27,-.0014,,
,,.0016,6.05,13.75,310 / 320,-.08,.28,-.0016,,
,,.0014,6.10,13.75,320 / 330,-.08,.29,-.0017,,
,,.0017,6.10,13.70,330 / 340,-.07,.30,-.0019,,
,,.0024,6.05,13.65,340 / 350,-.05,.31,-.0021,,
,,.0022,6.10,13.65,350 / 360,-.04,.32,-.0024,,
,,.0026,6.10,13.60,360 / 370,-.03,.31,-.0025,,
,,.0030,6.05,13.60,370 / 380,.01,.35,-.0031,,
,,.0040,5.95,13.55,380 / 390,.01,.38,-.0034,,
,,.0037,6.00,13.60,390 / 400,.01,.42,-.0038,,
,,.0045,5.95,13.55,400 / 410,.04,.48,-.0046,,
,,.0058,5.80,13.50,410 / 420,.05,.52,-.0051,,
,,.0056,5.85,13.55,420 / 430,.10,.62,-.0062,,
,,.0078,5.70,13.35,430 / 440,.10,.72,-.0071,,
,,.0074,5.80,13.40,440 / 450,.10,.80,-.0079,,
,,.0097,5.70,13.15,450 / 460,.20,.95,-.0097,,
,,.0110,5.65,13.05,460 / 470,.25,1.05,-.0110,,
,,.0130,5.50,12.90,470 / 480,.30,1.20,-.0125,,
,,.0166,5.40,12.35,480 / 490,.50,1.45,-.0154,,
,,.0168,5.65,12.20,490 / 500,.55,1.60,-.0170,,
,,.0197,5.40,11.95,500 / 510,.75,1.85,-.0197,,
,,.0221,5.25,11.70,510 / 520,1.00,2.05,-.0223,,
,,.0247,5.00,11.50,520 / 530,1.25,2.60,-.0261,,
,,.0146,1.55,6.10,530 / 535,-.05,1.85,-.0130,,
,,.0138,2.65,5.35,535 / 540,.35,2.10,-.0152,,
,,.0157,2.35,5.05,540 / 545,.45,1.70,-.0146,,
,,.0153,2.45,5.20,545 / 550,.75,2.05,-.0165,,
,,.0165,2.10,5.15,550 / 555,.35,2.05,-.0158,,
,,.0172,2.00,5.05,555 / 560,.75,2.65,-.0182,,
,,.0178,1.90,4.95,560 / 565,.65,2.50,-.0178,,
,,.0184,1.75,4.85,565 / 570,.40,2.60,-.0179,,
,,.0191,1.70,4.55,570 / 575,.50,3.00,-.0189,,
,,.0096,.25,2.85,575 / 577.5,-.30,2.20,-.0097,,
