This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

thinkBack: Stock quote and option quote for TSLA using Vertical template on 4/6/21 00:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
691.05,+29.30,"41,842,767",707.71,708.16,684.70

9 APR 21  (4)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.0188,.30,1.75,800 / 810,7.00,10.90,-.0191,,
,,.0170,.35,1.45,810 / 820,7.00,10.85,-.0193,,
,,.0162,.35,1.35,820 / 830,7.35,10.90,-.0166,,
,,.0143,.15,1.30,830 / 840,7.65,11.05,-.0132,,
,,.0088,0,.75,840 / 850,7.85,11.40,-.0088,,
,,.0106,.10,.92,850 / 860,7.70,11.40,-.0097,,
,,.0089,.02,.80,860 / 870,7.70,11.35,-.0099,,
,,.0076,.06,.62,870 / 880,7.90,11.50,-.0069,,
,,.0050,-.02,.42,880 / 890,7.95,11.50,-.0063,,
,,.0058,.04,.47,890 / 900,8.00,11.35,-.0071,,
,,.0041,-.12,.45,900 / 910,8.25,11.60,-.0025,,
,,.0036,-.13,.42,910 / 920,8.10,11.55,-.0042,,
,,.0015,-.33,.39,920 / 930,8.15,11.55,-.0036,,
,,.0028,-.34,.56,930 / 940,8.20,11.65,-.0022,,
,,.0032,-.13,.41,940 / 950,8.15,11.65,-.0025,,
,,.0031,-.03,.30,950 / 960,8.15,11.50,-.0039,,
,,.0019,-.17,.31,960 / 970,8.35,11.70,-.0001,,
,,.0010,-.18,.23,970 / 980,8.20,11.70,-.0014,,
,,.0015,-.11,.22,980 / 990,8.15,11.45,-.0042,,
,,.0015,-.10,.22,990 / 1000,6.95,13.65,.0051,,
,,.0034,-.07,.34,1000 / 1025,19.70,30.05,-.0032,,
,,.0017,-.15,.26,1025 / 1050,19.70,30.10,-.0025,,
,,.0026,-.08,.30,1050 / 1075,19.75,30.15,-.0015,,
,,.0017,-.16,.30,1075 / 1100,19.75,30.10,-.0018,,
,,.0009,-.24,.30,1100 / 1125,19.80,30.10,-.0013,,
,,.0004,-.34,.35,1125 / 1150,19.80,30.10,-.0012,,
,,.0009,-.37,.44,1150 / 1175,19.80,30.10,-.0012,,
,,.0026,-.20,.47,1175 / 1200,19.80,30.10,-.0011,,
,,.0005,-.25,.29,1200 / 1225,19.80,30.15,-.0007,,
,,.00,-.34,.32,1225 / 1250,19.80,30.15,-.0006,,
,,-.0003,-.38,.32,1250 / 1275,19.80,30.10,-.0010,,
,,.0011,-.16,.28,1275 / 1300,19.80,30.15,-.0006,,
,,.0002,-.12,.13,1300 / 1325,19.80,30.15,-.0005,,
,,.0008,-.07,.15,1325 / 1350,19.85,30.15,-.0001,,
,,.0006,-.05,.11,1350 / 1375,15.15,30.20,-.0066,,

30 APR 21  (25)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.1532,40.40,57.15,100 / 150,.02,.04,-.0003,,
,,-.0007,42.15,57.50,150 / 200,-.05,.11,-.0004,,
,,-.1525,42.65,59.90,200 / 250,-.10,.23,-.0009,,
,,.1301,37.65,56.95,250 / 300,.12,.38,-.0030,,
,,-.0147,42.05,59.60,300 / 350,.10,.39,-.0036,,
,,-.0145,44.40,57.15,350 / 400,.31,.68,-.0072,,
,,-.0024,4.80,15.05,400 / 410,-.12,.24,-.0013,,
,,-.0021,4.70,14.95,410 / 420,-.07,.38,-.0023,,
,,-.0022,4.75,15.05,420 / 430,-.09,.40,-.0024,,
,,-.0017,4.60,14.90,430 / 440,-.07,.42,-.0027,,
,,-.0017,4.70,14.90,440 / 450,-.05,.41,-.0029,,
,,-.0014,4.65,14.90,450 / 460,.02,.50,-.0039,,
,,-.0010,4.60,14.85,460 / 470,-.14,.55,-.0035,,
,,.0010,5.50,13.15,470 / 480,-.09,.60,-.0042,,
,,.0010,7.00,12.00,480 / 490,.11,.81,-.0065,,
,,.0008,7.20,12.15,490 / 500,0,.88,-.0065,,
,,.0032,6.90,11.80,500 / 510,.05,.80,-.0067,,
,,.0041,7.00,11.70,510 / 520,.40,1.15,-.0102,,
,,.0046,7.10,11.75,520 / 530,.20,1.05,-.0092,,
,,.0082,6.70,11.35,530 / 540,.45,1.45,-.0123,,
,,.0088,6.80,11.40,540 / 550,.45,1.65,-.0135,,
,,.0130,6.40,10.85,550 / 560,.50,1.85,-.0148,,
,,.0138,6.50,10.80,560 / 570,.65,2.20,-.0171,,
,,.0078,2.10,6.40,570 / 575,.05,1.60,-.0094,,
,,.0080,2.05,6.45,575 / 580,0,1.30,-.0084,,
,,.0097,1.80,6.20,580 / 585,.30,1.80,-.0111,,
,,.0091,2.00,6.30,585 / 590,.05,1.95,-.0108,,
,,.0103,1.80,6.15,590 / 595,.05,1.95,-.0109,,
,,.0115,1.65,5.90,595 / 600,.10,2.10,-.0115,,
,,.0105,1.90,6.10,600 / 605,.10,2.25,-.0120,,
,,.0119,1.60,5.90,605 / 610,.15,2.35,-.0124,,
,,.0123,1.60,5.80,610 / 615,.20,2.45,-.0128,,
,,.0128,1.55,5.70,615 / 620,.20,2.60,-.0132,,
,,.0073,-.30,3.45,620 / 622.5,-.55,2.00,-.0067,,
,,.0061,.10,3.70,622.5 / 625,-.55,2.05,-.0069,,
,,.0062,0,3.80,625 / 627.5,-.55,2.05,-.0069,,
,,.0070,-.25,3.60,627.5 / 630,-.55,2.10,-.0070,,
,,.0072,-.35,3.60,630 / 632.5,-.55,2.20,-.0072,,
,,.0068,-.10,3.60,632.5 / 635,-.60,2.20,-.0071,,
,,.0068,0,3.55,635 / 637.5,-.65,2.10,-.0069,,
,,.0075,-.20,3.30,637.5 / 640,-.45,2.35,-.0076,,
,,.0072,-.15,3.45,640 / 642.5,-.60,2.25,-.0073,,
,,.0073,-.25,3.50,642.5 / 645,-.55,2.25,-.0074,,
,,.0075,-.20,3.30,645 / 647.5,-.50,2.25,-.0075,,
,,.0076,-.15,3.25,647.5 / 650,-.45,2.25,-.0075,,
,,.0075,-.10,3.30,650 / 652.5,-.40,2.30,-.0077,,
,,.0076,-.15,3.25,652.5 / 655,-.30,2.50,-.0079,,
,,.0078,-.30,3.15,655 / 657.5,-.50,2.35,-.0077,,
,,.0076,-.15,3.30,657.5 / 660,-.45,2.20,-.0076,,
,,.0078,-.25,3.20,660 / 662.5,-.20,2.40,-.0080,,
,,.0079,-.25,3.05,662.5 / 665,-.25,2.45,-.0080,,
,,.0078,-.15,3.15,665 / 667.5,-.35,2.35,-.0079,,
,,.0081,-.25,2.75,667.5 / 670,-.25,2.50,-.0080,,
,,.0079,.10,3.00,670 / 672.5,-.25,2.45,-.0080,,
,,.0080,-.20,3.00,672.5 / 675,-.20,2.45,-.0081,,
,,.0081,-.25,2.90,675 / 677.5,-.10,2.50,-.0081,,
,,.0081,-.20,2.90,677.5 / 680,-.20,2.45,-.0081,,
,,.0081,-.25,2.75,680 / 682.5,-.10,2.55,-.0081,,
,,.0081,-.15,2.75,682.5 / 685,-.10,2.40,-.0082,,
,,.0081,-.20,2.60,685 / 687.5,-.05,2.60,-.0082,,
,,.0082,-.05,2.75,687.5 / 690,-.15,2.65,-.0082,,
,,.0163,1.05,3.55,690 / 695,1.10,3.90,-.0165,,
,,.0165,1.25,3.65,695 / 700,1.25,3.95,-.0165,,
,,.0165,.95,3.70,700 / 705,1.35,4.15,-.0164,,
,,.0165,.85,3.70,705 / 710,1.20,4.20,-.0166,,
,,.0163,.75,3.45,710 / 715,1.45,4.45,-.0162,,
,,.0163,.80,3.30,715 / 720,1.45,4.50,-.0162,,
,,.0166,.80,3.40,720 / 725,1.35,4.60,-.0163,,
,,.0160,.55,3.20,725 / 730,1.30,4.75,-.0163,,
,,.0159,.45,3.20,730 / 735,1.45,5.05,-.0157,,
,,.0157,.35,3.10,735 / 740,1.35,5.10,-.0159,,
,,.0142,.35,2.40,740 / 745,1.40,5.25,-.0156,,
,,.0163,1.35,2.30,745 / 750,1.45,5.35,-.0153,,
,,.0288,2.30,3.30,750 / 760,5.00,9.05,-.0298,,
,,.0301,1.90,4.05,760 / 770,5.35,9.45,-.0280,,
,,.0265,1.00,3.65,770 / 780,5.35,9.45,-.0284,,
,,.0226,.85,2.70,780 / 790,5.75,10.00,-.0254,,
,,.0239,1.40,2.50,790 / 800,6.10,10.55,-.0220,,
,,.0241,1.20,2.65,800 / 810,6.00,10.65,-.0220,,
,,.0166,.40,1.80,810 / 820,6.20,10.90,-.0200,,
,,.0187,.85,1.80,820 / 830,6.45,11.15,-.0176,,
,,.0178,.65,1.80,830 / 840,6.55,11.20,-.0168,,
,,.0110,.10,1.15,840 / 850,6.80,11.30,-.0149,,
,,.0131,.45,1.20,850 / 860,7.05,11.50,-.0121,,
,,.0128,.25,1.35,860 / 870,7.10,11.60,-.0111,,
,,.0103,0,1.20,870 / 880,7.20,11.70,-.0097,,
,,.0085,0,.95,880 / 890,7.35,11.90,-.0072,,
,,.0067,.05,.65,890 / 900,7.20,11.75,-.0092,,
,,.0077,.15,.71,900 / 910,7.40,11.90,-.0066,,
,,.0058,-.11,.71,910 / 920,7.45,11.90,-.0062,,
,,.0052,-.13,.67,920 / 930,7.55,11.95,-.0050,,
,,.0045,-.15,.60,930 / 940,6.35,13.70,-.0008,,
,,.0039,-.17,.55,940 / 950,4.65,14.95,-.0040,,
,,.0034,-.19,.52,950 / 960,4.65,15.00,-.0036,,
,,.0031,-.20,.50,960 / 970,4.70,15.05,-.0027,,
,,.0020,-.22,.39,970 / 980,4.70,15.00,-.0030,,
,,.0031,-.14,.45,980 / 990,4.75,15.05,-.0022,,
,,.0012,-.19,.27,990 / 1000,4.75,15.05,-.0022,,
,,.0057,.06,.50,1000 / 1025,17.10,30.60,-.0209,,
,,.0036,-.14,.47,1025 / 1050,16.45,32.60,-.0118,,
,,.0030,-.16,.43,1050 / 1075,17.00,32.70,-.0010,,
,,.0016,-.11,.23,1075 / 1100,17.10,32.85,.00,,
,,.0019,-.04,.21,1100 / 1125,17.10,32.65,.00,,
,,.0025,-.11,.37,1125 / 1150,16.95,32.75,.00,,
,,.0011,-.19,.28,1150 / 1175,17.05,32.90,.00,,
,,.0017,-.08,.25,1175 / 1200,17.25,32.70,.00,,
,,.0012,-.15,.27,1200 / 1225,17.75,34.75,.0140,,
,,.0001,-.23,.21,1225 / 1250,15.20,32.00,-.0140,,
,,.0011,-.11,.23,1250 / 1275,15.10,32.50,.00,,
,,.0028,-.14,.48,1275 / 1300,15.15,34.80,.00,,
,,.0006,-.41,.47,1300 / 1325,17.15,35.15,.00,,
,,.0006,-.41,.47,1325 / 1350,17.25,32.85,.00,,
,,-.0010,-.35,.21,1350 / 1375,17.35,32.75,.00,,

7 MAY 21  (32)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,44.80,55.10,100 / 150,-.04,.09,-.0003,,
,,.00,44.75,55.05,150 / 200,-.10,.31,-.0010,,
,,.00,44.70,55.00,200 / 250,-.21,.52,-.0017,,
,,.1279,44.65,54.95,250 / 300,-.23,.40,-.0015,,
,,-.0139,44.50,54.85,300 / 350,.29,.66,-.0058,,
,,-.0124,44.20,54.55,350 / 400,.37,.83,-.0083,,
,,-.0022,4.70,14.95,400 / 410,-.15,.49,-.0024,,
,,-.0019,4.65,14.90,410 / 420,-.14,.53,-.0027,,
,,-.0018,4.65,14.95,420 / 430,-.11,.56,-.0031,,
,,-.0015,4.60,14.85,430 / 440,-.08,.60,-.0035,,
,,-.0012,4.60,14.85,440 / 450,-.06,.65,-.0040,,
,,.0006,5.25,13.35,450 / 460,.02,.71,-.0048,,
,,.00,6.70,12.50,460 / 470,-.05,.78,-.0050,,
,,.0007,6.70,12.40,470 / 480,0,.95,-.0061,,
,,.0022,6.55,12.15,480 / 490,.15,1.00,-.0072,,
,,.0021,6.75,12.30,490 / 500,.20,.90,-.0072,,
,,.0041,6.50,12.05,500 / 510,.30,1.15,-.0089,,
,,.0056,6.45,11.90,510 / 520,.25,1.40,-.0100,,
,,.0074,6.35,11.70,520 / 530,.35,1.60,-.0114,,
,,.0093,6.20,11.50,530 / 540,.40,1.80,-.0126,,
,,.0110,6.10,11.35,540 / 550,.55,2.05,-.0143,,
,,.0065,1.65,6.85,550 / 555,-.05,1.50,-.0077,,
,,.0068,1.65,6.80,555 / 560,0,1.55,-.0081,,
,,.0072,1.65,6.75,560 / 565,.05,1.55,-.0083,,
,,.0086,1.50,6.45,565 / 570,.05,1.65,-.0087,,
,,.0076,1.75,6.65,570 / 575,.05,1.80,-.0092,,
,,.0088,1.50,6.50,575 / 580,.10,1.90,-.0097,,
,,.0099,1.40,6.20,580 / 585,.15,1.95,-.0100,,
,,.0086,1.75,6.50,585 / 590,.15,2.10,-.0104,,
,,.0103,1.35,6.20,590 / 595,.15,2.25,-.0108,,
,,.0105,1.35,6.20,595 / 600,.15,2.35,-.0111,,
,,.0112,1.25,6.00,600 / 605,.40,2.45,-.0119,,
,,.0112,1.35,5.95,605 / 610,.20,2.30,-.0113,,
,,.0116,1.30,5.85,610 / 615,.20,2.70,-.0121,,
,,.0117,1.30,5.85,615 / 620,.20,2.45,-.0118,,
,,.0061,-.55,4.00,620 / 622.5,-.25,2.15,-.0068,,
,,.0064,-.60,3.85,622.5 / 625,-.60,2.25,-.0064,,
,,.0060,-.45,4.00,625 / 627.5,-.60,2.25,-.0065,,
,,.0065,-.60,3.80,627.5 / 630,-.65,2.30,-.0065,,
,,.0064,-.50,3.80,630 / 632.5,-.70,2.30,-.0064,,
,,.0064,-.50,3.80,632.5 / 635,-.50,2.45,-.0068,,
,,.0064,-.45,3.85,635 / 637.5,-.65,2.35,-.0066,,
,,.0068,-.60,3.65,637.5 / 640,-.65,2.50,-.0067,,
,,.0065,-.45,3.80,640 / 642.5,-.75,2.35,-.0065,,
,,.0068,-.60,3.60,642.5 / 645,-.50,2.40,-.0068,,
,,.0066,-.45,3.70,645 / 647.5,-.55,2.35,-.0068,,
,,.0068,-.55,3.60,647.5 / 650,-.50,2.55,-.0070,,
,,.0069,-.50,3.55,650 / 652.5,-.60,2.55,-.0069,,
,,.0070,-.55,3.40,652.5 / 655,-.60,2.55,-.0070,,
,,.0069,-.40,3.50,655 / 657.5,-.50,2.60,-.0071,,
,,.0070,-.50,3.40,657.5 / 660,-.50,2.60,-.0071,,
,,.0070,-.50,3.40,660 / 662.5,-.50,2.60,-.0071,,
,,.0071,-.55,3.25,662.5 / 665,-.50,2.55,-.0071,,
,,.0071,-.35,3.35,665 / 667.5,-.40,2.65,-.0072,,
,,.0072,-.50,3.15,667.5 / 670,-.45,2.60,-.0072,,
,,.0072,-.40,3.15,670 / 672.5,-.35,2.70,-.0073,,
,,.0072,-.35,3.20,672.5 / 675,-.35,2.70,-.0073,,
,,.0072,-.45,3.10,675 / 677.5,-.40,2.65,-.0073,,
,,.0073,-.45,3.00,677.5 / 680,-.40,2.75,-.0073,,
,,.0073,-.35,3.05,680 / 682.5,-.35,2.80,-.0073,,
,,.0073,-.40,2.95,682.5 / 685,-.35,2.75,-.0073,,
,,.0073,-.40,2.85,685 / 687.5,-.30,2.80,-.0073,,
,,.0074,-.30,2.90,687.5 / 690,-.30,2.80,-.0074,,
,,.0144,.80,3.35,690 / 695,.95,4.10,-.0148,,
,,.0150,1.40,3.95,695 / 700,1.00,4.25,-.0148,,
,,.0145,.75,3.50,700 / 705,.95,4.20,-.0150,,
,,.0151,1.10,3.90,705 / 710,1.20,4.55,-.0146,,
,,.0146,.50,3.70,710 / 715,1.05,4.60,-.0148,,
,,.0147,.55,3.70,715 / 720,1.05,4.65,-.0148,,
,,.0148,.60,3.60,720 / 725,1.10,4.80,-.0147,,
,,.0147,.50,3.50,725 / 730,1.15,5.05,-.0144,,
,,.0143,.35,3.35,730 / 735,1.10,5.10,-.0145,,
,,.0143,.40,3.25,735 / 740,1.15,5.20,-.0144,,
,,.0141,.25,3.20,740 / 745,1.15,5.35,-.0142,,
,,.0135,.25,2.85,745 / 750,1.30,5.50,-.0137,,
,,.0283,2.05,4.70,750 / 760,4.75,8.85,-.0276,,
,,.0265,1.35,4.40,760 / 770,4.80,9.25,-.0270,,
,,.0244,1.25,3.65,770 / 780,5.00,9.90,-.0250,,
,,.0248,1.35,3.60,780 / 790,5.00,10.05,-.0249,,
,,.0212,.75,3.05,790 / 800,5.30,10.45,-.0229,,
,,.0216,1.05,2.85,800 / 810,5.45,10.70,-.0216,,
,,.0209,.85,2.80,810 / 820,5.60,10.85,-.0207,,
,,.0182,.45,2.50,820 / 830,5.90,11.10,-.0186,,
,,.0149,.35,1.85,830 / 840,6.10,11.30,-.0169,,
,,.0174,.75,2.00,840 / 850,6.25,11.40,-.0157,,
,,.0129,.30,1.50,850 / 860,6.55,11.75,-.0125,,
,,.0138,.40,1.60,860 / 870,6.50,11.80,-.0123,,
,,.0109,.05,1.40,870 / 880,6.60,11.90,-.0112,,
,,.0096,0,1.25,880 / 890,6.70,11.95,-.0103,,
,,.0084,0,1.05,890 / 900,6.75,11.90,-.0103,,
,,.0089,.05,1.10,900 / 910,7.05,12.20,-.0066,,
,,.0070,-.15,1.00,910 / 920,6.90,12.05,-.0083,,
,,.0060,-.15,.85,920 / 930,7.05,12.15,-.0067,,
,,.0059,-.10,.80,930 / 940,7.10,12.20,-.0060,,
,,.0053,-.15,.77,940 / 950,7.25,12.45,-.0032,,
,,.0045,-.22,.72,950 / 960,7.10,12.40,-.0045,,
,,.0043,-.20,.69,960 / 970,7.05,12.25,-.0058,,
,,.0037,-.21,.62,970 / 980,6.20,13.90,-.0002,,
,,.0031,-.24,.57,980 / 990,4.65,14.95,-.0036,,
,,.0030,-.23,.55,990 / 1000,4.70,15.00,-.0028,,
,,.0060,-.07,.70,1000 / 1025,19.55,29.85,-.0058,,
,,.0044,-.15,.59,1025 / 1050,19.60,29.90,-.0048,,
,,.0040,-.16,.58,1050 / 1075,19.65,29.95,-.0039,,
,,.0030,-.24,.54,1075 / 1100,19.70,30.00,-.0030,,
,,.0034,-.13,.51,1100 / 1125,19.70,30.05,-.0025,,
,,.0012,-.28,.36,1125 / 1150,19.70,30.05,-.0024,,
,,.0019,-.29,.48,1150 / 1175,19.75,30.05,-.0020,,
,,.0016,-.30,.46,1175 / 1200,19.75,30.10,-.0015,,
,,.0007,-.31,.35,1200 / 1225,19.75,30.10,-.0015,,
,,.0020,-.21,.45,1225 / 1250,19.80,30.00,-.0018,,
,,.0009,-.24,.33,1250 / 1275,19.90,30.00,-.0010,,
,,.0017,-.07,.28,1275 / 1300,17.15,30.45,-.0116,,
,,-.0004,-.46,.37,1300 / 1325,16.95,32.90,.00,,
,,.0008,-.63,.71,1325 / 1350,17.00,32.70,.00,,
,,.0001,-.40,.38,1350 / 1375,17.25,32.85,.00,,

14 MAY 21  (39)  100 (Weeklys)
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,30.10,69.90,100 / 150,-.10,.65,-.0018,,
,,.00,29.90,69.75,150 / 200,-.66,.63,-.0004,,
,,.00,29.85,69.70,200 / 250,-.61,1.00,-.0021,,
,,.1280,29.90,69.75,250 / 300,-.40,.98,-.0034,,
,,-.0135,29.45,69.35,300 / 350,-.04,.78,-.0049,,
,,-.0117,36.55,61.65,350 / 400,.42,1.28,-.0104,,
,,-.0019,4.60,14.90,400 / 410,-.19,.67,-.0029,,
,,-.0017,4.60,14.90,410 / 420,-.17,.70,-.0033,,
,,-.0014,4.55,14.85,420 / 430,-.14,.75,-.0037,,
,,-.0009,4.50,14.75,430 / 440,-.10,.84,-.0044,,
,,-.0005,4.50,14.70,440 / 450,-.10,.90,-.0048,,
,,.00,4.45,14.65,450 / 460,-.05,.95,-.0053,,
,,.0008,4.40,14.55,460 / 470,0,1.00,-.0059,,
,,.0011,4.60,14.45,470 / 480,.10,.90,-.0061,,
,,.0026,4.55,14.10,480 / 490,.35,1.20,-.0084,,
,,.0039,4.50,13.95,490 / 500,.20,1.35,-.0086,,
,,.0053,4.40,13.80,500 / 510,.30,1.50,-.0097,,
,,.0069,4.30,13.65,510 / 520,.40,1.65,-.0108,,
,,.0085,4.20,13.45,520 / 530,.50,1.85,-.0120,,
,,.0103,4.05,13.25,530 / 540,.55,2.05,-.0131,,
,,.0121,3.95,13.00,540 / 550,.70,2.20,-.0143,,
,,.0138,3.85,12.70,550 / 560,1.00,2.55,-.0163,,
,,.0156,3.65,12.45,560 / 570,1.00,2.80,-.0172,,
,,.0171,3.50,12.20,570 / 580,1.15,3.15,-.0186,,
,,.0186,3.35,11.90,580 / 590,1.30,3.50,-.0199,,
,,.0098,-.50,7.95,590 / 595,.10,2.45,-.0103,,
,,.0102,-.50,7.80,595 / 600,.20,2.50,-.0107,,
,,.0105,-.50,7.70,600 / 605,.20,2.50,-.0107,,
,,.0108,-.55,7.60,605 / 610,.20,2.80,-.0113,,
,,.0111,-.55,7.50,610 / 615,.10,2.95,-.0114,,
,,.0113,-.55,7.40,615 / 620,.15,3.05,-.0116,,
,,.0116,-.55,7.25,620 / 625,.20,2.45,-.0111,,
,,.0119,-.55,7.10,625 / 630,.85,3.25,-.0128,,
,,.0121,-.55,7.00,630 / 635,.20,3.25,-.0122,,
,,.0123,-.60,6.85,635 / 640,.30,3.35,-.0124,,
,,.0062,-2.10,5.25,640 / 642.5,-.70,2.55,-.0063,,
,,.0062,-2.10,5.20,642.5 / 645,-.70,2.60,-.0063,,
,,.0063,-2.15,5.15,645 / 647.5,-.55,2.65,-.0065,,
,,.0064,-2.10,5.10,647.5 / 650,-.70,2.55,-.0063,,
,,.0064,-2.05,5.05,650 / 652.5,-.70,2.75,-.0065,,
,,.0064,-2.05,5.00,652.5 / 655,-.75,2.80,-.0065,,
,,.0068,-2.05,4.15,655 / 657.5,-.75,2.85,-.0065,,
,,.0062,-1.25,4.90,657.5 / 660,-.80,2.85,-.0065,,
,,.0065,-2.00,4.90,660 / 662.5,-.50,2.95,-.0067,,
,,.0067,-2.00,4.05,662.5 / 665,-.80,2.70,-.0065,,
,,.0064,-1.20,4.75,665 / 667.5,-.80,3.00,-.0066,,
,,.0066,-1.95,4.70,667.5 / 670,-.50,3.05,-.0067,,
,,.0066,-1.95,4.65,670 / 672.5,-.50,2.80,-.0067,,
,,.0067,-1.90,4.65,672.5 / 675,-.50,2.85,-.0067,,
,,.0067,-1.95,4.55,675 / 677.5,-.55,2.85,-.0067,,
,,.0066,-1.90,3.85,677.5 / 680,-.50,2.90,-.0067,,
,,.0067,-1.20,3.80,680 / 682.5,-.50,2.95,-.0067,,
,,.0069,-1.05,4.45,682.5 / 685,-.55,2.95,-.0068,,
,,.0066,-1.85,3.60,685 / 687.5,-.50,3.00,-.0068,,
,,.0068,-1.10,3.70,687.5 / 690,-.50,3.00,-.0068,,
,,.0135,.10,4.75,690 / 695,.75,4.35,-.0136,,
,,.0136,.10,4.70,695 / 700,.80,4.50,-.0136,,
,,.0136,.05,4.60,700 / 705,.80,4.55,-.0136,,
,,.0136,.05,4.50,705 / 710,.60,4.65,-.0138,,
,,.0136,.05,4.40,710 / 715,.65,4.95,-.0136,,
,,.0136,0,4.30,715 / 720,.90,5.05,-.0134,,
,,.0135,-.05,4.20,720 / 725,.70,5.15,-.0135,,
,,.0135,-.05,4.10,725 / 730,.75,5.50,-.0131,,
,,.0138,-.10,4.25,730 / 735,.55,5.40,-.0136,,
,,.0130,-.35,3.90,735 / 740,.60,5.70,-.0132,,
,,.0264,1.65,5.50,740 / 750,3.85,9.10,-.0261,,
,,.0257,1.45,5.15,750 / 760,3.35,9.45,-.0268,,
,,.0251,1.30,4.80,760 / 770,3.50,10.45,-.0250,,
,,.0242,1.15,4.45,770 / 780,3.60,10.80,-.0243,,
,,.0231,1.00,4.05,780 / 790,3.75,11.20,-.0230,,
,,.0223,.95,3.75,790 / 800,3.85,11.55,-.0220,,
,,.0208,.75,3.40,800 / 810,3.95,11.85,-.0210,,
,,.0198,.65,3.15,810 / 820,4.10,12.20,-.0195,,
,,.0183,.50,2.85,820 / 830,4.15,12.45,-.0185,,
,,.0171,.40,2.60,830 / 840,4.40,12.75,-.0164,,
,,.0159,.35,2.35,840 / 850,4.40,12.85,-.0161,,
,,.0145,.25,2.10,850 / 860,4.75,13.15,-.0133,,
,,.0136,.20,1.95,860 / 870,5.20,13.05,-.0117,,
,,.0122,.10,1.75,870 / 880,4.60,12.85,-.0153,,
,,.0109,0,1.60,880 / 890,4.80,13.70,-.0104,,
,,.0100,-.05,1.50,890 / 900,4.85,13.75,-.0098,,
,,.0092,-.05,1.35,900 / 910,4.75,13.90,-.0095,,
,,.0081,-.10,1.20,910 / 920,4.80,14.10,-.0081,,
,,.0075,-.15,1.15,920 / 930,4.85,14.20,-.0072,,
,,.0065,-.20,1.05,930 / 940,4.85,14.25,-.0068,,
,,.0062,-.20,1.00,940 / 950,4.90,14.35,-.0059,,
,,.0052,-.25,.90,950 / 960,4.60,14.40,-.0073,,
,,.0049,-.25,.85,960 / 970,4.65,14.75,-.0049,,
,,.0042,-.30,.80,970 / 980,4.65,14.80,-.0045,,
,,.0040,-.30,.78,980 / 990,4.65,14.85,-.0041,,
,,.0034,-.33,.73,990 / 1000,4.70,14.90,-.0034,,
,,.0015,-1.58,1.50,1000 / 1025,12.20,35.90,-.0146,,
,,.0061,-1.65,2.37,1025 / 1050,6.05,43.60,-.0038,,
,,.0059,-1.92,2.64,1050 / 1075,5.80,43.55,-.0057,,
,,.0057,-2.69,3.40,1075 / 1100,6.00,43.60,-.0038,,
,,.0012,-2.69,2.73,1100 / 1125,6.05,43.35,-.0052,,
,,.0027,-1.67,1.96,1125 / 1150,6.35,43.40,-.0024,,
,,.0024,-1.59,1.85,1150 / 1175,6.70,43.65,.0022,,
,,.0101,-1.04,2.46,1175 / 1200,6.45,44.65,.0070,,
,,-.0140,-3.59,1.29,1200 / 1225,5.15,43.70,-.0081,,
,,.0013,-3.51,3.62,1225 / 1250,6.05,44.60,.0040,,
,,.0009,-3.47,3.53,1250 / 1275,5.05,44.65,-.0023,,
,,.0017,-3.38,3.60,1275 / 1300,5.05,44.80,-.0013,,
,,.0070,-1.89,3.04,1300 / 1325,5.00,44.95,-.0006,,
,,-.0055,-2.94,1.89,1325 / 1350,5.00,44.95,-.0006,,
,,.0117,-.87,2.82,1350 / 1375,5.05,44.80,-.0012,,

21 MAY 21  (46)  100
,,Delta,Bid,Ask,Strike,Bid,Ask,Delta,,
,,.00,24.85,35.15,20 / 50,-.01,.02,.00,,
,,.00,44.85,55.15,50 / 100,0,.04,-.0002,,
,,.00,44.75,55.05,100 / 150,-.01,.07,-.0003,,
,,.00,44.65,55.00,150 / 200,.06,.24,-.0014,,
,,.1418,44.60,54.95,200 / 250,.17,.38,-.0027,,
,,-.0131,45.70,52.85,250 / 300,.33,.42,-.0040,,
,,-.0132,47.40,51.45,300 / 350,.46,.70,-.0066,,
,,-.0107,46.80,50.95,350 / 400,.84,1.37,-.0124,,
,,-.0036,22.10,26.40,400 / 425,.45,1.25,-.0094,,
,,-.0008,21.70,26.05,425 / 450,.70,1.65,-.0126,,
,,.0037,21.30,25.55,450 / 475,1.15,1.85,-.0160,,
,,.0097,20.95,24.95,475 / 500,1.85,2.35,-.0213,,
,,.0190,20.25,23.70,500 / 525,2.55,3.50,-.0283,,
,,.0284,19.30,22.70,525 / 550,3.35,4.40,-.0344,,
,,.0371,18.25,21.60,550 / 575,4.65,5.60,-.0418,,
,,.0178,5.80,9.05,575 / 585,1.80,3.45,-.0193,,
,,.0094,1.90,5.35,585 / 590,.25,2.10,-.0093,,
,,.0095,1.95,5.30,590 / 595,.55,2.20,-.0100,,
